序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
1,臺北市,2009/01,松山,3.8,0.57,402.84,19.0,46,29,32.22,9.21,23.01,2.111,0.199,1.912,15.79,70.05
2,臺北市,2009/01,古亭,3.3,0.64,-,20.4,53,27,35.17,11.49,23.68,2.096,0.207,1.889,16.73,75.76
3,臺北市,2009/01,中山,4.2,0.75,-,16.7,54,35,45.02,15.9,29.12,2.251,0.297,1.954,15.18,70.17
4,臺北市,2009/01,萬華,3.1,0.68,-,19.4,51,32,34.3,9.64,24.67,-,-,-,15.66,73.58
5,臺北市,2009/01,陽明,2.5,0.26,386.73,39.5,20,14,4.23,1.35,2.86,-,-,-,10.04,88.88
6,臺北市,2009/01,士林,3.4,0.52,-,27.4,55,26,22.3,6.16,16.14,-,-,-,15.72,68.39
7,新北市,2009/01,板橋,3.8,0.65,-,21.1,47,29,30.88,6.34,24.54,2.289,0.262,2.027,15.78,66.41
8,新北市,2009/01,三重,4.7,2.04,-,-,69,37,157.28,112.91,44.38,2.785,0.905,1.88,16.35,65.73
9,新北市,2009/01,菜寮,4.1,0.72,-,23.3,50,30,35.2,11.09,24.1,-,-,-,16.06,67.68
10,新北市,2009/01,永和,4.0,1.04,-,18.8,50,31,51.17,25.28,25.89,-,-,-,15.72,70.17
11,新北市,2009/01,新莊,4.0,0.55,-,26.2,44,27,26.03,5.3,20.72,-,-,-,15.11,69.7
12,新北市,2009/01,新店,3.1,0.5,-,25.3,37,24,23.09,4.64,18.44,-,-,-,15.34,75.79
13,新北市,2009/01,淡水,2.8,0.43,-,27.6,40,23,16.12,3.37,12.75,-,-,-,-,-
14,新北市,2009/01,汐止,3.2,0.46,-,25.1,44,23,23.74,5.86,17.88,-,-,-,16.23,78.5
15,新北市,2009/01,土城,3.5,0.59,-,25.1,45,29,28.28,6.96,21.32,2.213,0.241,1.972,15.61,71.22
16,新北市,2009/01,林口,3.2,0.34,-,33.1,40,22,13.57,1.64,11.92,-,-,-,13.1,82.87
17,新北市,2009/01,萬里,2.4,0.28,-,38.7,56,20,7.48,1.29,6.16,-,-,-,15.62,75.4
18,臺中市,2009/01,西屯,3.0,0.47,-,25.0,65,40,24.38,7.98,16.38,2.114,0.192,1.923,15.39,63.37
19,臺中市,2009/01,忠明,3.6,0.68,-,19.9,64,40,35.8,13.14,22.65,2.138,0.324,1.814,15.24,67.08
20,臺中市,2009/01,豐原,3.3,0.57,-,22.9,59,31,23.64,5.36,18.28,1.928,0.207,1.72,14.79,68.99
21,臺中市,2009/01,沙鹿,3.6,0.42,-,28.3,64,34,17.9,3.5,14.39,-,-,-,14.99,70.53
22,臺中市,2009/01,大里,2.3,0.69,408.5,20.7,63,45,33.82,11.78,22.04,2.05,0.3,1.751,15.22,69.6
23,臺南市,2009/01,新營,4.0,0.47,-,26.4,100,48,25.43,5.84,19.58,2.162,0.112,2.05,16.7,70.09
24,臺南市,2009/01,善化,4.1,0.43,397.94,27.5,90,47,23.49,5.78,17.71,-,-,-,16.47,68.31
25,臺南市,2009/01,安南,4.1,0.44,-,25.0,95,49,21.98,4.82,17.16,1.934,0.158,1.776,17.15,70.36
26,臺南市,2009/01,臺南,4.5,0.58,-,27.9,93,55,27.03,4.32,22.7,2.352,0.389,1.963,17.37,70.43
27,高雄市,2009/01,左營,5.0,0.64,-,26.3,88,59,30.43,5.73,24.7,2.127,0.286,1.841,17.68,69.28
28,高雄市,2009/01,楠梓,4.2,0.51,-,26.7,101,56,29.16,6.56,22.6,2.017,0.172,1.846,17.47,67.88
29,高雄市,2009/01,前金,6.0,0.68,-,29.1,96,62,32.46,6.41,26.05,2.317,0.292,2.025,18.32,63.83
30,高雄市,2009/01,前鎮,5.6,0.87,-,24.5,106,58,45.65,11.46,34.18,-,-,-,18.85,64.78
31,高雄市,2009/01,復興,9.3,1.1,-,24.5,105,64,53.85,17.48,36.37,-,-,-,19.1,71.89
32,高雄市,2009/01,小港,12.3,0.72,-,25.0,103,65,47.9,13.33,34.56,2.173,0.383,1.79,19.28,61.58
33,高雄市,2009/01,鳳山,10.2,0.69,-,24.3,112,60,39.35,8.89,30.46,2.253,0.477,1.776,18.08,68.63
34,高雄市,2009/01,林園,15.2,0.58,-,31.1,105,56,36.26,7.6,28.66,2.197,0.224,1.973,19.12,68.58
35,高雄市,2009/01,大寮,9.2,0.57,-,28.1,105,62,33.09,5.59,27.45,-,-,-,18.47,62.16
36,高雄市,2009/01,仁武,9.9,0.56,-,24.4,96,64,37.99,10.44,27.55,2.217,0.334,1.882,18.09,67.54
37,高雄市,2009/01,橋頭,4.7,0.54,-,26.6,110,56,28.26,6.28,21.98,-,-,-,17.64,68.56
38,高雄市,2009/01,美濃,3.2,0.46,-,30.7,84,48,17.3,3.04,14.29,-,-,-,18.45,72.26
39,基隆市,2009/01,基隆,3.0,0.44,-,31.7,36,22,15.75,3.75,12.0,1.855,0.134,1.721,15.65,72.2
40,新竹市,2009/01,新竹,4.3,0.5,-,26.3,56,32,21.88,4.47,17.41,2.043,0.195,1.848,15.66,70.55
41,嘉義市,2009/01,嘉義,4.7,0.62,-,21.1,92,51,29.29,5.8,23.49,2.23,0.251,1.98,16.42,65.96
42,宜蘭縣,2009/01,宜蘭,2.8,0.37,399.95,28.6,40,22,10.1,1.4,8.68,-,-,-,18.24,74.85
43,宜蘭縣,2009/01,冬山,2.6,0.4,-,28.4,40,21,16.1,3.84,12.26,-,-,-,16.08,74.19
44,桃園市,2009/01,桃園,5.4,0.51,-,27.2,58,29,25.41,4.73,20.67,1.974,0.175,1.799,14.96,74.06
45,桃園市,2009/01,中壢,5.6,0.78,-,20.5,68,34,43.02,15.29,27.73,2.384,0.354,2.03,14.46,77.22
46,桃園市,2009/01,大園,3.6,0.34,-,32.5,47,30,17.83,3.89,13.94,-,-,-,15.86,73.87
47,桃園市,2009/01,龍潭,3.3,0.48,-,27.0,53,27,22.68,4.97,17.71,-,-,-,13.47,81.52
48,桃園市,2009/01,平鎮,5.2,0.47,-,22.2,66,29,23.5,3.36,20.14,-,-,-,15.74,69.46
49,桃園市,2009/01,觀音,5.4,0.3,-,31.3,63,28,11.73,1.33,10.38,-,-,-,14.51,73.54
50,新竹縣,2009/01,竹東,3.1,0.43,-,24.8,46,27,18.08,3.84,14.24,-,-,-,14.66,70.27
51,新竹縣,2009/01,湖口,4.1,0.35,-,31.0,53,31,14.3,2.74,11.55,-,-,-,14.56,68.29
52,苗栗縣,2009/01,苗栗,4.1,0.51,-,23.4,52,34,24.06,6.94,17.12,-,-,-,14.87,72.01
53,苗栗縣,2009/01,頭份,3.8,0.42,-,25.8,57,32,19.21,4.04,15.16,-,-,-,14.59,71.86
54,苗栗縣,2009/01,三義,2.6,0.34,-,27.2,43,27,13.62,1.7,11.9,-,-,-,12.09,80.24
55,彰化縣,2009/01,彰化,3.7,0.52,-,20.5,79,40,32.06,9.63,22.43,1.992,0.179,1.813,15.09,67.99
56,彰化縣,2009/01,線西,4.1,0.34,-,30.1,55,32,15.52,3.26,12.26,-,-,-,15.69,70.58
57,彰化縣,2009/01,二林,2.9,0.3,-,28.2,59,38,15.09,3.01,12.06,-,-,-,15.83,69.3
58,南投縣,2009/01,南投,3.3,0.64,-,18.2,72,45,30.72,9.29,21.43,2.163,0.372,1.792,15.52,69.07
59,南投縣,2009/01,埔里,3.5,0.56,-,24.1,60,43,22.63,4.68,17.96,-,-,-,15.2,66.94
60,南投縣,2009/01,竹山,2.6,0.53,-,24.2,71,46,22.66,3.97,18.68,-,-,-,15.43,71.21
61,雲林縣,2009/01,斗六,3.3,0.51,-,23.6,79,50,25.03,5.42,19.61,-,-,-,16.29,69.52
62,雲林縣,2009/01,崙背,3.6,0.36,-,28.2,76,38,16.37,2.6,13.77,-,-,-,15.71,70.81
63,雲林縣,2009/01,臺西,4.1,0.24,-,35.0,64,33,11.6,2.07,9.51,-,-,-,16.43,77.12
64,嘉義縣,2009/01,朴子,3.6,0.38,-,27.5,91,39,15.34,1.85,13.48,-,-,-,16.22,70.37
65,嘉義縣,2009/01,新港,3.4,0.4,-,27.2,85,47,18.35,3.81,14.53,-,-,-,15.36,68.35
66,屏東縣,2009/01,屏東,4.2,0.64,-,31.8,90,51,24.74,4.78,19.96,2.25,0.229,2.021,18.81,61.67
67,屏東縣,2009/01,潮州,4.6,0.48,-,32.6,102,55,17.24,2.71,14.52,-,-,-,18.28,66.17
68,屏東縣,2009/01,恆春,2.3,0.2,358.84,44.6,26,14,3.86,1.53,2.34,-,-,-,19.92,73.58
69,臺東縣,2009/01,臺東,2.2,0.4,-,31.2,36,16,9.25,3.07,6.17,-,-,-,19.68,66.62
70,臺東縣,2009/01,關山,2.6,-,-,25.7,31,21,8.66,2.66,6.0,-,-,-,17.38,71.24
71,花蓮縣,2009/01,花蓮,3.5,0.49,-,22.6,34,21,16.55,3.52,13.03,-,-,-,18.28,70.92
