序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","相對濕度 RH (percent)","紫外線指數 UVB (UVI)"
1,臺北市,2004/06,松山,5.5,0.55,-,26.1,56,-,34.71,10.14,24.59,-,-,-,27.67,-,-,71.15,-
2,臺北市,2004/06,古亭,3.0,0.65,-,27.8,52,-,36.01,10.16,25.88,-,-,-,28.81,-,-,66.22,-
3,臺北市,2004/06,中山,3.5,0.73,-,25.4,51,-,47.03,16.39,30.69,2.451,0.561,-,30.11,-,-,69.57,-
4,臺北市,2004/06,大同,5.6,0.97,-,18.7,52,-,62.5,27.4,35.1,2.8,0.509,2.291,28.21,-,-,-,-
5,臺北市,2004/06,萬華,3.3,0.65,-,28.9,51,33,26.92,4.56,22.44,-,-,-,28.69,-,-,70.54,-
6,臺北市,2004/06,陽明,1.5,0.13,371.18,41.6,26,-,-,-,-,-,-,-,-,-,-,-,-
7,臺北市,2004/06,士林,2.5,0.42,-,-,39,-,20.61,4.94,15.69,-,-,-,27.86,-,-,73.57,-
8,新北市,2004/06,板橋,4.5,0.64,-,31.0,54,-,-,-,-,2.731,0.591,2.141,27.61,-,-,65.27,-
9,新北市,2004/06,三重,5.7,2.0,-,-,63,-,101.05,63.67,37.37,3.002,0.97,2.032,28.28,-,-,-,-
10,新北市,2004/06,菜寮,4.0,0.79,-,27.9,45,-,32.87,7.57,25.31,-,-,-,27.99,-,-,69.58,-
11,新北市,2004/06,永和,3.8,1.17,-,24.8,55,-,44.69,17.35,27.34,2.575,0.546,2.03,25.64,-,-,68.98,-
12,新北市,2004/06,新莊,5.9,0.58,-,30.8,47,-,28.71,5.58,23.13,2.818,0.669,2.148,27.76,-,-,70.01,-
13,新北市,2004/06,新店,1.3,0.54,-,32.7,40,-,17.58,2.73,14.85,-,-,-,26.09,-,-,72.68,-
14,新北市,2004/06,淡水,1.4,0.59,-,32.6,41,-,16.6,2.73,13.87,-,-,-,28.5,-,-,-,-
15,新北市,2004/06,汐止,4.4,0.45,-,30.3,45,-,24.03,7.98,16.08,-,-,-,27.37,-,-,73.14,-
16,新北市,2004/06,土城,2.7,0.61,-,27.7,48,-,27.66,7.17,20.51,-,-,-,27.56,-,-,-,-
17,新北市,2004/06,林口,3.5,0.32,-,33.1,46,-,20.56,3.05,17.54,-,-,-,26.05,-,-,74.36,-
18,新北市,2004/06,萬里,1.0,0.18,-,33.6,42,-,7.47,1.17,6.27,2.51,0.106,2.405,27.1,-,-,80.91,-
19,臺中市,2004/06,西屯,1.8,0.52,-,27.6,68,-,19.88,3.92,15.97,-,-,-,28.52,-,-,67.22,-
20,臺中市,2004/06,忠明,3.1,0.52,-,22.0,58,45,22.02,3.31,18.71,-,-,-,29.45,-,-,66.88,-
21,臺中市,2004/06,豐原,3.1,0.56,-,27.0,48,-,14.89,1.88,13.04,-,-,-,28.65,-,-,69.69,-
22,臺中市,2004/06,沙鹿,4.0,-,-,32.2,52,-,17.08,2.81,14.28,-,-,-,27.88,-,-,69.91,-
23,臺中市,2004/06,大里,3.5,0.58,380.23,30.8,72,-,25.01,3.39,21.62,-,-,-,27.26,-,-,66.87,-
24,臺南市,2004/06,新營,2.8,0.3,-,36.2,65,-,13.37,1.4,11.96,2.387,0.287,2.1,29.28,-,-,69.31,-
25,臺南市,2004/06,善化,4.2,0.3,-,34.2,58,-,15.48,3.92,11.6,-,-,-,29.65,-,-,73.49,-
26,臺南市,2004/06,安南,3.6,0.33,-,33.7,57,-,14.0,2.14,11.87,-,-,-,28.38,-,-,61.73,-
27,臺南市,2004/06,臺南,3.0,0.55,-,41.4,48,-,14.63,1.45,13.2,2.687,0.272,2.426,28.64,-,-,-,-
28,高雄市,2004/06,左營,5.1,0.35,-,34.2,52,-,16.33,1.76,14.62,2.706,0.491,2.215,29.02,-,-,72.31,-
29,高雄市,2004/06,楠梓,5.1,0.38,-,17.1,40,-,16.59,2.55,14.22,2.181,0.199,1.983,30.48,-,-,70.34,-
30,高雄市,2004/06,前金,3.5,0.53,-,31.7,50,-,13.66,1.46,12.2,-,-,-,29.22,-,-,75.0,-
31,高雄市,2004/06,前鎮,8.1,-,-,32.0,53,-,22.12,3.5,18.76,2.466,0.259,2.208,28.91,-,-,72.56,-
32,高雄市,2004/06,復興,6.1,0.69,-,24.8,55,-,25.82,5.85,19.97,2.596,0.349,2.247,28.87,-,-,-,-
33,高雄市,2004/06,小港,8.0,0.32,-,28.7,49,-,-,-,-,2.167,0.26,1.907,28.97,-,-,75.57,-
34,高雄市,2004/06,鳳山,5.9,0.49,-,26.5,86,68,18.35,2.9,15.46,-,-,-,30.12,-,-,71.16,-
35,高雄市,2004/06,林園,4.3,0.24,-,43.7,54,34,8.54,1.11,7.49,-,-,-,28.98,-,-,76.03,-
36,高雄市,2004/06,大寮,6.5,0.3,-,29.6,60,-,14.99,1.41,13.61,2.362,0.201,2.162,29.05,-,-,75.94,-
37,高雄市,2004/06,仁武,8.1,0.3,-,31.2,63,-,20.14,4.19,16.07,2.055,0.237,1.819,28.04,-,-,74.33,-
38,高雄市,2004/06,橋頭,1.8,0.31,-,34.1,60,-,20.42,2.59,17.83,2.793,0.307,2.486,28.19,-,-,73.62,-
39,高雄市,2004/06,美濃,1.3,0.46,-,37.9,45,-,7.75,0.61,7.16,-,-,-,26.49,-,-,-,-
40,基隆市,2004/06,基隆,4.3,0.44,-,32.0,46,-,20.34,3.8,16.54,2.146,0.18,1.966,27.45,-,-,77.46,-
41,新竹市,2004/06,新竹,4.1,0.37,-,24.5,44,-,21.32,3.1,18.21,2.764,0.294,2.47,27.87,-,-,70.05,-
42,嘉義市,2004/06,嘉義,3.0,0.4,-,35.4,65,-,-,-,-,-,-,-,29.15,-,-,69.86,-
43,宜蘭縣,2004/06,宜蘭,0.8,0.33,384.57,32.9,-,-,9.27,1.05,8.25,-,-,-,26.3,-,-,-,-
44,宜蘭縣,2004/06,冬山,1.5,0.53,-,22.7,41,-,15.91,3.89,12.02,2.307,0.153,2.154,26.76,-,-,75.64,-
45,桃園市,2004/06,桃園,9.7,0.49,-,22.6,55,-,28.43,4.37,24.06,2.805,0.608,2.197,28.29,-,-,71.07,-
46,桃園市,2004/06,中壢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,桃園市,2004/06,大園,3.8,0.33,-,26.5,44,-,20.77,5.09,15.74,-,-,-,28.21,-,-,71.4,-
48,桃園市,2004/06,龍潭,-,0.34,-,28.5,41,-,20.0,2.81,17.19,-,-,-,26.49,-,-,72.31,-
49,桃園市,2004/06,平鎮,4.5,0.62,-,23.7,47,-,-,-,-,2.386,0.209,2.178,27.81,-,-,-,-
50,桃園市,2004/06,觀音,-,0.23,-,28.0,47,-,21.28,4.67,16.63,-,-,-,27.26,-,-,68.17,-
51,新竹縣,2004/06,竹東,2.1,0.24,-,30.9,45,-,14.31,1.59,12.7,-,-,-,27.7,-,-,69.9,-
