序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","相對濕度 RH (percent)","紫外線指數 UVB (UVI)"
52,新竹縣,2004/06,湖口,-,0.33,-,25.3,45,-,17.77,3.16,14.7,-,-,-,26.83,-,-,69.66,-
53,苗栗縣,2004/06,苗栗,4.8,0.45,-,28.9,42,-,19.08,4.07,15.05,-,-,-,28.32,-,-,66.86,-
54,苗栗縣,2004/06,頭份,3.7,0.38,-,15.9,52,-,19.21,3.32,15.89,2.61,0.302,2.308,28.13,-,-,67.3,-
55,苗栗縣,2004/06,三義,1.8,-,-,40.5,55,-,-,-,-,-,-,-,26.71,-,-,79.76,-
56,彰化縣,2004/06,彰化,2.5,0.53,-,25.0,65,-,23.51,4.02,19.49,2.801,0.397,2.404,27.89,-,-,-,-
57,彰化縣,2004/06,線西,2.8,0.28,-,28.0,48,-,16.3,2.76,13.64,-,-,-,28.67,-,-,74.11,-
58,彰化縣,2004/06,二林,2.7,0.19,-,33.7,60,-,11.77,1.62,10.2,-,-,-,28.07,-,-,-,-
59,南投縣,2004/06,南投,2.4,0.32,-,26.0,60,-,16.94,2.57,14.35,-,-,-,28.82,-,-,71.16,-
60,南投縣,2004/06,埔里,0.9,0.39,-,38.2,47,-,9.38,0.82,8.6,-,-,-,28.47,-,-,70.16,-
61,南投縣,2004/06,竹山,2.2,0.37,-,39.0,59,-,14.69,1.84,12.89,-,-,-,28.51,-,-,69.5,-
62,雲林縣,2004/06,斗六,3.3,0.42,-,34.8,70,-,17.02,1.83,15.18,-,-,-,28.57,-,-,67.97,-
63,雲林縣,2004/06,崙背,3.1,0.32,-,32.3,63,-,11.8,1.67,10.22,-,-,-,30.18,-,-,72.32,-
64,雲林縣,2004/06,臺西,2.1,0.21,-,37.6,53,-,8.87,1.14,7.71,-,-,-,27.24,-,-,-,-
65,嘉義縣,2004/06,朴子,3.3,0.31,-,33.8,53,-,-,-,-,-,-,-,-,-,-,68.52,-
66,嘉義縣,2004/06,新港,3.8,0.27,-,30.7,66,-,13.74,2.93,10.89,-,-,-,28.22,-,-,71.56,-
67,屏東縣,2004/06,屏東,2.9,0.58,-,22.2,56,-,16.27,1.38,14.89,2.958,0.264,2.695,28.58,-,-,73.12,-
68,屏東縣,2004/06,潮州,2.6,0.22,-,29.5,47,-,8.26,0.87,7.42,-,-,-,29.77,-,-,74.31,-
69,屏東縣,2004/06,恆春,0.6,0.09,366.37,34.0,27,-,-,-,-,-,-,-,27.82,-,-,74.03,-
70,臺東縣,2004/06,臺東,0.5,0.45,-,24.6,38,-,7.94,1.05,6.9,2.144,0.115,2.029,27.7,-,-,75.36,-
71,花蓮縣,2004/06,花蓮,0.6,0.39,-,23.6,36,-,13.85,3.28,10.58,2.153,0.168,1.987,28.12,-,-,-,-
72,澎湖縣,2004/06,馬公,0.7,0.13,-,42.8,32,-,3.5,0.81,2.71,-,-,-,27.92,-,-,77.52,-
73,金門縣,2004/06,金門,4.0,0.33,-,40.5,63,-,9.66,2.22,7.42,-,-,-,27.26,-,-,-,-
74,連江縣,2004/06,馬祖,1.2,0.18,-,51.2,46,-,3.66,0.52,3.2,-,-,-,25.34,-,-,-,-
,,,,,,,,,,,,,,,,,,,,
