序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN"
1,臺北市,1995/02,松山,7.5,1.32,12.8,47.0,66,27,38.62,-,-,-,14.02,-,-
2,臺北市,1995/02,古亭,4.8,1.27,14.6,-,61,26,35.43,2.57,0.35,2.23,14.25,-,-
3,臺北市,1995/02,中山,7.9,1.5,15.1,51.0,70,27,43.55,2.72,0.54,2.19,14.32,-,-
4,臺北市,1995/02,大同,13.0,4.83,-,81.0,269,210,59.8,4.63,2.12,2.51,14.74,-,-
5,臺北市,1995/02,萬華,6.7,1.35,14.2,43.0,56,19,36.97,-,-,-,14.25,-,-
6,臺北市,1995/02,陽明,1.4,0.25,46.8,-,2,0,1.75,-,-,-,7.89,-,-
7,臺北市,1995/02,士林,5.0,0.98,20.8,43.0,49,18,31.79,-,-,-,14.31,-,-
8,新北市,1995/02,板橋,8.3,1.16,12.7,52.0,63,22,40.55,2.97,0.6,2.38,14.23,-,-
9,新北市,1995/02,菜寮,7.8,1.4,11.2,53.0,71,32,38.83,-,-,-,14.3,-,-
10,新北市,1995/02,新莊,9.7,1.11,17.3,47.0,48,16,33.05,2.66,0.47,2.24,13.78,-,-
11,新北市,1995/02,新店,3.1,0.72,19.0,32.0,28,5,23.19,-,-,-,14.12,-,-
12,新北市,1995/02,淡水,3.0,0.75,28.3,42.0,24,6,18.2,-,-,-,14.02,-,-
13,新北市,1995/02,汐止,8.0,0.96,13.5,52.0,71,32,38.33,-,-,-,13.31,-,-
14,新北市,1995/02,土城,5.5,0.73,20.2,38.0,41,12,29.38,-,-,-,14.2,-,-
15,新北市,1995/02,林口,4.3,0.54,33.5,40.0,24,4,19.71,-,-,-,12.14,-,-
16,新北市,1995/02,萬里,2.7,0.3,44.2,44.0,6,1,5.44,2.21,0.08,2.13,14.08,-,-
17,臺中市,1995/02,西屯,3.8,0.55,21.5,48.0,29,8,22.51,2.53,0.42,2.13,14.95,-,-
18,臺中市,1995/02,忠明,4.2,0.98,16.2,66.0,47,15,31.08,-,-,-,14.88,-,-
19,臺中市,1995/02,豐原,5.7,1.07,16.7,55.0,46,13,33.41,-,-,-,13.95,-,-
20,臺中市,1995/02,沙鹿,8.3,0.52,23.8,56.0,29,4,24.63,-,-,-,14.51,-,-
21,臺中市,1995/02,大里,4.6,0.95,14.0,66.0,32,18,13.64,-,-,-,15.87,-,-
22,臺南市,1995/02,新營,6.6,0.54,16.4,83.0,36,7,29.07,-,-,-,15.56,-,-
23,臺南市,1995/02,善化,7.1,0.55,23.2,84.0,27,5,22.87,-,-,-,16.09,-,-
24,臺南市,1995/02,安南,6.5,0.51,17.1,86.0,33,7,26.27,-,-,-,16.22,-,-
25,臺南市,1995/02,臺南,8.0,0.99,17.0,122.0,44,12,32.02,2.86,0.66,2.2,17.15,-,-
26,高雄市,1995/02,左營,9.8,0.83,14.4,106.0,47,13,34.62,1.81,0.32,1.52,18.88,-,-
27,高雄市,1995/02,楠梓,7.0,0.59,14.4,88.0,49,13,36.26,2.01,0.27,1.74,18.09,-,-
28,高雄市,1995/02,前金,12.9,1.1,20.6,113.0,51,14,37.08,-,-,-,17.44,-,-
29,高雄市,1995/02,前鎮,16.4,-,-,112.0,77,28,48.79,2.68,0.58,2.09,18.19,-,-
30,高雄市,1995/02,小港,31.2,1.25,15.1,117.0,76,35,41.61,2.85,0.67,2.18,19.66,-,-
31,高雄市,1995/02,鳳山,32.5,1.12,16.5,143.0,70,26,43.95,-,-,-,17.97,-,-
32,高雄市,1995/02,林園,33.5,0.89,16.8,130.0,55,16,38.86,3.15,0.59,2.57,17.56,-,-
33,高雄市,1995/02,大寮,23.2,0.8,21.2,143.0,48,12,36.06,-,-,-,20.46,-,-
34,高雄市,1995/02,仁武,27.4,0.83,15.2,120.0,61,22,38.35,2.86,0.59,2.28,17.63,-,-
35,高雄市,1995/02,橋頭,7.5,0.76,16.5,105.0,40,12,28.48,2.85,0.31,2.53,17.89,-,-
36,高雄市,1995/02,美濃,3.6,0.67,29.1,121.0,27,3,24.41,-,-,-,18.25,-,-
37,基隆市,1995/02,基隆,6.9,0.92,25.2,47.0,42,15,27.62,2.7,0.51,2.18,14.01,-,-
38,新竹市,1995/02,新竹,6.9,0.74,20.6,56.0,35,9,25.66,2.92,0.32,2.67,-,-,-
39,嘉義市,1995/02,嘉義,7.7,1.01,16.9,85.0,54,15,38.42,2.75,0.58,2.2,15.8,-,-
40,宜蘭縣,1995/02,宜蘭,2.1,0.74,26.6,37.0,26,4,20.43,-,-,-,14.77,-,-
41,宜蘭縣,1995/02,冬山,1.6,-,-,40.0,23,6,17.45,2.22,0.21,2.01,14.27,-,-
42,桃園市,1995/02,桃園,-,-,-,-,-,-,-,-,-,-,-,-,-
43,桃園市,1995/02,大園,4.6,0.36,36.2,35.0,-,-,-,-,-,-,13.8,-,-
44,桃園市,1995/02,龍潭,6.7,0.63,24.3,45.0,28,7,21.39,-,-,-,12.46,-,-
45,桃園市,1995/02,平鎮,7.3,0.79,20.7,43.0,32,8,23.5,2.92,0.76,2.15,12.84,-,-
46,桃園市,1995/02,觀音,7.8,0.25,38.8,44.0,14,2,12.14,2.87,0.98,1.93,13.72,-,-
47,新竹縣,1995/02,竹東,2.9,0.52,24.4,47.0,28,6,21.65,-,-,-,13.5,-,-
48,新竹縣,1995/02,湖口,5.8,0.53,28.1,42.0,25,6,19.02,-,-,-,13.57,-,-
49,苗栗縣,1995/02,苗栗,5.8,0.66,21.0,61.0,38,10,27.5,-,-,-,13.64,-,-
50,苗栗縣,1995/02,頭份,45.7,-,-,52.0,48,17,30.43,2.53,0.37,2.19,13.9,-,-
51,苗栗縣,1995/02,三義,2.4,0.59,22.3,38.0,26,5,21.46,2.71,1.19,1.46,11.54,-,-
52,彰化縣,1995/02,彰化,4.4,0.95,-,94.0,54,20,33.98,2.64,0.39,2.24,15.11,-,-
53,彰化縣,1995/02,線西,6.4,-,-,55.0,28,5,22.56,2.23,0.11,2.14,14.39,-,-
54,彰化縣,1995/02,二林,7.7,0.46,26.2,65.0,23,2,21.35,-,-,-,14.56,-,-
55,南投縣,1995/02,南投,2.8,0.89,16.6,67.0,42,11,31.0,-,-,-,15.51,-,-
56,雲林縣,1995/02,斗六,5.3,0.86,14.3,87.0,41,13,28.57,-,-,-,15.28,-,-
57,雲林縣,1995/02,崙背,6.5,0.47,24.3,110.0,31,5,25.54,-,-,-,14.65,-,-
58,雲林縣,1995/02,臺西,4.5,0.32,36.1,74.0,10,1,8.95,-,-,-,14.79,-,-
59,嘉義縣,1995/02,朴子,6.0,0.44,27.6,53.0,22,2,20.14,-,-,-,15.33,-,-
60,嘉義縣,1995/02,新港,5.3,0.44,22.9,83.0,30,6,24.1,-,-,-,14.89,-,-
61,屏東縣,1995/02,屏東,7.5,0.91,25.6,129.0,40,5,34.83,2.79,0.45,2.35,20.37,-,-
62,屏東縣,1995/02,潮州,8.6,0.67,21.0,139.0,35,6,29.34,-,-,-,19.51,-,-
63,屏東縣,1995/02,恆春,0.8,0.33,43.5,23.0,3,0,2.75,-,-,-,19.11,-,-
64,臺東縣,1995/02,臺東,0.7,0.7,28.5,27.0,14,3,11.36,2.18,0.2,1.98,17.65,-,-
65,花蓮縣,1995/02,花蓮,1.0,0.94,16.9,50.0,36,12,23.39,2.33,0.33,2.0,16.16,-,-
,,,,,,,,,,,,,,,,
