序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
19,臺中市,2002/05,西屯,2.9,0.65,28.2,57.0,-,26,7.99,18.12,2.24,0.28,1.96,26.11,-,-,-
20,臺中市,2002/05,忠明,3.4,0.81,29.9,59.0,46,33,7.42,25.91,-,-,-,27.28,-,-,-
21,臺中市,2002/05,豐原,3.4,0.68,31.9,55.0,-,25,3.65,21.53,-,-,-,25.66,-,-,-
22,臺中市,2002/05,沙鹿,4.1,0.53,26.4,64.0,-,21,3.02,18.03,-,-,-,26.54,-,-,-
23,臺中市,2002/05,大里,2.8,0.77,26.8,51.0,-,29,5.45,23.67,-,-,-,26.95,-,-,-
24,臺南市,2002/05,新營,2.9,0.51,31.5,43.0,-,15,1.78,13.36,2.13,0.13,2.01,27.06,-,-,-
25,臺南市,2002/05,善化,4.0,0.37,38.0,34.0,-,13,1.93,11.67,-,-,-,26.71,-,-,-
26,臺南市,2002/05,安南,5.0,0.42,34.7,52.0,-,18,3.13,14.9,-,-,-,27.26,-,-,-
27,臺南市,2002/05,臺南,3.9,0.58,35.1,50.0,-,16,1.9,13.7,2.15,0.19,1.96,27.1,-,-,-
28,高雄市,2002/05,左營,4.0,0.76,33.5,43.0,-,19,3.5,15.17,2.0,0.16,1.84,26.97,-,-,-
29,高雄市,2002/05,楠梓,4.3,0.5,25.3,52.0,-,23,4.62,18.09,2.01,0.12,1.89,27.47,-,-,-
30,高雄市,2002/05,前金,3.9,0.65,39.3,42.0,-,18,2.64,15.57,-,-,-,27.39,-,-,-
31,高雄市,2002/05,前鎮,8.9,-,-,55.0,-,26,5.8,19.93,2.08,0.26,1.82,27.67,-,-,-
32,高雄市,2002/05,復興,7.2,0.89,-,54.0,-,31,7.91,22.94,2.56,0.43,2.14,27.68,-,-,-
33,高雄市,2002/05,小港,8.3,0.54,27.6,50.0,-,30,6.35,23.19,2.13,0.23,1.9,27.36,-,-,-
34,高雄市,2002/05,鳳山,5.3,0.73,26.1,52.0,34,26,6.7,19.51,-,-,-,28.2,-,-,-
35,高雄市,2002/05,林園,2.5,0.39,38.6,53.0,32,9,1.11,7.38,2.13,0.16,1.98,27.46,-,-,-
36,高雄市,2002/05,大寮,4.5,0.92,26.8,49.0,-,-,-,-,2.29,0.18,2.1,26.54,-,-,-
37,高雄市,2002/05,仁武,7.2,0.51,32.1,47.0,-,22,4.49,17.88,2.26,0.15,2.11,27.11,-,-,-
38,高雄市,2002/05,橋頭,3.5,1.05,27.1,31.0,-,20,3.64,16.41,2.12,0.08,2.05,27.45,-,-,-
39,高雄市,2002/05,美濃,1.7,0.43,40.1,57.0,-,11,1.03,10.44,-,-,-,27.29,-,-,-
40,基隆市,2002/05,基隆,4.5,0.64,30.4,41.0,-,27,7.11,19.46,2.16,0.18,1.97,25.74,-,-,-
41,新竹市,2002/05,新竹,4.8,0.57,27.2,38.0,-,24,4.48,19.19,2.34,0.14,2.2,26.66,-,-,-
42,嘉義市,2002/05,嘉義,2.6,0.45,29.7,70.0,-,19,2.08,16.97,2.27,0.17,2.1,26.82,-,-,-
43,宜蘭縣,2002/05,宜蘭,1.2,0.46,32.9,34.0,-,12,1.42,10.97,-,-,-,25.48,-,-,-
44,宜蘭縣,2002/05,冬山,2.3,0.55,17.5,44.0,-,19,5.36,13.64,2.14,0.17,1.97,26.39,-,-,-
45,桃園市,2002/05,桃園,11.0,0.68,27.4,51.0,-,32,6.66,25.73,2.42,0.31,2.12,26.25,-,-,-
46,桃園市,2002/05,中壢,6.1,1.2,-,60.0,-,53,20.06,32.76,2.74,0.56,2.18,25.61,-,-,-
47,桃園市,2002/05,大園,4.5,0.42,31.4,47.0,-,23,5.4,17.59,-,-,-,25.84,-,-,-
48,桃園市,2002/05,龍潭,3.0,0.49,31.0,64.0,-,27,4.59,22.28,-,-,-,25.06,-,-,-
49,桃園市,2002/05,平鎮,5.5,0.57,33.6,73.0,-,30,5.28,24.62,2.34,0.26,2.08,26.14,-,-,-
50,桃園市,2002/05,觀音,5.1,0.29,36.0,47.0,-,17,3.16,13.63,2.56,0.17,2.38,25.3,-,-,-
51,新竹縣,2002/05,竹東,1.6,0.55,30.2,45.0,-,18,1.64,15.91,-,-,-,25.29,-,-,-
52,新竹縣,2002/05,湖口,3.2,0.54,28.9,64.0,-,23,5.43,17.86,-,-,-,26.36,-,-,-
53,苗栗縣,2002/05,苗栗,3.8,0.52,30.3,45.0,-,24,4.62,19.67,-,-,-,25.3,-,-,-
54,苗栗縣,2002/05,頭份,6.9,-,-,69.0,-,-,-,-,2.07,0.15,1.92,25.6,-,-,-
55,苗栗縣,2002/05,三義,1.9,0.38,35.0,44.0,-,17,2.76,14.72,2.14,0.09,2.05,23.52,-,-,-
56,彰化縣,2002/05,彰化,4.8,0.78,27.5,59.0,-,31,6.69,24.0,2.3,0.33,1.98,26.68,-,-,-
57,彰化縣,2002/05,線西,3.3,-,-,62.0,-,19,3.47,15.94,2.36,0.16,2.2,25.7,-,-,-
58,彰化縣,2002/05,二林,3.1,0.3,29.8,75.0,-,14,2.2,11.74,-,-,-,25.46,-,-,-
59,南投縣,2002/05,南投,1.3,0.55,26.7,55.0,-,23,4.96,18.48,2.02,0.19,1.83,26.38,-,-,-
60,南投縣,2002/05,埔里,2.1,0.68,36.5,69.0,-,14,1.81,11.16,2.16,0.14,2.02,24.92,-,-,-
61,南投縣,2002/05,竹山,2.9,0.46,21.7,60.0,-,25,5.97,18.61,-,-,-,25.97,-,-,-
62,雲林縣,2002/05,斗六,3.1,0.56,30.4,55.0,-,21,3.16,17.45,-,-,-,26.69,-,-,-
63,雲林縣,2002/05,崙背,2.0,0.29,33.3,52.0,-,14,1.7,12.01,2.71,0.11,2.6,25.24,-,-,-
64,雲林縣,2002/05,臺西,3.7,0.32,37.0,58.0,-,13,2.31,10.56,-,-,-,26.66,-,-,-
65,嘉義縣,2002/05,朴子,2.4,0.42,35.2,51.0,-,14,2.09,12.42,-,-,-,25.87,-,-,-
66,嘉義縣,2002/05,新港,2.3,0.42,31.9,61.0,-,18,3.09,14.69,-,-,-,26.47,-,-,-
67,屏東縣,2002/05,屏東,3.0,0.63,33.5,52.0,-,20,3.2,16.57,2.14,0.18,1.97,26.97,-,-,-
68,屏東縣,2002/05,潮州,2.3,0.33,30.5,48.0,-,13,1.16,12.0,-,-,-,26.79,-,-,-
69,屏東縣,2002/05,恆春,0.1,0.24,31.7,26.0,-,1,0.07,0.99,-,-,-,26.81,-,-,-
70,臺東縣,2002/05,臺東,0.3,0.5,27.9,29.0,-,9,1.69,7.79,2.06,0.08,1.98,27.01,-,-,-
71,花蓮縣,2002/05,花蓮,0.7,0.48,19.4,27.0,-,15,3.46,11.95,2.11,0.18,1.92,26.97,-,-,-
72,金門縣,2002/05,金門,3.6,0.31,41.3,38.0,-,8,0.36,7.32,1.86,0.08,1.79,24.99,-,-,-
73,連江縣,2002/05,馬祖,0.8,0.3,52.7,25.0,-,5,0.75,3.87,-,-,-,21.71,-,-,-
,,,,,,,,,,,,,,,,,,
