序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
1,臺北市,2009/09,松山,3.2,0.39,391.55,17.5,34,23,24.48,8.47,16.01,1.847,0.162,1.685,29.04,69.96
2,臺北市,2009/09,古亭,2.7,0.44,-,18.1,38,20,22.8,7.91,14.88,1.938,0.137,1.801,29.5,73.08
3,臺北市,2009/09,中山,3.8,0.58,-,16.1,36,25,29.34,10.93,18.41,2.129,0.188,1.941,29.62,71.54
4,臺北市,2009/09,萬華,2.4,0.5,-,19.7,34,21,19.61,5.48,14.12,-,-,-,29.17,71.11
5,臺北市,2009/09,陽明,1.6,0.12,380.81,27.7,14,12,2.59,0.93,1.63,-,-,-,21.4,92.69
6,臺北市,2009/09,士林,2.8,0.27,-,26.0,40,15,12.15,2.88,9.27,-,-,-,29.09,69.9
7,新北市,2009/09,板橋,3.1,0.51,-,20.9,33,15,23.31,5.42,17.89,2.249,0.246,2.003,29.45,65.46
8,新北市,2009/09,三重,3.4,1.63,-,-,52,29,103.89,74.8,29.09,2.362,0.737,1.625,29.85,76.38
9,新北市,2009/09,菜寮,3.5,0.5,-,21.4,28,15,19.41,5.5,13.91,-,-,-,29.57,67.42
10,新北市,2009/09,永和,3.0,0.76,-,16.9,30,18,29.02,13.35,15.67,-,-,-,29.62,68.87
11,新北市,2009/09,新莊,3.7,0.39,-,22.8,26,15,17.71,3.43,14.27,-,-,-,28.93,68.65
12,新北市,2009/09,新店,1.8,0.3,-,22.0,25,11,12.96,2.88,10.08,-,-,-,28.91,72.64
13,新北市,2009/09,淡水,2.3,0.28,-,20.2,24,15,10.22,2.16,8.05,-,-,-,-,-
14,新北市,2009/09,汐止,3.0,0.31,-,20.4,27,11,15.52,4.05,11.47,-,-,-,28.44,79.49
15,新北市,2009/09,土城,2.6,0.37,-,23.2,29,16,16.23,3.85,12.38,2.083,0.174,1.91,29.89,67.87
16,新北市,2009/09,林口,4.2,0.28,-,24.6,32,15,13.47,2.69,10.78,-,-,-,27.82,73.07
17,新北市,2009/09,萬里,2.1,0.16,-,23.6,43,13,7.71,2.2,5.5,-,-,-,27.84,84.88
18,臺中市,2009/09,西屯,3.7,0.4,-,36.9,67,40,21.52,3.57,17.96,2.09,0.218,1.872,29.19,64.77
19,臺中市,2009/09,忠明,4.1,0.54,-,40.2,61,41,23.98,2.77,21.21,1.911,0.266,1.645,30.11,68.77
20,臺中市,2009/09,豐原,3.6,0.48,-,40.9,66,33,16.31,1.68,14.62,1.741,0.166,1.575,29.68,70.01
21,臺中市,2009/09,沙鹿,4.1,0.36,-,35.3,55,32,17.3,1.95,15.34,-,-,-,28.86,71.36
22,臺中市,2009/09,大里,2.9,0.49,428.24,39.8,63,39,18.06,2.51,15.55,1.831,0.258,1.573,30.87,68.89
23,臺南市,2009/09,新營,3.2,0.32,-,39.8,65,31,11.21,2.12,9.09,2.169,0.087,2.082,29.97,75.11
24,臺南市,2009/09,善化,3.7,0.26,407.76,37.1,56,28,12.19,2.66,9.53,-,-,-,29.18,75.7
25,臺南市,2009/09,安南,3.2,0.32,-,38.7,62,33,14.08,2.57,11.51,1.732,0.199,1.534,29.75,73.04
26,臺南市,2009/09,臺南,4.3,0.39,-,38.7,61,31,15.36,3.07,12.3,1.823,0.179,1.644,30.02,74.71
27,高雄市,2009/09,左營,5.1,0.46,-,33.9,51,33,15.98,3.37,12.6,1.787,0.176,1.61,29.77,75.79
28,高雄市,2009/09,楠梓,6.5,0.37,-,35.1,66,37,19.49,4.2,15.29,1.909,0.214,1.695,29.18,74.71
29,高雄市,2009/09,前金,5.3,0.41,-,37.1,51,37,17.2,4.18,13.01,2.092,0.165,1.927,29.44,75.71
30,高雄市,2009/09,前鎮,7.7,0.43,-,31.5,55,33,21.63,4.03,17.6,-,-,-,30.43,74.53
31,高雄市,2009/09,復興,7.0,0.63,-,32.7,56,31,22.38,4.28,18.09,-,-,-,29.76,78.52
32,高雄市,2009/09,小港,9.1,0.39,-,31.6,62,37,23.22,5.44,17.78,2.045,0.157,1.903,29.69,76.79
33,高雄市,2009/09,鳳山,4.9,0.58,-,30.8,68,38,18.57,2.01,16.55,2.05,0.236,1.814,29.62,76.31
34,高雄市,2009/09,林園,3.6,0.29,-,33.2,59,35,9.45,2.04,7.41,2.059,0.067,1.992,29.68,79.77
35,高雄市,2009/09,大寮,6.3,0.4,-,30.8,89,42,16.15,2.45,13.7,-,-,-,29.32,79.31
36,高雄市,2009/09,仁武,7.1,0.4,-,32.4,62,33,18.56,3.27,15.29,2.017,0.173,1.844,30.04,76.29
37,高雄市,2009/09,橋頭,5.1,0.37,-,32.4,58,33,16.55,2.75,13.8,-,-,-,29.56,76.58
38,高雄市,2009/09,美濃,2.5,0.29,-,31.7,63,35,8.4,1.74,6.66,-,-,-,29.24,81.8
39,基隆市,2009/09,基隆,1.3,0.27,-,20.2,25,14,10.02,2.99,7.03,1.612,0.077,1.534,28.64,75.59
40,新竹市,2009/09,新竹,2.6,0.36,-,26.2,38,24,16.41,3.03,13.37,1.958,0.147,1.811,30.43,64.29
41,嘉義市,2009/09,嘉義,3.4,0.36,-,39.1,59,39,13.24,1.3,11.93,1.978,0.128,1.851,29.57,70.86
42,宜蘭縣,2009/09,宜蘭,1.6,0.28,392.6,20.8,35,15,8.02,1.87,6.14,-,-,-,27.98,79.0
43,宜蘭縣,2009/09,冬山,2.8,0.33,-,18.7,33,13,13.11,4.69,8.42,-,-,-,27.67,80.23
44,桃園市,2009/09,桃園,6.4,0.4,-,23.3,42,21,18.37,3.97,14.4,1.835,0.145,1.69,29.47,70.95
45,桃園市,2009/09,中壢,5.6,0.77,-,19.5,51,24,32.72,12.79,19.92,2.276,0.345,1.932,28.77,72.68
46,桃園市,2009/09,大園,4.6,0.25,-,22.1,33,21,20.51,5.98,14.53,-,-,-,29.65,68.45
47,桃園市,2009/09,龍潭,2.6,0.32,-,26.1,47,19,15.78,3.98,11.8,-,-,-,27.85,75.39
48,桃園市,2009/09,平鎮,4.8,0.33,-,23.1,43,17,17.12,2.92,14.2,-,-,-,29.24,67.19
49,桃園市,2009/09,觀音,6.9,0.22,-,20.9,49,21,17.47,4.26,13.21,-,-,-,29.23,73.18
50,新竹縣,2009/09,竹東,2.2,0.27,-,28.1,35,19,10.19,2.06,8.12,-,-,-,29.3,65.72
51,新竹縣,2009/09,湖口,4.0,0.27,-,26.0,38,26,13.65,3.09,10.56,-,-,-,29.71,64.43
52,苗栗縣,2009/09,苗栗,3.7,0.4,-,29.2,43,26,19.75,4.49,15.26,-,-,-,29.87,66.89
53,苗栗縣,2009/09,頭份,2.5,0.3,-,31.0,41,23,15.2,2.36,12.84,-,-,-,29.38,68.34
54,苗栗縣,2009/09,三義,2.5,0.28,-,39.6,50,30,13.45,1.94,11.49,-,-,-,26.47,80.01
55,彰化縣,2009/09,彰化,5.6,0.43,-,31.3,64,42,26.02,5.0,21.01,2.026,0.199,1.827,30.37,67.45
56,彰化縣,2009/09,線西,4.6,0.31,-,33.9,57,32,15.34,2.36,12.98,-,-,-,30.16,72.19
57,彰化縣,2009/09,二林,2.9,0.25,-,32.4,59,39,13.4,1.99,11.4,-,-,-,29.65,73.47
58,南投縣,2009/09,南投,3.4,0.44,-,37.8,54,34,16.12,2.3,13.81,1.918,0.163,1.755,29.22,73.16
59,南投縣,2009/09,埔里,2.2,0.37,-,44.7,46,38,13.0,1.68,11.31,-,-,-,27.81,69.49
60,南投縣,2009/09,竹山,2.3,0.32,-,40.3,52,38,11.5,1.88,9.62,-,-,-,28.1,80.28
61,雲林縣,2009/09,斗六,3.4,0.38,-,40.0,58,38,14.96,2.09,12.88,-,-,-,29.91,72.48
62,雲林縣,2009/09,崙背,3.5,0.25,-,35.1,68,39,13.05,2.38,10.67,-,-,-,29.18,76.82
63,雲林縣,2009/09,臺西,5.1,0.21,-,33.3,60,30,13.28,2.84,10.44,-,-,-,29.38,78.68
64,嘉義縣,2009/09,朴子,3.5,0.31,-,39.4,71,32,11.51,1.46,10.05,-,-,-,29.75,73.26
65,嘉義縣,2009/09,新港,3.5,0.29,-,37.0,70,34,13.34,2.44,10.9,-,-,-,29.34,69.94
66,屏東縣,2009/09,屏東,3.9,0.51,-,33.5,60,34,15.89,2.14,13.75,2.197,0.21,1.987,29.41,74.72
67,屏東縣,2009/09,潮州,4.0,0.28,-,35.4,61,32,8.92,3.06,5.86,-,-,-,28.63,80.36
68,屏東縣,2009/09,恆春,1.4,0.11,378.45,27.6,25,15,3.41,1.77,1.64,-,-,-,28.25,78.12
69,臺東縣,2009/09,臺東,2.6,0.29,-,22.7,75,14,8.66,3.63,5.02,-,-,-,29.31,74.7
70,臺東縣,2009/09,關山,1.8,-,-,20.3,36,15,5.47,1.71,3.76,-,-,-,27.67,75.11
71,花蓮縣,2009/09,花蓮,2.2,0.38,-,16.9,27,19,13.26,4.08,9.17,-,-,-,28.38,80.99
72,澎湖縣,2009/09,馬公,1.9,0.19,-,34.9,37,18,4.85,1.0,3.81,-,-,-,30.35,79.22
73,金門縣,2009/09,金門,5.6,0.34,-,31.1,63,24,12.76,3.26,9.49,-,-,-,29.72,70.47
74,連江縣,2009/09,馬祖,1.8,0.19,-,41.5,39,21,4.79,1.51,3.27,-,-,-,27.67,88.2
,,,,,,,,,,,,,,,,,
