序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
42,嘉義市,2011/08,嘉義,3.1,0.25,-,26.6,39,24,10.8,1.7,9.1,1.85,0.115,1.736,29.59,70.46
43,宜蘭縣,2011/08,宜蘭,1.7,0.21,402.7,22.5,28,14,7.64,1.93,5.71,-,-,-,29.79,71.34
44,宜蘭縣,2011/08,冬山,2.6,0.25,-,20.4,30,13,12.32,4.16,8.16,-,-,-,29.71,73.85
45,桃園市,2011/08,桃園,7.4,0.42,-,22.9,43,21,21.81,4.94,16.87,2.101,0.219,1.881,29.48,69.81
46,桃園市,2011/08,中壢,5.1,1.0,-,19.2,49,24,40.16,19.13,21.03,2.475,0.47,2.005,28.87,74.72
47,桃園市,2011/08,大園,4.3,0.24,-,21.7,28,20,19.5,4.57,14.93,-,-,-,30.53,69.01
48,桃園市,2011/08,龍潭,2.4,0.32,-,22.5,43,19,17.61,3.73,13.88,-,-,-,28.54,76.92
49,桃園市,2011/08,平鎮,4.4,0.28,-,23.5,43,19,19.66,3.7,15.96,-,-,-,29.36,73.34
50,桃園市,2011/08,觀音,5.1,0.17,-,22.8,40,17,12.2,2.63,9.56,-,-,-,29.89,78.92
51,新竹縣,2011/08,竹東,1.7,0.17,-,26.7,37,24,12.75,3.26,9.48,-,-,-,29.14,73.72
52,新竹縣,2011/08,湖口,3.7,0.21,-,23.6,30,25,14.6,3.78,10.82,-,-,-,29.52,72.48
53,苗栗縣,2011/08,苗栗,2.9,0.29,-,25.5,34,21,13.75,3.07,10.68,-,-,-,29.75,71.38
54,苗栗縣,2011/08,頭份,3.0,0.25,-,25.5,35,21,14.66,3.23,11.43,2.091,0.097,1.993,29.6,72.02
55,苗栗縣,2011/08,三義,2.5,0.2,-,30.1,36,22,10.58,2.03,8.55,-,-,-,26.56,81.98
56,彰化縣,2011/08,彰化,4.7,0.28,-,26.6,37,26,13.58,3.36,10.22,1.825,0.151,1.674,30.48,69.56
57,彰化縣,2011/08,線西,3.5,0.2,-,28.2,31,19,9.41,2.01,7.39,1.998,0.105,1.892,29.19,76.62
58,彰化縣,2011/08,二林,2.9,0.13,-,25.7,44,25,9.93,3.69,6.24,-,-,-,29.63,74.34
59,南投縣,2011/08,南投,2.8,0.3,-,26.0,43,18,13.6,3.35,10.26,1.902,0.107,1.795,28.78,73.66
60,南投縣,2011/08,埔里,2.0,0.24,-,32.5,31,24,9.53,1.41,8.11,-,-,-,27.08,72.23
61,南投縣,2011/08,竹山,2.4,0.19,-,27.6,29,18,8.0,1.04,6.95,-,-,-,27.47,77.91
62,雲林縣,2011/08,斗六,2.9,0.25,-,27.2,39,26,11.52,2.34,9.18,-,-,-,29.27,71.54
63,雲林縣,2011/08,崙背,2.5,0.15,-,27.2,39,15,9.33,1.86,7.48,-,-,-,29.21,79.18
64,雲林縣,2011/08,麥寮,3.1,0.17,-,25.5,35,19,9.68,2.69,6.99,-,-,-,30.0,81.74
65,雲林縣,2011/08,臺西,3.1,0.12,-,29.0,28,21,7.1,2.04,5.06,1.992,0.058,1.934,29.36,78.41
66,嘉義縣,2011/08,朴子,3.0,0.2,-,25.2,42,22,10.0,2.45,7.56,-,-,-,29.83,76.22
67,嘉義縣,2011/08,新港,3.3,0.16,-,24.6,40,22,10.03,2.44,7.59,-,-,-,29.07,71.59
68,屏東縣,2011/08,屏東,2.6,0.36,-,26.0,44,21,11.22,3.18,8.04,1.967,0.132,1.835,29.19,76.33
69,屏東縣,2011/08,潮州,2.1,0.17,-,26.3,34,24,6.91,1.66,5.25,-,-,-,28.3,76.47
70,屏東縣,2011/08,恆春,1.9,0.05,394.62,18.8,17,11,3.77,1.66,2.1,-,-,-,27.64,81.09
71,臺東縣,2011/08,臺東,1.8,0.26,-,15.9,24,8,8.26,3.23,5.03,-,-,-,30.04,75.83
72,臺東縣,2011/08,關山,1.9,-,-,14.6,15,11,4.81,2.08,2.73,-,-,-,27.69,76.15
73,花蓮縣,2011/08,花蓮,1.9,0.26,-,15.9,23,13,8.74,2.84,5.9,-,-,-,29.44,75.93
74,澎湖縣,2011/08,馬公,2.2,0.12,-,27.4,35,15,5.87,1.76,4.11,-,-,-,29.7,79.64
75,金門縣,2011/08,金門,4.7,0.2,-,23.5,44,21,13.48,3.8,9.68,-,-,-,29.19,81.12
76,連江縣,2011/08,馬祖,3.1,0.13,-,32.5,31,17,6.95,1.92,5.03,-,-,-,28.01,83.24
,,,,,,,,,,,,,,,,,
