序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
1,臺北市,2011/08,松山,3.4,0.45,408.5,20.7,37,23,26.25,7.15,19.1,2.099,0.203,1.896,29.85,69.03
2,臺北市,2011/08,古亭,2.9,0.5,-,22.4,45,24,26.08,7.38,18.69,2.048,0.192,1.857,29.78,74.75
3,臺北市,2011/08,中山,3.3,0.64,-,18.5,43,31,33.53,11.52,22.02,2.127,0.263,1.863,30.36,70.59
4,臺北市,2011/08,大同,4.2,1.71,-,-,40,29,66.15,38.41,27.75,2.669,0.633,2.036,-,-
5,臺北市,2011/08,萬華,2.8,0.53,-,18.7,31,21,29.05,8.0,21.04,-,-,-,31.08,70.3
6,臺北市,2011/08,陽明,2.7,0.11,397.27,29.2,16,13,5.49,1.33,4.16,-,-,-,23.49,89.37
7,臺北市,2011/08,士林,3.0,0.36,-,23.7,38,20,18.52,4.05,14.47,-,-,-,29.8,68.08
8,新北市,2011/08,板橋,4.7,0.51,-,23.8,33,22,26.31,6.55,19.76,2.252,0.286,1.966,29.55,67.52
9,新北市,2011/08,三重,3.8,1.61,-,-,50,29,103.37,69.17,34.19,2.601,0.68,1.921,29.78,67.79
10,新北市,2011/08,菜寮,4.1,0.5,-,24.1,33,22,24.58,5.57,19.01,-,-,-,30.06,68.53
11,新北市,2011/08,永和,2.8,0.98,-,17.0,32,22,35.57,15.41,20.16,2.21,0.38,1.83,30.12,69.04
12,新北市,2011/08,新莊,5.3,0.43,-,22.6,34,21,22.47,5.23,17.24,-,-,-,30.51,70.48
13,新北市,2011/08,新店,2.6,0.31,-,26.6,34,18,14.07,2.56,11.51,-,-,-,29.32,73.09
14,新北市,2011/08,淡水,3.1,0.3,-,22.1,27,17,14.67,3.42,11.25,-,-,-,-,-
15,新北市,2011/08,汐止,4.4,0.35,-,19.4,28,18,26.08,9.99,16.09,-,-,-,30.0,75.23
16,新北市,2011/08,土城,4.2,0.44,-,22.4,40,24,24.63,7.6,17.02,2.187,0.26,1.926,29.62,75.18
17,新北市,2011/08,林口,4.8,0.27,-,21.4,37,20,21.22,5.05,16.17,-,-,-,28.52,78.43
18,新北市,2011/08,萬里,3.5,0.16,-,25.6,27,14,10.33,2.74,7.58,-,-,-,28.89,77.62
19,臺中市,2011/08,西屯,3.4,0.28,-,25.7,41,25,17.1,3.97,13.13,2.142,0.181,1.961,29.28,73.75
20,臺中市,2011/08,忠明,3.1,0.39,-,30.0,35,24,17.94,3.83,14.12,2.124,0.196,1.928,30.09,70.53
21,臺中市,2011/08,豐原,3.3,0.38,-,29.8,46,25,13.87,2.56,11.32,2.065,0.167,1.898,28.83,73.35
22,臺中市,2011/08,沙鹿,3.7,0.23,-,27.2,32,25,12.87,2.32,10.55,-,-,-,29.8,71.9
23,臺中市,2011/08,大里,3.5,0.38,412.7,27.6,38,22,16.48,3.52,12.97,2.104,0.213,1.89,29.08,67.96
24,臺南市,2011/08,新營,3.4,0.24,-,25.9,42,21,10.4,2.84,7.56,2.009,0.068,1.941,29.64,76.98
25,臺南市,2011/08,善化,4.8,0.17,414.86,27.8,38,21,10.86,2.97,7.9,-,-,-,29.52,79.22
26,臺南市,2011/08,安南,3.5,0.24,-,25.9,38,22,12.48,3.87,8.62,2.013,0.162,1.851,30.39,75.59
27,臺南市,2011/08,臺南,3.9,0.28,-,27.2,38,22,11.69,2.41,9.27,1.931,0.136,1.794,29.77,77.84
28,高雄市,2011/08,左營,5.4,0.3,-,25.9,40,23,16.7,4.93,11.77,1.953,0.144,1.809,29.61,74.63
29,高雄市,2011/08,楠梓,8.9,0.29,-,23.3,40,25,16.29,4.59,11.69,1.887,0.183,1.704,29.67,74.68
30,高雄市,2011/08,前金,5.7,0.29,-,24.8,35,23,16.08,4.42,11.66,1.945,0.128,1.817,29.76,74.21
31,高雄市,2011/08,前鎮,8.6,0.3,-,21.3,34,24,18.83,5.01,13.83,1.965,0.214,1.75,29.74,79.61
32,高雄市,2011/08,復興,6.9,0.47,-,22.0,34,21,21.32,6.01,15.32,2.101,0.249,1.852,29.34,76.8
33,高雄市,2011/08,小港,9.7,0.28,-,22.1,43,28,18.76,5.32,13.44,1.853,0.205,1.648,29.74,74.37
34,高雄市,2011/08,鳳山,5.1,0.42,-,25.5,48,25,17.29,4.23,13.06,2.042,0.209,1.834,29.73,75.36
35,高雄市,2011/08,林園,4.3,0.16,-,28.9,44,23,8.2,1.84,6.36,1.88,0.051,1.83,29.05,79.65
36,高雄市,2011/08,大寮,4.3,0.24,-,24.7,41,26,11.96,2.44,9.52,1.96,0.134,1.827,28.97,81.7
37,高雄市,2011/08,仁武,7.1,0.29,-,23.7,44,23,18.04,4.82,13.22,1.966,0.135,1.831,29.34,76.17
38,高雄市,2011/08,橋頭,4.9,0.25,-,25.5,37,22,14.11,3.92,10.2,-,-,-,30.0,77.29
39,高雄市,2011/08,美濃,1.7,0.19,-,28.4,39,20,7.14,3.27,3.87,-,-,-,29.14,80.58
40,基隆市,2011/08,基隆,3.2,0.28,-,21.6,22,14,14.48,3.97,10.51,1.944,0.117,1.827,29.4,75.95
41,新竹市,2011/08,新竹,3.2,0.33,-,23.0,31,21,16.66,4.06,12.59,2.016,0.158,1.858,30.02,71.03
