序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
15,新北市,2001/04,汐止,4.8,0.88,17.1,57.0,-,58,23.02,35.42,-,-,-,20.94,-,-,-
16,新北市,2001/04,土城,4.1,0.88,25.3,46.0,-,43,14.25,29.72,-,-,-,21.5,-,-,-
17,新北市,2001/04,林口,3.6,0.58,36.5,46.0,-,26,5.29,20.55,-,-,-,19.85,-,-,-
18,新北市,2001/04,萬里,1.0,0.31,44.7,49.0,-,9,1.31,7.77,2.39,0.08,2.31,21.23,-,-,-
19,臺中市,2001/04,西屯,3.0,0.7,22.6,92.0,-,31,8.45,22.84,2.39,0.28,2.12,22.13,-,-,-
20,臺中市,2001/04,忠明,3.6,1.08,23.5,72.0,46,49,14.42,34.73,-,-,-,22.69,-,-,-
21,臺中市,2001/04,豐原,2.9,0.9,20.7,56.0,-,36,8.67,27.47,-,-,-,21.66,-,-,-
22,臺中市,2001/04,沙鹿,6.7,0.61,21.9,59.0,-,27,4.57,22.68,-,-,-,22.59,-,-,-
23,臺中市,2001/04,大里,4.0,1.06,27.1,73.0,-,44,11.26,32.93,-,-,-,23.14,-,-,-
24,臺南市,2001/04,新營,4.8,0.59,26.6,68.0,-,29,6.0,23.01,2.55,0.21,2.35,24.0,-,-,-
25,臺南市,2001/04,善化,5.0,0.53,27.3,68.0,-,23,3.51,19.42,-,-,-,24.11,-,-,-
26,臺南市,2001/04,安南,7.7,0.62,19.5,80.0,-,28,5.18,23.28,-,-,-,23.84,-,-,-
27,臺南市,2001/04,臺南,5.2,0.8,27.6,112.0,-,30,4.63,25.24,2.54,0.25,2.29,24.28,-,-,-
28,高雄市,2001/04,左營,7.5,0.87,35.1,88.0,-,28,4.16,23.39,2.53,0.32,2.21,25.15,-,-,-
29,高雄市,2001/04,楠梓,5.0,0.68,26.7,91.0,-,33,6.21,26.92,2.58,0.28,2.31,24.79,-,-,-
30,高雄市,2001/04,前金,7.3,0.82,26.9,66.0,-,28,3.97,24.3,-,-,-,25.04,-,-,-
31,高雄市,2001/04,前鎮,12.3,-,-,89.0,-,40,8.07,32.26,2.51,0.45,2.06,25.69,-,-,-
32,高雄市,2001/04,復興,12.1,1.25,-,108.0,-,57,15.75,40.93,2.74,0.63,2.11,25.99,-,-,-
33,高雄市,2001/04,小港,17.6,0.93,26.6,89.0,-,55,14.69,39.88,2.62,0.44,2.17,25.89,-,-,-
34,高雄市,2001/04,鳳山,14.6,1.09,30.3,105.0,51,44,15.21,28.79,-,-,-,26.23,-,-,-
35,高雄市,2001/04,林園,12.9,0.63,23.6,89.0,39,27,4.91,21.71,2.62,0.42,2.2,25.72,-,-,-
36,高雄市,2001/04,大寮,11.5,0.78,29.5,105.0,-,27,4.26,23.28,2.55,0.27,2.27,25.64,-,-,-
37,高雄市,2001/04,仁武,12.0,0.71,29.6,94.0,-,47,13.03,33.87,2.73,0.35,2.38,25.2,-,-,-
38,高雄市,2001/04,橋頭,5.7,0.66,24.8,75.0,-,34,6.82,27.09,2.5,0.16,2.34,24.74,-,-,-
39,高雄市,2001/04,美濃,1.9,0.56,27.4,86.0,-,15,1.13,13.78,-,-,-,24.89,-,-,-
40,基隆市,2001/04,基隆,5.5,0.82,29.7,77.0,-,38,9.76,28.13,2.58,0.29,2.29,21.43,-,-,-
41,新竹市,2001/04,新竹,1.7,0.72,22.0,53.0,-,31,7.52,23.84,2.68,0.26,2.42,22.62,-,-,-
42,嘉義市,2001/04,嘉義,4.7,0.87,18.9,95.0,-,41,9.69,31.17,2.53,0.37,2.16,23.73,-,-,-
43,宜蘭縣,2001/04,宜蘭,1.2,0.54,33.3,38.0,-,16,1.19,14.32,-,-,-,22.02,-,-,-
44,宜蘭縣,2001/04,冬山,1.6,0.52,22.3,43.0,-,21,5.51,15.77,2.39,0.15,2.23,21.59,-,-,-
45,桃園市,2001/04,桃園,9.4,0.78,25.4,53.0,-,35,7.99,27.36,2.42,0.37,2.05,21.14,-,-,-
46,桃園市,2001/04,中壢,5.8,1.43,-,79.0,-,70,29.58,40.6,2.96,0.78,2.17,20.86,-,-,-
47,桃園市,2001/04,大園,3.1,0.45,34.6,-,-,21,5.24,16.13,-,-,-,21.73,-,-,-
48,桃園市,2001/04,龍潭,3.6,0.61,32.2,60.0,-,29,5.38,23.21,-,-,-,20.18,-,-,-
49,桃園市,2001/04,平鎮,4.6,0.78,26.6,52.0,-,35,6.94,28.46,2.47,0.31,2.17,20.78,-,-,-
50,桃園市,2001/04,觀音,5.7,0.35,38.5,52.0,-,19,2.8,16.29,2.59,0.19,2.39,21.55,-,-,-
51,新竹縣,2001/04,竹東,2.1,0.59,20.7,53.0,-,25,3.76,20.87,-,-,-,21.22,-,-,-
52,新竹縣,2001/04,湖口,2.0,0.52,32.5,61.0,-,22,4.43,17.16,-,-,-,21.6,-,-,-
53,苗栗縣,2001/04,苗栗,4.0,0.58,21.9,51.0,-,36,10.86,25.32,-,-,-,21.35,-,-,-
54,苗栗縣,2001/04,頭份,9.8,-,-,54.0,-,29,7.39,21.89,2.48,0.15,2.33,22.43,-,-,-
55,苗栗縣,2001/04,三義,1.4,0.49,29.2,45.0,-,21,3.49,17.31,2.69,0.14,2.55,19.54,-,-,-
56,彰化縣,2001/04,彰化,5.5,0.82,23.6,88.0,-,47,13.87,33.31,2.63,0.35,2.28,22.91,-,-,-
57,彰化縣,2001/04,線西,5.1,-,-,69.0,-,28,5.33,22.48,2.4,0.19,2.21,21.98,-,-,-
58,彰化縣,2001/04,二林,3.1,0.41,32.2,91.0,-,23,3.3,19.31,-,-,-,23.2,-,-,-
59,南投縣,2001/04,南投,2.3,0.84,24.6,72.0,-,35,7.78,26.99,2.48,0.35,2.13,23.59,-,-,-
60,南投縣,2001/04,埔里,0.9,0.92,29.7,-,-,18,3.8,13.03,2.13,0.26,1.88,22.17,-,-,-
61,南投縣,2001/04,竹山,2.6,0.69,21.2,84.0,-,35,7.35,27.37,-,-,-,23.09,-,-,-
62,雲林縣,2001/04,斗六,5.2,0.78,19.6,85.0,-,34,7.14,26.8,-,-,-,22.86,-,-,-
63,雲林縣,2001/04,崙背,3.1,0.49,30.0,90.0,-,22,3.26,19.21,2.21,0.19,2.09,23.22,-,-,-
64,雲林縣,2001/04,臺西,4.9,0.47,38.0,68.0,-,17,2.25,14.54,-,-,-,22.81,-,-,-
65,嘉義縣,2001/04,朴子,3.6,0.48,32.6,74.0,-,21,2.79,18.6,-,-,-,22.97,-,-,-
66,嘉義縣,2001/04,新港,3.5,0.52,34.9,68.0,-,23,3.94,19.69,-,-,-,22.32,-,-,-
67,屏東縣,2001/04,屏東,5.6,0.73,34.8,83.0,-,24,2.28,21.91,2.32,0.35,1.96,25.19,-,-,-
68,屏東縣,2001/04,潮州,4.1,0.6,31.5,88.0,-,26,3.63,22.58,-,-,-,25.49,-,-,-
69,屏東縣,2001/04,恆春,0.6,0.31,40.6,32.0,-,2,0.24,1.42,-,-,-,24.8,-,-,-
70,臺東縣,2001/04,臺東,0.3,0.58,28.9,32.0,-,12,2.04,10.16,2.27,0.11,2.17,25.0,-,-,-
71,花蓮縣,2001/04,花蓮,0.5,0.7,23.2,43.0,-,21,5.03,15.48,2.18,0.19,1.99,23.68,-,-,-
72,連江縣,2001/04,馬祖,-,-,-,31.0,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,
