序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
36,高雄市,2012/12,大寮,7.7,0.59,-,25.1,74,51,28.41,4.51,23.9,2.269,0.281,1.988,20.95,77.53
37,高雄市,2012/12,仁武,8.1,0.61,-,22.4,87,46,37.34,9.18,28.16,2.339,0.307,2.032,20.36,76.07
38,高雄市,2012/12,橋頭,4.3,0.57,-,23.9,79,51,25.48,4.27,21.2,-,-,-,20.11,78.06
39,高雄市,2012/12,美濃,1.7,0.43,-,26.6,54,36,13.27,2.39,10.87,-,-,-,20.0,79.25
40,基隆市,2012/12,基隆,2.1,0.44,-,30.2,30,17,14.75,3.83,10.92,2.064,0.12,1.945,17.64,83.82
41,新竹市,2012/12,新竹,3.3,0.54,-,22.3,44,28,26.02,6.66,19.36,2.114,0.197,1.917,17.73,75.49
42,嘉義市,2012/12,嘉義,4.1,0.62,-,20.9,84,45,26.91,5.35,21.56,2.193,0.248,1.945,19.37,74.03
43,宜蘭縣,2012/12,宜蘭,2.0,0.41,407.88,22.0,34,20,11.87,2.26,9.61,-,-,-,17.15,83.95
44,宜蘭縣,2012/12,冬山,1.9,0.44,-,16.8,34,17,20.28,6.69,13.59,-,-,-,17.18,86.87
45,桃園市,2012/12,桃園,5.3,0.6,-,23.7,39,23,25.2,6.32,18.87,2.066,0.2,1.866,17.67,75.41
46,桃園市,2012/12,中壢,5.5,1.05,-,19.1,58,24,49.84,22.16,27.68,2.558,0.446,2.112,16.96,76.16
47,桃園市,2012/12,大園,4.5,0.39,-,27.8,41,27,23.3,5.82,17.48,-,-,-,17.8,78.3
48,桃園市,2012/12,龍潭,2.7,0.5,-,26.1,51,20,21.92,5.53,16.39,-,-,-,16.37,77.46
49,桃園市,2012/12,平鎮,4.9,0.53,-,23.9,52,21,24.23,5.13,19.1,-,-,-,17.14,79.54
50,桃園市,2012/12,觀音,6.7,0.38,-,26.9,58,25,15.8,2.55,13.25,-,-,-,17.36,79.23
51,新竹縣,2012/12,竹東,2.3,0.45,-,24.6,36,20,17.13,3.56,13.56,-,-,-,17.41,79.62
52,新竹縣,2012/12,湖口,3.5,0.41,-,28.8,40,29,18.52,3.69,14.83,-,-,-,17.19,77.74
53,苗栗縣,2012/12,苗栗,3.5,0.57,-,19.3,43,23,25.93,6.65,19.29,-,-,-,17.67,78.43
54,苗栗縣,2012/12,頭份,3.1,0.48,-,24.5,44,25,23.13,5.28,17.85,2.11,0.146,1.964,17.64,76.82
55,苗栗縣,2012/12,三義,2.0,0.38,-,27.3,36,25,14.31,2.48,11.82,-,-,-,15.4,85.47
56,彰化縣,2012/12,彰化,3.6,0.64,-,19.8,50,33,29.03,6.78,22.24,1.948,0.264,1.684,18.2,73.16
57,彰化縣,2012/12,線西,4.5,0.44,-,22.5,50,27,22.62,4.56,18.06,2.093,0.157,1.935,17.91,79.73
58,彰化縣,2012/12,二林,3.7,0.42,-,23.4,61,33,17.2,4.62,12.58,-,-,-,18.78,77.64
59,南投縣,2012/12,南投,2.6,0.67,-,18.1,61,37,29.56,7.64,21.91,2.18,0.254,1.926,18.33,74.7
60,南投縣,2012/12,埔里,1.8,0.53,-,20.7,40,31,18.01,3.41,14.6,-,-,-,18.16,80.0
61,南投縣,2012/12,竹山,2.8,0.52,-,20.1,55,48,21.87,4.07,17.79,-,-,-,18.04,75.35
62,雲林縣,2012/12,斗六,3.6,0.58,-,20.3,70,42,23.9,4.53,19.37,-,-,-,19.28,74.49
63,雲林縣,2012/12,崙背,3.3,0.44,-,25.5,64,34,18.14,3.09,15.05,-,-,-,18.76,81.3
64,雲林縣,2012/12,麥寮,4.3,0.41,-,27.5,53,29,16.69,3.22,13.46,2.056,0.084,1.972,19.14,82.33
65,雲林縣,2012/12,臺西,3.7,0.38,-,31.9,50,28,14.1,2.29,11.8,1.999,0.088,1.911,18.84,81.26
66,嘉義縣,2012/12,朴子,3.3,0.43,-,25.1,77,36,17.3,2.99,14.3,-,-,-,19.17,75.55
67,嘉義縣,2012/12,新港,3.2,0.49,-,24.9,86,36,19.07,3.95,15.12,-,-,-,18.64,75.79
68,屏東縣,2012/12,屏東,3.6,0.63,-,28.3,78,49,20.8,2.75,18.05,2.103,0.193,1.91,20.94,75.74
69,屏東縣,2012/12,潮州,3.1,0.49,-,28.9,81,47,15.56,2.22,13.34,-,-,-,20.62,81.49
70,屏東縣,2012/12,恆春,0.9,0.22,400.57,39.6,22,13,2.72,1.01,1.67,-,-,-,21.36,78.12
71,臺東縣,2012/12,臺東,1.1,0.4,-,27.0,26,11,9.73,2.7,7.03,-,-,-,20.08,78.62
72,臺東縣,2012/12,關山,1.2,-,-,25.2,22,11,6.88,1.78,5.1,-,-,-,18.16,83.85
73,花蓮縣,2012/12,花蓮,1.5,0.54,-,20.8,26,14,17.88,4.77,13.11,-,-,-,19.6,82.13
74,澎湖縣,2012/12,馬公,1.7,0.35,-,40.7,50,24,5.9,1.27,4.63,-,-,-,18.96,73.3
75,金門縣,2012/12,金門,7.9,0.53,-,25.7,87,41,19.2,3.01,16.18,-,-,-,15.84,75.27
76,連江縣,2012/12,馬祖,4.3,0.42,-,34.2,53,30,11.96,2.22,9.74,-,-,-,12.93,80.93
,,,,,,,,,,,,,,,,,
