序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
1,臺北市,2012/12,松山,2.5,0.56,416.68,23.2,37,19,29.17,8.25,20.92,2.065,0.176,1.889,17.46,75.77
2,臺北市,2012/12,古亭,2.4,0.6,-,21.7,44,23,29.36,8.72,20.64,2.088,0.188,1.899,17.81,77.21
3,臺北市,2012/12,中山,2.8,0.79,-,16.4,39,23,44.29,16.84,27.45,2.245,0.256,1.989,18.49,74.55
4,臺北市,2012/12,大同,3.7,1.55,-,-,53,28,85.08,51.42,33.65,2.624,0.56,2.064,-,-
5,臺北市,2012/12,萬華,3.1,0.67,-,17.3,39,24,37.06,11.0,26.06,-,-,-,18.3,75.29
6,臺北市,2012/12,陽明,1.7,0.25,398.94,38.1,14,10,3.94,1.07,2.83,-,-,-,11.25,97.19
7,臺北市,2012/12,士林,2.5,0.47,-,27.8,40,22,19.64,5.33,14.31,-,-,-,18.15,77.46
8,新北市,2012/12,板橋,4.3,0.7,-,20.4,43,24,32.5,8.84,23.66,2.218,0.29,1.928,18.23,72.69
9,新北市,2012/12,三重,3.8,1.78,-,-,67,32,122.96,84.09,38.87,2.774,0.707,2.067,17.92,72.43
10,新北市,2012/12,菜寮,3.0,0.67,-,18.7,41,21,29.77,8.24,21.53,-,-,-,17.85,73.81
11,新北市,2012/12,永和,2.6,0.81,-,21.8,44,24,35.76,14.73,21.03,2.289,0.31,1.979,18.24,80.79
12,新北市,2012/12,新莊,3.4,0.62,-,22.4,44,27,31.46,9.68,21.78,-,-,-,17.87,76.05
13,新北市,2012/12,新店,2.2,0.44,-,26.9,29,21,16.15,2.94,13.21,-,-,-,17.65,76.54
14,新北市,2012/12,淡水,2.3,0.44,-,30.9,35,21,14.27,4.04,10.22,-,-,-,-,-
15,新北市,2012/12,汐止,3.1,0.43,-,23.5,36,17,25.19,7.45,17.74,-,-,-,18.07,84.27
16,新北市,2012/12,土城,3.1,0.58,-,23.6,38,23,27.27,8.28,18.99,2.258,0.252,2.006,18.0,77.16
17,新北市,2012/12,林口,3.3,0.38,-,28.9,36,20,16.55,2.88,13.66,-,-,-,16.36,86.99
18,新北市,2012/12,萬里,2.5,0.29,-,38.7,48,15,7.88,1.82,6.05,-,-,-,18.81,79.13
19,臺中市,2012/12,西屯,2.5,0.53,-,24.1,60,32,28.55,8.99,19.56,2.15,0.276,1.874,18.86,75.42
20,臺中市,2012/12,忠明,3.2,0.72,-,18.9,48,30,39.32,14.48,24.84,2.216,0.274,1.942,19.5,72.47
21,臺中市,2012/12,豐原,3.2,0.64,-,21.8,52,27,24.58,5.53,19.06,2.15,0.234,1.916,17.61,71.47
22,臺中市,2012/12,沙鹿,2.9,0.46,-,25.5,47,34,22.21,4.6,17.61,-,-,-,17.82,76.03
23,臺中市,2012/12,大里,2.4,0.81,437.45,19.7,60,38,38.83,12.45,26.38,2.345,0.385,1.959,18.48,72.47
24,臺南市,2012/12,新營,3.4,0.49,-,23.8,84,39,23.19,4.33,18.86,2.11,0.137,1.972,19.76,78.53
25,臺南市,2012/12,善化,3.7,0.46,426.71,24.3,73,38,21.12,3.59,17.53,-,-,-,18.54,77.63
26,臺南市,2012/12,安南,3.8,0.46,-,27.5,73,35,20.9,3.9,17.0,2.113,0.173,1.94,19.49,74.04
27,臺南市,2012/12,臺南,3.5,0.6,-,27.5,70,40,23.39,3.11,20.28,2.078,0.239,1.838,19.81,78.58
28,高雄市,2012/12,左營,4.6,0.64,-,28.7,87,50,26.95,4.05,22.9,2.291,0.248,2.043,20.2,75.77
29,高雄市,2012/12,楠梓,4.2,0.58,-,23.8,93,47,29.02,5.39,23.63,2.106,0.207,1.9,20.2,76.64
30,高雄市,2012/12,前金,4.5,0.68,-,26.2,89,49,28.74,4.66,24.08,2.22,0.257,1.962,20.64,73.73
31,高雄市,2012/12,前鎮,6.4,0.75,-,25.0,81,49,37.31,7.61,29.7,2.334,0.349,1.986,20.65,73.18
32,高雄市,2012/12,復興,7.2,1.02,-,21.3,89,43,44.12,11.34,32.78,2.567,0.5,2.067,21.05,71.92
33,高雄市,2012/12,小港,8.7,0.7,-,22.4,73,50,44.27,11.39,32.88,2.224,0.33,1.894,21.71,72.0
34,高雄市,2012/12,鳳山,8.3,0.74,-,22.9,93,50,35.14,7.5,27.65,2.4,0.373,2.027,20.74,73.07
35,高雄市,2012/12,林園,9.5,0.56,-,30.2,51,33,28.61,4.78,23.83,2.238,0.207,2.031,20.4,77.94
