序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
30,高雄市,2010/02,前鎮,7.5,0.76,-,18.4,73,48,37.87,10.54,27.33,2.09,0.372,1.718,22.14,75.02
31,高雄市,2010/02,復興,7.5,0.99,-,20.9,76,38,41.89,13.28,28.61,2.592,0.505,2.087,21.6,79.46
32,高雄市,2010/02,小港,11.3,0.69,-,21.1,71,46,42.87,12.65,30.22,2.196,0.312,1.884,21.79,74.74
33,高雄市,2010/02,鳳山,9.9,0.73,-,19.7,84,44,36.44,9.81,26.62,2.198,0.418,1.78,21.21,77.75
34,高雄市,2010/02,林園,9.8,0.51,-,25.0,71,45,29.62,7.41,22.21,2.309,0.211,2.098,22.35,78.19
35,高雄市,2010/02,大寮,6.1,0.58,-,21.8,80,48,29.66,7.67,21.99,2.351,0.214,2.137,21.67,75.67
36,高雄市,2010/02,仁武,11.2,0.59,-,21.1,72,45,36.81,9.88,26.93,2.218,0.306,1.911,21.54,76.99
37,高雄市,2010/02,橋頭,4.3,0.56,-,23.7,62,44,27.77,6.9,20.88,-,-,-,20.61,76.22
38,高雄市,2010/02,美濃,1.6,0.43,-,24.6,64,36,15.45,3.64,11.82,-,-,-,21.06,79.79
39,基隆市,2010/02,基隆,3.4,0.64,-,24.9,36,25,29.0,10.44,18.56,2.033,0.231,1.802,17.26,85.77
40,新竹市,2010/02,新竹,3.7,0.61,-,25.8,47,35,26.45,8.19,18.26,2.202,0.243,1.958,17.45,83.35
41,嘉義市,2010/02,嘉義,3.4,0.57,-,-,68,44,25.8,5.31,20.49,2.152,0.209,1.943,19.65,75.14
42,宜蘭縣,2010/02,宜蘭,2.0,0.45,407.5,31.9,38,20,11.31,2.1,9.2,-,-,-,18.35,80.83
43,宜蘭縣,2010/02,冬山,2.3,0.51,-,27.4,34,20,17.57,5.23,12.34,-,-,-,18.27,84.69
44,桃園市,2010/02,桃園,6.9,0.73,-,24.1,57,33,34.89,10.76,24.14,2.027,0.331,1.696,17.25,84.9
45,桃園市,2010/02,中壢,4.6,1.24,-,18.4,69,34,58.16,28.07,30.09,2.634,0.584,2.051,16.66,85.99
46,桃園市,2010/02,大園,4.3,0.45,-,31.5,43,33,24.58,6.75,17.83,-,-,-,17.8,83.81
47,桃園市,2010/02,龍潭,3.0,0.58,-,26.9,54,27,26.49,6.97,19.52,-,-,-,16.16,86.27
48,桃園市,2010/02,平鎮,4.8,0.56,-,24.8,54,26,29.96,7.67,22.29,-,-,-,16.66,83.34
49,桃園市,2010/02,觀音,5.9,0.36,-,35.3,54,28,14.87,3.38,11.49,-,-,-,16.71,86.69
50,新竹縣,2010/02,竹東,1.7,0.49,-,25.1,41,30,18.75,4.37,14.38,-,-,-,17.24,83.22
51,新竹縣,2010/02,湖口,3.6,0.43,-,30.9,48,28,19.37,5.19,14.17,-,-,-,16.48,80.76
52,苗栗縣,2010/02,苗栗,3.3,0.54,-,24.4,47,32,23.95,6.71,17.24,-,-,-,17.32,82.33
53,苗栗縣,2010/02,頭份,3.5,0.48,-,27.3,47,31,22.75,6.05,16.7,2.157,0.159,1.999,17.08,84.37
54,苗栗縣,2010/02,三義,2.3,0.39,-,30.2,40,24,15.39,2.3,13.09,-,-,-,15.52,86.52
55,彰化縣,2010/02,彰化,3.9,0.57,-,19.6,54,40,33.21,10.02,23.2,1.989,0.221,1.769,17.95,76.15
56,彰化縣,2010/02,線西,4.0,0.42,-,27.3,50,33,20.11,4.36,15.75,1.918,0.142,1.776,18.23,81.8
57,彰化縣,2010/02,二林,2.0,0.38,-,25.6,56,35,16.42,3.41,13.01,-,-,-,18.59,79.65
58,南投縣,2010/02,南投,3.1,0.6,-,18.8,66,33,27.92,7.78,20.14,1.828,0.218,1.61,18.74,78.85
59,南投縣,2010/02,埔里,2.0,0.56,-,21.9,46,34,19.0,3.71,15.29,-,-,-,18.67,76.28
60,南投縣,2010/02,竹山,2.3,0.53,-,19.5,56,43,23.67,5.48,18.18,-,-,-,18.15,82.34
61,雲林縣,2010/02,斗六,2.9,0.54,-,22.6,60,41,24.0,5.08,18.92,-,-,-,19.41,79.62
62,雲林縣,2010/02,崙背,2.8,0.39,-,26.0,52,37,17.09,3.5,13.59,-,-,-,19.07,84.05
63,雲林縣,2010/02,臺西,4.0,0.35,-,34.5,43,30,14.02,2.9,11.11,1.932,0.078,1.854,18.82,85.32
64,嘉義縣,2010/02,朴子,3.1,0.43,-,27.2,65,35,16.73,2.94,13.79,-,-,-,19.8,79.87
65,嘉義縣,2010/02,新港,2.8,0.44,-,25.7,64,34,18.8,4.9,13.9,-,-,-,18.62,78.3
66,屏東縣,2010/02,屏東,3.4,0.64,-,26.5,76,43,23.47,4.49,18.98,2.258,0.227,2.032,22.05,70.99
67,屏東縣,2010/02,潮州,3.8,0.45,-,25.0,73,38,16.31,2.95,13.37,-,-,-,21.93,78.55
68,屏東縣,2010/02,恆春,2.1,0.25,396.16,44.1,25,16,5.05,2.16,2.89,-,-,-,23.2,75.55
69,臺東縣,2010/02,臺東,1.9,0.44,-,32.1,31,14,10.72,3.11,7.61,-,-,-,22.14,76.06
70,臺東縣,2010/02,關山,1.8,-,-,28.4,32,17,8.46,1.89,6.57,-,-,-,20.31,79.01
71,花蓮縣,2010/02,花蓮,-,0.57,-,20.2,32,24,18.41,4.5,13.91,-,-,-,20.53,80.37
72,澎湖縣,2010/02,馬公,1.6,0.33,-,44.4,35,20,6.24,1.3,4.92,-,-,-,21.44,82.91
73,金門縣,2010/02,金門,3.7,0.53,-,29.4,53,35,17.58,4.75,12.83,-,-,-,14.66,83.88
74,連江縣,2010/02,馬祖,2.6,0.41,-,40.9,41,24,7.67,1.49,6.18,-,-,-,11.84,86.59
,,,,,,,,,,,,,,,,,
