序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
1,臺北市,2012/11,松山,2.6,0.6,418.16,27.4,47,28,30.71,8.2,22.5,2.124,0.201,1.923,20.85,74.19
2,臺北市,2012/11,古亭,2.8,0.62,-,28.2,49,28,30.82,9.25,21.56,2.113,0.201,1.912,21.19,77.66
3,臺北市,2012/11,中山,2.7,0.81,-,21.7,53,31,43.78,14.93,28.85,2.259,0.267,1.992,21.86,73.94
4,臺北市,2012/11,大同,4.1,1.73,-,-,62,34,86.51,49.35,37.16,2.755,0.616,2.139,-,-
5,臺北市,2012/11,萬華,3.4,0.7,-,22.5,47,29,36.71,9.78,26.93,-,-,-,21.71,74.24
6,臺北市,2012/11,陽明,2.0,0.27,397.94,43.9,19,14,4.16,1.11,3.03,-,-,-,14.56,96.64
7,臺北市,2012/11,士林,2.5,0.46,-,32.7,46,25,19.76,5.14,14.62,-,-,-,21.45,70.98
8,新北市,2012/11,板橋,4.6,0.73,-,25.3,51,31,33.71,9.09,24.62,2.273,0.33,1.943,21.71,71.7
9,新北市,2012/11,三重,4.5,1.78,-,-,69,34,116.9,74.92,41.98,2.858,0.733,2.126,21.31,71.66
10,新北市,2012/11,菜寮,3.5,0.68,-,24.3,49,29,30.0,8.18,21.81,-,-,-,21.33,72.85
11,新北市,2012/11,永和,2.6,0.88,-,26.9,50,30,37.17,15.11,22.06,2.348,0.345,2.004,21.57,80.73
12,新北市,2012/11,新莊,4.7,0.65,-,28.8,52,32,32.42,9.49,22.94,-,-,-,21.34,75.21
13,新北市,2012/11,新店,2.3,0.44,-,31.8,36,26,15.96,3.47,12.49,-,-,-,20.99,73.13
14,新北市,2012/11,淡水,2.4,0.46,-,33.3,44,27,15.58,3.18,12.39,-,-,-,-,-
15,新北市,2012/11,汐止,3.3,0.48,-,25.5,43,23,29.47,8.88,20.59,-,-,-,21.44,82.29
16,新北市,2012/11,土城,3.7,0.61,-,28.9,47,29,28.03,8.59,19.44,2.303,0.287,2.016,21.5,76.05
