序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
1,臺北市,2001/07,松山,3.4,0.7,-,16.2,31,-,33.41,13.27,20.14,-,-,-,29.63,-,-,-
2,臺北市,2001/07,古亭,2.3,0.79,-,16.3,33,16,35.92,16.18,19.74,2.075,0.3,1.77,30.57,-,-,-
3,臺北市,2001/07,中山,3.0,0.89,-,15.8,41,-,41.75,18.38,23.37,2.556,0.37,2.18,29.94,-,-,-
4,臺北市,2001/07,大同,6.3,2.82,-,-,59,-,121.4,86.62,34.79,3.566,1.27,2.29,30.5,-,-,-
5,臺北市,2001/07,萬華,1.9,-,-,18.9,41,-,30.34,8.1,22.25,-,-,-,30.44,-,-,-
6,臺北市,2001/07,陽明,1.8,0.25,-,27.0,16,-,5.07,0.46,4.6,-,-,-,23.87,-,-,-
7,臺北市,2001/07,士林,1.3,0.73,-,17.1,33,-,26.85,9.0,17.85,-,-,-,29.16,-,-,-
8,新北市,2001/07,板橋,4.9,0.67,-,19.9,40,-,36.34,12.79,23.76,2.486,0.25,2.24,29.85,-,-,-
9,新北市,2001/07,三重,6.5,2.42,-,-,55,31,131.5,93.03,38.47,3.028,0.8,2.22,30.25,-,-,-
10,新北市,2001/07,菜寮,2.7,0.92,-,16.1,46,-,41.27,16.16,25.11,-,-,-,29.61,-,-,-
11,新北市,2001/07,永和,-,1.37,-,13.5,43,-,53.41,27.33,26.08,2.56,0.48,2.08,29.25,-,-,-
12,新北市,2001/07,新莊,6.6,0.8,-,23.0,48,-,35.48,12.26,23.22,2.58,0.54,2.04,29.12,-,-,-
13,新北市,2001/07,新店,1.6,0.5,-,21.5,33,-,15.96,3.37,12.59,-,-,-,29.71,-,-,-
14,新北市,2001/07,淡水,2.6,0.7,-,18.8,36,-,24.08,7.2,16.88,-,-,-,29.95,-,-,-
15,新北市,2001/07,汐止,2.6,0.61,-,-,45,-,36.69,17.12,19.57,-,-,-,29.33,-,-,-
16,新北市,2001/07,土城,4.0,0.71,-,19.2,42,-,37.49,15.23,22.26,-,-,-,29.07,-,-,-
17,新北市,2001/07,林口,4.0,0.47,-,22.8,43,-,24.44,6.86,17.34,-,-,-,27.91,-,-,-
18,新北市,2001/07,萬里,1.5,0.32,-,21.8,24,-,8.91,2.02,6.89,2.19,0.06,2.13,28.22,-,-,-
19,臺中市,2001/07,西屯,1.1,0.5,-,15.4,47,-,32.75,16.32,16.43,2.155,0.19,1.97,27.79,-,-,-
20,臺中市,2001/07,忠明,0.9,0.82,-,17.5,44,-,29.08,6.98,22.09,-,-,-,28.67,-,-,-
21,臺中市,2001/07,豐原,2.5,0.29,-,24.9,39,-,21.11,3.34,17.76,-,-,-,27.86,-,-,-
22,臺中市,2001/07,沙鹿,4.1,0.44,-,16.2,35,-,18.06,4.35,13.83,-,-,-,29.36,-,-,-
23,臺中市,2001/07,大里,2.4,0.68,-,22.6,48,-,20.46,3.63,16.83,-,-,-,29.35,-,-,-
24,臺南市,2001/07,新營,1.6,0.4,-,22.8,32,-,12.78,1.95,10.93,-,-,-,27.84,-,-,-
25,臺南市,2001/07,善化,4.5,0.34,-,27.7,30,-,10.92,2.18,8.77,-,-,-,27.66,-,-,-
26,臺南市,2001/07,安南,5.3,0.5,-,24.0,38,-,16.35,3.69,12.69,-,-,-,28.48,-,-,-
27,臺南市,2001/07,臺南,3.0,0.53,-,27.5,38,-,14.97,2.35,12.62,2.176,0.12,2.05,28.3,-,-,-
28,高雄市,2001/07,左營,4.9,0.76,-,25.1,38,-,21.9,6.85,15.05,2.268,0.24,2.03,26.87,-,-,-
29,高雄市,2001/07,楠梓,3.7,0.46,-,19.0,43,-,24.78,7.25,17.53,2.341,0.26,2.08,28.48,-,-,-
30,高雄市,2001/07,前金,6.1,0.74,-,21.1,36,-,23.62,7.79,15.83,-,-,-,28.73,-,-,-
31,高雄市,2001/07,前鎮,9.7,-,-,-,46,-,26.96,8.96,18.0,2.185,0.35,1.84,29.03,-,-,-
32,高雄市,2001/07,復興,8.1,0.95,-,-,49,-,31.58,11.08,20.5,2.5,0.4,2.1,28.98,-,-,-
33,高雄市,2001/07,小港,11.3,0.74,-,17.5,42,-,33.19,11.2,22.0,2.192,0.26,1.94,28.92,-,-,-
34,高雄市,2001/07,鳳山,6.7,1.15,-,25.6,46,-,21.01,6.26,14.76,-,-,-,29.52,-,-,-
35,高雄市,2001/07,林園,4.3,0.39,-,24.4,42,34,10.48,2.08,8.41,2.18,0.26,1.92,28.47,-,-,-
36,高雄市,2001/07,大寮,9.5,0.53,-,19.7,44,-,16.53,2.58,13.98,2.264,0.16,2.11,28.39,-,-,-
37,高雄市,2001/07,仁武,4.4,0.48,-,22.0,36,-,23.35,5.93,17.43,2.936,0.29,2.64,29.61,-,-,-
38,高雄市,2001/07,橋頭,3.0,0.69,-,18.6,27,-,20.07,7.49,12.53,2.08,0.09,2.0,28.07,-,-,-
39,高雄市,2001/07,美濃,0.2,0.39,-,27.3,36,-,7.38,0.97,6.4,-,-,-,27.35,-,-,-
40,基隆市,2001/07,基隆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41,新竹市,2001/07,新竹,2.9,0.58,-,18.0,37,-,23.09,7.7,15.39,2.341,0.16,2.18,29.82,-,-,-
42,嘉義市,2001/07,嘉義,1.8,0.66,-,20.5,61,-,21.58,4.44,17.13,2.038,0.21,1.83,28.96,-,-,-
43,宜蘭縣,2001/07,宜蘭,1.1,0.35,-,17.4,30,-,10.0,2.17,7.83,-,-,-,28.89,-,-,-
44,宜蘭縣,2001/07,冬山,2.4,0.44,-,8.3,28,-,15.39,6.2,9.19,2.04,0.12,1.92,28.85,-,-,-
45,桃園市,2001/07,桃園,8.8,0.72,-,20.1,41,-,30.05,9.21,20.84,2.262,0.34,1.93,29.09,-,-,-
46,桃園市,2001/07,中壢,4.8,1.44,-,-,41,-,60.66,30.41,30.25,2.918,0.95,1.97,28.75,-,-,-
47,桃園市,2001/07,大園,4.0,0.46,-,17.5,-,-,26.58,10.59,15.99,-,-,-,29.69,-,-,-
48,桃園市,2001/07,龍潭,2.2,0.41,-,28.1,43,-,22.99,5.41,17.58,-,-,-,28.02,-,-,-
49,桃園市,2001/07,平鎮,3.8,0.59,-,20.0,45,-,26.86,7.59,19.27,2.101,0.22,1.88,28.74,-,-,-
50,桃園市,2001/07,觀音,4.5,0.26,-,23.6,27,-,14.47,3.67,10.81,2.476,0.16,2.31,29.05,-,-,-
51,新竹縣,2001/07,竹東,1.5,0.42,-,22.4,34,-,13.53,2.19,11.34,-,-,-,28.39,-,-,-
52,新竹縣,2001/07,湖口,2.8,0.44,-,19.3,40,-,20.57,6.24,14.33,-,-,-,29.76,-,-,-
53,苗栗縣,2001/07,苗栗,2.6,0.44,-,21.8,26,-,20.98,5.8,15.19,-,-,-,28.62,-,-,-
54,苗栗縣,2001/07,頭份,5.5,-,-,-,56,-,23.35,7.8,15.56,1.995,0.11,1.89,29.61,-,-,-
55,苗栗縣,2001/07,三義,1.2,0.32,-,24.3,34,-,12.83,3.09,9.74,2.273,0.1,2.17,25.91,-,-,-
56,彰化縣,2001/07,彰化,4.3,0.58,-,18.3,37,-,22.7,5.28,17.42,2.27,0.21,2.06,29.34,-,-,-
57,彰化縣,2001/07,線西,1.4,-,-,-,34,-,13.02,2.81,10.22,-,-,-,28.77,-,-,-
58,彰化縣,2001/07,二林,1.0,0.3,-,19.5,49,-,11.09,2.24,8.89,-,-,-,29.16,-,-,-
59,南投縣,2001/07,南投,0.5,0.5,-,24.4,40,-,17.29,2.97,14.32,2.123,0.1,2.02,28.08,-,-,-
60,南投縣,2001/07,埔里,1.2,0.69,-,26.1,51,-,10.85,1.58,8.81,2.14,0.14,2.0,25.98,-,-,-
61,南投縣,2001/07,竹山,1.3,0.42,-,22.7,44,-,12.2,1.26,10.94,-,-,-,28.17,-,-,-
62,雲林縣,2001/07,斗六,2.8,0.39,-,24.7,37,-,15.34,2.25,13.09,-,-,-,27.57,-,-,-
63,雲林縣,2001/07,崙背,1.1,0.32,-,20.1,44,-,10.61,1.59,9.02,2.029,0.07,1.96,28.9,-,-,-
64,雲林縣,2001/07,臺西,2.0,0.34,-,17.9,41,-,9.36,2.32,7.04,-,-,-,28.65,-,-,-
65,嘉義縣,2001/07,朴子,1.4,0.33,-,21.2,40,-,11.67,1.94,9.79,-,-,-,28.65,-,-,-
66,嘉義縣,2001/07,新港,1.4,0.36,-,24.3,35,-,14.72,3.55,11.18,-,-,-,28.18,-,-,-
67,屏東縣,2001/07,屏東,2.5,0.53,-,23.1,35,-,15.37,3.02,12.4,2.161,0.17,1.99,27.94,-,-,-
68,屏東縣,2001/07,潮州,1.0,0.33,-,22.7,42,-,11.23,1.76,9.48,-,-,-,28.1,-,-,-
69,屏東縣,2001/07,恆春,0.4,0.22,-,17.3,29,-,3.19,1.95,1.25,-,-,-,27.99,-,-,-
70,臺東縣,2001/07,臺東,0.2,0.46,-,14.0,23,-,8.75,3.14,5.6,2.07,0.06,2.01,29.81,-,-,-
71,花蓮縣,2001/07,花蓮,0.4,0.52,-,10.1,20,-,13.43,5.18,8.25,2.109,0.17,1.93,29.87,-,-,-
72,連江縣,2001/07,馬祖,0.3,0.17,-,29.9,14,-,3.58,0.74,2.84,-,-,-,26.73,-,-,-
,,,,,,,,,,,,,,,,,,,
