序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","相對濕度 RH (percent)","紫外線指數 UVB (UVI)"
17,新北市,2004/11,林口,3.5,0.47,-,34.5,49,-,20.07,2.77,17.28,-,-,-,21.85,-,-,71.76,-
18,新北市,2004/11,萬里,2.0,0.29,-,46.3,44,23,7.33,1.52,5.77,1.686,0.042,1.644,17.27,-,-,75.74,-
19,臺中市,2004/11,西屯,4.4,0.87,-,33.0,119,-,38.89,9.9,28.98,2.472,0.409,2.063,22.54,-,-,70.41,-
20,臺中市,2004/11,忠明,4.6,1.17,-,29.6,101,63,49.81,13.95,35.86,-,-,-,22.62,-,-,65.64,-
21,臺中市,2004/11,豐原,4.5,0.98,-,34.9,78,-,30.57,3.88,26.69,-,-,-,21.69,-,-,67.48,-
22,臺中市,2004/11,沙鹿,5.1,0.77,-,32.8,98,61,34.87,6.27,28.61,-,-,-,22.1,-,-,68.28,-
23,臺中市,2004/11,大里,5.7,1.17,407.6,27.6,113,68,45.77,11.21,34.56,-,-,-,24.29,-,-,71.2,-
24,臺南市,2004/11,新營,5.0,0.67,-,37.2,124,69,32.37,7.4,24.97,-,-,-,22.12,-,-,71.81,-
25,臺南市,2004/11,善化,4.8,0.48,-,35.9,105,-,26.87,4.16,22.71,-,-,-,24.0,-,-,73.02,-
26,臺南市,2004/11,安南,6.0,0.54,-,33.1,108,-,-,-,-,-,-,-,23.49,-,-,70.35,-
27,臺南市,2004/11,臺南,6.7,0.67,-,38.6,99,-,-,-,-,2.365,0.423,1.942,23.45,-,-,67.51,-
28,高雄市,2004/11,左營,7.4,0.84,-,40.9,116,-,36.39,5.27,31.12,3.241,0.95,2.291,24.51,-,-,69.42,-
29,高雄市,2004/11,楠梓,5.9,0.72,-,34.6,107,75,34.01,7.95,26.06,2.144,0.293,1.851,24.62,-,-,70.37,-
30,高雄市,2004/11,前金,8.1,0.81,-,41.0,104,-,31.1,3.67,27.44,-,-,-,23.49,-,-,63.38,-
31,高雄市,2004/11,前鎮,10.4,0.75,-,24.3,110,-,41.7,7.73,33.97,3.426,0.462,2.964,24.42,-,-,66.78,-
32,高雄市,2004/11,復興,12.6,1.1,-,35.1,126,-,51.81,11.42,40.39,-,-,-,24.83,-,-,68.28,-
33,高雄市,2004/11,小港,14.3,0.81,-,32.0,112,77,51.73,11.92,39.81,2.017,0.384,1.633,25.0,-,-,67.57,-
34,高雄市,2004/11,鳳山,11.8,0.92,-,38.9,130,77,43.08,10.18,32.9,-,-,-,23.53,-,-,68.28,-
35,高雄市,2004/11,林園,10.9,0.66,-,49.9,120,80,27.66,4.8,22.86,2.419,0.383,2.037,24.27,-,-,70.55,-
36,高雄市,2004/11,大寮,12.8,0.69,-,24.7,140,93,-,-,-,3.156,0.48,2.676,24.64,-,-,69.74,-
37,高雄市,2004/11,仁武,12.0,0.66,-,32.2,129,73,49.1,8.9,40.21,2.434,0.39,2.044,24.68,-,-,69.13,-
38,高雄市,2004/11,橋頭,6.4,0.68,-,41.2,118,71,43.1,6.76,36.33,3.452,0.392,3.06,23.75,-,-,70.6,-
39,高雄市,2004/11,美濃,2.9,0.46,-,42.5,87,-,-,-,-,-,-,-,24.73,-,-,73.6,-
40,基隆市,2004/11,基隆,4.1,0.51,-,32.1,50,24,22.13,4.63,17.5,2.222,0.177,2.045,22.56,-,-,73.72,-
41,新竹市,2004/11,新竹,5.6,0.65,-,29.6,62,-,30.83,5.48,25.35,2.322,0.358,1.964,22.28,-,-,68.18,-
42,嘉義市,2004/11,嘉義,5.6,0.81,-,30.7,130,86,34.41,4.98,29.42,2.325,0.296,2.029,21.74,-,-,69.8,-
43,宜蘭縣,2004/11,宜蘭,1.0,0.52,390.68,27.8,34,22,14.54,2.19,12.36,-,-,-,22.67,-,-,75.78,-
44,宜蘭縣,2004/11,冬山,3.6,0.64,-,21.9,47,-,23.53,6.7,16.83,2.252,0.222,2.03,21.0,-,-,81.16,-
45,桃園市,2004/11,桃園,7.9,0.67,-,28.5,66,-,30.63,6.83,23.8,2.822,0.414,2.408,22.92,-,-,68.74,-
46,桃園市,2004/11,中壢,6.7,0.9,-,23.6,60,-,43.34,14.09,29.25,2.609,0.569,2.04,22.13,-,-,66.55,-
47,桃園市,2004/11,大園,5.2,0.43,-,34.8,59,-,24.52,5.18,19.34,-,-,-,22.68,-,-,68.41,-
48,桃園市,2004/11,龍潭,5.8,0.52,-,32.1,49,-,23.68,3.85,19.83,-,-,-,21.55,-,-,70.65,-
49,桃園市,2004/11,平鎮,6.2,0.57,-,31.2,59,-,27.27,4.2,23.07,2.536,0.221,2.315,21.46,-,-,68.57,-
50,桃園市,2004/11,觀音,10.8,0.38,-,31.8,67,-,28.25,6.16,22.09,2.026,0.204,1.821,22.45,-,-,71.4,-
51,新竹縣,2004/11,竹東,2.9,0.53,-,34.5,55,-,20.45,3.12,17.33,-,-,-,22.24,-,-,68.11,-
52,新竹縣,2004/11,湖口,5.1,0.44,-,33.5,59,-,-,-,-,-,-,-,21.33,-,-,67.73,-
53,苗栗縣,2004/11,苗栗,4.3,0.73,-,27.3,76,-,30.62,7.11,23.51,-,-,-,22.77,-,-,69.17,-
54,苗栗縣,2004/11,頭份,4.5,0.57,-,31.1,71,-,26.69,5.09,21.6,2.476,0.309,2.167,20.43,-,-,71.43,-
55,苗栗縣,2004/11,三義,3.7,0.45,-,44.3,83,-,15.31,1.17,14.14,2.211,0.169,2.042,21.64,-,-,79.82,-
56,彰化縣,2004/11,彰化,8.6,0.86,-,27.6,118,-,49.29,15.04,34.25,2.469,0.535,1.934,24.72,-,-,70.09,-
57,彰化縣,2004/11,線西,7.0,0.6,-,33.6,92,-,27.12,5.56,21.56,2.878,0.287,2.591,22.97,-,-,71.44,-
58,彰化縣,2004/11,二林,4.7,0.57,-,34.5,106,-,-,-,-,-,-,-,19.41,-,-,72.4,-
59,南投縣,2004/11,南投,3.7,0.88,-,32.3,96,59,40.39,7.96,32.43,2.387,0.361,2.026,23.29,-,-,70.84,-
60,南投縣,2004/11,埔里,2.2,0.84,-,43.1,91,58,-,-,-,2.784,0.313,2.471,19.94,-,-,69.75,-
61,南投縣,2004/11,竹山,3.6,0.69,-,36.8,100,-,27.91,3.91,23.99,-,-,-,23.07,-,-,71.05,-
62,雲林縣,2004/11,斗六,5.7,0.72,-,33.6,125,-,29.76,4.61,25.14,-,-,-,23.26,-,-,70.35,-
63,雲林縣,2004/11,崙背,4.4,0.58,-,32.5,117,-,23.03,4.34,18.7,-,-,-,21.37,-,-,73.51,-
64,雲林縣,2004/11,臺西,6.6,0.47,-,38.5,-,-,-,-,-,-,-,-,22.2,-,-,77.12,-
65,嘉義縣,2004/11,朴子,4.4,0.46,-,39.9,97,-,19.35,2.72,16.63,2.549,0.25,2.299,23.1,-,-,72.11,-
66,嘉義縣,2004/11,新港,2.6,0.48,-,35.0,132,-,23.05,4.92,18.13,-,-,-,21.83,-,-,73.84,-
67,屏東縣,2004/11,屏東,6.6,0.86,-,42.9,121,88,-,-,-,2.991,0.546,2.445,24.52,-,-,66.95,-
68,屏東縣,2004/11,潮州,5.9,0.49,-,41.4,109,70,-,-,-,-,-,-,25.31,-,-,72.15,-
69,屏東縣,2004/11,恆春,0.9,0.24,372.26,39.7,27,-,-,-,-,-,-,-,24.25,-,-,68.4,-
70,臺東縣,2004/11,臺東,0.9,0.33,-,26.9,43,20,9.15,1.79,7.36,1.891,0.086,1.805,23.95,-,-,68.32,-
71,花蓮縣,2004/11,花蓮,1.3,0.63,-,22.2,43,19,22.09,5.47,16.63,2.021,0.245,1.776,22.31,-,-,-,-
72,澎湖縣,2004/11,馬公,-,0.26,-,47.1,48,25,3.26,0.32,2.89,-,-,-,22.68,-,-,75.01,-
73,金門縣,2004/11,金門,7.2,0.53,-,37.5,-,47,13.77,3.05,10.72,-,-,-,20.46,-,-,-,-
74,連江縣,2004/11,馬祖,7.3,0.39,-,50.1,59,36,6.89,0.93,5.95,-,-,-,19.56,-,-,73.49,-
,,,,,,,,,,,,,,,,,,,,
