序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","相對濕度 RH (percent)","紫外線指數 UVB (UVI)"
1,臺北市,2004/11,松山,4.5,0.62,391.87,26.2,55,-,33.99,9.08,24.9,-,-,-,22.52,-,-,69.52,-
2,臺北市,2004/11,古亭,3.6,0.64,-,25.4,52,23,45.5,11.99,33.5,2.116,0.205,1.911,22.16,-,-,70.59,-
3,臺北市,2004/11,中山,4.5,0.81,-,19.3,50,26,43.56,13.68,29.87,-,-,-,22.54,-,-,67.05,-
4,臺北市,2004/11,大同,4.2,1.04,-,17.3,51,-,64.06,29.21,34.85,3.003,0.496,2.506,22.66,-,-,-,-
5,臺北市,2004/11,萬華,3.3,0.68,-,26.3,54,25,28.42,5.09,23.34,-,-,-,23.74,-,-,67.81,-
6,臺北市,2004/11,陽明,2.0,0.24,392.94,48.6,26,-,2.04,0.34,1.62,-,-,-,15.1,-,-,-,-
7,臺北市,2004/11,士林,2.8,0.36,-,35.8,39,-,18.31,4.18,14.13,-,-,-,22.84,-,-,67.4,-
8,新北市,2004/11,板橋,3.8,0.71,-,26.1,57,-,31.85,7.5,24.36,2.284,0.422,1.863,22.66,-,-,67.59,-
9,新北市,2004/11,三重,6.5,1.95,-,11.1,72,64,116.46,75.28,41.18,2.982,0.893,2.089,22.83,-,-,-,-
10,新北市,2004/11,菜寮,3.7,0.8,-,26.2,49,-,34.21,8.11,26.1,-,-,-,23.37,-,-,67.02,-
11,新北市,2004/11,永和,4.0,0.9,-,25.8,53,-,37.15,14.34,22.81,-,-,-,20.86,-,-,67.93,-
12,新北市,2004/11,新莊,11.6,0.65,-,23.3,53,27,29.84,6.5,23.34,2.989,0.807,2.182,23.29,-,-,68.57,-
13,新北市,2004/11,新店,2.4,0.41,-,34.5,41,-,17.87,3.1,14.77,-,-,-,21.31,-,-,68.03,-
14,新北市,2004/11,淡水,2.1,-,-,37.4,40,-,13.7,2.55,11.12,-,-,-,-,-,-,-,-
15,新北市,2004/11,汐止,6.2,0.54,-,25.3,48,-,30.64,9.97,20.67,-,-,-,21.32,-,-,72.3,-
16,新北市,2004/11,土城,3.4,0.62,-,27.8,48,-,29.38,8.85,20.52,-,-,-,23.21,-,-,66.42,-
