序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN"
1,臺北市,1994/06,松山,10.8,1.4,19.0,73.0,62,25,36.08,-,-,-,27.95,-,-
2,臺北市,1994/06,古亭,7.1,1.63,21.4,66.0,60,27,33.12,2.91,0.54,2.36,27.73,-,-
3,臺北市,1994/06,中山,12.8,1.77,12.9,65.0,82,40,39.95,2.83,0.56,2.27,28.32,-,-
4,臺北市,1994/06,大同,22.0,5.46,-,120.0,203,151,56.19,5.08,2.52,2.57,29.04,-,-
5,臺北市,1994/06,萬華,9.0,1.29,20.7,52.0,40,10,28.86,-,-,-,28.27,-,-
6,臺北市,1994/06,陽明,5.0,0.3,34.0,32.0,6,0,4.91,-,-,-,22.33,-,-
7,臺北市,1994/06,士林,6.8,1.13,17.1,56.0,41,17,22.48,-,-,-,28.16,-,-
8,新北市,1994/06,板橋,15.7,1.36,19.0,82.0,49,16,31.52,2.8,0.79,2.01,29.2,-,-
9,新北市,1994/06,菜寮,11.6,1.58,14.3,71.0,60,25,32.86,-,-,-,28.68,-,-
10,新北市,1994/06,新莊,16.9,1.11,19.0,77.0,45,18,27.35,3.32,1.08,2.26,27.99,-,-
11,新北市,1994/06,新店,5.5,0.79,23.3,47.0,26,4,19.89,-,-,-,28.1,-,-
12,新北市,1994/06,淡水,6.5,1.04,20.3,42.0,31,10,19.28,-,-,-,28.34,-,-
13,新北市,1994/06,汐止,11.4,0.96,15.9,54.0,63,30,31.42,-,-,-,27.15,-,-
14,新北市,1994/06,土城,9.0,0.92,24.8,76.0,36,11,23.27,-,-,-,28.02,-,-
15,新北市,1994/06,林口,9.8,0.72,23.1,56.0,26,9,16.33,-,-,-,26.36,-,-
16,新北市,1994/06,萬里,4.6,0.46,29.9,45.0,15,3,10.08,0.79,0.24,0.54,26.54,-,-
17,臺中市,1994/06,西屯,6.9,0.69,16.9,44.0,36,15,20.93,1.99,0.24,1.75,27.87,-,-
18,臺中市,1994/06,忠明,6.2,1.17,16.1,58.0,43,14,28.69,-,-,-,28.2,-,-
19,臺中市,1994/06,豐原,7.8,0.8,19.8,49.0,31,6,24.42,-,-,-,27.18,-,-
20,臺中市,1994/06,沙鹿,7.8,0.67,14.0,37.0,23,6,17.13,-,-,-,28.24,-,-
21,臺中市,1994/06,大里,6.5,0.58,15.1,56.0,33,7,23.94,-,-,-,28.33,-,-
22,臺南市,1994/06,新營,3.7,0.51,17.6,30.0,15,3,10.0,-,-,-,27.92,-,-
23,臺南市,1994/06,善化,5.0,0.37,27.3,25.0,12,2,8.24,-,-,-,27.72,-,-
24,臺南市,1994/06,安南,7.1,0.7,14.6,55.0,27,12,14.24,-,-,-,28.34,-,-
25,臺南市,1994/06,臺南,7.8,0.71,15.1,62.0,25,10,14.93,2.17,0.32,1.84,28.41,-,-
26,高雄市,1994/06,左營,10.2,0.87,13.9,48.0,34,14,18.72,2.21,0.28,1.94,29.91,-,-
27,高雄市,1994/06,楠梓,11.2,0.58,10.9,46.0,36,16,20.05,2.67,0.51,2.18,30.02,-,-
28,高雄市,1994/06,前金,12.5,1.02,10.4,44.0,38,17,21.13,-,-,-,28.78,-,-
29,高雄市,1994/06,前鎮,19.9,-,-,62.0,40,16,23.17,1.92,0.65,1.33,28.52,-,-
30,高雄市,1994/06,小港,13.4,0.77,9.6,52.0,33,12,17.3,1.83,0.25,1.58,29.39,-,-
31,高雄市,1994/06,鳳山,9.0,0.96,14.5,53.0,32,11,20.97,-,-,-,28.28,-,-
32,高雄市,1994/06,林園,2.8,0.42,14.9,52.0,8,1,6.04,1.64,0.35,1.32,28.61,-,-
33,高雄市,1994/06,大寮,6.5,0.5,11.3,55.0,17,4,11.78,-,-,-,30.34,-,-
34,高雄市,1994/06,仁武,9.3,0.62,11.1,51.0,29,11,18.38,1.97,0.29,1.69,30.58,-,-
35,高雄市,1994/06,橋頭,7.2,0.57,11.9,42.0,26,11,14.76,2.13,0.22,1.9,28.5,-,-
36,高雄市,1994/06,美濃,1.5,0.44,21.0,38.0,11,2,8.78,-,-,-,27.64,-,-
37,基隆市,1994/06,基隆,12.2,1.08,22.9,59.0,41,15,26.73,2.44,0.53,1.9,27.45,-,-
38,新竹市,1994/06,新竹,5.6,0.71,16.8,42.0,25,8,17.21,2.66,0.25,2.42,28.75,-,-
39,嘉義市,1994/06,嘉義,3.3,0.85,19.0,42.0,26,6,19.47,2.41,0.42,2.02,28.24,-,-
40,宜蘭縣,1994/06,宜蘭,3.2,0.66,18.1,33.0,16,3,11.66,-,-,-,27.14,-,-
41,宜蘭縣,1994/06,冬山,2.8,-,-,48.0,18,6,9.62,2.12,0.13,1.99,27.24,-,-
42,桃園市,1994/06,桃園,21.8,1.01,19.3,58.0,39,12,26.96,2.7,0.44,2.27,27.83,-,-
43,桃園市,1994/06,大園,9.5,0.51,19.5,39.0,24,7,15.18,-,-,-,27.07,-,-
44,桃園市,1994/06,龍潭,6.0,0.62,21.2,49.0,24,7,16.08,-,-,-,26.69,-,-
45,桃園市,1994/06,平鎮,9.8,0.91,18.4,46.0,-,-,-,-,-,-,26.99,-,-
46,桃園市,1994/06,觀音,10.5,0.43,23.2,43.0,15,4,10.97,1.78,0.14,1.64,27.62,-,-
47,新竹縣,1994/06,竹東,1.8,0.52,20.7,47.0,21,5,15.33,-,-,-,27.19,-,-
48,新竹縣,1994/06,湖口,6.5,0.52,20.2,41.0,22,8,13.73,-,-,-,28.0,-,-
49,苗栗縣,1994/06,苗栗,5.8,0.55,21.7,29.0,26,7,17.9,-,-,-,28.36,-,-
50,苗栗縣,1994/06,頭份,26.7,-,-,51.0,46,22,21.73,1.67,0.3,1.4,28.73,-,-
51,苗栗縣,1994/06,三義,3.0,0.39,21.4,46.0,18,5,10.67,3.24,1.15,2.09,25.15,-,-
52,彰化縣,1994/06,彰化,8.4,0.81,13.8,57.0,27,8,19.25,2.31,0.28,2.01,28.46,-,-
53,彰化縣,1994/06,線西,4.7,-,-,40.0,19,5,12.44,2.05,0.15,1.91,28.16,-,-
54,彰化縣,1994/06,二林,1.9,0.47,15.4,60.0,18,5,13.18,-,-,-,27.44,-,-
55,南投縣,1994/06,南投,1.9,0.57,18.6,35.0,18,4,9.85,-,-,-,27.44,-,-
56,雲林縣,1994/06,斗六,3.5,0.71,15.7,42.0,19,5,13.15,-,-,-,27.84,-,-
57,雲林縣,1994/06,崙背,3.2,0.45,14.7,46.0,19,5,13.0,-,-,-,27.72,-,-
58,雲林縣,1994/06,臺西,1.5,0.42,19.2,46.0,11,2,8.6,-,-,-,27.95,-,-
59,嘉義縣,1994/06,朴子,3.8,0.38,16.0,30.0,15,4,9.2,-,-,-,28.45,-,-
60,嘉義縣,1994/06,新港,3.4,0.43,16.6,40.0,22,7,15.06,-,-,-,27.7,-,-
61,屏東縣,1994/06,屏東,3.6,0.85,15.0,49.0,27,6,18.95,2.1,0.32,1.79,27.73,-,-
62,屏東縣,1994/06,潮州,1.3,0.39,12.1,37.0,12,2,9.75,-,-,-,29.07,-,-
63,屏東縣,1994/06,恆春,0.1,0.25,18.2,17.0,0,0,0.1,-,-,-,27.51,-,-
64,臺東縣,1994/06,臺東,0.6,0.78,12.3,37.0,16,4,8.01,2.08,0.17,1.9,28.15,-,-
65,花蓮縣,1994/06,花蓮,0.5,0.73,10.2,43.0,20,7,12.24,1.84,0.18,1.66,28.06,-,-
,,,,,,,,,,,,,,,,
