序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","相對濕度 RH (percent)","紫外線指數 UVB (UVI)"
1,臺北市,2004/10,松山,-,0.6,404.94,30.7,61,-,40.26,11.55,28.71,-,-,-,23.22,-,-,68.71,-
2,臺北市,2004/10,古亭,2.5,0.62,-,25.3,58,26,39.02,10.87,28.16,2.131,0.232,1.899,22.47,-,-,68.42,-
3,臺北市,2004/10,中山,3.4,0.78,-,19.1,57,28,48.25,14.31,33.94,2.562,0.625,1.937,23.17,-,-,66.32,-
4,臺北市,2004/10,大同,3.5,0.98,-,18.9,56,-,63.5,28.3,35.2,3.01,0.419,2.592,23.03,-,-,-,-
5,臺北市,2004/10,萬華,2.3,0.59,-,29.3,59,28,29.59,5.51,24.08,-,-,-,24.2,-,-,67.89,-
6,臺北市,2004/10,陽明,1.6,0.19,378.16,54.5,33,-,-,-,-,-,-,-,15.74,-,-,-,-
7,臺北市,2004/10,士林,2.1,0.45,-,34.5,50,-,25.46,6.32,19.13,-,-,-,23.1,-,-,68.46,-
8,新北市,2004/10,板橋,3.0,0.62,-,28.4,61,-,30.31,5.1,25.22,2.318,0.417,1.901,23.03,-,-,66.06,-
9,新北市,2004/10,三重,5.5,2.11,-,11.0,78,-,132.94,86.75,46.18,3.111,1.014,2.097,23.32,-,-,-,-
10,新北市,2004/10,菜寮,3.0,0.74,-,28.7,53,-,36.31,9.38,26.93,-,-,-,23.91,-,-,66.76,-
11,新北市,2004/10,永和,4.1,1.06,-,24.2,59,-,47.89,20.53,27.37,2.641,0.473,2.168,22.75,-,-,66.58,-
12,新北市,2004/10,新莊,3.4,0.59,-,25.3,54,25,28.24,4.24,24.0,3.069,0.921,2.148,23.29,-,-,69.5,-
13,新北市,2004/10,新店,1.8,0.4,-,32.6,51,-,19.65,3.04,16.61,-,-,-,21.39,-,-,70.28,-
14,新北市,2004/10,淡水,1.3,0.52,-,41.2,49,-,16.07,2.29,13.77,-,-,-,23.41,-,-,-,-
15,新北市,2004/10,汐止,4.1,0.49,-,28.8,53,-,36.68,13.57,23.11,-,-,-,21.81,-,-,70.93,-
16,新北市,2004/10,土城,2.6,0.5,-,29.6,54,-,28.0,6.73,21.27,-,-,-,23.69,-,-,65.97,-
17,新北市,2004/10,林口,2.3,0.33,-,35.8,49,-,-,-,-,-,-,-,22.36,-,-,71.32,-
18,新北市,2004/10,萬里,1.4,0.21,-,55.5,55,27,-,-,-,-,-,-,23.37,-,-,69.14,-
19,臺中市,2004/10,西屯,2.5,0.44,-,41.3,68,-,-,-,-,2.129,0.217,1.911,23.7,-,-,63.96,-
20,臺中市,2004/10,忠明,2.7,0.61,-,30.5,60,35,32.11,6.16,25.95,-,-,-,23.53,-,-,60.03,-
21,臺中市,2004/10,豐原,2.6,0.55,-,36.1,44,-,19.32,2.4,16.91,-,-,-,22.54,-,-,62.16,-
22,臺中市,2004/10,沙鹿,2.8,0.35,-,40.7,58,32,14.63,2.3,12.32,-,-,-,23.13,-,-,62.03,-
23,臺中市,2004/10,大里,4.6,0.86,393.93,37.4,70,37,36.5,5.83,30.67,-,-,-,25.51,-,-,65.41,-
24,臺南市,2004/10,新營,4.6,0.49,-,37.0,101,44,-,-,-,2.623,0.34,2.283,23.32,-,-,62.91,-
25,臺南市,2004/10,善化,4.1,0.37,-,35.2,94,-,-,-,-,-,-,-,24.99,-,-,70.46,-
26,臺南市,2004/10,安南,4.9,0.38,-,34.1,94,-,-,-,-,-,-,-,24.62,-,-,65.26,-
