序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
15,新北市,2002/07,汐止,3.9,0.6,22.1,41.0,-,27,9.03,17.95,-,-,-,29.2,-,-,-
16,新北市,2002/07,土城,3.7,0.69,22.6,37.0,-,32,11.52,20.05,-,-,-,30.46,-,-,-
17,新北市,2002/07,林口,3.9,0.39,22.9,37.0,-,21,5.01,15.66,-,-,-,28.34,-,-,-
18,新北市,2002/07,萬里,1.5,0.4,25.5,28.0,-,10,1.92,7.8,-,-,-,28.43,-,-,-
19,臺中市,2002/07,西屯,1.3,0.44,18.2,36.0,-,26,12.08,14.21,2.05,0.18,1.87,28.67,-,-,-
20,臺中市,2002/07,忠明,2.2,0.63,20.7,32.0,19,26,6.47,19.77,-,-,-,29.32,-,-,-
21,臺中市,2002/07,豐原,2.0,0.64,25.8,34.0,-,19,3.04,15.96,-,-,-,27.45,-,-,-
22,臺中市,2002/07,沙鹿,2.7,0.44,16.0,27.0,-,16,3.51,12.4,-,-,-,28.96,-,-,-
23,臺中市,2002/07,大里,1.1,0.5,21.7,31.0,-,19,3.46,15.99,-,-,-,28.92,-,-,-
24,臺南市,2002/07,新營,1.4,0.42,20.4,21.0,-,10,1.49,8.52,1.82,0.06,1.76,28.83,-,-,-
25,臺南市,2002/07,善化,3.3,0.3,31.4,20.0,-,10,1.98,8.16,-,-,-,28.41,-,-,-
26,臺南市,2002/07,安南,2.8,0.19,22.9,35.0,-,13,2.56,10.68,-,-,-,28.89,-,-,-
27,臺南市,2002/07,臺南,2.1,0.48,20.3,35.0,-,12,1.8,10.42,1.95,0.12,1.83,28.78,-,-,-
28,高雄市,2002/07,左營,3.5,0.57,20.6,28.0,-,15,3.68,11.25,1.87,0.14,1.74,28.91,-,-,-
29,高雄市,2002/07,楠梓,5.9,0.38,16.6,35.0,-,20,5.14,14.88,1.97,0.14,1.82,29.04,-,-,-
30,高雄市,2002/07,前金,3.9,0.65,23.2,30.0,-,17,3.61,13.67,-,-,-,29.5,-,-,-
31,高雄市,2002/07,前鎮,10.8,-,-,39.0,-,22,7.75,14.26,1.97,0.32,1.65,29.19,-,-,-
32,高雄市,2002/07,復興,4.5,0.66,-,42.0,-,24,8.46,15.6,2.42,0.37,2.05,29.31,-,-,-
33,高雄市,2002/07,小港,8.3,0.46,18.1,39.0,-,23,6.33,16.34,1.98,0.19,1.79,28.93,-,-,-
34,高雄市,2002/07,鳳山,3.7,0.64,19.5,40.0,24,21,5.88,15.12,-,-,-,29.54,-,-,-
35,高雄市,2002/07,林園,2.1,0.49,25.8,48.0,19,9,2.28,6.3,-,-,-,28.97,-,-,-
36,高雄市,2002/07,大寮,1.6,0.6,19.2,25.0,-,12,3.23,9.04,2.03,0.09,1.94,28.97,-,-,-
37,高雄市,2002/07,仁武,4.8,0.33,20.9,28.0,-,18,4.98,13.15,2.05,0.1,1.95,28.69,-,-,-
38,高雄市,2002/07,橋頭,2.8,0.87,16.1,20.0,-,16,3.82,11.81,1.89,0.06,1.83,29.01,-,-,-
39,高雄市,2002/07,美濃,0.6,0.34,28.8,32.0,-,7,0.77,6.14,-,-,-,27.94,-,-,-
40,基隆市,2002/07,基隆,4.1,0.54,19.9,41.0,-,22,7.18,14.75,2.08,0.18,1.91,29.31,-,-,-
41,新竹市,2002/07,新竹,2.6,0.49,19.0,24.0,-,17,4.07,13.02,2.2,0.1,2.08,29.81,-,-,-
42,嘉義市,2002/07,嘉義,1.0,0.46,14.3,44.0,-,13,1.92,11.24,2.14,0.11,2.03,28.37,-,-,-
43,宜蘭縣,2002/07,宜蘭,1.1,0.46,27.1,31.0,-,11,1.61,8.96,-,-,-,28.58,-,-,-
44,宜蘭縣,2002/07,冬山,3.1,0.61,13.7,40.0,-,19,6.23,12.46,2.15,0.14,2.01,29.61,-,-,-
45,桃園市,2002/07,桃園,10.0,0.64,20.5,38.0,-,26,6.08,19.66,-,-,-,29.87,-,-,-
46,桃園市,2002/07,中壢,3.7,1.13,-,39.0,-,43,20.39,22.89,2.47,0.57,1.9,28.61,-,-,-
47,桃園市,2002/07,大園,3.0,0.34,20.7,37.0,-,16,4.46,11.5,-,-,-,29.27,-,-,-
48,桃園市,2002/07,龍潭,1.1,0.43,25.0,40.0,-,19,3.57,15.26,-,-,-,28.1,-,-,-
49,桃園市,2002/07,平鎮,2.6,0.47,22.0,46.0,-,23,5.4,17.64,2.17,0.2,1.97,29.34,-,-,-
50,桃園市,2002/07,觀音,3.1,0.26,24.0,32.0,-,12,3.31,8.62,1.98,0.12,1.86,28.82,-,-,-
51,新竹縣,2002/07,竹東,1.1,0.41,23.8,29.0,-,14,2.24,11.47,-,-,-,28.02,-,-,-
52,新竹縣,2002/07,湖口,2.0,0.39,21.3,38.0,-,16,5.25,10.9,-,-,-,29.59,-,-,-
53,苗栗縣,2002/07,苗栗,1.4,0.39,25.1,35.0,-,16,3.58,12.35,-,-,-,28.12,-,-,-
54,苗栗縣,2002/07,頭份,6.2,-,-,33.0,-,26,10.8,14.94,2.03,0.15,1.88,28.43,-,-,-
55,苗栗縣,2002/07,三義,0.6,0.3,23.6,24.0,-,12,2.51,9.43,2.12,0.08,2.03,25.65,-,-,-
56,彰化縣,2002/07,彰化,2.5,0.48,17.2,28.0,-,20,5.15,14.84,1.92,0.16,1.76,28.96,-,-,-
57,彰化縣,2002/07,線西,0.8,-,-,28.0,-,12,2.52,9.15,2.2,0.08,2.12,28.39,-,-,-
58,彰化縣,2002/07,二林,1.2,0.22,19.4,45.0,-,10,1.9,7.75,-,-,-,28.01,-,-,-
59,南投縣,2002/07,南投,0.7,0.4,21.5,31.0,-,16,3.56,12.13,2.04,0.13,1.91,28.1,-,-,-
60,南投縣,2002/07,埔里,1.8,0.56,26.6,41.0,-,11,1.66,8.2,2.15,0.1,2.05,26.7,-,-,-
61,南投縣,2002/07,竹山,1.1,0.36,19.6,31.0,-,11,1.51,9.63,-,-,-,27.68,-,-,-
62,雲林縣,2002/07,斗六,1.7,0.44,20.2,29.0,-,14,2.71,11.09,-,-,-,27.88,-,-,-
63,雲林縣,2002/07,崙背,0.9,0.26,21.9,28.0,-,10,1.43,8.25,2.88,0.09,2.79,28.11,-,-,-
64,雲林縣,2002/07,臺西,1.7,0.25,22.9,33.0,-,8,2.0,6.24,-,-,-,28.3,-,-,-
65,嘉義縣,2002/07,朴子,1.7,0.32,21.9,30.0,-,11,1.92,9.05,-,-,-,28.04,-,-,-
66,嘉義縣,2002/07,新港,1.0,0.34,20.7,24.0,-,12,2.44,9.38,-,-,-,28.67,-,-,-
67,屏東縣,2002/07,屏東,1.4,0.53,22.5,31.0,-,13,3.05,10.41,1.97,0.14,1.83,28.13,-,-,-
68,屏東縣,2002/07,潮州,0.7,0.26,20.4,32.0,-,8,0.94,7.15,-,-,-,27.96,-,-,-
69,屏東縣,2002/07,恆春,0.3,0.22,23.0,24.0,-,1,0.08,0.97,-,-,-,28.24,-,-,-
70,臺東縣,2002/07,臺東,0.2,0.45,19.0,27.0,-,9,2.4,6.23,1.92,0.08,1.84,29.34,-,-,-
71,花蓮縣,2002/07,花蓮,0.5,0.46,14.4,23.0,-,14,4.46,9.2,2.07,0.15,1.91,29.82,-,-,-
72,金門縣,2002/07,金門,2.1,0.1,23.5,31.0,-,5,0.7,4.07,1.6,0.03,1.57,28.68,-,-,-
73,連江縣,2002/07,馬祖,0.5,0.16,29.1,19.0,-,3,0.63,2.47,-,-,-,27.27,-,-,-
,,,,,,,,,,,,,,,,,,
