序號,縣市,監測月份,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),"懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )",氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),總碳氫化合物 THC (ppm),非甲烷碳氫化合物 NMHC (ppm),甲烷 CH4 (ppm),風速 WIND_SPEED (m/sec),小時風速值 WS_HR (m/sec),溫度 AMB_TEMP (℃),降雨強度 RAIN_INT (㎜),酸雨 PH_RAIN (pH),相對濕度 RH (percent),導電度 RAIN_COND (μmho/cm)
15,新北市,2017/04,汐止,3.7,0.56,-,29,41,26,31.29,8.94,22.35,-,-,-,1.46,1.14,21.75,-,-,74.16,-
16,新北市,2017/04,土城,3,0.57,-,35.1,41,23,27.4,6.86,20.54,2.23,0.227,2.003,1.33,0.8,22.72,-,-,72.21,-
17,新北市,2017/04,林口,2.7,0.39,-,40.2,60,29,21.66,3.95,17.71,-,-,-,2.61,2.29,21,-,-,75.76,-
18,新北市,2017/04,萬里,2.8,0.29,-,45,49,25,9.21,1.61,7.6,-,-,-,3.58,3.26,21.17,1.71,4.21,75.32,117.58
19,臺中市,2017/04,西屯,3.7,0.36,-,36.6,50,27,21.15,3.64,17.51,1.876,0.179,1.697,2.31,1.53,23.8,2.18,5.07,67.8,27.43
20,臺中市,2017/04,忠明,3,0.48,-,33.6,44,27,23.06,3.6,19.46,1.979,0.165,1.814,1.83,1.22,24.31,-,-,66.37,-
21,臺中市,2017/04,豐原,3,0.44,-,39.2,39,22,13.69,2.09,11.6,1.921,0.148,1.772,2.35,1.92,22.12,-,-,70.85,-
22,臺中市,2017/04,沙鹿,2.8,0.38,-,39.8,47,28,18.18,2.16,16.02,-,-,-,3.05,1.77,23.51,-,-,70.81,-
23,臺中市,2017/04,大里,2.8,0.5,429.9,29,56,25,23.04,3.67,19.38,1.901,0.218,1.683,1.84,1.35,23.66,-,-,68.44,-
24,臺南市,2017/04,新營,2.7,0.37,-,34.3,61,30,14.44,1.55,12.89,2.156,0.105,2.051,1.89,1.2,24.16,3.37,4.7,70.91,11.86
25,臺南市,2017/04,善化,3,0.33,428.17,33.6,51,26,13.43,1.82,11.61,-,-,-,2.39,1.75,24.54,-,-,72.01,-
26,臺南市,2017/04,安南,2.7,0.37,-,38.8,55,26,14.82,1.93,12.9,2.132,0.138,1.994,2.36,1.74,24.89,-,-,71.62,-
27,臺南市,2017/04,臺南,2.9,0.42,-,40.8,48,26,15.24,2.12,13.12,2.04,0.143,1.897,2.08,1.55,25.15,-,-,66.01,-
28,高雄市,2017/04,左營,3.5,0.39,-,40.1,54,28,16.3,1.29,15.03,2.099,0.128,1.971,2.11,1.65,25.43,-,-,70.51,-
29,高雄市,2017/04,楠梓,3.2,0.4,-,35.4,67,29,17.71,3.45,14.26,2.056,0.158,1.898,2.02,1.54,25.3,-,-,68.05,-
30,高雄市,2017/04,前金,4.1,0.4,-,39.7,53,24,15.49,1.85,13.63,2.023,0.126,1.897,2.13,1.62,25.34,-,-,70.16,-
31,高雄市,2017/04,前鎮,4.9,0.44,-,34.4,48,26,20.07,2.71,17.36,2.077,0.137,1.939,1.62,1.06,25.39,-,-,68.72,-
32,高雄市,2017/04,復興,5.3,0.56,-,34.3,45,24,23.32,3.98,19.34,2.151,0.211,1.94,1.14,0.84,25.86,-,-,71.05,-
33,高雄市,2017/04,小港,7.9,0.39,-,31.1,53,23,23.97,3.95,20.03,2.062,0.154,1.909,1.92,1.51,25.5,3.17,4.39,72.65,33.11
34,高雄市,2017/04,鳳山,4.5,0.53,-,30.2,62,26,20.85,3.24,17.61,2.165,0.191,1.974,1.64,1.26,25.96,3.6,4.48,68.23,30.6
35,高雄市,2017/04,林園,3.7,0.28,-,37.7,32,21,12.31,1.83,10.49,2.064,0.08,1.984,2.3,2.07,25.71,-,-,72.33,-
36,高雄市,2017/04,大寮,4.6,0.36,-,31.4,54,23,18.15,2.96,15.19,2.254,0.163,2.09,1.9,1.51,24.86,-,-,74.65,-
37,高雄市,2017/04,仁武,4.2,0.4,-,36.3,58,23,18.76,2.99,15.76,2.087,0.143,1.945,1.9,1.51,25.08,-,-,70.11,-
38,高雄市,2017/04,橋頭,2.9,0.37,-,31.5,54,29,15.4,2.34,13.05,-,-,-,2.36,1.95,24.06,1.44,5.14,68.61,16.26
39,高雄市,2017/04,美濃,1.7,0.31,-,35.3,40,24,9.15,1.5,7.64,-,-,-,1.23,1,24.82,-,-,72.08,-
40,基隆市,2017/04,基隆,2.5,0.43,-,38,31,21,17.73,3.13,14.6,2.074,0.151,1.923,1.31,0.93,21.41,-,-,79.92,-
41,新竹市,2017/04,新竹,2.1,0.48,-,34.6,47,20,19.96,3.55,16.41,2.086,0.189,1.898,2.11,1.71,22.33,-,-,70.08,-
42,嘉義市,2017/04,嘉義,3.8,0.43,-,36.7,56,30,15.28,1.45,13.81,2.004,0.133,1.872,1.95,1.41,24.27,-,-,67.1,-
43,宜蘭縣,2017/04,宜蘭,1.8,0.33,430.59,41.2,39,17,8.25,1.08,7.16,-,-,-,1.37,0.97,22.42,-,-,71.54,-
44,宜蘭縣,2017/04,冬山,1.9,0.31,-,37,41,16,13.76,2.92,10.85,-,-,-,1.71,1.31,21.62,1.93,4.85,77.85,99.75
45,桃園市,2017/04,桃園,4.7,0.56,-,34.9,49,25,26.61,4.92,21.68,2.251,0.211,2.041,1.39,1.05,22.32,-,-,71.59,-
46,桃園市,2017/04,中壢,3.7,1.09,-,27.6,59,23,55.35,23.37,31.98,2.373,0.401,1.972,1.25,0.6,21.97,-,-,71.1,-
47,桃園市,2017/04,大園,4.4,0.4,-,40.5,53,24,20.93,2.96,17.98,-,-,-,3.85,3.47,22.14,-,-,71.34,-
48,桃園市,2017/04,龍潭,2.6,0.42,-,39.8,52,24,17.61,2.93,14.68,-,-,-,2.67,2.4,21.05,-,-,70.97,-
49,桃園市,2017/04,平鎮,3.2,0.45,-,37.8,51,23,22.35,3.4,18.95,-,-,-,2.4,2,22.35,-,-,71.99,-
50,桃園市,2017/04,觀音,3.9,0.33,-,41.4,56,26,16.51,1.73,14.77,-,-,-,3.59,3.34,22.3,2.29,4.57,74.81,64
51,新竹縣,2017/04,竹東,2.2,0.36,-,32.6,43,23,12.8,2.21,10.6,-,-,-,1.88,1.36,22.03,-,-,72.07,-
52,新竹縣,2017/04,湖口,3.6,0.34,-,42.6,45,27,15.03,2.52,12.51,-,-,-,3.44,3.23,23.43,-,-,74.99,-
53,苗栗縣,2017/04,苗栗,2.5,0.39,-,36.2,50,25,15.47,2.6,12.87,-,-,-,2.19,1.59,22.5,-,-,72.96,-
54,苗栗縣,2017/04,頭份,2.3,0.36,-,38.2,50,24,16.29,2.52,13.77,2.083,0.106,1.977,2.44,2,22.76,-,-,73.9,-
55,苗栗縣,2017/04,三義,2,0.3,-,39.4,39,19,10.72,1.6,9.12,-,-,-,3.11,2.57,20.71,2,4.85,79.92,27.65
56,彰化縣,2017/04,彰化,3.5,0.45,-,35.3,51,31,16.69,2.16,14.53,2.027,0.178,1.85,2.08,1.25,23.63,-,-,69.62,-
57,彰化縣,2017/04,線西,3.6,0.36,-,41.2,58,31,14.21,2.08,12.14,2.055,0.106,1.95,3.16,2.66,23.49,-,-,74.03,-
58,彰化縣,2017/04,二林,3.2,0.3,-,38.5,56,24,11.89,1.54,10.35,-,-,-,2.51,2.07,23.39,-,-,75.78,-
59,南投縣,2017/04,南投,2.2,0.45,-,28.8,55,30,18.28,2.63,15.64,1.929,0.142,1.787,1.59,1.1,23.21,2.2,5.23,71.79,26.42
60,南投縣,2017/04,埔里,2.1,0.37,-,33.3,39,24,12.18,1.56,10.62,-,-,-,1.42,1.14,22.39,-,-,73.11,-
61,南投縣,2017/04,竹山,2.3,0.34,-,35.1,56,32,13.33,1.65,11.67,-,-,-,1.55,1.11,23.33,-,-,76.4,-
62,雲林縣,2017/04,斗六,2.7,0.38,-,38,54,31,15,1.81,13.19,-,-,-,1.7,1.11,24.9,-,-,72.21,-
63,雲林縣,2017/04,崙背,2.8,0.33,-,39.5,56,34,12.92,1.86,11.06,-,-,-,2.5,1.6,23.74,2.03,6.09,78.09,72.28
64,雲林縣,2017/04,麥寮,3.3,0.34,-,38.9,68,35,12.93,2.15,10.78,2.196,0.081,2.115,2.84,1.86,23.35,-,-,75.12,-
65,雲林縣,2017/04,臺西,3.4,0.28,-,44.3,55,32,10.66,1.57,9.09,2.074,0.049,2.026,4.1,3.7,23.98,-,-,73.21,-
66,嘉義縣,2017/04,朴子,2.9,0.34,-,43.2,65,26,11.56,1.93,9.63,-,-,-,2.06,1.38,24.92,-,-,72.84,-
67,嘉義縣,2017/04,新港,3,0.35,-,39,59,28,11.92,2.06,9.85,-,-,-,2.17,1.42,24.03,-,-,70.65,-
68,屏東縣,2017/04,屏東,3,0.42,-,35.9,48,25,15.83,1.9,13.93,2.072,0.116,1.957,1.72,1.25,25.51,-,-,67.99,-
69,屏東縣,2017/04,潮州,2.7,0.31,-,37.1,58,24,11.71,1.54,10.16,-,-,-,1.82,1.52,25.04,-,-,76.02,-
70,屏東縣,2017/04,恆春,1.3,0.15,410.61,47.1,29,9,3.01,1.27,1.73,-,-,-,5.49,5.21,24.56,2.19,4.44,81.04,12.19
71,臺東縣,2017/04,臺東,1.2,0.34,-,29.7,30,12,7.38,1.96,5.42,-,-,-,1.93,1.35,23.75,1.4,4.66,74.29,13.26
72,臺東縣,2017/04,關山,1.2,-,-,29.2,27,12,5.33,1.62,3.71,-,-,-,1.37,1,22.03,-,-,79.8,-
73,花蓮縣,2017/04,花蓮,1.7,0.28,-,37.2,35,17,8.2,1.54,6.65,-,-,-,2.2,1.9,22.67,1.39,4.94,77.12,60.23
74,澎湖縣,2017/04,馬公,2,0.24,-,46.6,37,17,5.93,1.32,4.61,-,-,-,3.17,2.13,23.49,3.59,4.68,75.93,76.49
75,金門縣,2017/04,金門,4.2,0.31,-,40,63,34,16.57,2.33,14.23,-,-,-,2.73,2.39,21.04,1.2,4.73,71.71,36
76,連江縣,2017/04,馬祖,2.9,0.32,-,51.6,55,25,9.97,1.23,8.72,-,-,-,3.05,2.7,18.27,1.83,4.91,81.16,31.66
,,,,,,,,,,,,,,,,,,,,,,
