序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","相對濕度 RH (percent)","紫外線指數 UVB (UVI)"
1,臺北市,2005/01,松山,5.7,0.91,403.34,15.1,58,-,55.53,22.94,32.58,-,-,-,15.97,-,-,75.91,-
2,臺北市,2005/01,古亭,6.0,0.99,-,13.4,60,26,54.28,22.13,32.16,-,-,-,15.08,-,-,79.81,-
3,臺北市,2005/01,中山,5.7,1.18,-,10.5,53,28,66.2,28.9,37.3,-,-,-,15.6,-,-,73.65,-
4,臺北市,2005/01,大同,6.1,1.32,-,10.9,56,-,95.3,51.7,43.59,-,-,-,15.53,-,-,-,-
5,臺北市,2005/01,萬華,4.6,1.02,-,14.7,64,36,51.31,17.99,33.32,-,-,-,16.59,-,-,76.37,-
6,臺北市,2005/01,陽明,3.4,0.37,382.1,42.5,22,-,5.08,1.58,3.45,-,-,-,9.09,-,-,-,-
7,臺北市,2005/01,士林,4.4,0.61,-,21.9,46,-,36.69,14.11,22.58,-,-,-,15.7,-,-,74.65,-
8,新北市,2005/01,板橋,5.2,1.02,-,15.4,61,-,43.09,14.49,28.6,-,-,-,15.26,-,-,75.67,-
9,新北市,2005/01,三重,7.7,2.47,-,6.9,84,48,169.59,136.23,33.37,-,-,-,15.57,-,-,-,-
10,新北市,2005/01,菜寮,6.4,1.16,-,13.0,58,-,50.12,19.41,30.7,-,-,-,16.07,-,-,74.87,-
11,新北市,2005/01,永和,6.1,1.46,-,12.1,54,-,76.69,44.38,32.31,-,-,-,12.75,-,-,75.71,-
12,新北市,2005/01,新莊,7.4,0.89,-,16.6,54,32,44.25,16.1,28.14,-,-,-,15.91,-,-,79.47,-
13,新北市,2005/01,新店,4.2,0.71,-,17.5,42,-,33.59,9.76,23.84,-,-,-,14.27,-,-,76.95,-
14,新北市,2005/01,淡水,3.1,0.64,-,15.7,44,-,24.65,7.48,17.17,-,-,-,-,-,-,-,-
15,新北市,2005/01,汐止,6.8,0.78,-,16.4,52,-,46.59,20.25,26.33,-,-,-,15.41,-,-,78.82,-
16,新北市,2005/01,土城,5.7,0.92,-,16.2,58,-,47.57,19.1,28.46,-,-,-,16.07,-,-,73.72,-
17,新北市,2005/01,林口,4.5,0.47,-,25.7,45,-,24.04,5.71,18.33,-,-,-,14.63,-,-,80.47,-
18,新北市,2005/01,萬里,3.2,0.37,-,38.9,41,23,8.06,1.27,6.77,1.785,0.184,1.601,14.91,-,-,78.77,-
