序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","相對濕度 RH (percent)","紫外線指數 UVB (UVI)"
19,臺中市,2005/01,西屯,3.8,0.67,-,22.5,70,-,33.32,9.34,23.98,2.269,0.281,1.987,16.41,-,-,71.27,-
20,臺中市,2005/01,忠明,3.6,0.89,-,15.9,59,42,40.3,15.27,25.04,-,-,-,16.04,-,-,68.0,-
21,臺中市,2005/01,豐原,3.5,0.79,-,18.4,49,-,29.24,9.4,19.83,-,-,-,14.95,-,-,71.17,-
22,臺中市,2005/01,沙鹿,5.5,0.56,-,25.7,58,40,-,-,-,-,-,-,15.48,-,-,70.38,-
23,臺中市,2005/01,大里,4.4,0.79,401.62,11.4,77,47,48.51,18.9,29.61,-,-,-,18.18,-,-,72.72,-
24,臺南市,2005/01,新營,4.6,0.63,-,21.9,93,53,29.21,6.55,22.66,-,-,-,16.0,-,-,72.5,-
25,臺南市,2005/01,善化,6.5,0.38,-,25.8,88,-,30.17,9.45,20.73,-,-,-,18.11,-,-,72.05,-
26,臺南市,2005/01,安南,7.3,0.49,-,21.1,81,57,27.84,8.45,19.39,-,-,-,17.33,-,-,70.25,-
27,臺南市,2005/01,臺南,10.9,0.6,-,18.3,86,53,32.33,10.36,21.97,2.203,0.32,1.883,16.96,-,-,67.39,-
28,高雄市,2005/01,左營,6.6,0.67,-,22.3,103,-,42.32,10.46,31.85,-,-,-,18.36,-,-,70.63,-
29,高雄市,2005/01,楠梓,7.2,0.71,-,18.7,96,63,39.62,13.3,26.32,2.041,0.272,1.769,18.65,-,-,71.18,-
30,高雄市,2005/01,前金,12.0,0.85,-,19.5,104,72,33.77,7.7,26.07,-,-,-,17.92,-,-,64.25,-
31,高雄市,2005/01,前鎮,9.7,0.85,-,14.8,116,69,57.24,17.44,39.79,-,-,-,18.57,-,-,67.14,-
32,高雄市,2005/01,復興,12.8,1.41,-,14.2,104,-,64.77,23.73,41.04,-,-,-,18.93,-,-,69.18,-
33,高雄市,2005/01,小港,21.9,1.04,-,17.6,112,72,74.28,28.53,45.75,2.177,0.516,1.662,19.41,-,-,66.74,-
34,高雄市,2005/01,鳳山,21.0,0.95,-,14.1,121,72,63.37,24.67,38.7,-,-,-,18.76,-,-,69.48,-
35,高雄市,2005/01,林園,25.3,0.76,-,22.9,114,73,50.13,16.27,33.86,-,-,-,19.08,-,-,68.69,-
36,高雄市,2005/01,大寮,13.8,0.68,-,18.6,113,76,38.86,12.15,26.72,-,-,-,19.18,-,-,69.14,-
37,高雄市,2005/01,仁武,18.3,0.65,-,13.7,114,68,49.73,15.55,34.18,2.337,0.407,1.931,18.54,-,-,69.53,-
38,高雄市,2005/01,橋頭,8.2,0.66,-,17.3,99,66,46.88,8.99,37.89,-,-,-,17.77,-,-,72.79,-
39,高雄市,2005/01,美濃,2.0,0.56,-,24.1,75,-,21.63,6.89,14.73,-,-,-,19.87,-,-,74.32,-
40,基隆市,2005/01,基隆,5.9,0.71,-,22.0,54,26,33.92,10.98,22.94,-,-,-,15.98,-,-,79.98,-
41,新竹市,2005/01,新竹,5.1,0.8,-,16.9,49,-,35.19,11.26,23.93,2.462,0.271,2.19,14.94,-,-,76.11,-
42,嘉義市,2005/01,嘉義,5.3,0.88,-,17.0,91,58,41.77,8.08,33.68,2.464,0.28,2.184,15.53,-,-,70.68,-
43,宜蘭縣,2005/01,宜蘭,3.1,0.66,390.28,23.4,31,25,17.28,3.42,13.85,-,-,-,15.88,-,-,75.45,-
44,宜蘭縣,2005/01,冬山,3.3,0.64,-,22.4,42,-,22.63,6.37,16.25,2.147,0.189,1.959,15.2,-,-,80.16,-
45,桃園市,2005/01,桃園,8.6,0.83,-,17.6,62,-,40.26,14.0,26.25,-,-,-,14.11,-,-,77.45,-
46,桃園市,2005/01,中壢,7.1,1.16,-,13.6,63,-,59.25,26.72,32.53,-,-,-,14.91,-,-,74.48,-
47,桃園市,2005/01,大園,4.9,0.55,-,23.1,57,-,26.96,8.96,18.0,-,-,-,15.39,-,-,76.27,-
48,桃園市,2005/01,龍潭,5.6,0.69,-,18.0,42,-,32.81,9.93,22.89,-,-,-,14.3,-,-,78.86,-
49,桃園市,2005/01,平鎮,7.5,0.71,-,17.4,55,-,37.09,10.0,27.08,-,-,-,14.09,-,-,77.52,-
50,桃園市,2005/01,觀音,8.5,0.44,-,25.8,58,-,21.79,5.34,16.45,-,-,-,15.26,-,-,77.62,-
51,新竹縣,2005/01,竹東,3.6,0.62,-,19.8,44,-,26.54,6.72,19.82,-,-,-,15.41,-,-,75.47,-
52,新竹縣,2005/01,湖口,4.5,0.51,-,25.7,54,-,22.78,7.08,15.69,-,-,-,13.8,-,-,75.71,-
53,苗栗縣,2005/01,苗栗,4.2,0.67,-,21.0,59,-,24.99,8.65,16.34,-,-,-,16.21,-,-,72.9,-
54,苗栗縣,2005/01,頭份,3.8,0.63,-,22.3,62,-,28.79,8.52,20.27,-,-,-,13.3,-,-,77.43,-
55,苗栗縣,2005/01,三義,2.6,0.46,-,23.8,61,-,19.18,7.74,11.44,-,-,-,14.93,-,-,83.43,-
56,彰化縣,2005/01,彰化,5.5,0.72,-,16.4,70,-,38.25,11.79,26.46,2.535,0.51,2.025,18.11,-,-,70.76,-
57,彰化縣,2005/01,線西,5.6,0.56,-,22.8,59,-,26.44,5.1,21.34,-,-,-,16.56,-,-,72.81,-
58,彰化縣,2005/01,二林,3.9,0.47,-,26.1,67,-,18.55,4.95,13.59,-,-,-,12.51,-,-,73.93,-
59,南投縣,2005/01,南投,4.7,0.89,-,16.0,70,44,45.29,13.7,31.59,2.507,0.457,2.05,17.08,-,-,73.23,-
60,南投縣,2005/01,埔里,2.0,0.81,-,22.0,68,36,27.91,4.38,23.52,-,-,-,14.93,-,-,73.03,-
61,南投縣,2005/01,竹山,3.5,0.61,-,19.6,78,-,31.19,7.06,24.13,-,-,-,16.71,-,-,73.91,-
62,雲林縣,2005/01,斗六,4.2,0.55,-,17.6,81,49,28.17,5.85,22.33,-,-,-,16.75,-,-,72.67,-
63,雲林縣,2005/01,崙背,3.4,0.5,-,23.9,77,46,16.57,3.42,13.15,-,-,-,15.09,-,-,72.82,-
64,雲林縣,2005/01,臺西,4.2,0.45,-,34.8,55,-,11.1,1.45,9.62,-,-,-,16.53,-,-,77.08,-
65,嘉義縣,2005/01,朴子,3.9,0.51,-,29.9,81,-,18.83,2.8,16.02,2.249,0.14,2.109,17.19,-,-,71.83,-
66,嘉義縣,2005/01,新港,3.9,0.59,-,24.3,81,-,22.2,4.98,17.22,-,-,-,16.11,-,-,73.76,-
67,屏東縣,2005/01,屏東,5.3,0.84,-,23.7,96,71,24.88,5.12,19.76,-,-,-,19.0,-,-,68.34,-
68,屏東縣,2005/01,潮州,6.8,0.62,-,26.1,111,69,27.83,7.03,20.8,-,-,-,20.53,-,-,71.11,-
69,屏東縣,2005/01,恆春,3.2,0.23,390.82,37.0,28,-,7.49,1.62,5.88,-,-,-,19.56,-,-,74.58,-
70,臺東縣,2005/01,臺東,3.3,0.54,-,26.9,31,17,13.1,3.58,9.53,1.974,0.182,1.792,19.46,-,-,71.75,-
71,花蓮縣,2005/01,花蓮,2.7,0.79,-,18.6,39,24,27.79,7.57,20.22,2.075,0.273,1.801,20.25,-,-,71.8,-
72,澎湖縣,2005/01,馬公,6.1,0.42,-,37.5,49,30,9.38,1.92,7.46,-,-,-,15.57,-,-,78.62,-
73,金門縣,2005/01,金門,11.3,0.74,-,39.0,91,52,21.12,4.6,16.52,-,-,-,11.89,-,-,-,-
74,連江縣,2005/01,馬祖,7.0,0.48,-,36.6,68,43,10.43,2.17,8.25,-,-,-,10.13,-,-,70.46,-
,,,,,,,,,,,,,,,,,,,,
