序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","相對濕度 RH (percent)","紫外線指數 UVB (UVI)"
21,臺中市,2006/08,沙鹿,3.9,0.32,-,38.1,-,-,14.83,2.45,12.37,-,-,-,29.36,-,-,73.19,-
22,臺中市,2006/08,大里,3.6,0.44,388.73,34.7,54,36,15.08,2.53,12.55,-,-,-,29.54,-,-,67.54,-
23,臺南市,2006/08,新營,3.4,0.29,-,33.9,52,33,9.73,1.66,8.07,2.265,0.105,2.161,28.33,-,-,75.77,-
24,臺南市,2006/08,善化,5.1,0.19,415.68,31.5,49,29,13.99,3.3,10.69,-,-,-,28.66,-,-,79.33,-
25,臺南市,2006/08,安南,4.0,0.32,-,31.3,50,28,14.56,2.89,11.66,-,-,-,29.06,-,-,69.84,-
26,臺南市,2006/08,臺南,3.6,0.38,-,37.1,47,27,15.94,2.18,13.75,2.115,0.237,1.878,28.91,-,-,71.59,-
27,高雄市,2006/08,左營,5.9,0.42,-,25.1,44,27,18.89,4.62,14.26,-,-,-,28.09,-,-,75.36,-
28,高雄市,2006/08,楠梓,5.8,0.4,-,27.7,50,27,20.39,5.78,14.61,1.943,0.199,1.747,29.27,-,-,70.8,-
29,高雄市,2006/08,前金,7.4,0.41,-,35.2,43,27,20.34,5.69,14.64,-,-,-,30.61,-,-,68.86,-
30,高雄市,2006/08,前鎮,10.5,0.43,-,27.4,51,30,20.42,5.35,15.07,-,-,-,29.52,-,-,70.16,-
31,高雄市,2006/08,復興,7.5,0.71,-,24.4,47,25,33.96,11.11,22.85,-,-,-,29.34,-,-,70.44,-
32,高雄市,2006/08,小港,10.2,0.38,-,23.4,49,28,22.92,6.6,16.32,1.823,0.208,1.619,30.11,-,-,70.89,-
33,高雄市,2006/08,鳳山,5.3,0.61,-,29.6,59,29,21.32,3.99,17.33,-,-,-,29.98,-,-,74.99,-
34,高雄市,2006/08,林園,4.5,0.25,-,29.1,52,25,11.99,3.68,8.31,2.294,0.234,2.06,29.11,-,-,73.36,-
35,高雄市,2006/08,大寮,4.5,0.33,-,31.5,52,26,14.37,3.13,11.24,-,-,-,29.16,-,-,75.22,-
36,高雄市,2006/08,仁武,6.6,0.41,-,24.2,46,33,17.72,4.92,12.8,2.051,0.189,1.864,29.96,-,-,71.8,-
37,高雄市,2006/08,橋頭,4.0,0.3,-,27.6,41,-,17.77,4.53,13.24,-,-,-,29.7,-,-,77.66,-
38,高雄市,2006/08,美濃,2.1,0.24,-,32.6,39,21,7.33,1.68,5.65,-,-,-,29.12,-,-,73.67,-
39,基隆市,2006/08,基隆,5.5,0.41,-,23.1,30,20,19.52,4.96,14.55,2.025,0.14,1.885,29.0,-,-,71.83,-
40,新竹市,2006/08,新竹,2.7,0.51,-,25.0,48,29,23.62,5.36,18.25,2.36,0.206,2.154,29.79,-,-,68.22,-
41,嘉義市,2006/08,嘉義,2.7,0.31,-,34.8,49,31,11.22,1.46,9.75,2.159,0.119,2.04,28.24,-,-,72.0,-
42,宜蘭縣,2006/08,宜蘭,2.8,0.31,401.61,22.1,36,17,12.34,3.22,9.12,-,-,-,28.38,-,-,75.15,-
43,宜蘭縣,2006/08,冬山,4.1,0.45,-,18.8,40,16,19.12,8.16,10.96,2.099,0.117,1.982,28.86,-,-,73.96,-
44,桃園市,2006/08,桃園,10.3,0.56,-,23.2,56,36,29.31,7.1,22.21,2.281,0.282,1.998,30.77,-,-,68.43,-
45,桃園市,2006/08,中壢,7.9,1.2,-,18.3,58,35,50.63,23.45,27.18,-,-,-,28.94,-,-,68.66,-
46,桃園市,2006/08,大園,5.8,0.31,-,25.9,48,28,22.7,6.9,15.8,-,-,-,29.16,-,-,70.58,-
47,桃園市,2006/08,龍潭,3.7,0.4,-,27.7,56,27,25.24,6.18,19.06,-,-,-,27.78,-,-,70.56,-
48,桃園市,2006/08,平鎮,5.9,0.42,-,16.7,55,32,24.28,5.19,19.09,-,-,-,28.65,-,-,67.23,-
49,桃園市,2006/08,觀音,6.6,0.28,-,32.0,54,25,17.84,4.4,13.42,2.119,0.175,1.944,30.15,-,-,72.42,-
50,新竹縣,2006/08,竹東,2.3,0.4,-,31.0,53,-,12.86,2.13,10.73,-,-,-,29.2,-,-,69.49,-
51,新竹縣,2006/08,湖口,4.3,0.29,-,28.3,51,30,20.18,5.25,14.93,-,-,-,29.02,-,-,73.69,-
52,苗栗縣,2006/08,苗栗,3.8,0.4,-,29.1,46,30,15.59,3.27,12.32,-,-,-,29.72,-,-,70.28,-
53,苗栗縣,2006/08,頭份,4.2,0.31,-,31.9,47,28,16.04,3.37,12.67,-,-,-,28.99,-,-,72.59,-
54,苗栗縣,2006/08,三義,2.9,0.27,-,34.2,55,34,11.57,1.93,9.62,1.923,0.067,1.856,26.22,-,-,77.87,-
55,彰化縣,2006/08,彰化,5.0,0.46,-,33.0,45,-,21.08,4.65,16.43,1.996,0.138,1.858,29.78,-,-,67.18,-
56,彰化縣,2006/08,線西,3.4,0.27,-,31.3,55,30,12.51,2.35,10.15,-,-,-,29.13,-,-,71.64,-
57,彰化縣,2006/08,二林,3.0,0.22,-,31.7,44,33,9.87,2.38,7.5,-,-,-,29.38,-,-,75.23,-
58,南投縣,2006/08,南投,2.8,0.37,-,35.6,52,32,13.54,2.41,11.12,1.932,0.099,1.833,28.91,-,-,71.08,-
59,南投縣,2006/08,埔里,2.0,0.32,-,37.2,45,34,9.64,1.62,8.02,-,-,-,27.05,-,-,71.75,-
60,南投縣,2006/08,竹山,2.8,0.29,-,38.6,48,31,8.56,1.27,7.27,-,-,-,27.99,-,-,76.43,-
61,雲林縣,2006/08,斗六,3.7,0.33,-,36.6,43,29,12.07,2.36,9.71,-,-,-,29.54,-,-,70.04,-
62,雲林縣,2006/08,崙背,3.2,0.24,-,36.9,56,27,10.17,1.55,8.6,-,-,-,28.51,-,-,75.97,-
63,雲林縣,2006/08,臺西,4.5,0.16,-,33.9,48,24,13.59,4.66,8.95,-,-,-,28.81,-,-,79.62,-
64,嘉義縣,2006/08,朴子,3.2,0.28,-,35.0,55,31,11.33,1.82,9.51,-,-,-,29.39,-,-,80.06,-
65,嘉義縣,2006/08,新港,3.3,0.26,-,31.4,55,30,13.43,2.94,10.48,-,-,-,28.96,-,-,76.18,-
66,屏東縣,2006/08,屏東,4.0,0.42,-,30.7,50,29,13.59,2.24,11.35,2.134,0.203,1.931,29.33,-,-,76.45,-
67,屏東縣,2006/08,潮州,3.6,0.27,-,29.4,46,26,11.26,2.43,8.82,-,-,-,29.0,-,-,76.86,-
68,屏東縣,2006/08,恆春,1.7,0.09,383.66,26.7,26,14,4.37,2.26,2.1,-,-,-,28.15,-,-,83.23,-
69,臺東縣,2006/08,臺東,2.3,0.31,-,24.5,24,13,13.36,7.7,5.67,1.937,0.106,1.833,29.34,-,-,75.51,-
70,臺東縣,2006/08,關山,1.4,-,-,17.3,27,11,4.65,1.55,3.09,-,-,-,28.29,-,-,72.46,-
71,花蓮縣,2006/08,花蓮,1.7,0.32,-,17.4,30,20,10.19,2.99,7.19,1.838,0.104,1.734,28.62,-,-,71.33,-
72,澎湖縣,2006/08,馬公,2.4,0.16,-,36.7,31,18,7.96,2.27,5.68,1.721,0.042,1.684,28.55,-,-,80.4,-
73,金門縣,2006/08,金門,6.1,0.3,-,34.0,67,31,13.53,4.32,9.2,2.035,0.134,1.901,28.82,-,-,-,-
74,連江縣,2006/08,馬祖,2.6,0.23,-,35.5,40,19,5.58,1.55,4.02,-,-,-,29.26,-,-,78.64,-
,,,,,,,,,,,,,,,,,,,,
