序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","相對濕度 RH (percent)","紫外線指數 UVB (UVI)"
1,臺北市,2006/08,松山,5.2,0.54,395.68,23.1,45,30,33.09,12.01,21.08,-,-,-,29.47,-,-,67.14,-
2,臺北市,2006/08,古亭,4.1,0.64,-,20.8,46,27,33.75,11.95,21.8,2.238,0.258,1.981,29.81,-,-,71.27,-
3,臺北市,2006/08,中山,5.0,0.8,-,18.0,49,29,43.86,18.25,25.61,2.279,0.234,2.045,29.73,-,-,65.84,-
4,臺北市,2006/08,萬華,4.1,0.62,-,25.0,44,29,29.23,8.63,20.6,-,-,-,30.91,-,-,66.18,-
5,臺北市,2006/08,陽明,2.7,0.15,387.99,38.3,22,18,4.09,1.12,2.96,-,-,-,23.23,-,-,-,-
6,臺北市,2006/08,士林,4.3,0.42,-,24.8,49,24,20.65,4.9,15.75,-,-,-,29.82,-,-,68.56,-
7,新北市,2006/08,板橋,5.7,0.61,-,24.8,48,27,29.22,8.45,20.77,2.397,0.358,2.039,29.86,-,-,66.28,-
8,新北市,2006/08,三重,5.6,1.62,-,13.8,62,38,107.84,72.73,35.12,2.608,0.675,1.933,30.73,-,-,-,-
9,新北市,2006/08,菜寮,5.1,0.69,-,19.8,43,22,35.88,12.91,22.97,-,-,-,30.64,-,-,65.03,-
10,新北市,2006/08,永和,4.5,1.16,-,16.5,43,30,47.78,21.59,26.19,-,-,-,28.15,-,-,66.45,-
11,新北市,2006/08,新莊,8.6,0.55,-,25.1,47,29,29.01,8.39,20.62,-,-,-,29.51,-,-,67.96,-
12,新北市,2006/08,新店,3.4,0.39,-,28.3,37,20,18.0,3.91,14.08,-,-,-,29.15,-,-,68.4,-
13,新北市,2006/08,淡水,2.9,0.41,-,27.9,41,21,16.57,3.67,12.9,-,-,-,-,-,-,-,-
14,新北市,2006/08,汐止,5.2,0.42,-,22.6,40,21,27.03,8.68,18.34,-,-,-,29.12,-,-,70.0,-
15,新北市,2006/08,土城,4.6,0.51,-,25.9,43,26,32.56,11.21,21.35,-,-,-,29.77,-,-,67.23,-
16,新北市,2006/08,林口,5.5,0.39,-,23.9,53,24,24.74,6.12,18.61,-,-,-,27.72,-,-,77.38,-
17,新北市,2006/08,萬里,2.7,0.21,-,30.1,29,18,9.98,2.35,7.63,-,-,-,28.16,-,-,76.14,-
18,臺中市,2006/08,西屯,4.3,0.37,-,31.0,53,35,19.16,3.91,15.26,-,-,-,29.23,-,-,72.4,-
19,臺中市,2006/08,忠明,3.4,0.5,-,31.7,55,40,21.59,3.48,18.11,-,-,-,29.08,-,-,70.3,-
20,臺中市,2006/08,豐原,3.6,0.47,-,36.5,58,33,16.39,1.79,14.59,2.042,0.223,1.819,28.0,-,-,71.79,-
