序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN"
1,臺北市,1994/11,松山,9.0,1.07,10.1,56.0,55,24,31.54,-,-,-,21.88,-,-
2,臺北市,1994/11,古亭,5.9,1.2,10.7,45.0,55,22,32.2,2.54,0.36,2.16,22.31,-,-
3,臺北市,1994/11,中山,9.0,1.26,11.4,53.0,66,30,36.52,2.49,0.38,2.09,22.4,-,-
4,臺北市,1994/11,大同,12.5,5.19,-,107.0,259,204,54.67,5.11,2.67,2.41,23.12,-,-
5,臺北市,1994/11,萬華,6.2,1.16,13.5,43.0,41,12,29.17,-,-,-,22.38,-,-
6,臺北市,1994/11,陽明,2.2,0.26,40.0,15.0,2,0,2.27,-,-,-,15.5,-,-
7,臺北市,1994/11,士林,5.1,0.67,23.8,38.0,29,10,19.16,-,-,-,22.59,-,-
8,新北市,1994/11,板橋,9.2,1.21,12.0,54.0,51,17,33.91,2.93,0.57,2.35,23.42,-,-
9,新北市,1994/11,菜寮,7.8,1.07,13.3,81.0,44,15,29.4,-,-,-,22.65,-,-
10,新北市,1994/11,新莊,9.0,0.92,13.2,50.0,41,12,28.09,2.82,0.42,2.39,22.05,-,-
11,新北市,1994/11,新店,3.6,0.68,18.1,33.0,24,5,18.83,-,-,-,22.07,-,-
12,新北市,1994/11,淡水,1.8,0.66,24.8,42.0,17,5,12.82,-,-,-,22.47,-,-
13,新北市,1994/11,汐止,11.4,0.85,8.6,45.0,71,38,33.23,-,-,-,20.97,-,-
14,新北市,1994/11,土城,5.6,0.76,14.4,52.0,32,10,22.89,-,-,-,22.83,-,-
15,新北市,1994/11,林口,5.5,0.54,24.1,46.0,21,5,16.42,-,-,-,20.23,-,-
16,新北市,1994/11,萬里,1.2,0.27,36.6,54.0,7,1,5.48,1.89,0.04,1.85,21.27,-,-
17,臺中市,1994/11,西屯,4.8,0.84,23.2,71.0,42,15,27.39,2.78,0.48,2.3,21.94,-,-
18,臺中市,1994/11,忠明,7.0,1.42,21.9,104.0,72,27,45.04,-,-,-,22.22,-,-
19,臺中市,1994/11,豐原,8.7,1.09,22.4,94.0,49,11,38.26,-,-,-,21.45,-,-
20,臺中市,1994/11,沙鹿,9.9,0.8,19.2,83.0,39,11,28.02,-,-,-,21.78,-,-
21,臺中市,1994/11,大里,6.8,1.13,22.4,107.0,50,15,34.98,-,-,-,22.71,-,-
22,臺南市,1994/11,新營,7.8,0.8,25.0,116.0,39,13,26.92,-,-,-,22.15,-,-
23,臺南市,1994/11,善化,7.3,0.61,34.8,107.0,30,9,21.24,-,-,-,22.36,-,-
24,臺南市,1994/11,安南,7.3,0.8,26.6,102.0,43,16,27.09,-,-,-,22.66,-,-
25,臺南市,1994/11,臺南,11.7,1.38,27.0,149.0,49,15,33.84,3.13,0.69,2.43,23.45,-,-
26,高雄市,1994/11,左營,13.8,1.04,35.3,143.0,47,12,34.98,3.35,0.46,2.9,24.24,-,-
27,高雄市,1994/11,楠梓,8.4,0.82,26.6,126.0,56,19,37.29,2.53,0.62,1.91,24.16,-,-
