序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN"
28,高雄市,1994/11,前金,15.7,1.13,32.6,140.0,52,12,40.07,-,-,-,23.65,-,-
29,高雄市,1994/11,前鎮,12.2,-,-,111.0,66,19,47.15,2.72,0.54,2.18,24.01,-,-
30,高雄市,1994/11,小港,20.8,1.2,28.0,137.0,68,21,47.3,3.02,0.6,2.42,24.99,-,-
31,高雄市,1994/11,鳳山,23.5,1.15,29.7,149.0,56,12,43.3,-,-,-,23.62,-,-
32,高雄市,1994/11,林園,13.6,0.76,25.6,162.0,-,-,-,2.84,0.39,2.45,22.48,-,-
33,高雄市,1994/11,大寮,15.1,0.94,28.9,175.0,37,4,32.52,-,-,-,26.04,-,-
34,高雄市,1994/11,仁武,20.1,0.9,27.1,139.0,56,15,40.88,2.77,0.46,2.32,25.46,-,-
35,高雄市,1994/11,橋頭,8.5,0.81,30.0,131.0,42,13,29.36,2.67,0.38,2.29,23.71,-,-
36,高雄市,1994/11,美濃,5.1,0.67,42.0,135.0,24,1,22.6,-,-,-,23.41,-,-
37,基隆市,1994/11,基隆,4.7,0.93,22.9,47.0,32,10,22.29,2.66,0.42,2.24,21.56,-,-
38,新竹市,1994/11,新竹,8.8,0.83,-,67.0,42,14,27.87,2.98,0.39,2.58,26.36,-,-
39,嘉義市,1994/11,嘉義,6.8,1.21,27.0,110.0,57,16,40.88,3.02,0.66,2.36,22.78,-,-
40,宜蘭縣,1994/11,宜蘭,2.1,0.68,22.1,43.0,20,4,16.2,-,-,-,21.34,-,-
41,宜蘭縣,1994/11,冬山,2.2,-,-,47.0,23,8,13.03,2.28,0.15,2.11,21.01,-,-
42,桃園市,1994/11,桃園,14.3,0.94,15.3,52.0,40,11,29.27,2.6,0.35,2.21,21.51,-,-
43,桃園市,1994/11,大園,-,0.43,18.4,40.0,25,-,16.98,-,-,-,20.7,-,-
44,桃園市,1994/11,龍潭,6.9,0.65,19.9,54.0,26,7,19.23,-,-,-,20.48,-,-
45,桃園市,1994/11,平鎮,7.2,0.86,16.2,48.0,31,8,23.39,2.37,0.49,1.87,21.08,-,-
46,桃園市,1994/11,觀音,9.1,0.35,31.5,39.0,13,2,10.93,2.49,0.18,2.29,21.58,-,-
47,新竹縣,1994/11,竹東,3.3,0.53,24.4,61.0,27,5,21.43,-,-,-,21.35,-,-
48,新竹縣,1994/11,湖口,7.4,0.64,23.6,48.0,30,11,18.82,-,-,-,21.54,-,-
49,苗栗縣,1994/11,苗栗,9.9,0.79,15.3,60.0,47,19,27.99,-,-,-,21.42,-,-
50,苗栗縣,1994/11,頭份,30.8,-,-,64.0,54,29,24.46,2.64,0.3,2.36,21.75,-,-
51,苗栗縣,1994/11,三義,4.0,0.47,25.5,59.0,26,5,20.41,2.9,1.12,1.79,18.81,-,-
52,彰化縣,1994/11,彰化,6.7,1.24,-,146.0,64,29,34.95,2.87,0.59,2.28,22.43,-,-
53,彰化縣,1994/11,線西,11.2,-,-,70.0,39,12,26.91,2.7,0.23,2.37,21.68,-,-
54,彰化縣,1994/11,二林,10.1,0.59,22.4,99.0,37,9,27.75,-,-,-,21.66,-,-
55,南投縣,1994/11,南投,4.6,0.98,28.2,103.0,40,12,28.19,-,-,-,21.97,-,-
56,雲林縣,1994/11,斗六,5.7,1.08,23.8,117.0,44,14,29.56,-,-,-,22.33,-,-
57,雲林縣,1994/11,崙背,7.5,0.64,21.0,127.0,40,11,29.16,-,-,-,21.79,-,-
58,雲林縣,1994/11,臺西,5.8,0.47,27.4,92.0,17,5,12.44,-,-,-,21.96,-,-
59,嘉義縣,1994/11,朴子,5.2,0.54,28.9,67.0,30,7,23.7,-,-,-,22.3,-,-
60,嘉義縣,1994/11,新港,3.1,0.63,25.2,109.0,38,10,27.45,-,-,-,21.89,-,-
61,屏東縣,1994/11,屏東,8.7,1.0,38.3,140.0,41,2,38.2,2.63,0.45,2.2,25.57,-,-
62,屏東縣,1994/11,潮州,6.7,0.65,40.5,154.0,28,3,24.81,-,-,-,24.15,-,-
63,屏東縣,1994/11,恆春,0.3,0.26,38.8,21.0,-,-,-,-,-,-,23.92,-,-
64,臺東縣,1994/11,臺東,0.7,0.67,25.7,39.0,13,3,9.8,1.99,0.14,1.86,23.54,-,-
65,花蓮縣,1994/11,花蓮,1.0,0.73,16.4,51.0,24,7,17.68,2.17,0.31,1.86,22.69,-,-
,,,,,,,,,,,,,,,,
