序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","相對濕度 RH (percent)","紫外線指數 UVB (UVI)"
1,臺北市,2006/09,松山,4.8,0.59,396.84,27.0,47,30,34.81,8.99,25.82,2.219,0.252,1.968,26.75,-,-,74.78,-
2,臺北市,2006/09,古亭,3.7,0.68,-,25.3,47,31,34.46,10.27,24.19,2.192,0.226,1.966,26.78,-,-,76.93,-
3,臺北市,2006/09,中山,4.9,0.8,-,19.9,46,30,45.4,14.68,30.71,2.307,0.242,2.064,26.99,-,-,70.32,-
4,臺北市,2006/09,萬華,3.9,0.67,-,28.3,40,29,31.33,6.74,24.59,-,-,-,28.06,-,-,71.94,-
5,臺北市,2006/09,陽明,2.4,0.18,384.75,46.2,24,18,3.21,0.99,2.19,-,-,-,20.4,-,-,-,-
6,臺北市,2006/09,士林,3.2,0.44,-,32.1,47,25,20.25,3.8,16.45,-,-,-,27.29,-,-,71.77,-
7,新北市,2006/09,板橋,4.5,0.65,-,28.2,44,26,28.9,5.43,23.47,2.329,0.31,2.019,27.13,-,-,71.12,-
8,新北市,2006/09,三重,4.9,1.76,-,-,62,37,107.64,67.03,40.61,2.886,0.837,2.049,27.9,-,-,-,-
9,新北市,2006/09,菜寮,4.5,0.69,-,25.4,43,22,32.42,8.23,24.19,-,-,-,27.93,-,-,70.03,-
10,新北市,2006/09,永和,3.8,1.07,-,22.2,43,28,44.64,18.04,26.6,-,-,-,26.0,-,-,71.98,-
11,新北市,2006/09,新莊,6.3,0.59,-,30.9,46,28,26.08,4.07,22.01,-,-,-,26.87,-,-,72.08,-
12,新北市,2006/09,新店,2.5,0.41,-,32.4,35,20,17.09,2.76,14.32,-,-,-,26.69,-,-,72.28,-
13,新北市,2006/09,淡水,2.2,0.45,-,33.2,42,23,16.12,2.33,13.79,-,-,-,-,-,-,-,-
14,新北市,2006/09,汐止,5.2,0.44,-,28.8,41,22,26.04,5.9,20.13,-,-,-,26.44,-,-,75.1,-
15,新北市,2006/09,土城,3.6,0.51,-,30.3,39,24,27.38,6.5,20.88,2.204,0.274,1.93,27.24,-,-,69.92,-
16,新北市,2006/09,林口,4.1,0.36,-,33.1,52,23,19.02,2.73,16.28,-,-,-,25.25,-,-,79.88,-
17,新北市,2006/09,萬里,2.4,0.24,-,44.8,46,21,7.93,1.18,6.71,-,-,-,26.25,-,-,78.07,-
18,臺中市,2006/09,西屯,3.5,0.45,-,33.6,54,32,21.89,4.21,17.67,2.204,0.248,1.956,27.9,-,-,76.78,-
19,臺中市,2006/09,忠明,3.1,0.61,-,28.8,55,38,26.75,5.61,21.14,2.24,0.333,1.907,27.29,-,-,70.91,-
20,臺中市,2006/09,豐原,3.6,0.49,-,34.1,53,30,19.14,2.49,16.65,1.989,0.202,1.787,26.29,-,-,72.56,-
