序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","相對濕度 RH (percent)","紫外線指數 UVB (UVI)"
21,臺中市,2006/09,沙鹿,3.0,0.35,-,37.8,46,28,16.86,2.69,14.17,-,-,-,27.26,-,-,74.03,-
22,臺中市,2006/09,大里,3.9,0.6,399.41,31.5,58,37,22.21,4.13,18.07,-,-,-,27.55,-,-,69.82,-
23,臺南市,2006/09,新營,3.7,0.36,-,37.7,55,-,14.57,2.43,12.13,2.214,0.112,2.102,27.16,-,-,75.36,-
24,臺南市,2006/09,善化,5.6,0.28,418.94,36.1,65,40,17.56,4.02,13.54,-,-,-,27.63,-,-,79.08,-
25,臺南市,2006/09,安南,5.2,0.41,-,39.3,69,40,18.2,3.58,14.88,2.246,0.257,1.989,27.8,-,-,69.27,-
26,臺南市,2006/09,臺南,5.3,0.53,-,46.1,67,40,20.82,2.12,18.72,2.197,0.231,1.966,27.78,-,-,70.24,-
27,高雄市,2006/09,左營,6.9,0.64,-,37.6,65,44,26.64,5.46,21.19,-,-,-,29.12,-,-,72.72,-
28,高雄市,2006/09,楠梓,5.7,0.52,-,38.5,72,39,22.52,4.34,18.17,2.098,0.185,1.914,28.39,-,-,69.12,-
29,高雄市,2006/09,前金,7.7,0.6,-,46.9,66,48,25.71,5.79,19.92,2.383,0.23,2.152,29.61,-,-,71.76,-
30,高雄市,2006/09,前鎮,9.3,0.63,-,40.8,69,45,24.92,4.16,20.76,-,-,-,28.39,-,-,70.05,-
31,高雄市,2006/09,復興,6.0,0.96,-,28.5,69,39,37.99,8.61,29.38,-,-,-,28.32,-,-,76.87,-
32,高雄市,2006/09,小港,10.9,0.51,-,32.6,67,42,27.23,6.53,20.7,1.94,0.241,1.699,29.05,-,-,70.46,-
33,高雄市,2006/09,鳳山,4.2,0.73,-,21.8,76,40,20.45,5.51,14.94,-,-,-,28.95,-,-,75.86,-
34,高雄市,2006/09,林園,6.9,0.36,-,48.0,61,38,14.4,4.03,10.37,2.602,0.277,2.325,27.89,-,-,74.48,-
35,高雄市,2006/09,大寮,5.5,0.48,-,39.7,69,38,18.01,3.34,14.67,-,-,-,27.84,-,-,76.26,-
36,高雄市,2006/09,仁武,7.1,0.59,-,34.5,65,45,19.78,3.81,15.96,2.177,0.216,1.961,28.72,-,-,71.88,-
37,高雄市,2006/09,橋頭,4.4,0.41,-,37.1,61,34,20.56,4.16,16.4,-,-,-,28.54,-,-,76.93,-
38,高雄市,2006/09,美濃,2.3,0.33,-,39.5,50,31,8.71,1.6,7.11,-,-,-,27.65,-,-,74.9,-
39,基隆市,2006/09,基隆,5.0,0.49,-,31.2,35,25,21.52,3.64,17.87,-,-,-,27.12,-,-,75.91,-
40,新竹市,2006/09,新竹,3.8,0.46,-,31.7,44,27,21.99,2.83,19.16,2.292,0.184,2.108,27.84,-,-,67.73,-
41,嘉義市,2006/09,嘉義,4.0,0.44,-,36.4,69,41,17.54,2.32,15.22,2.195,0.146,2.049,27.14,-,-,72.39,-
42,宜蘭縣,2006/09,宜蘭,2.4,0.38,403.14,30.7,34,19,11.61,1.87,9.73,-,-,-,26.11,-,-,78.03,-
43,宜蘭縣,2006/09,冬山,3.0,0.45,-,26.5,40,18,17.18,5.04,12.13,-,-,-,26.53,-,-,78.24,-
44,桃園市,2006/09,桃園,8.1,0.57,-,18.4,52,30,26.86,4.78,22.07,2.228,0.245,1.983,28.33,-,-,72.34,-
45,桃園市,2006/09,中壢,6.6,0.93,-,23.8,52,28,40.92,15.26,25.66,2.707,0.517,2.19,26.58,-,-,71.29,-
46,桃園市,2006/09,大園,5.0,0.29,-,34.5,46,25,21.24,4.45,16.79,-,-,-,26.54,-,-,76.76,-
47,桃園市,2006/09,龍潭,2.5,0.34,-,31.5,46,22,20.05,3.53,16.51,-,-,-,25.4,-,-,72.83,-
48,桃園市,2006/09,平鎮,5.6,0.43,-,20.7,50,27,21.53,3.24,18.29,-,-,-,26.27,-,-,69.14,-
49,桃園市,2006/09,觀音,6.9,0.26,-,38.0,54,24,17.57,2.43,15.12,-,-,-,27.78,-,-,73.72,-
50,新竹縣,2006/09,竹東,1.4,0.37,-,31.6,43,23,13.68,2.12,11.56,-,-,-,27.09,-,-,70.68,-
51,新竹縣,2006/09,湖口,4.3,0.28,-,35.2,45,26,14.89,1.77,13.12,-,-,-,27.22,-,-,72.89,-
52,苗栗縣,2006/09,苗栗,4.3,0.43,-,28.9,45,28,17.62,3.38,14.24,-,-,-,27.55,-,-,71.38,-
53,苗栗縣,2006/09,頭份,3.7,0.33,-,36.8,43,24,16.46,2.43,14.02,-,-,-,27.08,-,-,71.79,-
54,苗栗縣,2006/09,三義,2.5,0.27,-,36.6,47,26,11.96,1.36,10.59,-,-,-,23.95,-,-,79.91,-
55,彰化縣,2006/09,彰化,4.4,0.51,-,30.7,56,36,28.54,7.36,21.19,2.087,0.179,1.907,27.81,-,-,67.98,-
56,彰化縣,2006/09,線西,4.8,0.33,-,30.2,60,32,18.92,2.63,16.3,-,-,-,27.17,-,-,71.0,-
57,彰化縣,2006/09,二林,3.4,0.3,-,34.3,52,34,15.14,2.33,12.81,-,-,-,27.55,-,-,74.87,-
58,南投縣,2006/09,南投,3.4,0.49,-,34.7,59,36,18.94,3.07,15.87,2.116,0.137,1.979,27.45,-,-,72.42,-
59,南投縣,2006/09,埔里,2.1,0.41,-,36.1,48,35,12.19,2.32,9.86,-,-,-,25.78,-,-,70.65,-
60,南投縣,2006/09,竹山,2.7,0.37,-,41.2,56,35,11.63,1.59,10.03,-,-,-,26.77,-,-,76.65,-
61,雲林縣,2006/09,斗六,3.8,0.39,-,35.5,54,37,16.08,2.6,13.47,-,-,-,28.11,-,-,71.23,-
62,雲林縣,2006/09,崙背,3.7,0.25,-,36.7,68,33,13.77,1.98,11.78,-,-,-,27.51,-,-,75.7,-
63,雲林縣,2006/09,臺西,4.7,0.25,-,39.1,56,28,13.4,2.6,10.78,-,-,-,27.32,-,-,78.75,-
64,嘉義縣,2006/09,朴子,3.9,0.33,-,38.1,70,34,14.15,2.06,12.08,-,-,-,27.8,-,-,80.06,-
65,嘉義縣,2006/09,新港,3.6,0.32,-,35.8,51,-,15.46,3.11,12.34,-,-,-,27.48,-,-,76.37,-
66,屏東縣,2006/09,屏東,4.2,0.58,-,40.3,62,40,16.23,2.42,13.81,2.171,0.2,1.97,28.01,-,-,77.33,-
67,屏東縣,2006/09,潮州,3.8,0.36,-,39.7,58,35,10.84,2.53,8.31,-,-,-,27.66,-,-,78.48,-
68,屏東縣,2006/09,恆春,1.6,0.12,385.24,35.4,32,16,3.94,1.56,2.36,-,-,-,27.16,-,-,80.1,-
69,臺東縣,2006/09,臺東,1.9,0.34,-,30.5,29,15,10.14,3.76,6.38,-,-,-,27.74,-,-,76.21,-
70,臺東縣,2006/09,關山,1.7,-,-,23.7,29,13,5.49,1.74,3.75,-,-,-,25.91,-,-,79.69,-
71,花蓮縣,2006/09,花蓮,2.1,0.44,-,20.7,35,23,15.2,3.63,11.56,-,-,-,27.1,-,-,72.93,-
72,澎湖縣,2006/09,馬公,2.4,0.21,-,-,40,25,6.71,2.4,4.31,-,-,-,27.24,-,-,76.84,-
73,金門縣,2006/09,金門,8.4,0.39,-,48.7,86,42,12.66,2.49,10.16,-,-,-,25.8,-,-,-,-
74,連江縣,2006/09,馬祖,3.3,0.28,-,55.7,55,30,6.24,1.41,4.82,-,-,-,26.91,-,-,72.96,-
,,,,,,,,,,,,,,,,,,,,
