序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
36,高雄市,2012/10,仁武,6.9,0.48,-,42.4,88,48,25.72,3.63,22.09,2.242,0.226,2.016,26.02,71.81
37,高雄市,2012/10,橋頭,4.5,0.44,-,42.8,92,51,18.62,2.18,16.44,-,-,-,26.49,73.21
38,高雄市,2012/10,美濃,2.4,0.34,-,46.1,69,42,10.52,1.42,9.09,-,-,-,25.82,73.53
39,基隆市,2012/10,基隆,1.4,0.3,-,42.5,34,19,9.88,1.8,8.08,1.984,0.082,1.902,23.9,74.6
40,新竹市,2012/10,新竹,3.3,0.41,-,41.5,54,30,17.33,2.22,15.1,2.066,0.164,1.902,24.81,66.47
41,嘉義市,2012/10,嘉義,4.2,0.47,-,38.9,87,44,19.43,2.37,17.06,2.115,0.197,1.918,25.48,67.03
42,宜蘭縣,2012/10,宜蘭,1.8,0.29,404.86,36.1,42,23,8.06,1.51,6.55,-,-,-,23.32,73.78
43,宜蘭縣,2012/10,冬山,1.5,0.3,-,31.0,40,20,12.16,2.75,9.4,-,-,-,23.2,76.78
44,桃園市,2012/10,桃園,6.4,0.46,-,36.2,44,26,19.38,2.65,16.73,2.033,0.158,1.875,23.95,64.95
45,桃園市,2012/10,中壢,6.0,0.87,-,32.4,65,27,38.74,11.88,26.87,2.459,0.376,2.083,23.64,68.81
46,桃園市,2012/10,大園,4.2,0.28,-,36.5,45,28,19.1,3.55,15.56,-,-,-,24.13,67.99
47,桃園市,2012/10,龍潭,2.7,0.39,-,41.8,61,23,16.26,2.76,13.5,-,-,-,22.7,68.25
48,桃園市,2012/10,平鎮,4.8,0.39,-,41.8,54,23,16.67,2.0,14.68,-,-,-,23.63,70.51
49,桃園市,2012/10,觀音,7.6,0.26,-,38.8,59,28,12.49,1.54,10.95,-,-,-,24.28,70.29
50,新竹縣,2012/10,竹東,2.2,0.31,-,44.8,45,25,10.41,1.54,8.87,-,-,-,23.55,68.66
51,新竹縣,2012/10,湖口,4.0,0.32,-,45.5,47,32,14.49,2.27,12.22,-,-,-,24.05,67.86
52,苗栗縣,2012/10,苗栗,3.4,0.42,-,36.9,50,29,17.59,2.96,14.62,-,-,-,24.06,69.46
53,苗栗縣,2012/10,頭份,2.8,0.36,-,42.6,58,30,17.4,2.18,15.22,2.032,0.109,1.922,24.38,68.37
54,苗栗縣,2012/10,三義,2.0,0.29,-,48.6,49,31,10.08,1.25,8.82,-,-,-,21.57,74.31
55,彰化縣,2012/10,彰化,4.0,0.47,-,40.3,59,37,20.66,2.3,18.35,1.937,0.204,1.734,25.04,64.48
56,彰化縣,2012/10,線西,4.7,0.35,-,42.1,60,30,17.01,2.27,14.74,1.999,0.098,1.901,23.8,72.83
57,彰化縣,2012/10,二林,3.7,0.32,-,40.8,76,38,12.67,3.03,9.63,-,-,-,24.88,72.25
58,南投縣,2012/10,南投,2.9,0.52,-,37.2,71,38,21.03,2.52,18.5,2.08,0.184,1.896,24.66,66.46
59,南投縣,2012/10,埔里,2.2,0.39,-,43.1,59,43,14.14,1.54,12.6,-,-,-,23.84,71.12
60,南投縣,2012/10,竹山,3.1,0.38,-,41.4,65,46,16.5,1.51,14.98,-,-,-,24.39,67.19
61,雲林縣,2012/10,斗六,3.6,0.42,-,39.3,76,41,16.34,1.89,14.45,-,-,-,25.49,67.79
62,雲林縣,2012/10,崙背,3.3,0.35,-,43.2,76,44,13.44,1.73,11.69,-,-,-,24.55,74.55
63,雲林縣,2012/10,麥寮,3.9,0.32,-,47.3,79,32,12.78,2.26,10.52,2.021,0.066,1.955,24.42,76.23
64,雲林縣,2012/10,臺西,3.7,0.31,-,48.2,78,33,10.98,1.54,9.43,1.975,0.072,1.903,24.36,75.59
65,嘉義縣,2012/10,朴子,3.1,0.32,-,42.5,102,37,12.94,1.84,11.1,-,-,-,25.08,67.41
66,嘉義縣,2012/10,新港,3.1,0.35,-,43.9,83,42,13.23,1.85,11.37,-,-,-,24.88,69.85
67,屏東縣,2012/10,屏東,4.0,0.55,-,49.2,92,53,16.17,1.5,14.67,2.139,0.178,1.961,26.33,71.4
68,屏東縣,2012/10,潮州,3.1,0.35,-,47.8,76,48,8.82,1.21,7.59,-,-,-,25.81,76.15
69,屏東縣,2012/10,恆春,0.7,0.15,395.23,46.5,34,17,2.49,1.01,1.46,-,-,-,24.93,74.07
70,臺東縣,2012/10,臺東,0.9,0.31,-,35.0,43,17,7.35,2.0,5.35,-,-,-,24.95,71.08
71,臺東縣,2012/10,關山,1.0,-,-,33.2,32,14,4.66,1.22,3.43,-,-,-,23.11,74.8
72,花蓮縣,2012/10,花蓮,1.1,0.38,-,31.4,36,16,12.21,2.07,10.13,-,-,-,24.87,72.97
73,澎湖縣,2012/10,馬公,1.6,0.22,-,56.1,50,25,3.38,0.99,2.39,-,-,-,25.45,68.51
74,金門縣,2012/10,金門,7.7,0.37,-,55.4,92,42,12.48,1.52,10.95,-,-,-,24.76,63.84
75,連江縣,2012/10,馬祖,3.1,0.27,-,65.6,59,34,5.37,1.18,4.17,-,-,-,22.29,75.51
,,,,,,,,,,,,,,,,,
