序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppm)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","風速 WIND_SPEED (m/sec)","小時風速值 WS_HR (m/sec)","溫度 AMB_TEMP (℃)","降雨強度 RAIN_INT (㎜)","酸雨 PH_RAIN (pH)","相對濕度 RH (percent)","導電度 RAIN_COND (μmho/cm)"
34,高雄市,2015/06,鳳山,3.7,0.36,-,15.3,37,8,13.86,3.14,10.72,2.027,0.165,1.861,1.98,1.68,31.33,3.0,4.73,66.39,28.68
35,高雄市,2015/06,林園,2.3,0.12,-,21.2,22,9,5.99,1.44,4.54,1.925,0.017,1.915,2.55,2.4,30.63,-,-,76.74,-
36,高雄市,2015/06,大寮,2.4,0.19,-,14.4,24,11,11.18,2.88,8.29,-,-,-,1.82,1.53,30.02,-,-,73.73,-
37,高雄市,2015/06,仁武,4.2,0.22,-,17.8,38,8,12.51,3.09,9.42,1.93,0.082,1.848,2.11,1.85,30.54,-,-,70.61,-
38,高雄市,2015/06,橋頭,3.1,0.2,-,17.3,26,6,10.83,3.19,7.64,-,-,-,2.75,2.56,30.61,1.5,5.4,70.95,34.13
39,高雄市,2015/06,美濃,1.7,0.17,-,22.1,25,9,6.32,1.38,4.94,-,-,-,1.38,1.08,30.63,-,-,66.28,-
40,基隆市,2015/06,基隆,3.9,0.33,-,25.1,30,18,16.58,3.05,13.52,1.861,0.128,1.732,1.34,0.93,29.02,-,-,83.08,-
41,新竹市,2015/06,新竹,2.6,0.33,-,18.7,22,13,14.74,3.37,11.37,1.994,0.118,1.876,2.5,2.17,29.83,-,-,70.24,-
42,嘉義市,2015/06,嘉義,2.3,0.21,-,20.5,30,12,7.4,1.81,5.59,1.746,0.081,1.665,2.09,1.85,30.91,-,-,69.34,-
43,宜蘭縣,2015/06,宜蘭,2.3,0.26,419.32,25.7,32,11,6.93,1.15,5.77,-,-,-,1.52,1.02,29.64,-,-,76.78,-
44,宜蘭縣,2015/06,冬山,2.9,0.26,-,23.8,27,15,12.7,4.25,8.44,-,-,-,1.62,1.24,29.34,5.17,4.42,80.77,37.83
45,桃園市,2015/06,桃園,5.2,0.39,-,22.2,34,16,19.46,3.91,15.56,2.076,0.179,1.896,1.55,1.19,30.63,-,-,75.18,-
46,桃園市,2015/06,中壢,3.9,1.1,-,14.5,45,14,43.67,22.77,20.9,2.347,0.415,1.932,1.67,1.15,29.8,-,-,71.02,-
47,桃園市,2015/06,大園,3.4,0.21,-,21.5,37,15,11.86,2.31,9.54,-,-,-,3.64,3.37,29.44,-,-,74.39,-
48,桃園市,2015/06,龍潭,2.4,0.28,-,22.6,37,15,12.64,2.76,9.88,-,-,-,2.63,2.4,29.12,-,-,72.88,-
49,桃園市,2015/06,平鎮,3.4,0.27,-,18.7,38,15,16.82,3.43,13.39,-,-,-,2.61,2.26,29.57,-,-,75.46,-
50,桃園市,2015/06,觀音,3.0,0.16,-,22.0,37,13,10.41,1.77,8.62,-,-,-,4.31,4.03,28.02,1.53,4.65,77.62,8.43
51,新竹縣,2015/06,竹東,2.3,0.26,-,23.0,33,10,10.07,2.4,7.67,-,-,-,2.14,1.81,29.22,-,-,75.57,-
52,新竹縣,2015/06,湖口,3.1,0.18,-,21.6,33,8,12.18,3.22,8.96,-,-,-,4.19,4.0,29.57,-,-,78.21,-
53,苗栗縣,2015/06,苗栗,2.7,0.23,-,20.7,32,12,10.85,1.93,8.91,-,-,-,2.73,2.36,29.84,-,-,70.32,-
54,苗栗縣,2015/06,頭份,3.2,0.23,-,21.0,31,7,13.07,3.26,9.81,1.846,0.066,1.781,3.37,3.02,30.12,-,-,72.01,-
55,苗栗縣,2015/06,三義,2.7,0.19,-,24.2,28,12,9.15,1.99,7.16,-,-,-,3.39,3.2,27.91,5.39,4.76,80.06,4.34
56,彰化縣,2015/06,彰化,3.9,0.24,-,18.5,34,13,9.37,1.64,7.72,1.892,0.123,1.769,2.03,1.78,30.26,-,-,71.95,-
57,彰化縣,2015/06,線西,2.7,0.21,-,18.1,30,11,8.29,1.96,6.33,1.983,0.084,1.901,3.12,2.94,29.86,-,-,78.9,-
58,彰化縣,2015/06,二林,2.6,0.15,-,17.5,37,18,9.02,2.52,6.5,-,-,-,2.5,2.36,30.45,-,-,77.83,-
59,南投縣,2015/06,南投,1.6,0.25,-,20.3,33,11,9.95,2.28,7.67,1.778,0.07,1.708,1.94,1.64,31.01,7.27,5.91,67.75,10.17
60,南投縣,2015/06,埔里,1.3,0.23,-,24.0,27,18,9.45,2.08,7.37,-,-,-,1.69,1.22,28.2,-,-,72.16,-
61,南投縣,2015/06,竹山,2.1,0.18,-,21.8,33,12,7.95,1.58,6.36,-,-,-,1.52,1.13,29.16,-,-,73.0,-
62,雲林縣,2015/06,斗六,2.6,0.26,-,20.3,32,14,10.86,2.3,8.55,-,-,-,1.72,1.44,30.98,-,-,68.63,-
63,雲林縣,2015/06,崙背,2.3,0.16,-,15.9,27,16,7.53,1.66,5.86,-,-,-,2.55,2.39,28.79,1.68,5.6,74.95,17.81
64,雲林縣,2015/06,麥寮,2.3,0.19,-,16.9,41,8,9.38,3.26,6.13,1.903,0.048,1.859,2.78,2.6,28.61,-,-,80.75,-
65,雲林縣,2015/06,臺西,2.1,0.11,-,19.2,26,10,7.0,2.06,4.93,1.878,0.038,1.841,3.41,3.07,28.74,-,-,78.16,-
66,嘉義縣,2015/06,朴子,2.6,0.22,-,15.9,42,10,10.56,3.21,7.35,-,-,-,2.44,2.24,31.77,-,-,71.58,-
67,嘉義縣,2015/06,新港,2.1,0.2,-,16.9,33,11,10.25,3.4,6.85,-,-,-,2.23,2.07,30.22,-,-,78.06,-
68,屏東縣,2015/06,屏東,2.6,0.27,-,19.7,31,9,11.31,2.3,9.01,1.902,0.08,1.823,1.86,1.52,31.07,-,-,64.6,-
69,屏東縣,2015/06,潮州,2.4,0.15,-,18.5,28,11,8.01,1.78,6.22,-,-,-,1.96,1.71,29.97,-,-,71.3,-
70,屏東縣,2015/06,恆春,1.1,0.05,395.36,20.7,19,5,3.12,1.17,1.94,-,-,-,3.55,3.34,29.5,1.84,4.88,82.5,17.31
71,臺東縣,2015/06,臺東,1.3,0.28,-,20.3,23,8,7.13,2.14,4.98,-,-,-,1.8,1.36,30.02,1.75,5.29,69.68,4.42
72,臺東縣,2015/06,關山,1.2,-,-,18.8,27,9,4.49,1.7,2.79,-,-,-,1.47,1.14,29.44,-,-,68.27,-
73,花蓮縣,2015/06,花蓮,1.3,0.21,-,20.8,24,11,6.11,1.72,4.38,-,-,-,2.51,2.21,29.78,14.4,4.92,76.17,8.25
74,澎湖縣,2015/06,馬公,2.5,0.17,-,18.4,13,9,8.96,3.74,5.22,-,-,-,1.96,1.75,29.94,2.36,5.15,78.02,9.98
75,金門縣,2015/06,金門,3.0,0.12,-,27.2,32,14,8.72,1.77,6.94,-,-,-,3.72,3.55,28.15,6.11,4.59,81.06,29.66
76,連江縣,2015/06,馬祖,2.7,0.14,-,33.4,34,14,6.32,1.59,4.73,-,-,-,4.61,4.32,26.34,3.81,4.38,85.79,68.98
,,,,,,,,,,,,,,,,,,,,,,
