序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN"
1,臺北市,1996/05,松山,7.7,1.27,17.7,64.0,54,18,36.17,-,-,-,23.04,-,-
2,臺北市,1996/05,古亭,5.2,1.39,24.1,74.0,56,21,34.55,2.67,0.46,2.22,23.42,-,-
3,臺北市,1996/05,中山,7.8,1.41,20.8,64.0,63,23,39.64,2.7,0.51,2.12,23.37,-,-
4,臺北市,1996/05,大同,14.5,4.69,-,76.0,202,145,57.35,4.73,2.32,2.41,24.0,-,-
5,臺北市,1996/05,萬華,7.1,1.4,23.0,65.0,47,12,34.99,-,-,-,23.44,-,-
6,臺北市,1996/05,陽明,2.5,0.28,46.9,-,4,0,3.77,-,-,-,17.54,-,-
7,臺北市,1996/05,士林,4.4,0.9,25.7,64.0,32,11,21.25,-,-,-,23.68,-,-
8,新北市,1996/05,板橋,10.5,1.39,20.9,84.0,56,17,38.91,3.18,0.78,2.4,23.49,-,-
9,新北市,1996/05,三重,8.5,2.41,-,82.0,123,78,45.38,-,-,-,23.99,-,-
10,新北市,1996/05,菜寮,8.3,1.42,23.7,73.0,54,17,35.5,-,-,-,23.68,-,-
11,新北市,1996/05,新莊,9.4,1.03,24.4,59.0,42,11,30.66,3.15,0.44,2.71,23.65,-,-
12,新北市,1996/05,新店,3.0,0.86,30.1,53.0,27,5,21.75,-,-,-,23.34,-,-
13,新北市,1996/05,淡水,4.1,0.89,30.0,68.0,29,7,20.7,-,-,-,23.48,-,-
14,新北市,1996/05,汐止,9.5,0.98,16.8,73.0,56,20,35.42,-,-,-,22.3,-,-
15,新北市,1996/05,土城,6.6,1.01,24.3,61.0,41,12,29.52,-,-,-,23.6,-,-
16,新北市,1996/05,林口,5.3,0.46,35.7,64.0,28,6,22.53,-,-,-,21.25,-,-
17,新北市,1996/05,萬里,2.4,0.39,34.7,59.0,10,2,8.27,2.26,0.09,2.17,22.53,-,-
18,臺中市,1996/05,西屯,6.1,0.81,23.9,55.0,41,15,26.54,-,-,-,24.15,-,-
19,臺中市,1996/05,忠明,5.5,1.24,30.2,-,41,15,26.8,-,-,-,24.17,-,-
20,臺中市,1996/05,豐原,5.8,0.98,22.7,60.0,32,7,25.9,-,-,-,23.26,-,-
21,臺中市,1996/05,沙鹿,4.6,0.65,24.0,50.0,24,4,20.37,-,-,-,23.99,-,-
22,臺中市,1996/05,大里,3.6,0.9,23.6,68.0,35,8,26.88,-,-,-,24.95,-,-
23,臺南市,1996/05,新營,4.9,0.65,32.3,55.0,20,3,17.56,-,-,-,25.35,-,-
24,臺南市,1996/05,善化,5.1,0.46,27.9,55.0,16,2,13.68,-,-,-,25.04,-,-
25,臺南市,1996/05,安南,6.9,0.52,35.2,73.0,23,5,18.14,-,-,-,25.3,-,-
26,臺南市,1996/05,臺南,7.2,0.8,26.1,80.0,26,5,20.9,2.76,0.42,2.34,26.66,-,-
27,高雄市,1996/05,左營,8.3,0.72,33.8,51.0,25,5,19.32,2.64,0.32,2.31,25.89,-,-
28,高雄市,1996/05,楠梓,7.0,0.56,24.3,68.0,31,8,23.15,2.74,0.36,2.38,26.03,-,-
29,高雄市,1996/05,前金,9.6,0.84,29.0,67.0,27,6,20.8,-,-,-,26.09,-,-
30,高雄市,1996/05,前鎮,15.8,-,-,70.0,40,11,28.69,2.55,0.32,2.23,25.64,-,-
31,高雄市,1996/05,小港,13.5,0.8,24.7,68.0,39,11,27.86,2.53,0.31,2.23,26.65,-,-
32,高雄市,1996/05,鳳山,13.0,0.98,24.6,75.0,39,9,29.75,-,-,-,26.44,-,-
33,高雄市,1996/05,林園,6.6,0.43,34.6,73.0,12,2,10.57,2.32,0.31,2.01,25.9,-,-
34,高雄市,1996/05,大寮,12.4,0.62,29.4,60.0,21,3,17.95,-,-,-,25.76,-,-
35,高雄市,1996/05,仁武,11.3,0.66,21.1,65.0,33,9,23.83,2.59,0.38,2.21,26.44,-,-
36,高雄市,1996/05,橋頭,6.3,0.63,25.1,62.0,24,5,18.53,2.38,0.17,2.2,25.76,-,-
37,高雄市,1996/05,美濃,2.8,0.51,31.8,66.0,13,1,12.1,-,-,-,24.84,-,-
