序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN"
38,基隆市,1996/05,基隆,8.8,0.91,28.9,67.0,32,9,22.7,2.5,0.34,2.16,22.35,-,-
39,新竹市,1996/05,新竹,4.4,0.82,22.2,44.0,34,9,24.49,3.09,0.37,2.72,22.97,-,-
40,嘉義市,1996/05,嘉義,6.1,0.87,27.0,73.0,29,6,22.77,2.73,0.47,2.26,24.94,-,-
41,宜蘭縣,1996/05,宜蘭,1.8,0.65,29.3,50.0,18,2,15.91,-,-,-,22.7,-,-
42,宜蘭縣,1996/05,冬山,2.4,-,-,46.0,19,5,13.79,2.24,0.22,2.04,22.11,-,-
43,桃園市,1996/05,桃園,14.0,0.96,27.6,64.0,40,9,31.02,2.84,0.46,2.38,22.8,-,-
44,桃園市,1996/05,中壢,10.4,1.51,-,77.0,63,26,36.97,-,-,-,22.32,-,-
45,桃園市,1996/05,大園,5.2,0.59,37.1,56.0,25,6,18.38,-,-,-,22.89,-,-
46,桃園市,1996/05,龍潭,5.1,0.69,29.4,51.0,27,5,22.3,-,-,-,22.16,-,-
47,桃園市,1996/05,平鎮,8.1,0.94,25.0,68.0,40,9,31.02,3.16,0.85,2.35,23.67,-,-
48,桃園市,1996/05,觀音,9.3,0.38,37.1,74.0,16,2,14.46,2.26,0.24,2.02,22.78,-,-
49,新竹縣,1996/05,竹東,2.0,0.62,27.1,56.0,28,6,21.8,-,-,-,22.95,-,-
50,新竹縣,1996/05,湖口,5.1,0.64,32.0,57.0,28,7,21.21,-,-,-,23.48,-,-
51,苗栗縣,1996/05,苗栗,4.3,0.68,17.5,49.0,33,8,24.81,-,-,-,23.45,-,-
52,苗栗縣,1996/05,頭份,9.0,-,-,-,42,17,25.75,2.43,0.33,2.1,23.54,-,-
53,苗栗縣,1996/05,三義,1.1,-,26.7,50.0,22,7,15.75,-,-,-,21.22,-,-
54,彰化縣,1996/05,彰化,6.8,0.98,20.2,73.0,39,10,29.58,3.1,0.46,2.63,24.51,-,-
55,彰化縣,1996/05,線西,6.2,-,-,48.0,24,6,18.62,2.44,0.18,2.26,23.92,-,-
56,彰化縣,1996/05,二林,4.2,0.52,32.7,67.0,16,2,13.29,-,-,-,23.74,-,-
57,南投縣,1996/05,南投,3.4,0.76,26.1,56.0,25,5,20.5,-,-,-,24.59,-,-
58,南投縣,1996/05,竹山,4.6,-,22.5,91.0,21,3,17.98,-,-,-,23.84,-,-
59,雲林縣,1996/05,斗六,4.5,0.84,24.6,80.0,24,5,19.37,-,-,-,24.45,-,-
60,雲林縣,1996/05,崙背,4.8,0.54,25.3,74.0,22,4,17.77,-,-,-,23.94,-,-
61,雲林縣,1996/05,臺西,3.1,0.4,34.0,66.0,11,1,9.33,-,-,-,24.12,-,-
62,嘉義縣,1996/05,朴子,4.3,0.48,29.7,69.0,16,2,13.57,-,-,-,24.8,-,-
63,嘉義縣,1996/05,新港,4.2,0.51,31.2,64.0,18,3,14.97,-,-,-,24.23,-,-
64,屏東縣,1996/05,屏東,3.2,0.78,14.6,72.0,26,4,21.79,2.87,0.42,2.46,26.05,-,-
65,屏東縣,1996/05,潮州,3.1,0.48,31.4,59.0,14,2,12.38,-,-,-,26.28,-,-
66,屏東縣,1996/05,恆春,0.2,0.14,40.7,29.0,1,0,0.49,-,-,-,24.94,-,-
67,臺東縣,1996/05,臺東,0.5,0.58,28.5,35.0,11,2,8.88,2.2,0.15,2.05,24.13,-,-
68,花蓮縣,1996/05,花蓮,1.5,0.78,22.4,49.0,24,6,17.75,2.4,0.26,2.13,23.43,-,-
,,,,,,,,,,,,,,,,
