序號,縣市,監測月份,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),"懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )",氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),總碳氫化合物 THC (ppm),非甲烷碳氫化合物 NMHC (ppm),甲烷 CH4 (ppm),風速 WIND_SPEED (m/sec),小時風速值 WS_HR (m/sec),溫度 AMB_TEMP (℃),降雨強度 RAIN_INT (㎜),酸雨 PH_RAIN (pH),相對濕度 RH (percent),導電度 RAIN_COND (μmho/cm)
62,雲林縣,2017/01,斗六,2.9,0.43,-,25.8,61,37,20.21,3.76,16.44,-,-,-,1.76,0.94,19.87,-,-,75.4,-
63,雲林縣,2017/01,崙背,3.4,0.39,-,29.5,61,34,15.28,2.55,12.73,-,-,-,3.29,1.19,18.73,0.83,6.69,80.11,135.32
64,雲林縣,2017/01,麥寮,3.3,0.32,-,34,96,34,12.5,2.34,10.16,2.053,0.062,1.99,4.41,1.9,19.33,-,-,79.93,-
65,雲林縣,2017/01,臺西,2.8,0.28,-,38.4,51,30,9.38,1.5,7.87,1.923,0.044,1.879,7.07,6.38,18.6,-,-,79.42,-
66,嘉義縣,2017/01,朴子,3.4,0.36,-,32.4,82,28,13.62,1.89,11.72,-,-,-,2.33,1.01,19.75,-,-,78.45,-
67,嘉義縣,2017/01,新港,2.9,0.4,-,29,74,31,14.44,2.64,11.8,-,-,-,2.73,1.11,18.13,-,-,76.85,-
68,屏東縣,2017/01,屏東,3.4,0.56,-,32.8,80,46,21.72,2.33,19.39,2.208,0.162,2.047,1.39,0.93,21.48,-,-,68.99,-
69,屏東縣,2017/01,潮州,3.7,0.5,-,37.6,95,44,18.79,2.04,16.76,-,-,-,1.43,1.11,21.02,-,-,77.54,-
70,屏東縣,2017/01,恆春,1.3,0.16,416.97,46,24,10,2.57,1.21,1.36,-,-,-,7.44,7.17,21.78,0.69,6.03,79.11,121.99
71,臺東縣,2017/01,臺東,1.1,0.35,-,27.7,25,9,7.92,2.08,5.84,-,-,-,2.25,1.49,21.17,0.5,6.02,69.42,25.86
72,臺東縣,2017/01,關山,1.2,-,-,26.3,21,7,6.49,1.84,4.66,-,-,-,1.63,1.1,18.74,-,-,79.45,-
73,花蓮縣,2017/01,花蓮,1.5,0.34,-,29.6,26,12,10.09,1.98,8.1,-,-,-,2.27,1.93,19.67,0.85,4.77,73.51,100.51
74,澎湖縣,2017/01,馬公,1.7,0.26,-,40.1,50,20,3.84,1.16,2.67,-,-,-,5.48,3.35,17.72,0.5,3.84,81.68,647.11
75,金門縣,2017/01,金門,3.6,0.41,-,35.4,66,37,14.49,2.46,12.02,-,-,-,2.97,2.47,15.52,0.5,4.25,69.77,48.16
76,連江縣,2017/01,馬祖,2.7,0.34,-,42,49,25,6.57,0.91,5.64,-,-,-,4.11,3.27,13.24,0.71,4.86,81.5,36.29
,,,,,,,,,,,,,,,,,,,,,,
