序號,縣市,監測月份,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),"懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )",氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),總碳氫化合物 THC (ppm),非甲烷碳氫化合物 NMHC (ppm),甲烷 CH4 (ppm),風速 WIND_SPEED (m/sec),小時風速值 WS_HR (m/sec),溫度 AMB_TEMP (℃),降雨強度 RAIN_INT (㎜),酸雨 PH_RAIN (pH),相對濕度 RH (percent),導電度 RAIN_COND (μmho/cm)
1,臺北市,2017/01,松山,2.5,0.47,428.54,26.2,34,17,26.58,6.36,20.22,2.005,0.137,1.868,1.82,1.39,18.21,-,-,75.84,-
2,臺北市,2017/01,古亭,2.3,0.47,-,28.7,31,21,23.27,4.86,18.41,2.069,0.133,1.936,2.41,2.15,18.41,-,-,76.77,-
3,臺北市,2017/01,中山,2.8,0.63,-,22.8,34,17,34.37,10.05,24.32,2.15,0.188,1.962,2.15,1.76,18.95,-,-,78.92,-
4,臺北市,2017/01,大同,3.3,0.98,-,-,50,16,60.4,31.43,28.97,2.375,0.298,2.077,-,-,-,-,-,-,-
5,臺北市,2017/01,萬華,2.8,0.52,-,24.3,36,17,29.8,6.93,22.87,-,-,-,2.37,2.09,19.07,-,-,73.99,-
6,臺北市,2017/01,陽明,1.4,0.23,416.19,43.4,11,8,2.68,0.5,2.08,-,-,-,-,-,11.5,0.92,4.12,95.28,104.74
7,臺北市,2017/01,士林,2.2,0.36,-,34.4,30,15,14.07,2.91,11.15,-,-,-,2.18,1.88,18.62,-,-,74.62,-
8,新北市,2017/01,板橋,3.6,0.51,-,25.4,43,17,24.75,4.79,19.95,2.125,0.195,1.93,2.29,1.9,18.62,0.76,4.43,71.73,67.88
9,新北市,2017/01,三重,3.4,1.45,-,-,51,15,97.8,61.12,36.68,2.562,0.466,2.096,-,-,19.03,-,-,70.56,-
10,新北市,2017/01,菜寮,2.8,0.5,-,28.8,35,18,21.48,4.11,17.37,-,-,-,2.57,2.29,19.36,-,-,72.99,-
11,新北市,2017/01,永和,2.4,0.68,-,27.7,31,18,29.18,10.25,18.92,2.152,0.227,1.925,2.27,2.11,18.49,-,-,75.32,-
12,新北市,2017/01,新莊,2.9,0.47,-,28.4,37,15,21.29,4.23,17.06,-,-,-,3.35,3.11,18.56,-,-,69.07,-
13,新北市,2017/01,新店,2.2,0.42,-,30.9,28,19,17.61,3.06,14.55,-,-,-,1.92,1.49,18.09,-,-,74.45,-
14,新北市,2017/01,淡水,1.9,0.33,-,31.7,34,16,10.46,2.24,8.21,-,-,-,-,-,-,-,-,-,-
15,新北市,2017/01,汐止,2.7,0.44,-,27.4,32,21,23.12,6.08,17.04,-,-,-,1.95,1.69,16.87,-,-,80.34,-
16,新北市,2017/01,土城,2.5,0.47,-,29.3,36,17,19.98,4.16,15.83,2.093,0.155,1.938,1.43,0.56,18.53,-,-,75.09,-
17,新北市,2017/01,林口,2.3,0.32,-,32.7,49,23,15.61,3.39,12.22,-,-,-,2.95,2.65,16.45,-,-,82.39,-
18,新北市,2017/01,萬里,2,0.26,-,41.2,51,18,6.78,1.76,5.02,-,-,-,4.65,4.31,17.46,1.51,4.03,76.84,251.61
19,臺中市,2017/01,西屯,1.8,0.36,-,30.1,49,24,17.65,3.96,13.69,1.9,0.148,1.752,2.93,1.26,19.71,0.92,5.19,71.98,19.58
20,臺中市,2017/01,忠明,2.2,0.47,-,25.7,43,26,24.13,5.73,18.41,1.932,0.153,1.779,2.01,1.08,19.38,-,-,71.19,-
21,臺中市,2017/01,豐原,2.2,0.38,-,27.3,38,21,13.39,2.45,10.94,1.912,0.125,1.787,2,1.28,17.55,-,-,73.03,-
22,臺中市,2017/01,沙鹿,2,0.36,-,30.8,49,21,15.62,2.4,13.22,-,-,-,4.26,1.46,18.25,-,-,76.92,-
23,臺中市,2017/01,大里,2.5,0.58,438.57,21.9,54,27,28.4,7.07,21.33,2.029,0.238,1.791,1.72,0.91,19.07,-,-,70.58,-
24,臺南市,2017/01,新營,3,0.43,-,26.4,80,35,19.57,2.88,16.68,2.107,0.11,1.997,2.36,1.13,19.15,0,0,75.86,0
25,臺南市,2017/01,善化,3.3,0.43,430.03,25.9,72,36,19.11,3.15,15.96,-,-,-,2.85,1.76,20.55,-,-,77.63,-
26,臺南市,2017/01,安南,2.8,0.42,-,28.4,78,33,18.1,2.86,15.24,2.117,0.126,1.991,2.48,1.28,19.66,-,-,76.25,-
27,臺南市,2017/01,臺南,3.2,0.54,-,29.7,72,38,21.71,2.84,18.87,2.087,0.176,1.912,2.38,1.24,18.91,-,-,71.62,-
28,高雄市,2017/01,左營,3.7,0.56,-,31.3,92,45,24.5,2.67,21.84,2.271,0.183,2.088,2.24,1.55,21.49,-,-,73.5,-
29,高雄市,2017/01,楠梓,3.1,0.51,-,28.1,100,44,24.73,4.3,20.43,2.156,0.167,1.989,2.11,1.21,20.36,-,-,71.12,-
30,高雄市,2017/01,前金,3.8,0.58,-,32.3,83,42,23.68,2.87,20.81,2.175,0.186,1.989,2.42,1.37,20.83,-,-,71.84,-
31,高雄市,2017/01,前鎮,4.7,0.71,-,27.5,92,45,31.21,4.55,26.67,2.303,0.235,2.068,1.79,0.98,21.2,-,-,69.11,-
32,高雄市,2017/01,復興,4.7,0.86,-,27.1,84,45,34.97,6.31,28.66,2.349,0.341,2.009,1.17,0.74,21.42,-,-,71.35,-
33,高雄市,2017/01,小港,6.2,0.63,-,26,89,48,37.96,6.86,31.09,2.247,0.262,1.986,1.81,1.08,21.56,0,0,71.4,0
34,高雄市,2017/01,鳳山,5.5,0.68,-,23.6,105,43,31.79,5,26.79,2.34,0.287,2.053,1.47,0.76,21.57,0,0,69.84,0
35,高雄市,2017/01,林園,6.5,0.47,-,34.7,58,23,26,3.17,22.83,2.258,0.149,2.11,2.24,1.83,21.93,-,-,73.7,-
36,高雄市,2017/01,大寮,5.3,0.55,-,28.1,86,38,28.18,3.98,24.19,2.301,0.217,2.084,1.94,1.52,20.94,-,-,73.52,-
37,高雄市,2017/01,仁武,4.3,0.53,-,27.9,93,41,29.13,5.72,23.41,2.318,0.239,2.079,2.04,1.52,20.47,-,-,72.4,-
38,高雄市,2017/01,橋頭,3.6,0.52,-,26.8,87,48,24.18,4.02,20.16,-,-,-,2.28,1.27,19.58,0.5,5.65,72.15,9.39
39,高雄市,2017/01,美濃,1.9,0.45,-,31.8,68,38,13.23,2.08,11.15,-,-,-,1.07,0.84,20.7,-,-,73.55,-
40,基隆市,2017/01,基隆,1.9,0.37,-,33.3,26,16,13.24,3.04,10.2,2.041,0.112,1.929,1.41,1.09,17.16,-,-,85.32,-
41,新竹市,2017/01,新竹,2.4,0.42,-,29.4,46,22,17.3,2.89,14.42,2.03,0.142,1.888,2.73,2.11,17.81,-,-,75.25,-
42,嘉義市,2017/01,嘉義,4.1,0.56,-,23.9,75,40,21.93,4.7,17.23,2.069,0.192,1.877,2.07,1.11,19.34,-,-,71.05,-
43,宜蘭縣,2017/01,宜蘭,1.8,0.35,426.23,31.2,35,13,8.84,1.43,7.39,-,-,-,1.31,0.88,18.22,-,-,85.14,-
44,宜蘭縣,2017/01,冬山,1.8,0.3,-,29.5,35,12,12.09,3.28,8.81,-,-,-,1.65,1.29,17.64,1.24,4.45,83.38,115.13
45,桃園市,2017/01,桃園,3.8,0.45,-,29.2,38,18,19.56,3.68,15.88,2.082,0.129,1.953,1.85,1.45,17.88,-,-,77.36,-
46,桃園市,2017/01,中壢,3.4,0.83,-,23.4,43,18,40.11,15.8,24.31,2.286,0.284,2.002,1.38,0.42,17.53,-,-,76.83,-
47,桃園市,2017/01,大園,3.4,0.31,-,33.9,48,20,18.58,3.34,15.24,-,-,-,5.32,4.79,17.46,-,-,79.06,-
48,桃園市,2017/01,龍潭,2.5,0.41,-,29.4,42,21,16.24,3.27,12.97,-,-,-,3.87,3.53,16.4,-,-,79.03,-
49,桃園市,2017/01,平鎮,2.8,0.41,-,30.6,42,17,18.47,2.81,15.66,-,-,-,3.08,2.55,17.64,-,-,79.06,-
50,桃園市,2017/01,觀音,3.6,0.3,-,36,48,20,11.63,1.32,10.29,-,-,-,5.21,4.83,17.77,0.93,4.56,79.97,76.1
51,新竹縣,2017/01,竹東,1.9,0.35,-,27.7,36,20,12.14,2.25,9.88,-,-,-,2.19,1.61,17.46,-,-,75.7,-
52,新竹縣,2017/01,湖口,2.7,0.33,-,36.4,42,19,12.34,2.46,9.88,-,-,-,4.66,4.43,17.95,-,-,78.64,-
53,苗栗縣,2017/01,苗栗,2.8,0.42,-,26.9,52,21,18.22,3.75,14.47,-,-,-,2.43,1.48,17.66,-,-,77.96,-
54,苗栗縣,2017/01,頭份,2.2,0.37,-,30,46,24,17.73,2.59,15.14,2.033,0.106,1.927,2.47,1.82,18.2,-,-,77.57,-
55,苗栗縣,2017/01,三義,1.6,0.31,-,30.9,37,19,10.13,1.64,8.49,-,-,-,3.75,3.06,15.65,0.83,5.21,87.3,9.39
56,彰化縣,2017/01,彰化,2.7,0.48,-,24.7,50,28,19.42,3.26,16.15,2.012,0.169,1.843,2.57,0.98,18.31,-,-,72.62,-
57,彰化縣,2017/01,線西,4.3,0.39,-,31.1,57,28,16.3,2.42,13.87,1.978,0.07,1.909,4.66,3.75,18.47,-,-,78.43,-
58,彰化縣,2017/01,二林,4.1,0.36,-,29.8,57,21,14.71,2.14,12.56,-,-,-,3.56,2.47,19.23,-,-,78.73,-
59,南投縣,2017/01,南投,2.1,0.52,-,20.5,62,32,24.7,5.74,18.97,2.005,0.191,1.815,1.41,0.83,18.7,0,0,74.25,0
60,南投縣,2017/01,埔里,2,0.48,-,27.3,51,34,16.75,2.27,14.48,-,-,-,1.27,0.99,19.05,-,-,71.29,-
61,南投縣,2017/01,竹山,3,0.43,-,24.6,65,41,18.85,2.19,16.66,-,-,-,1.4,0.97,18.43,-,-,76.75,-
