序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
41,嘉義市,2009/11,嘉義,4.4,0.56,-,25.3,88,50,26.37,4.34,22.03,2.136,0.231,1.905,22.7,71.59
42,宜蘭縣,2009/11,宜蘭,2.1,0.34,399.11,26.8,30,13,9.9,1.79,8.11,-,-,-,21.26,81.35
43,宜蘭縣,2009/11,冬山,2.5,0.41,-,23.5,30,15,17.31,5.56,11.74,-,-,-,21.19,83.18
44,桃園市,2009/11,桃園,5.8,0.51,-,23.8,42,22,24.39,5.63,18.77,2.001,0.209,1.791,20.91,78.37
45,桃園市,2009/11,中壢,5.3,0.85,-,18.2,52,24,41.37,16.69,24.68,2.364,0.41,1.953,20.6,83.25
46,桃園市,2009/11,大園,3.6,0.29,-,28.9,32,21,18.38,4.19,14.19,-,-,-,21.65,76.62
47,桃園市,2009/11,龍潭,3.2,0.42,-,28.4,47,19,19.5,4.14,15.37,-,-,-,19.94,85.31
48,桃園市,2009/11,平鎮,4.7,0.41,-,24.2,44,18,22.29,4.33,17.96,-,-,-,20.88,76.63
49,桃園市,2009/11,觀音,5.5,0.27,-,30.2,48,21,12.88,2.3,11.07,-,-,-,21.31,79.54
50,新竹縣,2009/11,竹東,2.4,0.36,-,28.0,33,18,13.75,2.75,11.0,-,-,-,21.3,75.64
51,新竹縣,2009/11,湖口,3.6,0.34,-,29.1,38,23,16.82,3.96,12.88,-,-,-,20.82,74.64
52,苗栗縣,2009/11,苗栗,3.6,0.45,-,23.8,41,22,21.94,5.5,16.44,-,-,-,21.45,75.45
53,苗栗縣,2009/11,頭份,3.5,0.39,-,26.1,41,22,19.4,3.96,15.45,2.093,0.152,1.94,20.97,77.19
54,苗栗縣,2009/11,三義,2.4,0.32,-,30.2,44,26,15.25,2.55,12.7,-,-,-,18.48,86.8
55,彰化縣,2009/11,彰化,4.8,0.51,-,21.4,74,38,33.77,10.56,23.21,2.005,0.235,1.77,21.89,70.32
56,彰化縣,2009/11,線西,4.1,0.37,-,28.1,54,26,19.38,4.22,15.15,1.895,0.154,1.741,22.17,74.6
57,彰化縣,2009/11,二林,2.5,0.34,-,26.8,64,35,17.52,3.65,13.87,-,-,-,22.08,74.29
58,南投縣,2009/11,南投,3.7,0.56,-,23.8,58,32,27.16,6.26,20.91,1.835,0.195,1.64,22.14,73.6
59,南投縣,2009/11,埔里,2.2,0.5,-,30.3,56,39,18.75,2.55,16.2,-,-,-,21.88,72.17
60,南投縣,2009/11,竹山,3.1,0.47,-,27.2,63,45,21.86,4.17,17.69,-,-,-,21.44,76.51
61,雲林縣,2009/11,斗六,3.2,0.48,-,26.6,86,46,22.52,3.87,18.67,-,-,-,22.64,74.16
62,雲林縣,2009/11,崙背,3.5,0.36,-,26.0,128,40,18.64,3.76,14.88,-,-,-,21.87,78.57
63,雲林縣,2009/11,臺西,4.0,0.3,-,33.7,77,29,14.45,3.07,11.38,1.844,0.084,1.761,22.23,80.08
64,嘉義縣,2009/11,朴子,3.3,0.38,-,31.3,121,35,16.98,2.76,14.23,-,-,-,22.82,75.79
65,嘉義縣,2009/11,新港,3.3,0.4,-,28.8,96,34,19.02,4.23,14.79,-,-,-,21.69,74.9
66,屏東縣,2009/11,屏東,4.9,0.69,-,37.0,113,66,24.92,2.68,22.24,2.326,0.266,2.06,24.34,70.07
67,屏東縣,2009/11,潮州,5.4,0.47,-,43.2,110,60,18.02,3.69,14.34,-,-,-,23.99,77.19
68,屏東縣,2009/11,恆春,1.3,0.15,385.45,38.1,20,9,4.12,2.02,2.1,-,-,-,24.51,74.14
69,臺東縣,2009/11,臺東,2.1,0.34,-,27.8,71,11,10.65,3.47,7.18,-,-,-,24.12,73.65
70,臺東縣,2009/11,關山,2.0,-,-,24.3,28,13,8.06,2.75,5.31,-,-,-,22.41,75.08
71,花蓮縣,2009/11,花蓮,1.6,0.43,-,19.7,28,18,14.19,3.46,10.72,-,-,-,23.09,80.58
72,澎湖縣,2009/11,馬公,1.8,0.28,-,40.3,42,21,5.57,0.99,4.6,-,-,-,21.99,78.03
73,金門縣,2009/11,金門,7.1,0.47,-,26.5,76,32,17.83,4.13,13.69,-,-,-,20.47,71.26
74,連江縣,2009/11,馬祖,2.8,0.32,-,36.8,38,21,7.63,1.61,6.01,-,-,-,18.07,71.37
,,,,,,,,,,,,,,,,,
