序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
1,臺北市,2012/05,松山,3.4,0.5,414.69,32.4,44,26,26.3,4.86,21.44,2.143,0.21,1.932,25.56,73.0
2,臺北市,2012/05,古亭,3.3,0.53,-,30.3,41,25,26.91,5.75,21.16,2.046,0.183,1.863,26.21,77.36
3,臺北市,2012/05,中山,3.1,0.72,-,27.5,42,33,36.38,9.93,26.45,2.192,0.24,1.953,26.53,72.35
4,臺北市,2012/05,大同,3.5,1.42,-,-,51,32,65.5,31.82,33.67,2.568,0.542,2.026,-,-
5,臺北市,2012/05,萬華,3.0,0.57,-,28.5,35,24,30.5,5.84,24.66,-,-,-,26.33,72.78
6,臺北市,2012/05,陽明,1.6,0.19,402.2,48.1,16,13,3.85,1.21,2.62,-,-,-,19.59,90.98
7,臺北市,2012/05,士林,2.5,0.39,-,37.7,50,20,16.46,2.55,13.91,-,-,-,25.87,67.63
8,新北市,2012/05,板橋,4.5,0.55,-,33.1,42,23,28.02,5.12,22.89,2.212,0.291,1.921,26.36,69.29
9,新北市,2012/05,三重,3.2,1.78,-,-,59,29,110.64,70.45,40.19,2.842,0.781,2.061,25.99,70.1
10,新北市,2012/05,菜寮,3.4,0.54,-,29.4,36,22,24.17,4.06,20.1,-,-,-,26.14,70.53
11,新北市,2012/05,永和,3.2,0.9,-,28.7,40,21,34.86,12.16,22.7,2.301,0.349,1.952,26.06,71.76
12,新北市,2012/05,新店,2.2,0.36,-,36.2,29,20,14.36,2.21,12.15,-,-,-,25.67,76.64
13,新北市,2012/05,淡水,2.2,0.36,-,34.9,32,18,13.39,2.26,11.13,-,-,-,-,-
14,新北市,2012/05,汐止,5.6,0.38,-,30.5,32,23,25.13,5.98,19.15,-,-,-,25.82,80.79
15,新北市,2012/05,土城,3.4,0.47,-,34.8,35,21,22.69,4.99,17.69,2.144,0.225,1.919,26.16,73.69
16,新北市,2012/05,林口,3.5,0.33,-,37.4,37,21,17.02,2.5,14.52,-,-,-,24.57,82.92
17,新北市,2012/05,萬里,2.3,0.23,-,46.4,35,16,7.27,1.77,5.49,-,-,-,24.95,78.56
18,臺中市,2012/05,西屯,2.9,0.34,-,31.9,43,28,18.47,3.3,15.16,2.047,0.222,1.825,27.14,76.52
19,臺中市,2012/05,忠明,3.0,0.44,-,32.1,49,26,21.36,3.62,17.74,2.133,0.254,1.879,28.32,69.6
20,臺中市,2012/05,豐原,3.0,0.45,-,34.3,51,24,15.08,2.13,12.95,2.021,0.17,1.851,27.05,71.26
21,臺中市,2012/05,沙鹿,3.0,0.33,-,34.4,37,28,15.29,2.14,13.14,-,-,-,26.93,74.79
22,臺中市,2012/05,大里,3.2,0.45,426.08,26.9,43,28,19.83,3.25,16.58,2.104,0.24,1.864,27.79,68.15
23,臺南市,2012/05,新營,3.3,0.32,-,32.7,66,27,11.5,1.78,9.71,2.046,0.102,1.944,27.81,81.12
24,臺南市,2012/05,善化,3.7,0.25,416.32,31.9,54,27,11.86,1.49,10.37,-,-,-,27.3,83.02
25,臺南市,2012/05,安南,3.4,0.32,-,34.9,60,26,14.55,2.9,11.65,2.049,0.19,1.859,28.31,74.67
26,臺南市,2012/05,臺南,3.8,0.39,-,35.7,53,26,14.23,2.09,12.14,1.976,0.184,1.792,28.18,80.31
27,高雄市,2012/05,左營,4.3,0.42,-,34.0,52,27,18.27,4.26,14.01,2.011,0.17,1.841,27.74,76.25
28,高雄市,2012/05,楠梓,4.8,0.37,-,30.3,55,33,18.57,4.68,13.89,2.008,0.19,1.818,28.02,77.04
29,高雄市,2012/05,前金,4.6,0.44,-,26.0,50,29,18.48,3.7,14.79,2.013,0.176,1.837,28.08,75.36
