序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
49,桃園市,1999/12,平鎮,4.9,0.62,24.2,33.0,-,31,5.99,25.0,2.34,0.16,2.18,15.61,-,-,-
50,桃園市,1999/12,觀音,4.7,0.18,38.2,48.0,-,14,2.35,11.45,2.49,0.16,2.34,16.75,-,-,-
51,新竹縣,1999/12,竹東,1.9,0.41,26.4,50.0,-,21,4.54,16.62,-,-,-,16.7,-,-,-
52,新竹縣,1999/12,湖口,2.9,0.47,32.9,52.0,-,20,4.41,15.72,-,-,-,16.62,-,-,-
53,苗栗縣,1999/12,苗栗,4.7,0.57,18.5,49.0,-,42,14.48,27.06,-,-,-,16.72,-,-,-
54,苗栗縣,1999/12,頭份,26.2,-,-,61.0,-,34,12.54,21.2,2.41,0.16,2.24,16.87,-,-,-
55,苗栗縣,1999/12,三義,2.4,0.25,24.7,58.0,-,24,6.28,18.06,3.0,1.0,1.99,14.37,-,-,-
56,彰化縣,1999/12,彰化,5.5,0.87,15.7,79.0,-,52,20.57,31.31,2.7,0.41,2.29,17.54,-,-,-
57,彰化縣,1999/12,線西,6.9,-,-,57.0,-,24,3.03,21.41,-,-,-,17.16,-,-,-
58,彰化縣,1999/12,二林,4.0,0.41,27.1,73.0,-,23,3.35,19.25,-,-,-,16.97,-,-,-
59,南投縣,1999/12,南投,2.2,0.89,14.1,116.0,-,51,17.26,33.66,2.6,0.48,2.12,16.17,-,-,-
60,南投縣,1999/12,埔里,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
61,南投縣,1999/12,竹山,3.0,0.67,14.8,114.0,-,41,11.64,28.98,-,-,-,16.84,-,-,-
62,雲林縣,1999/12,斗六,5.1,0.69,14.1,90.0,-,41,12.55,28.73,-,-,-,17.19,-,-,-
63,雲林縣,1999/12,崙背,3.4,0.41,22.2,91.0,-,25,4.35,21.19,1.91,0.16,1.75,18.08,-,-,-
64,雲林縣,1999/12,臺西,2.3,0.28,33.1,56.0,-,14,1.68,12.69,-,-,-,17.04,-,-,-
65,嘉義縣,1999/12,朴子,3.8,0.29,22.9,68.0,-,24,3.17,20.56,-,-,-,17.63,-,-,-
66,嘉義縣,1999/12,新港,4.5,0.24,26.3,74.0,-,26,4.6,21.45,-,-,-,16.94,-,-,-
67,屏東縣,1999/12,屏東,3.9,0.75,24.6,102.0,-,29,5.05,24.19,2.54,0.32,2.22,19.3,-,-,-
68,屏東縣,1999/12,潮州,4.4,0.69,24.9,139.0,-,34,5.24,28.52,-,-,-,19.59,-,-,-
69,屏東縣,1999/12,恆春,0.1,0.21,35.9,22.0,-,1,0.1,0.85,-,-,-,21.16,-,-,-
70,臺東縣,1999/12,臺東,0.6,0.44,28.0,39.0,-,11,2.97,8.49,2.12,0.07,2.05,19.75,-,-,-
71,花蓮縣,1999/12,花蓮,0.9,0.78,19.7,31.0,-,26,7.37,18.79,2.34,0.28,2.06,18.98,-,-,-
72,連江縣,1999/12,馬祖,-,-,-,39.0,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,
