序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","相對濕度 RH (percent)","紫外線指數 UVB (UVI)"
1,臺北市,2006/04,松山,5.0,0.82,413.87,29.4,64,32,48.41,15.18,33.23,-,-,-,22.83,-,-,71.69,-
2,臺北市,2006/04,古亭,4.2,0.86,-,27.7,62,31,43.02,12.83,30.19,2.271,0.299,1.972,22.76,-,-,75.52,-
3,臺北市,2006/04,中山,5.3,1.02,-,23.7,65,26,57.28,20.28,37.0,2.401,0.374,2.027,23.98,-,-,70.28,-
4,臺北市,2006/04,萬華,4.5,0.88,-,29.7,59,31,40.19,14.07,26.12,-,-,-,24.15,-,-,72.25,-
5,臺北市,2006/04,陽明,2.4,0.29,395.71,53.9,32,19,4.74,0.81,3.88,-,-,-,17.29,-,-,-,-
6,臺北市,2006/04,士林,3.8,0.65,-,35.8,68,27,26.81,6.04,20.77,-,-,-,23.48,-,-,71.72,-
7,新北市,2006/04,板橋,4.9,0.92,-,29.9,65,35,41.72,11.0,30.71,2.539,0.448,2.091,23.08,-,-,71.94,-
8,新北市,2006/04,三重,5.5,2.0,-,17.0,81,40,125.86,78.8,47.07,-,-,-,23.76,-,-,-,-
9,新北市,2006/04,菜寮,5.1,0.98,-,23.9,64,33,47.58,15.11,32.47,-,-,-,23.92,-,-,70.74,-
10,新北市,2006/04,永和,4.5,1.32,-,23.0,58,33,61.17,25.38,35.79,-,-,-,24.14,-,-,72.43,-
11,新北市,2006/04,新莊,7.8,0.83,-,32.1,67,38,38.65,9.84,28.8,-,-,-,22.8,-,-,72.52,-
12,新北市,2006/04,新店,3.4,0.57,-,34.0,46,26,23.08,4.25,18.81,-,-,-,22.89,-,-,72.1,-
13,新北市,2006/04,淡水,3.3,0.55,-,35.4,59,31,22.62,4.93,17.71,-,-,-,-,-,-,-,-
14,新北市,2006/04,汐止,5.1,0.64,-,24.8,61,30,35.57,9.96,25.61,-,-,-,22.62,-,-,79.41,-
15,新北市,2006/04,土城,4.7,0.75,-,30.3,66,39,39.67,12.63,27.04,-,-,-,23.77,-,-,73.25,-
16,新北市,2006/04,林口,5.2,0.53,-,32.9,70,31,27.79,4.95,22.83,-,-,-,21.28,-,-,80.84,-
17,新北市,2006/04,萬里,2.4,0.34,-,48.5,48,29,11.26,1.85,9.4,1.706,0.064,1.642,22.26,-,-,80.37,-
18,臺中市,2006/04,西屯,4.6,0.56,-,23.2,67,37,30.14,8.01,22.12,2.28,0.305,1.975,24.72,-,-,72.74,-
19,臺中市,2006/04,忠明,3.8,0.77,-,20.1,60,33,36.17,10.04,26.13,-,-,-,24.46,-,-,69.68,-
20,臺中市,2006/04,豐原,4.2,0.71,-,26.5,68,36,27.04,5.09,21.95,2.219,0.317,1.901,23.31,-,-,76.07,-
21,臺中市,2006/04,沙鹿,4.0,0.51,-,30.2,64,32,23.52,4.18,19.34,-,-,-,23.92,-,-,76.3,-
22,臺中市,2006/04,大里,4.8,0.75,396.74,22.3,76,35,31.44,7.67,23.77,-,-,-,24.89,-,-,71.53,-
23,臺南市,2006/04,新營,4.0,0.44,-,28.1,75,34,18.58,2.87,15.7,2.292,0.155,2.137,24.81,-,-,74.53,-
24,臺南市,2006/04,善化,5.7,0.37,427.89,27.8,65,36,19.92,4.38,15.54,-,-,-,25.37,-,-,78.26,-
25,臺南市,2006/04,安南,5.4,0.49,-,26.0,67,36,22.06,4.81,17.25,-,-,-,25.67,-,-,70.41,-
26,臺南市,2006/04,臺南,3.8,0.57,-,33.6,65,37,22.54,4.78,17.76,1.876,0.261,1.615,25.45,-,-,72.08,-
27,高雄市,2006/04,左營,6.0,0.6,-,20.2,66,32,25.63,5.43,20.2,-,-,-,25.21,-,-,75.41,-
28,高雄市,2006/04,楠梓,5.8,0.53,-,23.2,70,35,25.24,7.15,18.09,1.991,0.211,1.781,26.34,-,-,70.81,-
29,高雄市,2006/04,前金,7.1,0.58,-,32.6,63,37,24.43,5.9,18.52,-,-,-,27.52,-,-,69.55,-
30,高雄市,2006/04,前鎮,9.2,0.61,-,23.0,80,42,29.56,7.86,21.69,-,-,-,26.72,-,-,70.37,-
31,高雄市,2006/04,復興,9.3,0.89,-,21.2,69,38,39.52,11.56,27.96,-,-,-,26.6,-,-,70.14,-
32,高雄市,2006/04,小港,12.4,0.61,-,23.9,67,37,34.22,9.43,24.79,1.979,0.337,1.642,27.42,-,-,70.39,-
33,高雄市,2006/04,鳳山,8.0,0.75,-,24.5,72,34,30.73,6.93,23.8,-,-,-,26.25,-,-,73.24,-
34,高雄市,2006/04,林園,6.2,0.44,-,32.2,70,33,16.18,3.65,12.53,2.232,0.198,2.034,26.36,-,-,73.03,-
35,高雄市,2006/04,大寮,7.1,0.52,-,28.0,81,43,23.22,4.97,18.25,-,-,-,26.71,-,-,73.33,-
36,高雄市,2006/04,仁武,7.4,0.58,-,22.0,65,45,25.11,5.57,19.54,2.244,0.245,2.013,27.61,-,-,70.39,-
37,高雄市,2006/04,橋頭,5.2,0.48,-,25.3,67,39,26.73,8.97,17.75,-,-,-,26.69,-,-,77.08,-
38,高雄市,2006/04,美濃,2.7,0.36,-,31.5,62,29,12.07,2.18,9.89,-,-,-,26.79,-,-,72.08,-
39,基隆市,2006/04,基隆,5.9,0.6,-,36.9,53,32,27.0,5.34,21.65,2.154,0.161,1.993,22.59,-,-,75.57,-
40,新竹市,2006/04,新竹,4.4,0.62,-,29.4,64,37,28.72,6.05,22.67,2.284,0.26,2.024,23.31,-,-,73.42,-
41,嘉義市,2006/04,嘉義,3.4,0.48,-,26.3,79,36,21.23,3.77,17.46,2.165,0.188,1.977,24.69,-,-,72.62,-
42,宜蘭縣,2006/04,宜蘭,2.4,0.5,401.61,30.1,52,26,15.09,2.15,12.92,-,-,-,22.99,-,-,75.87,-
43,宜蘭縣,2006/04,冬山,2.2,0.54,-,30.9,53,24,19.13,4.43,14.7,-,-,-,22.65,-,-,80.56,-
44,桃園市,2006/04,桃園,9.3,0.73,-,33.1,69,35,34.63,7.41,27.22,2.365,0.343,2.021,22.95,-,-,73.83,-
45,桃園市,2006/04,中壢,7.5,1.28,-,19.9,71,38,60.01,25.06,34.95,-,-,-,22.54,-,-,73.6,-
46,桃園市,2006/04,大園,6.1,0.47,-,32.9,79,36,26.17,4.94,21.23,-,-,-,22.33,-,-,73.1,-
47,桃園市,2006/04,龍潭,3.5,0.54,-,28.3,64,28,28.13,5.88,22.24,-,-,-,21.98,-,-,74.25,-
48,桃園市,2006/04,平鎮,6.2,0.6,-,28.6,69,32,31.59,5.21,26.39,-,-,-,22.02,-,-,72.74,-
49,桃園市,2006/04,觀音,7.0,0.4,-,38.2,77,30,22.31,2.72,19.59,2.156,0.195,1.961,23.05,-,-,76.75,-
50,新竹縣,2006/04,竹東,2.1,0.57,-,29.2,58,33,18.86,2.57,16.28,-,-,-,23.47,-,-,74.51,-
51,新竹縣,2006/04,湖口,4.5,0.45,-,35.2,71,37,22.82,3.87,18.94,-,-,-,22.45,-,-,77.56,-
52,苗栗縣,2006/04,苗栗,4.4,0.56,-,30.1,54,32,22.88,4.91,17.98,-,-,-,23.8,-,-,74.61,-
53,苗栗縣,2006/04,頭份,4.6,0.49,-,32.3,67,36,21.48,4.36,17.13,-,-,-,23.05,-,-,76.28,-
54,苗栗縣,2006/04,三義,3.1,0.4,-,30.2,55,31,16.42,2.19,14.22,2.051,0.119,1.932,21.23,-,-,81.94,-
