序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","相對濕度 RH (percent)","紫外線指數 UVB (UVI)"
55,彰化縣,2006/04,彰化,5.5,0.59,-,21.9,68,37,30.09,6.81,23.28,2.183,0.252,1.931,24.57,-,-,70.27,-
56,彰化縣,2006/04,線西,5.1,0.46,-,28.8,73,41,22.32,3.93,18.39,-,-,-,23.99,-,-,78.65,-
57,彰化縣,2006/04,二林,3.5,0.4,-,31.0,58,33,14.77,3.08,11.69,-,-,-,24.35,-,-,76.98,-
58,南投縣,2006/04,南投,3.3,0.57,-,25.1,73,39,23.59,5.43,18.16,-,-,-,25.24,-,-,74.2,-
59,南投縣,2006/04,埔里,2.3,0.51,-,26.3,53,27,15.85,2.88,12.97,-,-,-,24.11,-,-,75.37,-
60,南投縣,2006/04,竹山,3.2,0.49,-,28.4,76,41,19.92,3.95,15.97,-,-,-,24.98,-,-,75.2,-
61,雲林縣,2006/04,斗六,3.9,0.5,-,27.1,65,36,20.8,3.86,16.94,-,-,-,25.36,-,-,72.73,-
62,雲林縣,2006/04,崙背,3.8,0.4,-,31.2,63,36,13.99,2.93,11.08,2.474,0.254,2.22,23.96,-,-,77.41,-
63,雲林縣,2006/04,臺西,4.3,0.38,-,38.2,65,39,-,-,-,-,-,-,24.01,-,-,69.54,-
64,嘉義縣,2006/04,朴子,3.3,0.44,-,32.1,81,37,14.4,3.3,11.1,-,-,-,25.99,-,-,71.59,-
65,嘉義縣,2006/04,新港,3.6,0.41,-,29.5,69,37,17.85,4.43,13.42,-,-,-,24.65,-,-,77.44,-
66,屏東縣,2006/04,屏東,5.0,0.57,-,27.3,68,32,19.89,4.68,15.21,2.285,0.304,1.981,26.83,-,-,74.72,-
67,屏東縣,2006/04,潮州,3.7,0.39,-,28.3,60,33,19.37,5.24,14.12,-,-,-,26.58,-,-,75.86,-
68,屏東縣,2006/04,恆春,2.1,0.16,407.76,41.9,28,13,5.78,2.28,3.5,-,-,-,26.12,-,-,78.58,-
69,臺東縣,2006/04,臺東,2.6,0.43,-,35.6,38,16,10.4,3.81,6.6,1.971,0.197,1.775,25.67,-,-,75.99,-
70,臺東縣,2006/04,關山,1.6,0.29,-,29.1,32,13,6.45,2.21,4.24,-,-,-,23.78,-,-,76.54,-
71,花蓮縣,2006/04,花蓮,1.9,0.54,-,28.8,44,25,16.93,3.34,13.59,2.06,0.193,1.867,24.6,-,-,74.46,-
72,澎湖縣,2006/04,馬公,2.2,0.32,-,49.1,57,30,7.21,2.19,5.0,-,-,-,24.17,-,-,79.77,-
73,金門縣,2006/04,金門,6.6,0.51,-,38.2,108,56,16.07,3.28,12.77,2.115,0.153,1.962,20.06,-,-,-,-
74,連江縣,2006/04,馬祖,4.6,0.42,-,54.5,90,38,10.1,1.46,8.63,1.926,0.055,1.871,18.48,-,-,77.42,-
,,,,,,,,,,,,,,,,,,,,
