序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
1,臺北市,2011/01,松山,3.1,0.54,406.34,17.6,36,27,39.45,13.58,25.87,2.109,0.17,1.939,13.66,78.94
2,臺北市,2011/01,古亭,2.1,0.6,-,19.6,41,22,34.23,10.68,23.55,2.109,0.168,1.941,13.94,83.38
3,臺北市,2011/01,中山,3.3,0.72,-,15.2,38,31,43.15,15.66,27.49,2.215,0.239,1.977,14.13,76.95
4,臺北市,2011/01,大同,4.5,1.61,-,-,45,29,94.37,59.41,34.96,2.698,0.63,2.067,-,-
5,臺北市,2011/01,萬華,2.9,0.62,-,14.8,34,25,38.93,11.59,27.35,-,-,-,13.93,76.7
6,臺北市,2011/01,陽明,1.9,0.24,396.91,37.4,12,9,4.07,1.08,2.97,-,-,-,7.43,97.12
7,臺北市,2011/01,士林,2.4,0.44,-,28.0,27,19,19.29,4.93,14.35,-,-,-,14.31,74.9
8,新北市,2011/01,板橋,3.6,0.63,-,20.0,35,24,31.69,7.17,24.52,2.248,0.263,1.986,14.38,74.55
9,新北市,2011/01,三重,3.7,1.84,-,-,53,30,136.84,96.92,39.92,2.766,0.806,1.96,13.93,73.8
10,新北市,2011/01,菜寮,3.5,0.68,-,20.3,34,22,32.54,8.93,23.61,-,-,-,14.51,75.13
11,新北市,2011/01,永和,3.1,0.84,-,19.1,37,23,41.81,18.81,23.0,2.085,0.336,1.75,13.92,78.43
12,新北市,2011/01,新莊,3.4,0.52,-,21.7,34,22,25.42,4.67,20.75,-,-,-,14.47,76.69
13,新北市,2011/01,新店,2.6,0.47,-,22.6,28,22,21.07,4.24,16.82,-,-,-,13.73,84.18
14,新北市,2011/01,淡水,2.4,0.38,-,29.4,26,19,12.89,3.38,9.5,-,-,-,-,-
15,新北市,2011/01,汐止,3.8,0.45,-,22.7,30,19,28.42,7.44,20.98,-,-,-,13.64,90.17
16,新北市,2011/01,土城,3.2,0.56,-,22.0,34,21,24.84,4.85,19.99,2.159,0.215,1.944,14.12,79.72
17,新北市,2011/01,林口,2.8,0.36,-,28.6,29,18,14.77,2.53,12.25,-,-,-,11.99,86.39
18,新北市,2011/01,萬里,2.3,0.27,-,38.3,49,17,6.25,1.57,4.67,-,-,-,14.5,86.14
19,臺中市,2011/01,西屯,2.9,0.39,-,25.1,43,28,17.58,4.08,13.5,2.024,0.208,1.817,15.01,74.94
20,臺中市,2011/01,忠明,3.4,0.53,-,19.9,39,27,27.22,6.94,20.29,2.202,0.239,1.963,14.47,72.97
21,臺中市,2011/01,豐原,3.2,0.5,-,19.3,41,22,20.93,4.85,16.07,2.089,0.161,1.928,13.15,76.65
22,臺中市,2011/01,沙鹿,3.2,0.37,-,26.1,37,29,15.75,2.75,13.0,-,-,-,13.82,75.09
23,臺中市,2011/01,大里,2.8,0.61,414.15,15.9,40,29,31.16,8.39,22.77,2.108,0.249,1.858,13.78,68.72
24,臺南市,2011/01,新營,3.8,0.44,-,14.7,83,36,24.93,5.0,19.93,2.082,0.128,1.954,15.78,77.81
25,臺南市,2011/01,善化,4.4,0.44,420.01,19.3,71,38,23.01,7.06,15.95,-,-,-,16.89,81.04
26,臺南市,2011/01,安南,4.0,0.41,-,22.1,69,37,22.71,4.87,17.84,2.05,0.15,1.9,15.25,73.35
27,臺南市,2011/01,臺南,3.9,0.53,-,21.6,67,38,25.5,4.55,20.96,2.122,0.213,1.909,15.93,74.77
28,高雄市,2011/01,左營,5.7,0.58,-,18.9,79,48,32.52,6.63,25.88,2.234,0.239,1.996,16.69,72.04
29,高雄市,2011/01,楠梓,4.3,0.5,-,16.7,83,49,32.47,8.28,24.19,2.077,0.174,1.904,15.99,74.46
30,高雄市,2011/01,前金,6.1,0.63,-,17.5,87,55,36.69,9.19,27.5,2.19,0.243,1.947,17.11,74.25
31,高雄市,2011/01,前鎮,6.3,0.8,-,14.5,87,54,39.9,11.36,28.54,2.353,0.381,1.972,17.83,71.21
32,高雄市,2011/01,復興,7.4,1.01,-,13.1,96,54,50.65,17.1,33.55,2.55,0.514,2.036,17.17,69.17
33,高雄市,2011/01,小港,10.7,0.75,-,13.5,87,54,49.66,18.2,31.46,2.255,0.398,1.857,17.42,69.34
34,高雄市,2011/01,鳳山,13.7,0.68,-,15.0,100,51,45.69,13.11,32.58,2.341,0.378,1.963,17.03,74.82
35,高雄市,2011/01,林園,17.1,0.66,-,20.5,99,62,43.82,14.41,29.4,2.526,0.426,2.1,18.04,74.42
36,高雄市,2011/01,大寮,8.5,0.57,-,18.7,87,59,36.04,7.18,28.86,2.118,0.301,1.817,16.8,74.73
37,高雄市,2011/01,仁武,9.9,0.56,-,15.4,88,48,40.62,11.99,28.62,2.253,0.278,1.975,16.46,73.49
38,高雄市,2011/01,橋頭,5.2,0.55,-,16.8,78,49,31.19,7.39,23.8,-,-,-,16.47,74.51
39,高雄市,2011/01,美濃,1.9,0.49,-,20.5,80,48,20.57,3.62,16.95,-,-,-,16.32,80.93
40,基隆市,2011/01,基隆,2.1,0.42,-,29.4,27,18,16.3,5.53,10.77,2.015,0.113,1.902,14.04,83.3
41,新竹市,2011/01,新竹,3.4,0.42,-,24.6,40,27,20.78,3.98,16.8,2.154,0.196,1.958,13.71,77.3
42,嘉義市,2011/01,嘉義,4.8,0.57,-,16.9,68,44,28.87,5.33,23.55,2.16,0.232,1.928,15.41,71.51
43,宜蘭縣,2011/01,宜蘭,2.5,0.42,405.61,24.7,31,16,12.04,2.25,9.79,-,-,-,13.93,84.66
44,宜蘭縣,2011/01,冬山,2.1,0.41,-,25.0,24,18,16.79,5.25,11.54,-,-,-,14.02,83.75
45,桃園市,2011/01,桃園,4.8,0.49,-,22.4,39,21,22.25,5.14,17.11,2.064,0.158,1.906,12.92,81.64
46,桃園市,2011/01,中壢,7.3,0.7,-,18.2,51,24,41.37,15.15,26.22,2.38,0.319,2.06,12.73,81.9
47,桃園市,2011/01,大園,4.0,0.35,-,28.5,35,21,19.56,5.3,14.26,-,-,-,14.56,77.94
48,桃園市,2011/01,龍潭,3.6,0.46,-,25.3,41,19,20.22,4.54,15.68,-,-,-,12.49,85.31
49,桃園市,2011/01,平鎮,4.7,0.48,-,21.5,47,20,24.83,4.79,20.03,-,-,-,13.02,80.26
50,桃園市,2011/01,觀音,8.4,0.31,-,30.7,53,24,12.36,1.77,10.59,-,-,-,14.84,84.68
51,新竹縣,2011/01,竹東,1.7,0.41,-,25.9,28,20,15.91,3.42,12.49,-,-,-,13.82,77.49
52,新竹縣,2011/01,湖口,3.8,0.35,-,29.4,40,24,14.1,2.27,11.83,-,-,-,13.11,76.74
53,苗栗縣,2011/01,苗栗,4.5,0.42,-,22.5,39,26,21.73,5.34,16.39,-,-,-,13.62,76.89
54,苗栗縣,2011/01,頭份,3.9,0.41,-,24.4,38,25,20.24,4.48,15.75,2.081,0.125,1.956,13.6,74.8
55,苗栗縣,2011/01,三義,2.4,0.36,-,25.1,31,22,14.86,2.34,12.52,-,-,-,10.86,88.21
56,彰化縣,2011/01,彰化,3.8,0.44,-,19.0,47,30,26.93,6.99,19.94,1.872,0.164,1.708,14.02,72.3
57,彰化縣,2011/01,線西,4.4,0.38,-,27.7,44,24,15.61,3.25,12.36,1.987,0.116,1.871,14.29,76.07
58,彰化縣,2011/01,二林,4.1,0.35,-,27.1,56,29,15.16,3.72,11.44,-,-,-,14.82,72.34
59,南投縣,2011/01,南投,3.3,0.65,-,15.0,55,31,31.57,8.47,23.1,2.199,0.288,1.911,14.75,74.99
60,南投縣,2011/01,埔里,2.0,0.55,-,20.4,47,38,20.14,3.45,16.7,-,-,-,15.45,74.15
61,南投縣,2011/01,竹山,3.0,0.51,-,17.7,56,39,24.56,4.42,20.14,-,-,-,14.19,77.79
