序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
1,臺北市,1999/02,松山,3.7,0.72,22.9,49.0,-,53,19.72,32.99,-,-,-,17.29,-,-,-
2,臺北市,1999/02,古亭,2.9,0.84,24.1,-,-,46,16.43,29.79,2.27,0.34,1.93,16.73,-,-,-
3,臺北市,1999/02,中山,3.1,0.93,22.8,53.0,-,53,16.3,34.35,-,-,-,17.29,-,-,-
4,臺北市,1999/02,大同,5.9,3.03,-,75.0,-,186,131.74,54.49,3.96,1.48,2.48,18.42,-,-,-
5,臺北市,1999/02,萬華,3.0,0.93,23.5,50.0,-,42,10.69,30.94,-,-,-,18.21,-,-,-
6,臺北市,1999/02,陽明,1.4,0.2,50.9,20.0,-,2,0.15,1.99,-,-,-,10.73,-,-,-
7,臺北市,1999/02,士林,2.2,0.57,26.4,37.0,-,27,8.35,19.06,-,-,-,17.02,-,-,-
8,新北市,1999/02,板橋,4.8,0.9,23.0,66.0,-,48,15.07,32.59,2.58,0.46,2.12,17.42,-,-,-
9,新北市,1999/02,三重,4.3,2.47,-,78.0,38,143,91.94,51.4,-,1.04,-,17.06,-,-,-
10,新北市,1999/02,菜寮,3.5,0.99,23.8,60.0,-,45,15.51,29.56,-,-,-,17.33,-,-,-
11,新北市,1999/02,永和,3.7,1.27,-,68.0,-,67,34.39,32.14,-,-,-,19.27,-,-,-
12,新北市,1999/02,新莊,7.2,1.01,19.5,56.0,-,34,10.96,23.14,2.37,0.36,2.01,17.23,-,-,-
13,新北市,1999/02,新店,1.7,0.59,30.9,40.0,-,25,4.88,20.28,-,-,-,16.81,-,-,-
14,新北市,1999/02,淡水,1.8,0.61,32.9,52.0,-,22,6.05,16.05,-,-,-,16.33,-,-,-
15,新北市,1999/02,汐止,3.8,0.98,22.3,68.0,-,53,20.68,32.61,-,-,-,15.83,-,-,-
16,新北市,1999/02,土城,3.4,0.76,27.3,48.0,-,40,13.62,26.96,-,-,-,17.44,-,-,-
17,新北市,1999/02,林口,3.0,0.43,33.4,39.0,-,23,4.07,18.49,-,-,-,14.41,-,-,-
18,新北市,1999/02,萬里,1.2,0.2,45.9,57.0,-,7,0.79,6.61,2.05,0.04,2.01,15.93,-,-,-
19,臺中市,1999/02,西屯,3.5,0.66,18.2,69.0,-,34,11.68,22.5,-,-,-,18.23,-,-,-
20,臺中市,1999/02,忠明,4.0,1.07,23.6,89.0,42,55,20.09,35.01,-,-,-,17.56,-,-,-
21,臺中市,1999/02,豐原,3.6,0.86,24.4,63.0,-,40,9.19,30.66,-,-,-,16.54,-,-,-
22,臺中市,1999/02,沙鹿,5.5,0.62,26.1,71.0,-,29,6.7,22.28,-,-,-,17.63,-,-,-
23,臺中市,1999/02,大里,4.0,0.66,24.3,79.0,-,42,9.48,32.58,-,-,-,18.19,-,-,-
24,臺南市,1999/02,新營,4.7,0.53,28.9,83.0,-,36,10.59,25.85,2.73,0.29,2.44,18.8,-,-,-
25,臺南市,1999/02,善化,4.7,0.55,31.8,-,-,25,4.72,20.52,-,-,-,19.03,-,-,-
26,臺南市,1999/02,安南,-,0.64,32.9,95.0,-,32,8.44,23.95,-,-,-,18.61,-,-,-
27,臺南市,1999/02,臺南,7.1,0.97,25.8,121.0,-,44,11.05,32.97,2.75,0.42,2.33,18.65,-,-,-
28,高雄市,1999/02,左營,8.0,0.82,39.7,104.0,-,35,6.49,28.25,2.78,0.35,2.43,20.02,-,-,-
29,高雄市,1999/02,楠梓,5.2,0.62,36.8,110.0,-,37,8.71,28.27,2.63,0.29,2.34,19.78,-,-,-
30,高雄市,1999/02,前金,11.5,0.96,33.7,98.0,-,37,7.19,30.68,-,-,-,19.96,-,-,-
31,高雄市,1999/02,前鎮,14.0,-,-,111.0,-,58,14.22,43.57,3.07,0.58,2.48,20.74,-,-,-
32,高雄市,1999/02,復興,13.5,1.38,-,-,-,-,-,-,3.03,0.77,2.25,20.65,-,-,-
33,高雄市,1999/02,小港,18.1,0.92,27.5,107.0,-,59,18.55,40.88,2.68,0.42,2.26,21.04,-,-,-
34,高雄市,1999/02,鳳山,15.6,1.06,27.1,127.0,81,54,13.63,39.99,-,-,-,20.72,-,-,-
35,高雄市,1999/02,林園,15.7,0.68,33.6,109.0,66,32,6.19,25.86,2.67,0.45,2.23,21.19,-,-,-
36,高雄市,1999/02,大寮,14.2,0.71,34.7,113.0,-,34,4.99,28.96,2.64,0.42,2.22,21.02,-,-,-
37,高雄市,1999/02,仁武,13.1,0.75,33.5,104.0,-,43,12.0,30.71,2.84,0.42,2.42,20.09,-,-,-
38,高雄市,1999/02,橋頭,6.3,0.68,32.0,92.0,-,33,6.07,26.81,2.73,0.21,2.52,19.27,-,-,-
39,高雄市,1999/02,美濃,2.8,0.58,37.6,76.0,-,20,1.24,18.99,-,-,-,20.26,-,-,-
40,基隆市,1999/02,基隆,6.1,0.74,30.1,59.0,-,36,9.79,25.8,2.49,0.27,2.23,16.27,-,-,-
41,新竹市,1999/02,新竹,4.8,0.73,25.2,59.0,-,37,11.0,26.08,2.73,0.33,2.4,17.03,-,-,-
42,嘉義市,1999/02,嘉義,5.3,0.89,20.9,112.0,-,46,12.64,33.52,2.84,0.47,2.37,18.58,-,-,-
43,宜蘭縣,1999/02,宜蘭,1.4,0.54,31.8,44.0,-,-,-,-,-,-,-,16.68,-,-,-
44,宜蘭縣,1999/02,冬山,1.4,0.45,24.5,50.0,-,23,6.55,16.51,2.41,0.24,2.18,17.22,-,-,-
45,桃園市,1999/02,桃園,6.8,0.61,29.4,50.0,-,37,9.36,27.07,2.57,0.33,2.25,15.97,-,-,-
46,桃園市,1999/02,中壢,5.0,1.22,-,56.0,-,75,31.95,42.69,-,-,-,-,-,-,-
47,桃園市,1999/02,大園,2.3,0.42,36.1,-,-,20,5.56,14.71,-,-,-,15.84,-,-,-
48,桃園市,1999/02,龍潭,2.6,0.48,26.7,52.0,-,29,6.38,23.04,-,-,-,15.26,-,-,-
49,桃園市,1999/02,平鎮,4.5,0.74,27.5,45.0,-,36,8.13,27.79,-,-,-,16.17,-,-,-
50,桃園市,1999/02,觀音,4.9,0.35,37.8,66.0,-,16,2.33,13.92,2.53,0.21,2.31,16.01,-,-,-
51,新竹縣,1999/02,竹東,2.0,0.47,24.1,60.0,-,25,4.9,20.23,-,-,-,16.46,-,-,-
52,新竹縣,1999/02,湖口,2.8,0.47,29.2,60.0,-,24,5.0,19.4,-,-,-,16.51,-,-,-
53,苗栗縣,1999/02,苗栗,3.6,0.66,21.6,78.0,-,38,11.54,25.98,-,-,-,16.53,-,-,-
54,苗栗縣,1999/02,頭份,18.8,-,-,51.0,-,31,10.53,20.46,2.29,0.19,2.1,16.46,-,-,-
55,苗栗縣,1999/02,三義,2.3,0.38,32.4,66.0,-,23,3.55,19.66,2.32,0.09,2.23,14.65,-,-,-
56,彰化縣,1999/02,彰化,6.6,0.8,22.4,93.0,-,48,14.91,32.98,-,-,2.44,17.92,-,-,-
57,彰化縣,1999/02,線西,6.6,-,-,63.0,-,30,6.54,23.22,2.45,0.17,2.28,17.2,-,-,-
58,彰化縣,1999/02,二林,-,-,32.3,98.0,-,21,-,16.94,-,-,-,18.09,-,-,-
59,南投縣,1999/02,南投,2.3,0.74,24.1,87.0,-,33,6.59,26.62,2.6,0.35,2.25,16.46,-,-,-
60,南投縣,1999/02,埔里,2.2,0.95,34.9,141.0,-,18,1.51,16.59,-,-,-,16.19,-,-,-
61,南投縣,1999/02,竹山,1.8,0.61,27.7,106.0,-,33,5.61,27.48,-,-,-,17.61,-,-,-
62,雲林縣,1999/02,斗六,5.4,0.75,19.8,99.0,-,32,7.45,24.11,-,-,-,18.53,-,-,-
63,雲林縣,1999/02,崙背,5.4,0.52,29.2,116.0,-,28,5.46,22.39,2.1,0.17,1.94,17.62,-,-,-
64,雲林縣,1999/02,臺西,4.1,0.45,38.5,95.0,-,18,2.57,14.98,-,-,-,17.35,-,-,-
65,嘉義縣,1999/02,朴子,4.0,0.53,31.6,101.0,-,23,3.73,19.02,-,-,-,17.8,-,-,-
66,嘉義縣,1999/02,新港,3.9,0.13,31.5,112.0,-,25,5.15,20.31,-,-,-,17.67,-,-,-
67,屏東縣,1999/02,屏東,3.9,0.74,37.7,107.0,-,26,2.28,23.3,2.46,0.26,2.2,20.99,-,-,-
68,屏東縣,1999/02,潮州,3.7,0.61,37.7,126.0,-,23,2.09,21.32,-,-,-,20.33,-,-,-
69,屏東縣,1999/02,恆春,0.1,0.19,45.9,22.0,-,1,0.03,0.76,-,-,-,20.49,-,-,-
70,臺東縣,1999/02,臺東,0.4,0.37,30.8,38.0,-,13,2.65,10.34,2.32,0.12,2.2,19.3,-,-,-
71,花蓮縣,1999/02,花蓮,1.0,0.66,24.3,36.0,-,26,6.13,19.49,2.21,0.24,1.97,18.46,-,-,-
,,,,,,,,,,,,,,,,,,
