序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
1,臺北市,2010/12,松山,4.1,0.69,413.76,19.9,62,37,50.51,17.5,33.01,2.28,0.262,2.018,17.36,66.22
2,臺北市,2010/12,古亭,2.6,0.72,-,23.9,69,34,41.19,13.39,27.79,2.213,0.251,1.963,17.77,70.1
3,臺北市,2010/12,中山,5.0,0.9,-,17.6,68,42,57.28,22.14,35.14,2.377,0.336,2.041,17.95,65.64
4,臺北市,2010/12,大同,5.2,1.67,-,-,80,42,101.87,59.44,42.42,2.846,0.677,2.169,-,-
5,臺北市,2010/12,萬華,3.8,0.78,-,18.4,60,32,47.47,14.24,33.23,-,-,-,17.75,65.79
6,臺北市,2010/12,陽明,3.1,0.21,392.63,44.9,34,19,4.75,1.14,3.6,-,-,-,11.06,82.46
7,臺北市,2010/12,士林,3.2,0.61,-,28.2,61,32,31.87,9.57,22.31,-,-,-,17.49,66.83
8,新北市,2010/12,板橋,5.9,0.78,-,23.7,65,38,41.69,11.56,30.12,2.44,0.412,2.028,18.16,61.94
9,新北市,2010/12,三重,4.7,2.02,-,-,86,43,157.92,108.75,49.18,3.068,0.973,2.095,17.59,64.17
10,新北市,2010/12,菜寮,5.1,0.91,-,18.9,68,35,51.85,18.52,33.32,-,-,-,18.1,64.1
11,新北市,2010/12,永和,4.0,1.06,-,20.5,65,34,52.95,24.0,28.95,2.28,0.452,1.828,17.63,65.14
12,新北市,2010/12,新莊,5.6,0.75,-,23.8,70,37,43.13,14.14,28.99,-,-,-,17.83,65.98
13,新北市,2010/12,新店,2.8,0.5,-,25.4,55,33,22.26,4.78,17.48,-,-,-,17.52,71.07
