序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
48,桃園市,1999/04,龍潭,3.7,0.54,35.3,64.0,-,29,4.46,24.42,-,-,-,21.27,-,-,-
49,桃園市,1999/04,平鎮,6.5,0.72,40.2,51.0,-,34,5.64,28.11,2.29,0.32,1.97,22.13,-,-,-
50,桃園市,1999/04,觀音,6.2,0.38,41.9,60.0,-,18,2.05,15.46,2.52,0.17,2.35,21.89,-,-,-
51,新竹縣,1999/04,竹東,2.5,0.53,38.6,69.0,-,24,3.18,20.5,-,-,-,22.74,-,-,-
52,新竹縣,1999/04,湖口,4.2,0.51,36.0,66.0,-,25,5.11,19.73,-,-,-,22.61,-,-,-
53,苗栗縣,1999/04,苗栗,4.6,0.67,24.1,90.0,-,36,7.47,28.2,-,-,-,23.13,-,-,-
54,苗栗縣,1999/04,頭份,14.0,-,-,75.0,-,30,6.48,23.12,2.48,0.22,2.25,22.6,-,-,-
55,苗栗縣,1999/04,三義,3.2,0.45,33.8,85.0,-,28,3.8,23.93,2.42,0.12,2.3,21.33,-,-,-
56,彰化縣,1999/04,彰化,7.6,0.9,24.1,95.0,-,48,11.85,36.17,2.86,0.39,2.47,24.05,-,-,-
57,彰化縣,1999/04,線西,6.0,-,-,77.0,-,26,3.85,21.85,2.6,0.15,2.45,23.28,-,-,-
58,彰化縣,1999/04,二林,5.4,0.48,30.4,86.0,-,23,3.81,18.86,-,-,-,23.96,-,-,-
59,南投縣,1999/04,南投,3.4,0.7,28.3,93.0,-,35,6.38,28.6,2.56,0.33,2.23,23.1,-,-,-
60,南投縣,1999/04,埔里,6.1,-,46.8,89.0,-,15,2.86,11.86,2.54,0.27,2.28,23.04,-,-,-
61,南投縣,1999/04,竹山,2.3,0.58,28.7,111.0,-,34,6.2,27.74,-,-,-,26.34,-,-,-
62,雲林縣,1999/04,斗六,6.1,0.68,20.5,97.0,-,32,6.26,25.74,-,-,-,24.51,-,-,-
63,雲林縣,1999/04,崙背,5.0,0.46,34.6,104.0,-,24,3.73,20.36,3.8,0.34,3.46,23.74,-,-,-
64,雲林縣,1999/04,臺西,3.2,0.37,46.1,88.0,-,13,1.45,11.81,-,-,-,23.16,-,-,-
65,嘉義縣,1999/04,朴子,4.1,0.5,37.3,95.0,-,20,2.96,17.16,-,-,-,24.37,-,-,-
66,嘉義縣,1999/04,新港,4.2,0.55,32.7,106.0,-,23,3.92,19.41,-,-,-,23.69,-,-,-
67,屏東縣,1999/04,屏東,5.5,0.66,39.1,84.0,-,21,2.14,19.33,2.34,0.25,2.09,26.25,-,-,-
68,屏東縣,1999/04,潮州,3.8,0.53,40.4,85.0,-,19,2.37,16.68,-,-,-,25.52,-,-,-
69,屏東縣,1999/04,恆春,0.3,0.2,45.9,32.0,-,1,0.06,1.08,-,-,-,24.31,-,-,-
70,臺東縣,1999/04,臺東,0.4,0.43,35.3,44.0,-,12,2.3,9.28,2.44,0.12,2.32,23.52,-,-,-
71,花蓮縣,1999/04,花蓮,0.5,0.64,27.7,63.0,-,20,3.75,16.65,2.18,0.22,1.95,22.74,-,-,-
,,,,,,,,,,,,,,,,,,
