序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","相對濕度 RH (percent)","紫外線指數 UVB (UVI)"
51,新竹縣,2006/03,湖口,5.1,0.45,-,35.9,80,41,24.18,4.75,19.42,-,-,-,17.56,-,-,77.44,-
52,苗栗縣,2006/03,苗栗,6.9,0.62,-,29.7,78,45,29.15,7.2,21.95,-,-,-,18.61,-,-,75.51,-
53,苗栗縣,2006/03,頭份,5.4,0.52,-,31.6,82,45,26.85,5.92,20.93,-,-,-,16.74,-,-,77.26,-
54,苗栗縣,2006/03,三義,3.4,0.41,-,32.5,70,40,17.37,2.52,14.84,2.055,0.161,1.894,16.18,-,-,81.04,-
55,彰化縣,2006/03,彰化,6.1,0.63,-,21.7,87,48,39.07,10.56,28.5,2.181,0.258,1.923,19.54,-,-,68.29,-
56,彰化縣,2006/03,線西,6.5,0.48,-,32.6,90,51,25.74,4.52,21.21,-,-,-,19.18,-,-,76.93,-
57,彰化縣,2006/03,二林,4.6,0.45,-,34.0,71,46,19.71,2.92,16.79,-,-,-,19.63,-,-,73.9,-
58,南投縣,2006/03,南投,4.4,0.74,-,24.7,94,53,32.85,7.41,25.44,2.31,0.27,2.039,20.77,-,-,71.37,-
59,南投縣,2006/03,埔里,2.5,0.6,-,29.2,79,45,20.01,3.12,16.88,-,-,-,20.5,-,-,71.94,-
60,南投縣,2006/03,竹山,3.6,0.62,-,28.9,104,63,27.84,5.05,22.78,-,-,-,20.65,-,-,72.44,-
61,雲林縣,2006/03,斗六,4.6,0.61,-,26.5,99,55,27.56,4.64,22.91,-,-,-,21.01,-,-,70.05,-
62,雲林縣,2006/03,崙背,4.7,0.47,-,34.7,97,48,16.35,2.84,13.5,2.448,0.297,2.151,19.88,-,-,73.98,-
63,雲林縣,2006/03,臺西,5.0,0.38,-,42.7,81,48,15.97,3.38,12.62,-,-,-,20.82,-,-,75.33,-
64,嘉義縣,2006/03,朴子,4.0,0.47,-,34.0,112,49,17.08,2.43,14.65,-,-,-,21.3,-,-,69.6,-
65,嘉義縣,2006/03,新港,4.0,0.52,-,31.9,109,57,20.95,4.25,16.69,-,-,-,19.87,-,-,75.03,-
66,屏東縣,2006/03,屏東,6.0,0.68,-,32.5,108,54,23.05,2.9,20.14,2.353,0.34,2.012,23.22,-,-,69.48,-
67,屏東縣,2006/03,潮州,6.3,0.58,-,34.6,101,59,26.93,4.45,22.48,-,-,-,23.1,-,-,71.73,-
68,屏東縣,2006/03,恆春,2.4,0.2,416.47,48.2,37,18,6.15,2.8,3.35,-,-,-,23.07,-,-,75.24,-
69,臺東縣,2006/03,臺東,2.8,0.44,-,38.9,42,20,11.9,4.49,7.4,1.959,0.238,1.727,21.96,-,-,74.3,-
70,臺東縣,2006/03,關山,1.8,0.3,-,31.3,37,17,6.78,2.19,4.59,-,-,-,20.09,-,-,75.89,-
71,花蓮縣,2006/03,花蓮,2.4,0.58,-,27.1,47,26,19.94,4.03,15.91,2.082,0.203,1.879,21.5,-,-,72.06,-
72,澎湖縣,2006/03,馬公,1.9,0.34,-,54.4,69,31,5.11,0.62,4.43,1.855,0.035,1.85,19.65,-,-,77.49,-
73,金門縣,2006/03,金門,9.4,0.61,-,42.0,134,66,20.76,4.63,16.12,2.141,0.206,1.935,15.46,-,-,-,-
74,連江縣,2006/03,馬祖,5.0,0.42,-,53.2,80,38,10.09,1.69,8.4,1.92,0.073,1.847,13.61,-,-,72.89,-
,,,,,,,,,,,,,,,,,,,,
