序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
1,臺北市,2001/06,松山,3.5,0.86,19.7,34.0,-,40,15.71,24.59,-,-,-,28.48,-,-,-
2,臺北市,2001/06,古亭,2.6,0.92,20.4,34.0,19,41,16.98,24.35,2.3,0.4,1.9,29.47,-,-,-
3,臺北市,2001/06,中山,3.7,0.97,19.2,43.0,-,44,17.02,27.41,2.77,0.43,2.33,29.01,-,-,-
4,臺北市,2001/06,大同,6.5,2.89,-,-,-,127,85.37,41.22,3.83,1.44,2.39,29.55,-,-,-
5,臺北市,2001/06,萬華,2.2,0.73,21.7,47.0,-,33,7.53,25.25,-,-,-,29.4,-,-,-
6,臺北市,2001/06,陽明,2.1,0.24,32.8,16.0,-,6,0.48,5.28,-,-,-,23.44,-,-,-
7,臺北市,2001/06,士林,2.1,0.75,20.8,30.0,-,30,10.24,19.46,-,-,-,28.49,-,-,-
8,新北市,2001/06,板橋,6.5,0.76,22.9,39.0,-,39,13.86,25.16,2.49,0.37,2.13,28.94,-,-,-
9,新北市,2001/06,三重,6.3,2.49,-,56.0,38,134,92.52,41.05,2.79,0.75,2.05,29.29,-,-,-
10,新北市,2001/06,菜寮,4.3,1.0,18.6,44.0,-,43,16.56,26.68,-,-,-,28.69,-,-,-
11,新北市,2001/06,永和,4.5,1.58,15.7,44.0,-,58,29.47,29.14,2.71,0.69,2.02,28.49,-,-,-
12,新北市,2001/06,新莊,7.0,0.73,27.4,43.0,-,37,13.01,23.56,2.49,0.53,1.97,28.45,-,-,-
13,新北市,2001/06,新店,1.7,0.55,23.9,33.0,-,19,3.78,15.23,-,-,-,28.6,-,-,-
14,新北市,2001/06,淡水,3.0,0.77,18.7,39.0,-,25,6.77,18.72,-,-,-,28.62,-,-,-
15,新北市,2001/06,汐止,3.5,0.8,14.4,46.0,-,48,21.19,26.36,-,-,-,27.78,-,-,-
16,新北市,2001/06,土城,4.5,0.76,20.5,38.0,-,41,16.07,24.96,-,-,-,28.11,-,-,-
17,新北市,2001/06,林口,5.3,0.46,23.8,38.0,-,27,8.23,18.94,-,-,-,26.73,-,-,-
18,新北市,2001/06,萬里,2.1,0.38,27.8,25.0,-,12,2.55,9.63,2.39,0.09,2.31,27.18,-,-,-
19,臺中市,2001/06,西屯,2.4,0.55,14.4,46.0,-,27,9.3,17.59,2.2,0.19,2.02,27.08,-,-,-
20,臺中市,2001/06,忠明,1.7,0.85,19.3,38.0,23,32,9.09,23.03,-,-,-,28.25,-,-,-
21,臺中市,2001/06,豐原,2.3,0.62,20.0,30.0,-,22,3.87,18.53,-,-,-,27.42,-,-,-
22,臺中市,2001/06,沙鹿,2.0,0.46,13.7,28.0,-,17,3.53,13.42,-,-,-,28.69,-,-,-
23,臺中市,2001/06,大里,2.1,0.67,19.6,39.0,-,22,4.47,17.31,-,-,-,28.44,-,-,-
24,臺南市,2001/06,新營,2.3,0.41,20.3,24.0,-,13,2.51,10.38,2.46,0.16,2.3,27.96,-,-,-
25,臺南市,2001/06,善化,3.9,0.32,26.1,23.0,-,10,2.15,7.84,-,-,-,27.23,-,-,-
26,臺南市,2001/06,安南,5.8,0.49,20.8,32.0,-,18,4.81,13.35,-,-,-,28.18,-,-,-
27,臺南市,2001/06,臺南,4.0,0.54,22.6,37.0,-,17,3.34,13.35,2.19,0.13,2.06,28.0,-,-,-
28,高雄市,2001/06,左營,6.5,0.74,24.1,34.0,-,20,5.89,14.03,2.24,0.26,1.98,27.99,-,-,-
29,高雄市,2001/06,楠梓,4.6,0.47,19.7,37.0,-,24,7.6,16.01,2.32,0.25,2.07,28.43,-,-,-
30,高雄市,2001/06,前金,7.4,0.7,18.5,27.0,-,22,7.13,14.6,-,-,-,28.61,-,-,-
31,高雄市,2001/06,前鎮,11.7,-,-,38.0,-,24,8.5,15.9,2.1,0.31,1.79,28.89,-,-,-
32,高雄市,2001/06,復興,11.4,0.88,-,44.0,-,34,12.27,21.38,2.38,0.49,1.89,28.78,-,-,-
33,高雄市,2001/06,小港,12.6,0.77,15.7,37.0,-,34,13.33,21.02,2.23,0.26,1.97,28.75,-,-,-
34,高雄市,2001/06,鳳山,7.2,0.98,23.2,40.0,39,23,7.86,15.47,-,-,-,29.41,-,-,-
35,高雄市,2001/06,林園,2.6,0.36,13.2,38.0,17,9,1.83,7.6,2.19,0.26,1.92,28.32,-,-,-
36,高雄市,2001/06,大寮,6.7,0.49,17.2,36.0,-,14,2.98,11.3,2.19,0.15,2.03,28.48,-,-,-
37,高雄市,2001/06,仁武,6.6,0.47,23.9,36.0,-,23,6.24,16.34,2.98,0.26,2.72,28.53,-,-,-
38,高雄市,2001/06,橋頭,4.5,0.5,19.0,26.0,-,25,10.97,13.83,2.14,0.11,2.03,27.94,-,-,-
39,高雄市,2001/06,美濃,0.8,0.35,26.3,33.0,-,7,1.2,6.15,-,-,-,27.42,-,-,-
40,基隆市,2001/06,基隆,4.5,0.69,21.1,38.0,-,29,9.15,20.33,2.42,0.25,2.17,28.01,-,-,-
