序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
41,新竹市,2001/06,新竹,4.2,0.58,17.5,28.0,-,25,7.47,17.22,2.49,0.19,2.3,29.05,-,-,-
42,嘉義市,2001/06,嘉義,2.1,0.59,18.7,40.0,-,19,4.06,15.06,2.03,0.23,1.81,28.57,-,-,-
43,宜蘭縣,2001/06,宜蘭,1.4,0.44,21.2,30.0,-,14,2.75,10.89,-,-,-,27.54,-,-,-
44,宜蘭縣,2001/06,冬山,2.2,0.51,12.4,32.0,-,17,6.09,11.16,2.2,0.13,2.07,27.53,-,-,-
45,桃園市,2001/06,桃園,12.1,0.65,18.7,36.0,-,33,10.28,22.46,2.25,0.29,1.96,28.21,-,-,-
46,桃園市,2001/06,中壢,5.3,1.54,-,35.0,-,62,33.53,28.04,-,-,-,27.9,-,-,-
47,桃園市,2001/06,大園,4.2,0.44,20.2,-,-,22,8.05,14.38,-,-,-,28.4,-,-,-
48,桃園市,2001/06,龍潭,2.6,0.45,27.7,37.0,-,23,5.57,17.73,-,-,-,27.11,-,-,-
49,桃園市,2001/06,平鎮,3.7,0.63,20.0,38.0,-,34,13.61,20.48,2.09,0.24,1.85,27.7,-,-,-
50,桃園市,2001/06,觀音,4.3,0.31,25.0,26.0,-,15,2.99,11.64,2.48,0.19,2.29,27.76,-,-,-
51,新竹縣,2001/06,竹東,1.9,0.44,21.9,30.0,-,17,2.82,13.85,-,-,-,27.61,-,-,-
52,新竹縣,2001/06,湖口,2.5,0.45,20.0,37.0,-,21,6.71,13.82,-,-,-,28.6,-,-,-
53,苗栗縣,2001/06,苗栗,2.4,0.47,17.5,25.0,-,20,5.91,13.82,-,-,-,28.05,-,-,-
54,苗栗縣,2001/06,頭份,9.4,-,-,49.0,-,25,9.28,16.18,2.09,0.12,1.97,29.07,-,-,-
55,苗栗縣,2001/06,三義,0.9,0.35,22.1,24.0,-,13,3.14,10.26,2.23,0.07,2.16,25.52,-,-,-
56,彰化縣,2001/06,彰化,3.5,0.58,16.9,33.0,-,24,6.31,17.84,2.36,0.21,2.15,28.64,-,-,-
57,彰化縣,2001/06,線西,1.0,-,-,33.0,-,16,4.5,11.62,2.27,0.11,2.15,27.69,-,-,-
58,彰化縣,2001/06,二林,1.6,0.3,18.9,48.0,-,13,3.01,9.73,-,-,-,28.71,-,-,-
59,南投縣,2001/06,南投,0.5,0.44,21.6,32.0,-,15,2.98,12.02,1.96,0.08,1.88,27.46,-,-,-
60,南投縣,2001/06,埔里,1.7,0.72,19.9,40.0,-,11,2.29,8.08,2.16,0.14,2.02,25.02,-,-,-
61,南投縣,2001/06,竹山,1.2,0.43,17.9,35.0,-,12,2.19,9.93,-,-,-,27.29,-,-,-
62,雲林縣,2001/06,斗六,3.3,0.53,19.7,31.0,-,17,4.07,13.36,-,-,-,27.79,-,-,-
63,雲林縣,2001/06,崙背,1.2,0.35,20.3,38.0,-,13,3.08,9.52,-,-,-,28.61,-,-,-
64,雲林縣,2001/06,臺西,1.1,0.37,15.4,38.0,-,11,2.8,7.85,-,-,-,27.98,-,-,-
65,嘉義縣,2001/06,朴子,1.8,0.35,18.4,33.0,-,13,2.55,10.18,-,-,-,28.22,-,-,-
66,嘉義縣,2001/06,新港,1.9,0.37,22.9,31.0,-,15,4.02,10.73,-,-,-,27.52,-,-,-
67,屏東縣,2001/06,屏東,3.1,0.54,23.8,31.0,-,16,3.42,12.94,2.24,0.18,2.06,27.93,-,-,-
68,屏東縣,2001/06,潮州,1.6,0.32,20.1,31.0,-,12,2.64,9.56,-,-,-,28.2,-,-,-
69,屏東縣,2001/06,恆春,0.2,0.23,19.1,21.0,-,1,0.05,0.79,-,-,-,27.92,-,-,-
70,臺東縣,2001/06,臺東,0.2,0.49,16.7,-,-,10,2.85,6.76,2.09,0.07,2.03,29.18,-,-,-
71,花蓮縣,2001/06,花蓮,0.6,0.55,13.7,23.0,-,15,4.69,10.27,2.11,0.21,1.9,28.66,-,-,-
72,連江縣,2001/06,馬祖,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,
