序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
1,臺北市,2011/09,松山,3.7,0.45,398.57,26.9,46,29,24.72,5.79,18.92,2.108,0.167,1.941,27.56,69.23
2,臺北市,2011/09,古亭,3.1,0.49,-,27.8,52,30,25.17,6.32,18.85,2.087,0.146,1.941,27.98,73.69
3,臺北市,2011/09,中山,3.7,0.6,-,25.4,57,36,31.19,8.38,22.81,2.155,0.216,1.939,28.4,69.38
4,臺北市,2011/09,大同,4.4,1.47,-,-,51,34,64.91,33.66,31.25,2.582,0.562,2.02,-,-
5,臺北市,2011/09,萬華,3.0,0.5,-,24.7,42,30,29.19,6.88,22.31,-,-,-,29.03,68.95
6,臺北市,2011/09,陽明,1.7,0.14,389.25,40.0,22,17,2.99,0.93,2.03,-,-,-,20.48,92.42
7,臺北市,2011/09,士林,3.0,0.34,-,33.7,44,27,14.3,2.7,11.6,-,-,-,28.27,64.34
8,新北市,2011/09,板橋,4.2,0.53,-,28.8,43,29,25.04,5.0,20.03,2.238,0.264,1.975,27.68,65.33
9,新北市,2011/09,三重,3.9,1.65,-,-,60,35,104.81,66.52,38.29,2.681,0.676,2.005,28.0,65.48
10,新北市,2011/09,菜寮,3.6,0.51,-,31.6,47,31,21.81,4.32,17.49,-,-,-,28.09,66.52
11,新北市,2011/09,永和,3.0,0.78,-,24.9,42,30,28.81,10.86,17.95,2.228,0.307,1.921,27.94,67.61
12,新北市,2011/09,新莊,3.6,0.44,-,30.8,44,26,19.62,3.49,16.13,-,-,-,28.64,67.52
13,新北市,2011/09,新店,2.8,0.33,-,32.4,40,24,12.82,2.3,10.51,-,-,-,27.46,70.05
14,新北市,2011/09,淡水,2.7,0.33,-,31.9,38,27,11.71,2.23,9.47,-,-,-,-,-
15,新北市,2011/09,汐止,4.8,0.35,-,24.2,41,24,23.19,6.12,17.07,-,-,-,27.68,76.73
16,新北市,2011/09,土城,3.6,0.47,-,29.1,47,29,21.92,5.99,15.93,2.178,0.206,1.972,27.99,71.32
17,新北市,2011/09,林口,3.3,0.3,-,32.3,46,25,15.39,2.55,12.84,-,-,-,26.52,76.14
18,新北市,2011/09,萬里,2.7,0.2,-,36.8,53,21,7.32,1.87,5.44,-,-,-,26.67,79.28
19,臺中市,2011/09,西屯,3.3,0.42,-,39.8,67,43,20.56,3.77,16.79,2.271,0.25,2.021,28.05,72.63
20,臺中市,2011/09,豐原,3.8,0.52,-,42.0,66,39,17.7,1.93,15.77,2.168,0.185,1.983,27.6,71.82
21,臺中市,2011/09,沙鹿,3.5,0.37,-,40.7,63,44,16.28,1.86,14.42,-,-,-,28.11,72.01
22,臺中市,2011/09,大里,3.3,0.57,415.88,42.2,71,38,23.11,3.15,19.96,2.226,0.271,1.955,28.84,66.53
23,臺南市,2011/09,新營,4.2,0.37,-,41.8,77,38,13.98,3.43,10.55,2.145,0.085,2.06,28.54,76.95
24,臺南市,2011/09,善化,5.7,0.29,416.79,42.4,64,39,14.01,3.0,11.01,-,-,-,28.24,80.29
25,臺南市,2011/09,安南,4.7,0.35,-,42.7,68,38,14.43,3.71,10.72,2.152,0.173,1.979,29.29,73.34
26,臺南市,2011/09,臺南,4.5,0.43,-,44.4,64,31,14.38,1.63,12.75,2.062,0.19,1.872,29.01,75.71
