序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
38,高雄市,2011/05,橋頭,4.5,0.39,-,30.7,59,35,18.95,4.11,14.83,-,-,-,27.43,78.02
39,高雄市,2011/05,美濃,3.1,0.29,-,32.4,53,28,11.36,3.12,8.24,-,-,-,26.86,80.28
40,基隆市,2011/05,基隆,2.9,0.41,-,35.7,29,19,19.02,3.77,15.25,2.086,0.137,1.949,24.18,84.87
41,新竹市,2011/05,新竹,3.3,0.44,-,32.6,43,28,20.69,3.44,17.25,2.109,0.186,1.923,24.97,78.17
42,嘉義市,2011/05,嘉義,3.9,0.43,-,29.5,70,46,17.3,2.93,14.36,2.098,0.182,1.916,26.55,73.62
43,宜蘭縣,2011/05,宜蘭,2.1,0.34,411.17,34.7,34,20,10.01,1.78,8.23,-,-,-,24.86,81.35
44,宜蘭縣,2011/05,冬山,2.3,0.4,-,29.6,31,18,15.7,4.21,11.48,-,-,-,24.42,84.92
45,桃園市,2011/05,桃園,6.8,0.61,-,31.9,49,26,28.37,5.6,22.77,2.243,0.278,1.966,24.68,80.69
46,桃園市,2011/05,中壢,5.1,1.05,-,27.7,62,29,48.45,18.28,30.17,2.687,0.497,2.19,23.86,81.46
47,桃園市,2011/05,大園,4.5,0.34,-,34.1,39,25,25.09,4.09,21.0,-,-,-,23.12,77.56
48,桃園市,2011/05,龍潭,2.8,0.42,-,35.1,51,24,22.53,3.71,18.83,-,-,-,23.64,82.89
49,桃園市,2011/05,平鎮,4.7,0.43,-,33.3,51,24,26.3,4.32,21.98,-,-,-,24.3,79.41
50,桃園市,2011/05,觀音,5.7,0.27,-,38.0,59,24,14.98,2.08,12.9,-,-,-,24.38,85.27
51,新竹縣,2011/05,竹東,1.3,0.34,-,32.3,47,30,17.86,2.99,14.87,-,-,-,24.31,81.18
52,新竹縣,2011/05,湖口,3.7,0.32,-,37.2,46,26,16.56,3.02,13.55,-,-,-,24.26,78.39
53,苗栗縣,2011/05,苗栗,3.3,0.41,-,30.8,44,30,19.46,3.73,15.73,-,-,-,24.84,78.3
54,苗栗縣,2011/05,頭份,3.1,0.37,-,36.1,44,26,18.24,3.13,15.11,2.123,0.114,2.008,24.65,78.1
55,苗栗縣,2011/05,三義,2.5,0.32,-,32.6,44,26,15.57,2.58,12.99,-,-,-,22.64,86.37
56,彰化縣,2011/05,彰化,4.7,0.4,-,27.5,51,35,26.14,5.47,20.67,1.89,0.174,1.716,25.95,74.11
57,彰化縣,2011/05,線西,4.4,0.35,-,36.9,53,31,14.65,2.19,12.46,2.057,0.122,1.935,24.91,80.82
58,彰化縣,2011/05,二林,3.5,0.29,-,35.4,66,36,13.56,3.59,9.97,-,-,-,26.07,76.74
59,南投縣,2011/05,南投,3.1,0.51,-,29.3,67,30,21.02,3.7,17.33,2.091,0.184,1.907,25.84,76.7
60,南投縣,2011/05,埔里,2.1,0.37,-,34.1,44,34,13.3,1.62,11.68,-,-,-,24.7,76.18
61,南投縣,2011/05,竹山,2.7,0.33,-,32.0,54,35,15.78,2.32,13.46,-,-,-,25.01,79.19
62,雲林縣,2011/05,斗六,3.1,0.4,-,31.8,57,38,18.03,2.94,15.09,-,-,-,26.61,77.15
63,雲林縣,2011/05,崙背,3.0,0.28,-,37.0,54,20,13.46,2.57,10.88,-,-,-,25.7,83.77
64,雲林縣,2011/05,臺西,3.3,0.25,-,46.4,42,30,9.07,1.82,7.25,2.071,0.064,2.007,25.67,80.1
65,嘉義縣,2011/05,朴子,3.0,0.32,-,36.4,60,31,11.95,2.05,9.9,-,-,-,26.36,78.86
66,嘉義縣,2011/05,新港,3.1,0.3,-,32.8,57,32,12.95,2.22,10.72,-,-,-,25.59,75.84
67,屏東縣,2011/05,屏東,3.4,0.46,-,32.9,59,29,15.19,3.38,11.81,2.116,0.165,1.951,27.54,73.49
68,屏東縣,2011/05,潮州,3.3,0.29,-,29.1,51,30,11.75,2.59,9.16,-,-,-,26.74,75.72
69,屏東縣,2011/05,恆春,2.3,0.14,400.18,35.2,20,13,3.41,1.31,2.09,-,-,-,25.68,80.29
70,臺東縣,2011/05,臺東,1.7,0.36,-,30.2,23,11,8.74,2.55,6.19,-,-,-,25.96,83.76
71,臺東縣,2011/05,關山,2.1,-,-,22.7,17,11,5.84,2.13,3.71,-,-,-,24.56,83.61
72,花蓮縣,2011/05,花蓮,1.6,0.41,-,29.6,29,18,13.01,2.82,10.19,-,-,-,25.35,84.0
73,澎湖縣,2011/05,馬公,1.9,0.25,-,50.8,41,22,6.11,1.42,4.68,-,-,-,25.05,81.93
74,金門縣,2011/05,金門,6.2,0.43,-,40.8,79,43,20.34,5.36,14.98,-,-,-,23.81,82.28
75,連江縣,2011/05,馬祖,2.7,0.32,-,50.3,58,35,8.69,1.48,7.2,-,-,-,20.28,86.88
,,,,,,,,,,,,,,,,,
