序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
22,臺中市,2000/05,沙鹿,4.9,0.64,25.7,65.0,-,25,3.53,21.47,-,-,-,25.96,-,-,-
23,臺中市,2000/05,大里,3.9,0.8,24.2,60.0,-,35,5.93,28.59,-,-,-,25.24,-,-,-
24,臺南市,2000/05,新營,3.8,0.55,33.6,58.0,-,21,2.69,18.3,2.44,0.14,2.31,26.9,-,-,-
25,臺南市,2000/05,善化,4.3,0.51,33.2,67.0,-,18,2.92,15.13,-,-,-,26.91,-,-,-
26,臺南市,2000/05,安南,4.3,0.54,35.9,78.0,-,19,2.83,16.43,-,-,-,26.57,-,-,-
27,臺南市,2000/05,臺南,5.9,0.78,24.6,70.0,-,26,4.21,21.89,2.56,0.29,2.28,27.37,-,-,-
28,高雄市,2000/05,左營,5.4,0.58,41.6,58.0,-,19,3.13,16.19,2.19,0.21,1.97,27.04,-,-,-
29,高雄市,2000/05,楠梓,3.6,0.48,34.9,77.0,-,23,4.48,18.95,2.36,0.2,2.15,27.28,-,-,-
30,高雄市,2000/05,前金,5.4,0.57,36.5,54.0,-,21,3.1,17.94,-,-,-,27.84,-,-,-
31,高雄市,2000/05,前鎮,10.5,-,-,73.0,-,29,5.09,24.34,2.16,0.3,1.86,26.78,-,-,-
32,高雄市,2000/05,復興,6.0,0.92,-,88.0,-,44,14.03,30.17,2.46,0.45,2.01,27.23,-,-,-
33,高雄市,2000/05,小港,9.9,0.65,35.2,92.0,-,34,4.93,28.83,2.26,0.27,1.99,27.38,-,-,-
34,高雄市,2000/05,鳳山,7.4,0.81,29.4,82.0,40,28,4.01,23.81,-,-,-,27.73,-,-,-
35,高雄市,2000/05,林園,6.2,0.47,37.6,65.0,43,13,1.55,11.23,2.11,0.2,1.91,27.31,-,-,-
36,高雄市,2000/05,大寮,8.5,0.69,33.5,84.0,-,18,1.53,17.04,2.42,0.17,2.25,27.19,-,-,-
37,高雄市,2000/05,仁武,7.0,0.51,33.2,74.0,-,34,11.45,22.34,2.39,0.2,2.19,27.42,-,-,-
38,高雄市,2000/05,橋頭,4.7,0.48,30.9,58.0,-,22,3.4,18.81,2.55,0.7,1.85,27.15,-,-,-
39,高雄市,2000/05,美濃,1.5,0.45,33.2,65.0,-,12,1.03,10.89,-,-,-,26.72,-,-,-
40,基隆市,2000/05,基隆,4.7,0.71,37.1,68.0,-,27,5.32,21.73,2.53,0.27,2.26,24.92,-,-,-
41,新竹市,2000/05,新竹,5.9,0.66,32.4,54.0,-,28,4.99,22.86,2.6,0.25,2.35,26.14,-,-,-
42,嘉義市,2000/05,嘉義,3.5,0.79,29.0,87.0,-,26,3.66,22.5,2.13,0.22,1.91,25.77,-,-,-
43,宜蘭縣,2000/05,宜蘭,1.4,0.5,31.3,43.0,-,13,1.51,11.96,-,-,-,24.38,-,-,-
44,宜蘭縣,2000/05,冬山,2.7,0.6,22.6,49.0,-,20,4.97,14.59,2.27,0.14,2.13,25.32,-,-,-
45,桃園市,2000/05,桃園,9.6,0.71,31.5,62.0,-,31,5.07,25.92,2.4,0.36,2.04,25.16,-,-,-
46,桃園市,2000/05,中壢,7.1,1.39,-,63.0,-,54,19.89,33.73,2.67,0.54,2.14,25.03,-,-,-
47,桃園市,2000/05,大園,4.8,0.48,36.8,75.0,-,20,3.73,16.21,-,-,-,25.44,-,-,-
48,桃園市,2000/05,龍潭,3.4,0.6,33.2,66.0,-,27,3.51,23.73,-,-,-,24.12,-,-,-
49,桃園市,2000/05,平鎮,6.8,0.71,29.9,53.0,-,32,4.47,27.17,2.64,0.26,2.38,25.93,-,-,-
50,桃園市,2000/05,觀音,7.3,0.42,41.9,61.0,-,21,3.19,17.41,2.56,0.2,2.36,24.85,-,-,-
51,新竹縣,2000/05,竹東,2.2,0.61,31.5,58.0,-,21,2.57,18.44,-,-,-,25.12,-,-,-
52,新竹縣,2000/05,湖口,4.7,0.59,33.2,72.0,-,23,4.28,18.7,-,-,-,25.12,-,-,-
53,苗栗縣,2000/05,苗栗,4.2,0.6,24.1,59.0,-,29,6.0,23.48,-,-,-,25.27,-,-,-
54,苗栗縣,2000/05,頭份,11.4,-,-,75.0,-,29,8.35,20.41,2.45,0.19,2.26,25.95,-,-,-
55,苗栗縣,2000/05,三義,1.7,0.4,30.6,59.0,-,20,3.88,16.13,2.16,0.08,2.08,23.22,-,-,-
56,彰化縣,2000/05,彰化,5.7,0.85,24.1,71.0,-,37,8.86,28.34,2.55,0.32,2.22,26.29,-,-,-
57,彰化縣,2000/05,線西,1.9,-,-,69.0,-,23,4.45,18.43,2.46,0.14,2.32,25.46,-,-,-
58,彰化縣,2000/05,二林,4.9,0.46,29.7,93.0,-,17,2.45,14.91,-,-,-,26.35,-,-,-
59,南投縣,2000/05,南投,1.6,0.64,28.2,85.0,-,26,4.34,21.67,2.08,0.19,1.89,26.44,-,-,-
60,南投縣,2000/05,竹山,2.2,0.55,26.4,82.0,-,27,3.91,22.61,-,-,-,25.77,-,-,-
61,雲林縣,2000/05,斗六,4.4,0.65,29.7,77.0,-,26,4.6,20.98,-,-,-,25.81,-,-,-
62,雲林縣,2000/05,崙背,1.6,0.44,32.7,-,-,17,2.25,14.68,2.42,0.14,2.28,25.83,-,-,-
63,雲林縣,2000/05,臺西,2.3,0.43,39.8,77.0,-,14,1.68,11.94,-,-,-,25.44,-,-,-
64,嘉義縣,2000/05,朴子,2.6,0.43,34.2,73.0,-,15,1.55,13.67,-,-,-,26.55,-,-,-
65,嘉義縣,2000/05,新港,2.3,0.46,37.7,-,-,17,2.71,14.53,-,-,-,25.75,-,-,-
66,屏東縣,2000/05,屏東,3.3,0.61,29.4,71.0,-,18,1.71,16.07,2.32,0.2,2.12,26.61,-,-,-
67,屏東縣,2000/05,潮州,2.9,0.43,32.5,-,-,15,1.66,13.44,-,-,-,26.56,-,-,-
68,屏東縣,2000/05,恆春,0.1,0.24,39.6,29.0,-,1,0.02,0.72,-,-,-,25.94,-,-,-
69,臺東縣,2000/05,臺東,0.3,0.48,30.3,34.0,-,10,1.89,7.63,1.73,0.09,1.63,25.46,-,-,-
70,花蓮縣,2000/05,花蓮,0.5,0.56,24.8,33.0,-,15,2.78,12.09,2.15,0.2,1.95,25.14,-,-,-
71,連江縣,2000/05,馬祖,-,-,-,30.0,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,
