序號,縣市,監測月份,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),"懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )",氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),總碳氫化合物 THC (ppm),非甲烷碳氫化合物 NMHC (ppm),甲烷 CH4 (ppm),風速 WIND_SPEED (m/sec),小時風速值 WS_HR (m/sec),溫度 AMB_TEMP (℃),降雨強度 RAIN_INT (㎜),酸雨 PH_RAIN (pH),相對濕度 RH (percent),導電度 RAIN_COND (μmho/cm)
19,新北市,2018/01,萬里,2.2,0.24,-,41.5,41,13,5.95,1.25,4.69,-,-,-,4.63,4.3,15.96,1.52,4.41,78.43,217.9
20,臺中市,2018/01,西屯,2.2,0.4,-,28.6,43,19,21.87,4.75,17.12,1.898,0.156,1.742,2.89,2.57,16.73,1.14,5.63,73.12,5.96
21,臺中市,2018/01,忠明,2.1,0.49,-,22.1,38,19,27.46,7.16,20.3,1.98,0.179,1.801,1.92,1.46,17.84,-,-,72.84,-
22,臺中市,2018/01,豐原,2.1,0.38,-,24.7,35,17,15.36,2.94,12.43,1.961,0.153,1.808,1.97,1.68,16.12,-,-,78,-
23,臺中市,2018/01,沙鹿,1.9,0.37,-,28.9,39,17,17.15,3.17,13.98,-,-,-,4.23,3.88,16.58,-,-,81.27,-
24,臺中市,2018/01,大里,2.2,0.58,445.6,18.1,47,16,28.69,6.6,22.1,2.077,0.235,1.841,1.73,1.32,17.77,-,-,77.74,-
25,臺南市,2018/01,新營,2.5,0.41,-,22.4,74,28,19.59,2.55,17.03,1.961,0.116,1.845,2.45,2.2,18,1,5.71,78.62,16.7
26,臺南市,2018/01,善化,2.8,0.4,437,21.6,54,30,18.29,2.73,15.56,-,-,-,3.06,2.65,18.84,-,-,78.96,-
27,臺南市,2018/01,安南,2.4,0.42,-,26.1,66,30,19.14,2.94,16.2,2.139,0.128,2.011,2.59,2.27,18.68,-,-,76.68,-
28,臺南市,2018/01,臺南,2.4,0.5,-,26.1,65,30,20.82,3.54,17.28,2.068,0.175,1.893,2.47,2.08,18.11,-,-,79.63,-
29,高雄市,2018/01,左營,2.9,0.54,-,26.2,80,39,25.19,3.19,22,2.195,0.178,2.017,2.34,2.15,18.83,-,-,77.17,-
30,高雄市,2018/01,楠梓,2.6,0.5,-,25.1,86,43,24.94,5.99,18.95,2.209,0.19,2.019,2.14,1.85,18.55,-,-,75.96,-
31,高雄市,2018/01,前金,2.6,0.56,-,26.7,75,41,24.35,3.77,20.58,2.158,0.183,1.975,2.4,2.11,19.3,-,-,75.53,-
32,高雄市,2018/01,前鎮,3.9,0.66,-,22.4,80,42,31.43,5.74,25.69,2.231,0.227,2.005,1.68,1.33,20.11,-,-,73.01,-
33,高雄市,2018/01,復興,4.1,0.81,-,20.6,79,43,36,7.88,28.12,2.349,0.323,2.026,1.07,0.6,19.91,-,-,72.94,-
34,高雄市,2018/01,小港,6,0.62,-,21.5,79,40,40.23,8.67,31.55,2.211,0.259,1.952,1.8,1.43,20.44,0.91,6.34,72.67,38.76
35,高雄市,2018/01,鳳山,4.2,0.65,-,18.6,82,39,33.04,5.92,27.12,2.369,0.301,2.068,1.54,1.13,20.39,0.95,6.66,70.45,41.46
36,高雄市,2018/01,林園,5.2,0.51,-,29.3,78,30,26.81,3.54,23.27,2.26,0.137,2.123,2.3,2.1,20.44,-,-,75.16,-
37,高雄市,2018/01,大寮,4,0.54,-,23.9,68,40,29.74,4.86,24.88,2.367,0.233,2.134,1.78,1.56,20.33,-,-,73.66,-
38,高雄市,2018/01,仁武,3.3,0.52,-,24.8,79,36,28.74,6.09,22.65,2.267,0.234,2.033,1.92,1.73,19.24,-,-,76.08,-
39,高雄市,2018/01,橋頭,3,0.51,-,22.4,71,39,23.98,4.23,19.74,-,-,-,2.39,2.08,19.66,0.97,6.71,76.38,22.45
40,高雄市,2018/01,美濃,1.6,0.41,-,25.8,62,28,12.1,1.5,10.59,-,-,-,0.99,0.71,19.58,-,-,78.13,-
41,基隆市,2018/01,基隆,1.9,0.33,-,33.5,21,11,12.96,2.71,10.24,1.962,0.079,1.883,1.52,1.17,16.24,-,-,79.92,-
42,新竹市,2018/01,新竹,2.1,0.41,-,27.8,32,15,17.48,2.41,15.09,1.95,0.13,1.82,2.68,2.12,16.57,-,-,77.18,-
43,嘉義市,2018/01,嘉義,3.5,0.52,-,20.4,65,32,24.02,3.66,20.36,1.997,0.19,1.807,2.12,1.81,16.63,-,-,79.92,-
44,宜蘭縣,2018/01,宜蘭,1.3,0.33,434.28,33.8,30,12,8.37,1.01,7.34,-,-,-,1.37,1.02,16.45,-,-,79.63,-
45,宜蘭縣,2018/01,冬山,1.5,0.3,-,30.5,27,9,12.07,3.21,8.86,-,-,-,1.76,1.47,15.98,1.78,4.88,83.29,36.26
46,桃園市,2018/01,桃園,5.1,0.42,-,27.1,30,12,20.33,4.35,15.98,2.056,0.117,1.939,1.91,1.5,15.93,-,-,82.73,-
47,桃園市,2018/01,中壢,2.7,0.79,-,19.8,40,12,45.7,19.92,25.78,2.193,0.274,1.919,1.47,0.79,16.28,-,-,78.08,-
48,桃園市,2018/01,大園,3.3,0.32,-,33.1,36,12,19.63,4.37,15.26,-,-,-,5.33,5,16.61,-,-,79.93,-
49,桃園市,2018/01,龍潭,2.2,0.38,-,31.3,30,13,16.76,3.14,13.62,-,-,-,3.64,3.33,15.44,-,-,78.98,-
50,桃園市,2018/01,平鎮,2.5,0.46,-,27.7,35,13,22.75,4.73,18.02,-,-,-,2.87,2.54,16.43,-,-,77.7,-
51,桃園市,2018/01,觀音,4,0.3,-,30.1,43,19,14.27,1.57,12.69,-,-,-,5.14,4.56,15.92,1.75,4.67,79.87,65
52,新竹縣,2018/01,竹東,1.9,0.34,-,27.9,26,17,12.78,2.34,10.44,-,-,-,1.99,1.58,16.56,-,-,77.03,-
53,新竹縣,2018/01,湖口,2.7,0.33,-,34.6,36,13,13.26,2.21,11.05,-,-,-,4.53,4.23,15.78,-,-,78.46,-
54,苗栗縣,2018/01,苗栗,2.5,0.43,-,23.9,41,19,19.41,4.08,15.33,-,-,-,2.31,1.98,16.88,-,-,77.38,-
55,苗栗縣,2018/01,頭份,2.4,0.37,-,29.2,36,15,17.79,2.84,14.96,2.049,0.111,1.938,2.42,1.96,16.38,-,-,79.3,-
56,苗栗縣,2018/01,三義,1.6,0.3,-,30.5,30,17,11.08,1.4,9.68,-,-,-,3.83,3.64,14.09,1.06,5.49,89.33,9.26
57,彰化縣,2018/01,彰化,2.5,0.47,-,22.3,44,20,20.19,3.28,16.9,2.043,0.169,1.874,5.27,4.7,17.56,-,-,80.37,-
58,彰化縣,2018/01,線西,3.3,0.39,-,29.3,46,22,17.01,2.74,14.26,2.004,0.098,1.906,1.29,0.5,17.67,-,-,81.83,-
59,彰化縣,2018/01,二林,4.2,0.38,-,26.9,41,22,13.59,2.02,11.55,-,-,-,3.65,3.37,17.12,-,-,83.07,-
60,南投縣,2018/01,南投,2.3,0.53,-,15.9,55,27,26.9,5.22,21.68,1.999,0.213,1.786,1.46,1.14,18.43,2.56,5.81,77.54,32.24
61,南投縣,2018/01,埔里,2.2,0.45,-,21.9,35,23,17.96,3.14,14.82,-,-,-,1.16,0.87,17.32,-,-,83.57,-
62,南投縣,2018/01,竹山,1.9,0.42,-,21.2,56,35,19.2,3.16,16.03,-,-,-,1.39,1.09,17.17,-,-,81,-
63,雲林縣,2018/01,斗六,2.4,0.42,-,22.7,53,27,21.25,3.18,18.07,-,-,-,1.75,1.49,17.91,-,-,77.41,-
64,雲林縣,2018/01,崙背,3.1,0.36,-,29.1,53,27,14.95,2.18,12.77,-,-,-,3.31,3.01,17.24,1.53,6.6,79.76,30.49
65,雲林縣,2018/01,麥寮,2.5,0.32,-,30.9,58,22,11.84,1.89,9.95,2.059,0.065,1.995,4.51,4.15,17.96,-,-,80.83,-
66,雲林縣,2018/01,臺西,2.4,0.29,-,36.9,41,20,9.68,1.24,8.43,1.955,0.03,1.925,6.92,6.69,16.77,-,-,82.05,-
67,嘉義縣,2018/01,朴子,2.6,0.34,-,31.3,66,23,11.97,2.08,9.89,-,-,-,2.34,1.99,17.87,-,-,81.27,-
68,嘉義縣,2018/01,新港,2.4,0.39,-,27.1,62,26,15.22,2.43,12.79,-,-,-,2.89,2.62,16.94,-,-,76.5,-
69,屏東縣,2018/01,屏東,2.8,0.55,-,26.6,69,37,21.44,2.29,19.14,2.192,0.167,2.026,1.53,1.21,20.35,-,-,73.35,-
70,屏東縣,2018/01,潮州,2.8,0.45,-,30.5,83,41,16.79,2.23,14.55,-,-,-,1.42,1.12,20.84,-,-,81.63,-
71,屏東縣,2018/01,恆春,1.6,0.18,418.42,43.4,24,9,2.64,0.54,2.06,-,-,-,8.8,8.55,20.37,1.63,5.05,78.55,20.6
72,臺東縣,2018/01,臺東,1.2,0.33,-,28.4,22,9,7.61,1.67,5.93,-,-,-,2.2,1.79,19.53,0.88,5.99,77.08,14.95
73,臺東縣,2018/01,關山,2.6,-,-,25.7,21,10,6.13,1.29,4.83,-,-,-,1.66,1.35,17.73,-,-,81.31,-
74,花蓮縣,2018/01,花蓮,1.7,0.33,-,27.9,24,9,10.41,1.68,8.72,-,-,-,2.23,1.91,18.27,0.81,5.06,78.71,92.74
75,澎湖縣,2018/01,馬公,1.6,0.27,-,40.6,33,15,5.17,1.15,4.01,-,-,-,5.66,4.91,17.39,1.11,5.27,82.78,111.05
76,金門縣,2018/01,金門,3.7,0.37,-,32.5,56,27,15.16,2.41,12.73,-,-,-,3.09,2.59,14.72,1.55,5.03,70.28,17.8
77,連江縣,2018/01,馬祖,2.4,0.35,-,37,45,26,8.51,0.94,7.54,-,-,-,2.73,2.25,10.94,0.88,5.14,78.52,23.71
,,,,,,,,,,,,,,,,,,,,,,
