序號,縣市,監測月份,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),"懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )",氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),總碳氫化合物 THC (ppm),非甲烷碳氫化合物 NMHC (ppm),甲烷 CH4 (ppm),風速 WIND_SPEED (m/sec),小時風速值 WS_HR (m/sec),溫度 AMB_TEMP (℃),降雨強度 RAIN_INT (㎜),酸雨 PH_RAIN (pH),相對濕度 RH (percent),導電度 RAIN_COND (μmho/cm)
1,臺北市,2018/01,松山,2.3,0.44,433.89,25.1,26,12,26.86,7.22,19.65,1.957,0.123,1.834,1.84,1.44,16.5,-,-,76.37,-
2,臺北市,2018/01,古亭,1.9,0.45,-,27.3,24,10,24.2,6.08,18.11,2.037,0.126,1.911,2.46,2.12,17.01,-,-,77.36,-
3,臺北市,2018/01,中山,2.4,0.6,-,22.4,28,12,34.72,10.86,23.86,2.074,0.17,1.904,2.11,1.67,17.24,-,-,80.44,-
4,臺北市,2018/01,大同,3.2,1,-,-,43,14,66.99,36.92,30.07,2.302,0.301,2.001,-,-,-,-,-,-,-
5,臺北市,2018/01,萬華,2.4,0.48,-,21.1,25,12,29.07,7.04,22.04,-,-,-,2.31,1.94,17.6,-,-,74.49,-
6,臺北市,2018/01,陽明,1.4,0.19,417.11,41.4,9,5,2.19,0.49,1.73,-,-,-,3.5,-,10.72,1.55,4.82,94.97,71.42
7,臺北市,2018/01,士林,1.8,0.34,-,33.4,23,9,14.17,3.41,10.77,-,-,-,2.43,2.09,17.88,-,-,75.34,-
8,新北市,2018/01,板橋,2.4,0.5,-,26.9,27,15,24.39,5.66,18.73,2.083,0.175,1.908,2.33,1.95,17.4,1.5,4.52,73.14,26
9,新北市,2018/01,三重,3.7,1.24,-,-,42,11,95.38,61.57,33.81,2.354,0.386,1.968,-,-,17.7,-,-,71,-
10,新北市,2018/01,菜寮,2.5,0.47,-,25.6,27,12,23.53,5.5,18.03,-,-,-,2.65,2.32,17.1,-,-,73.98,-
11,新北市,2018/01,永和,2.1,0.6,-,28.1,24,13,28.16,10.65,17.51,2.083,0.194,1.889,2.17,1.92,17.85,-,-,77.82,-
12,新北市,2018/01,新莊,2.1,0.47,-,28.8,26,10,24.27,6.68,17.59,-,-,-,3.5,3.09,17.23,-,-,70.87,-
13,新北市,2018/01,新店,1.8,0.4,-,31.3,21,12,17.59,3.34,14.25,-,-,-,1.69,1.32,17.17,-,-,77.36,-
14,新北市,2018/01,淡水,1.8,0.33,-,27,24,10,11.2,2.59,8.61,-,-,-,1.85,-,16.58,-,-,76.14,-
15,新北市,2018/01,汐止,2.3,0.41,-,29.2,25,16,23.25,6.84,16.42,-,-,-,2.03,1.76,16.81,-,-,83.76,-
16,新北市,2018/01,土城,2.2,0.46,-,29,27,13,20.53,4.71,15.82,2.119,0.166,1.953,1.54,0.91,17.29,-,-,77.28,-
17,新北市,2018/01,林口,2.2,0.32,-,34.1,32,12,17.29,3.99,13.29,-,-,-,3.29,2.88,14.77,-,-,85.89,-
18,新北市,2018/01,富貴角,0.7,0.19,-,43.6,43,16,2.99,0.19,2.88,1.931,0.034,1.896,7.46,7.16,16.2,-,-,80.56,-
