序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","相對濕度 RH (percent)","紫外線指數 UVB (UVI)"
42,宜蘭縣,2005/09,宜蘭,1.8,0.29,391.53,21.9,33,16,9.44,2.89,6.55,-,-,-,27.99,-,-,72.51,-
43,宜蘭縣,2005/09,冬山,2.8,0.34,-,19.2,35,15,15.82,6.93,8.89,-,-,-,27.36,-,-,75.86,-
44,桃園市,2005/09,桃園,9.8,0.46,-,23.4,52,30,24.32,6.04,18.28,2.238,0.286,1.952,28.33,-,-,68.6,-
45,桃園市,2005/09,中壢,8.0,0.81,-,18.2,56,31,41.73,18.49,23.24,-,-,-,27.98,-,-,72.32,-
46,桃園市,2005/09,大園,6.1,0.28,-,25.4,50,30,27.07,8.82,18.25,-,-,-,29.81,-,-,67.44,-
47,桃園市,2005/09,龍潭,3.1,0.38,-,25.4,50,22,20.27,4.7,15.57,-,-,-,26.67,-,-,69.46,-
48,桃園市,2005/09,平鎮,6.7,0.39,-,25.5,55,28,22.4,5.79,16.62,-,-,-,27.68,-,-,66.83,-
49,桃園市,2005/09,觀音,10.1,0.26,-,24.2,61,29,21.26,6.03,15.22,2.18,0.305,1.876,28.53,-,-,71.96,-
50,新竹縣,2005/09,竹東,1.8,0.41,-,30.9,50,30,15.07,2.84,12.22,-,-,-,28.63,-,-,68.63,-
51,新竹縣,2005/09,湖口,5.2,0.32,-,28.7,53,31,19.53,5.07,14.46,-,-,-,28.35,-,-,71.47,-
52,苗栗縣,2005/09,苗栗,3.8,0.44,-,29.8,53,35,20.48,4.96,15.52,-,-,-,28.58,-,-,71.62,-
53,苗栗縣,2005/09,頭份,3.3,0.31,-,29.7,56,37,17.82,3.78,14.04,-,-,-,26.94,-,-,72.44,-
54,苗栗縣,2005/09,三義,3.0,0.3,-,41.4,63,37,13.06,2.2,10.86,1.966,0.097,1.869,25.46,-,-,78.16,-
55,彰化縣,2005/09,彰化,9.2,0.48,-,29.1,83,57,29.09,7.95,21.14,2.149,0.249,1.9,29.36,-,-,68.71,-
56,彰化縣,2005/09,線西,5.4,0.25,-,32.6,73,44,17.55,3.29,14.24,-,-,-,29.2,-,-,72.3,-
57,彰化縣,2005/09,二林,3.9,0.3,-,36.4,85,54,12.94,3.91,9.03,-,-,-,28.68,-,-,70.51,-
58,南投縣,2005/09,南投,3.5,0.49,-,36.9,69,42,17.94,3.14,14.8,1.973,0.143,1.83,28.95,-,-,71.37,-
59,南投縣,2005/09,埔里,3.2,0.41,-,37.1,55,40,12.27,1.86,10.4,-,-,-,27.61,-,-,69.74,-
60,南投縣,2005/09,竹山,3.4,0.25,-,39.1,73,47,11.42,1.32,10.07,-,-,-,28.45,-,-,72.46,-
61,雲林縣,2005/09,斗六,4.9,0.38,-,38.0,79,51,12.63,1.8,10.83,-,-,-,29.3,-,-,69.99,-
62,雲林縣,2005/09,崙背,4.3,0.31,-,35.9,82,52,12.95,3.34,9.61,-,-,-,28.95,-,-,75.03,-
63,雲林縣,2005/09,臺西,7.3,0.25,-,41.3,65,36,15.68,5.11,10.57,-,-,-,27.62,-,-,75.93,-
64,嘉義縣,2005/09,朴子,3.8,0.36,-,38.2,90,46,13.24,2.41,10.82,-,-,-,28.88,-,-,71.59,-
65,嘉義縣,2005/09,新港,3.3,0.33,-,36.4,87,50,14.01,2.77,11.24,-,-,-,28.62,-,-,74.82,-
66,屏東縣,2005/09,屏東,5.6,0.55,-,34.6,80,49,-,-,-,2.258,0.306,1.953,28.98,-,-,72.5,-
67,屏東縣,2005/09,潮州,3.7,0.28,-,38.4,69,44,10.62,1.94,8.67,-,-,-,28.51,-,-,76.69,-
68,屏東縣,2005/09,恆春,1.2,0.14,381.25,30.3,26,15,2.06,0.73,1.26,-,-,-,27.54,-,-,76.75,-
69,臺東縣,2005/09,臺東,1.4,0.3,-,23.8,46,15,9.4,4.95,4.45,2.067,0.334,1.733,28.39,-,-,74.69,-
70,臺東縣,2005/09,關山,1.8,0.14,-,15.4,28,-,5.52,1.84,3.67,-,-,-,28.11,-,-,72.99,-
71,花蓮縣,2005/09,花蓮,1.8,0.38,-,15.6,34,16,12.88,4.47,8.41,1.97,0.172,1.798,29.56,-,-,70.89,-
72,澎湖縣,2005/09,馬公,2.5,0.2,-,40.9,47,26,4.81,0.89,3.87,-,-,-,28.22,-,-,78.08,-
73,金門縣,2005/09,金門,7.4,0.35,-,35.6,81,39,11.77,3.17,8.59,2.064,0.211,1.853,28.04,-,-,-,-
74,連江縣,2005/09,馬祖,2.6,0.17,-,44.2,53,27,3.42,1.08,2.3,1.847,0.099,1.747,28.05,-,-,76.26,-
,,,,,,,,,,,,,,,,,,,,
