序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","相對濕度 RH (percent)","紫外線指數 UVB (UVI)"
1,臺北市,2005/09,松山,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,臺北市,2005/09,古亭,3.6,0.5,-,18.6,46,23,27.61,11.24,16.37,2.201,0.191,2.011,28.52,-,-,70.75,-
3,臺北市,2005/09,中山,4.3,0.6,-,14.3,40,24,34.41,14.71,19.7,2.059,0.471,1.588,28.92,-,-,65.45,-
4,臺北市,2005/09,萬華,3.2,0.48,-,20.4,42,23,20.34,6.96,13.37,-,-,-,30.36,-,-,66.17,-
5,臺北市,2005/09,陽明,2.6,0.11,376.59,32.2,16,14,2.95,1.07,1.85,-,-,-,21.16,-,-,-,-
6,臺北市,2005/09,士林,3.1,0.28,-,23.1,41,21,13.42,4.12,9.29,-,-,-,28.98,-,-,67.41,-
7,新北市,2005/09,板橋,3.6,0.5,-,21.3,35,19,22.92,7.22,15.7,2.082,0.311,1.771,28.97,-,-,65.77,-
8,新北市,2005/09,三重,5.3,1.34,-,11.8,56,36,82.46,56.79,25.67,-,-,-,29.26,-,-,-,-
9,新北市,2005/09,菜寮,4.0,0.48,-,19.2,34,17,22.52,7.43,15.1,-,-,-,29.59,-,-,65.41,-
10,新北市,2005/09,永和,4.0,0.8,-,16.9,35,21,36.23,17.78,18.45,-,-,-,30.03,-,-,66.72,-
11,新北市,2005/09,新莊,5.0,0.41,-,21.1,38,21,19.29,5.21,14.08,-,-,-,28.64,-,-,68.99,-
12,新北市,2005/09,新店,2.4,0.29,-,23.2,25,15,12.08,3.23,8.84,-,-,-,28.38,-,-,66.65,-
13,新北市,2005/09,淡水,2.3,0.31,-,23.4,40,18,12.55,3.28,9.27,-,-,-,-,-,-,-,-
14,新北市,2005/09,汐止,4.9,0.3,-,19.7,29,16,17.48,4.97,12.51,-,-,-,28.14,-,-,71.26,-
15,新北市,2005/09,土城,2.7,0.4,-,22.2,35,20,22.28,7.48,14.79,-,-,-,29.65,-,-,66.63,-
16,新北市,2005/09,林口,3.1,0.26,-,23.1,38,-,15.32,3.06,12.25,-,-,-,26.54,-,-,72.36,-
17,新北市,2005/09,萬里,2.9,0.17,-,28.3,31,20,7.15,1.9,5.24,1.658,0.04,1.621,27.83,-,-,77.18,-
18,臺中市,2005/09,西屯,4.2,0.46,-,34.6,90,52,21.13,5.0,16.13,2.243,0.298,1.945,29.0,-,-,70.09,-
19,臺中市,2005/09,忠明,3.3,0.62,-,36.1,80,52,26.34,5.83,20.51,-,-,-,28.64,-,-,66.57,-
20,臺中市,2005/09,豐原,3.6,0.56,-,39.5,67,47,18.58,3.01,15.56,2.009,0.216,1.793,27.63,-,-,72.35,-
21,臺中市,2005/09,沙鹿,4.5,0.44,-,34.7,67,42,20.65,3.35,17.3,-,-,-,28.62,-,-,73.31,-
22,臺中市,2005/09,大里,4.9,0.47,412.27,40.2,94,57,26.06,4.78,21.28,-,-,-,29.43,-,-,70.52,-
23,臺南市,2005/09,新營,4.1,0.36,-,43.7,84,45,13.89,1.6,12.26,2.234,0.144,2.09,28.15,-,-,74.76,-
24,臺南市,2005/09,善化,5.2,0.22,410.18,34.7,74,41,12.64,2.01,10.63,-,-,-,28.56,-,-,77.2,-
25,臺南市,2005/09,安南,5.5,0.36,-,37.8,74,44,15.03,3.56,11.47,-,-,-,29.4,-,-,69.64,-
26,臺南市,2005/09,臺南,5.2,0.46,-,39.9,74,42,16.74,3.14,13.59,1.982,0.258,1.724,28.85,-,-,75.44,-
27,高雄市,2005/09,左營,6.8,0.49,-,38.2,70,47,27.59,9.81,17.78,-,-,-,28.12,-,-,75.93,-
28,高雄市,2005/09,楠梓,6.7,0.45,-,36.7,86,49,20.28,3.47,16.81,1.85,0.178,1.672,29.2,-,-,69.95,-
29,高雄市,2005/09,前金,7.3,0.53,-,42.6,74,49,22.25,4.82,17.43,-,-,-,29.19,-,-,74.35,-
30,高雄市,2005/09,前鎮,9.1,0.49,-,32.3,74,45,25.51,3.73,21.78,-,-,-,28.96,-,-,69.94,-
31,高雄市,2005/09,復興,8.6,0.79,-,32.5,60,34,33.44,8.29,25.15,-,-,-,29.03,-,-,70.46,-
32,高雄市,2005/09,小港,11.7,0.48,-,32.0,71,52,29.37,7.25,22.12,1.885,0.254,1.631,29.78,-,-,71.05,-
33,高雄市,2005/09,鳳山,4.8,0.65,-,38.0,79,47,26.2,4.11,22.09,-,-,-,28.89,-,-,76.9,-
34,高雄市,2005/09,林園,6.3,0.29,-,47.4,75,53,15.33,5.82,9.51,-,-,-,28.53,-,-,73.77,-
35,高雄市,2005/09,大寮,3.9,0.4,-,34.7,73,45,17.54,3.62,13.92,-,-,-,28.9,-,-,74.14,-
36,高雄市,2005/09,仁武,11.8,0.44,-,32.5,87,42,26.97,6.17,20.8,2.162,0.22,1.942,29.76,-,-,73.93,-
37,高雄市,2005/09,橋頭,4.9,0.29,-,26.4,84,43,20.71,9.93,10.78,-,-,-,29.34,-,-,77.74,-
38,高雄市,2005/09,美濃,3.3,0.28,-,38.9,62,30,8.02,1.28,6.73,-,-,-,28.23,-,-,74.18,-
39,基隆市,2005/09,基隆,4.6,0.3,-,22.3,29,19,13.07,3.74,9.32,-,-,-,28.77,-,-,73.12,-
40,新竹市,2005/09,新竹,4.1,0.45,-,25.8,53,33,24.8,5.96,18.84,2.272,0.257,2.015,28.94,-,-,66.7,-
41,嘉義市,2005/09,嘉義,2.6,0.4,-,31.9,92,47,14.61,1.83,12.77,-,-,-,27.0,-,-,71.77,-
