序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN"
1,臺北市,1993/12,松山,8.2,1.03,12.0,60.0,55,23,31.17,-,-,-,16.92,-,-
2,臺北市,1993/12,古亭,3.6,1.24,8.5,53.0,63,29,33.1,2.23,0.4,1.86,17.64,-,-
3,臺北市,1993/12,中山,7.0,1.32,10.0,59.0,71,34,35.51,2.44,0.41,2.05,17.81,-,-
4,臺北市,1993/12,大同,33.5,5.42,-,138.0,270,217,51.55,4.55,2.62,1.93,18.27,-,-
5,臺北市,1993/12,萬華,5.2,1.17,12.2,41.0,44,15,27.47,-,-,-,17.62,-,-
6,臺北市,1993/12,陽明,1.1,0.24,38.3,-,2,0,-,-,-,-,10.29,-,-
7,臺北市,1993/12,士林,4.3,0.73,22.0,47.0,37,13,16.85,-,-,-,17.54,-,-
8,新北市,1993/12,板橋,8.3,1.06,13.5,59.0,49,16,33.01,3.17,0.72,2.45,18.41,-,-
9,新北市,1993/12,菜寮,6.8,1.04,13.9,64.0,47,18,29.26,-,-,-,17.89,-,-
10,新北市,1993/12,新莊,8.3,0.9,14.1,55.0,39,12,28.03,2.68,0.66,2.03,17.35,-,-
11,新北市,1993/12,新店,3.8,0.67,18.9,45.0,27,6,19.23,-,-,-,17.54,-,-
12,新北市,1993/12,淡水,2.2,0.59,28.7,72.0,19,5,12.62,-,-,-,17.23,-,-
13,新北市,1993/12,汐止,7.6,0.91,12.9,61.0,64,31,30.92,-,-,-,16.58,-,-
14,新北市,1993/12,土城,4.5,0.71,18.3,52.0,28,8,20.69,-,-,-,17.71,-,-
15,新北市,1993/12,林口,4.3,0.54,24.2,44.0,21,6,15.94,-,-,-,15.66,-,-
16,新北市,1993/12,萬里,2.0,0.27,36.0,49.0,-,-,-,1.55,-,1.51,17.12,-,-
17,臺中市,1993/12,西屯,5.5,0.7,21.4,65.0,32,9,22.3,1.88,0.22,1.67,17.95,-,-
18,臺中市,1993/12,忠明,6.2,1.25,15.6,88.0,67,28,38.69,-,-,-,17.91,-,-
19,臺中市,1993/12,豐原,7.3,1.11,16.3,70.0,54,16,38.02,-,-,-,17.04,-,-
20,臺中市,1993/12,沙鹿,9.4,0.73,21.6,82.0,34,9,25.52,-,-,-,17.9,-,-
21,臺中市,1993/12,大里,8.3,1.34,15.1,96.0,61,21,40.74,-,-,-,18.2,-,-
22,臺南市,1993/12,新營,7.6,0.68,20.0,106.0,46,12,32.54,-,-,-,17.87,-,-
23,臺南市,1993/12,善化,7.3,0.61,24.4,113.0,34,9,25.49,-,-,-,18.06,-,-
24,臺南市,1993/12,安南,8.1,0.73,19.4,108.0,45,16,26.79,-,-,-,18.58,-,-
25,臺南市,1993/12,臺南,11.0,1.2,15.1,125.0,50,18,31.55,2.56,0.55,2.01,19.03,-,-
26,高雄市,1993/12,左營,14.6,1.23,22.6,115.0,55,18,35.57,2.71,0.44,2.26,18.81,-,-
27,高雄市,1993/12,楠梓,9.0,0.76,18.2,132.0,61,23,37.31,2.72,0.37,2.36,20.25,-,-
28,高雄市,1993/12,前金,21.4,1.32,15.3,150.0,62,23,39.11,-,-,-,19.65,-,-
29,高雄市,1993/12,前鎮,17.4,-,-,138.0,87,34,50.82,2.54,0.73,1.8,19.89,-,-
30,高雄市,1993/12,小港,24.3,1.52,14.7,162.0,108,54,49.71,2.9,0.79,2.11,21.31,-,-
31,高雄市,1993/12,鳳山,36.0,1.39,17.6,182.0,79,35,43.52,-,-,-,19.67,-,-
32,高雄市,1993/12,林園,37.6,1.08,26.8,189.0,54,15,38.33,2.73,0.84,1.97,20.33,-,-
33,高雄市,1993/12,大寮,60.0,0.99,18.9,174.0,57,16,40.82,-,-,-,20.46,-,-
34,高雄市,1993/12,仁武,24.2,0.92,14.6,148.0,71,28,42.67,2.32,0.63,1.7,19.33,-,-
35,高雄市,1993/12,橋頭,12.2,0.88,19.2,137.0,56,20,37.04,2.42,0.33,2.08,19.61,-,-
36,高雄市,1993/12,美濃,4.7,0.68,26.0,124.0,30,5,23.98,-,-,-,19.11,-,-
37,基隆市,1993/12,基隆,6.9,0.91,19.1,46.0,35,14,22.07,2.21,0.36,1.86,17.28,-,-
38,新竹市,1993/12,新竹,6.4,0.7,23.7,66.0,31,11,20.36,2.27,0.18,2.09,17.48,-,-
39,嘉義市,1993/12,嘉義,10.4,1.15,16.7,131.0,65,21,44.23,2.63,0.61,2.03,18.47,-,-
40,宜蘭縣,1993/12,宜蘭,2.3,0.66,18.8,42.0,21,5,15.07,-,-,-,17.07,-,-
41,宜蘭縣,1993/12,冬山,2.0,-,-,46.0,28,10,17.12,2.4,0.21,2.19,16.77,-,-
42,桃園市,1993/12,桃園,10.9,0.73,17.0,56.0,38,10,28.55,2.23,0.24,1.99,16.82,-,-
43,桃園市,1993/12,大園,5.4,0.38,27.2,33.0,15,3,11.4,-,-,-,16.21,-,-
44,桃園市,1993/12,龍潭,10.9,0.56,21.2,48.0,25,6,18.03,-,-,-,15.92,-,-
45,桃園市,1993/12,平鎮,6.3,0.84,17.4,57.0,34,8,26.09,2.18,0.3,1.88,16.11,-,-
46,桃園市,1993/12,觀音,7.9,0.36,30.3,59.0,10,1,8.97,3.32,1.08,2.08,17.03,-,-
47,新竹縣,1993/12,竹東,3.0,0.46,20.4,56.0,25,7,17.26,-,-,-,16.98,-,-
48,新竹縣,1993/12,湖口,5.0,0.49,23.8,41.0,19,6,14.05,-,-,-,16.79,-,-
49,苗栗縣,1993/12,苗栗,6.7,0.7,20.0,59.0,41,15,25.53,-,-,-,17.1,-,-
50,苗栗縣,1993/12,頭份,92.7,-,-,74.0,60,29,29.34,2.51,0.38,2.11,17.47,-,-
51,苗栗縣,1993/12,三義,2.4,0.43,22.3,50.0,20,5,14.65,2.24,0.2,2.04,15.08,-,-
52,彰化縣,1993/12,彰化,8.4,1.04,13.0,-,56,22,34.17,2.59,0.49,2.09,18.17,-,-
53,彰化縣,1993/12,線西,8.1,-,-,59.0,26,9,21.79,1.79,0.14,1.64,17.61,-,-
54,彰化縣,1993/12,二林,8.4,0.52,20.3,81.0,24,5,18.66,-,-,-,17.35,-,-
55,南投縣,1993/12,南投,4.6,0.98,19.7,104.0,43,12,29.87,-,-,-,17.87,-,-
56,雲林縣,1993/12,斗六,6.8,1.02,15.4,122.0,45,16,28.52,-,-,-,18.19,-,-
57,雲林縣,1993/12,崙背,7.9,0.6,17.5,84.0,36,9,27.4,-,-,-,17.34,-,-
58,雲林縣,1993/12,臺西,5.1,0.41,26.6,73.0,16,2,15.08,-,-,-,17.7,-,-
59,嘉義縣,1993/12,朴子,5.8,0.46,20.7,92.0,31,8,23.4,-,-,-,17.76,-,-
60,嘉義縣,1993/12,新港,6.0,0.65,23.0,88.0,34,9,25.4,-,-,-,15.63,-,-
61,屏東縣,1993/12,屏東,10.0,1.01,24.8,156.0,43,7,34.37,2.93,0.73,2.21,20.45,-,-
62,屏東縣,1993/12,潮州,11.7,0.83,26.6,158.0,39,9,29.55,-,-,-,19.77,-,-
63,屏東縣,1993/12,恆春,0.0,0.28,36.5,20.0,2,2,-,-,-,-,20.93,-,-
64,臺東縣,1993/12,臺東,1.0,0.62,20.8,32.0,15,3,11.88,2.07,0.14,1.93,20.14,-,-
65,花蓮縣,1993/12,花蓮,1.7,0.81,17.1,46.0,25,9,15.33,1.98,0.24,1.74,19.39,-,-
,,,,,,,,,,,,,,,,
