序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
1,臺北市,2010/04,松山,3.5,0.72,414.32,28.2,58,35,44.41,13.87,30.54,2.098,0.295,1.802,21.29,73.03
2,臺北市,2010/04,古亭,3.2,0.75,-,28.4,59,31,39.75,11.79,27.96,2.204,0.271,1.933,21.02,77.63
3,臺北市,2010/04,中山,4.0,0.93,-,23.3,65,37,51.81,17.96,33.85,2.449,0.365,2.084,21.43,74.34
4,臺北市,2010/04,萬華,3.2,0.81,-,23.6,50,30,43.21,12.57,30.64,-,-,-,20.93,77.07
5,臺北市,2010/04,陽明,1.8,0.26,395.13,51.0,21,15,4.4,1.05,3.34,-,-,-,13.38,90.49
6,臺北市,2010/04,士林,2.9,0.59,-,35.2,61,24,26.97,6.98,19.98,-,-,-,20.85,74.59
7,新北市,2010/04,板橋,4.8,0.82,-,30.8,53,32,39.55,10.23,29.32,2.502,0.461,2.041,21.13,71.26
8,新北市,2010/04,三重,4.2,2.08,-,-,81,40,143.28,93.6,49.69,2.849,0.901,1.948,20.99,72.3
9,新北市,2010/04,菜寮,3.8,0.88,-,29.1,53,26,41.66,13.36,28.29,-,-,-,20.98,72.7
10,新北市,2010/04,永和,3.2,1.15,-,24.0,55,30,51.73,22.42,29.3,2.558,0.497,2.06,21.31,73.92
11,新北市,2010/04,新莊,5.5,0.73,-,29.6,54,32,34.63,8.99,25.64,-,-,-,20.28,75.86
12,新北市,2010/04,新店,2.6,0.52,-,33.9,43,24,22.74,5.29,17.45,-,-,-,20.96,79.33
