序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
13,新北市,2010/04,淡水,2.7,0.52,-,34.4,44,25,21.31,4.82,16.48,-,-,-,-,-
14,新北市,2010/04,汐止,3.9,0.59,-,28.8,45,24,38.32,13.27,25.05,-,-,-,20.76,84.05
15,新北市,2010/04,土城,4.2,0.7,-,31.1,53,29,35.2,11.47,23.73,2.304,0.342,1.963,21.32,76.06
16,新北市,2010/04,林口,4.2,0.47,-,37.0,51,24,22.66,3.88,18.77,-,-,-,19.4,81.71
17,新北市,2010/04,萬里,2.5,0.33,-,46.5,49,19,10.42,2.04,8.38,-,-,-,19.98,85.47
18,臺中市,2010/04,西屯,3.6,0.5,-,32.2,67,37,26.39,6.0,20.39,2.155,0.253,1.902,21.8,77.72
19,臺中市,2010/04,忠明,3.4,0.66,-,29.8,55,39,30.71,6.6,24.11,2.007,0.309,1.698,22.55,75.29
20,臺中市,2010/04,豐原,3.3,0.61,-,27.6,61,31,24.04,4.34,19.7,1.944,0.23,1.715,21.51,77.53
21,臺中市,2010/04,沙鹿,3.3,0.46,-,33.9,57,36,21.27,3.97,17.3,-,-,-,21.91,81.93
22,臺中市,2010/04,大里,3.3,0.66,426.99,25.4,64,39,31.92,6.38,25.55,1.936,0.318,1.618,23.02,74.2
23,臺南市,2010/04,新營,3.9,0.44,-,26.9,78,41,20.93,4.05,16.88,2.192,0.126,2.066,23.41,78.28
24,臺南市,2010/04,善化,4.9,0.37,415.42,26.7,79,42,21.05,4.82,16.23,-,-,-,23.09,82.42
25,臺南市,2010/04,安南,3.8,0.43,-,32.0,87,42,20.66,5.11,15.55,2.049,0.177,1.872,23.34,73.99
26,臺南市,2010/04,臺南,4.4,0.52,-,35.3,81,42,23.12,3.79,19.33,-,-,-,23.88,75.4
27,高雄市,2010/04,左營,6.5,0.53,-,29.9,77,44,25.88,4.3,21.58,2.207,0.213,1.994,24.84,74.98
28,高雄市,2010/04,楠梓,6.4,0.48,-,29.9,92,40,26.0,4.74,21.26,2.08,0.222,1.857,24.02,72.71
29,高雄市,2010/04,前金,6.5,0.55,-,33.0,78,50,26.96,4.8,22.15,2.157,0.222,1.934,24.15,76.24
30,高雄市,2010/04,前鎮,7.8,0.6,-,27.4,102,45,30.91,4.98,25.93,2.229,0.324,1.905,25.51,73.85
31,高雄市,2010/04,復興,8.6,0.83,-,29.4,74,42,36.99,7.87,29.12,2.44,0.417,2.023,24.94,77.58
32,高雄市,2010/04,小港,12.4,0.57,-,29.4,92,46,36.75,8.48,28.28,2.115,0.272,1.843,25.06,73.09
33,高雄市,2010/04,鳳山,9.7,0.66,-,28.7,96,48,31.79,5.71,26.08,2.183,0.366,1.817,25.05,73.96
34,高雄市,2010/04,林園,8.8,0.43,-,36.1,73,45,22.23,3.8,18.43,2.135,0.184,1.951,25.47,77.33
35,高雄市,2010/04,大寮,6.6,0.51,-,30.8,90,49,26.54,5.16,21.38,2.092,0.228,1.865,24.95,73.57
36,高雄市,2010/04,仁武,11.9,0.52,-,28.2,85,45,31.01,7.36,23.65,2.181,0.276,1.904,25.13,74.22
37,高雄市,2010/04,橋頭,5.8,0.49,-,28.9,73,48,26.23,5.32,20.9,-,-,-,24.31,74.35
38,高雄市,2010/04,美濃,2.5,0.4,-,33.9,78,34,14.61,2.8,11.8,-,-,-,24.39,76.35
39,基隆市,2010/04,基隆,2.8,0.49,-,31.9,37,22,21.81,5.69,16.12,1.953,0.169,1.784,20.44,80.34
40,新竹市,2010/04,新竹,3.8,0.54,-,28.0,51,32,26.15,5.52,20.62,2.157,0.242,1.915,20.95,77.88
41,嘉義市,2010/04,嘉義,3.8,0.52,-,29.3,77,48,22.88,3.24,19.64,2.105,0.195,1.91,23.21,73.04
42,宜蘭縣,2010/04,宜蘭,1.9,0.41,409.0,32.6,44,20,11.22,1.75,9.46,-,-,-,20.77,79.32
43,宜蘭縣,2010/04,冬山,2.0,0.44,-,30.6,41,17,16.02,3.95,12.06,-,-,-,20.82,81.97
44,桃園市,2010/04,桃園,7.2,0.66,-,31.3,62,35,31.55,7.33,24.22,1.99,0.322,1.669,20.52,79.91
45,桃園市,2010/04,中壢,5.1,1.1,-,26.9,75,32,51.79,21.17,30.62,2.483,0.536,1.947,20.21,77.9
46,桃園市,2010/04,大園,5.5,0.44,-,36.1,53,33,27.81,5.6,22.2,-,-,-,19.6,81.02
47,桃園市,2010/04,龍潭,2.9,0.5,-,34.2,68,25,22.98,4.0,18.98,-,-,-,19.69,80.97
48,桃園市,2010/04,平鎮,4.9,0.53,-,30.9,66,26,28.07,4.61,23.46,-,-,-,20.21,77.72
49,桃園市,2010/04,觀音,6.5,0.35,-,39.3,68,29,17.47,2.61,14.86,-,-,-,20.26,82.16
50,新竹縣,2010/04,竹東,1.5,0.44,-,31.6,45,29,15.9,2.88,13.02,-,-,-,20.38,79.66
51,新竹縣,2010/04,湖口,4.0,0.39,-,37.9,55,30,18.94,3.54,15.4,-,-,-,20.04,76.74
52,苗栗縣,2010/04,苗栗,3.5,0.46,-,30.7,46,28,21.31,4.41,16.89,-,-,-,20.73,78.46
53,苗栗縣,2010/04,頭份,5.8,0.44,-,33.3,51,27,21.75,4.15,17.6,2.148,0.143,2.005,20.68,80.29
54,苗栗縣,2010/04,三義,2.4,0.37,-,34.1,46,25,15.24,2.89,12.35,-,-,-,18.73,85.65
55,彰化縣,2010/04,彰化,4.3,0.51,-,25.7,61,40,32.33,7.42,24.91,2.037,0.223,1.814,21.65,73.27
56,彰化縣,2010/04,線西,4.5,0.39,-,33.8,58,33,18.17,2.86,15.31,1.931,0.16,1.771,21.65,79.44
57,彰化縣,2010/04,二林,2.7,0.35,-,34.2,66,37,14.8,1.92,12.91,-,-,-,22.03,77.63
58,南投縣,2010/04,南投,3.1,0.58,-,25.9,75,33,25.7,4.95,20.74,2.027,0.3,1.727,22.26,77.81
59,南投縣,2010/04,埔里,1.9,0.47,-,32.6,50,35,16.07,1.93,14.14,-,-,-,21.95,75.88
60,南投縣,2010/04,竹山,2.8,0.46,-,27.7,62,51,22.21,3.98,18.22,-,-,-,21.58,81.23
61,雲林縣,2010/04,斗六,3.1,0.46,-,29.9,66,46,22.59,3.51,19.08,-,-,-,22.95,77.43
62,雲林縣,2010/04,崙背,3.7,0.36,-,33.8,64,38,16.75,3.36,13.4,-,-,-,22.23,81.81
63,雲林縣,2010/04,臺西,3.9,0.32,-,45.4,55,32,12.68,1.92,10.75,2.021,0.056,1.965,22.0,83.45
64,嘉義縣,2010/04,朴子,3.3,0.38,-,36.2,77,36,15.32,2.3,13.02,-,-,-,23.06,77.53
65,嘉義縣,2010/04,新港,3.3,0.41,-,32.6,75,35,17.5,3.62,13.87,-,-,-,21.98,76.47
66,屏東縣,2010/04,屏東,4.2,0.57,-,35.8,87,46,21.03,2.61,18.42,2.2,0.21,1.991,25.37,69.07
67,屏東縣,2010/04,潮州,4.4,0.41,-,33.5,85,48,15.08,2.21,12.87,-,-,-,25.09,75.63
68,屏東縣,2010/04,恆春,2.4,0.22,394.25,47.7,28,15,4.52,1.75,2.77,-,-,-,24.93,74.48
69,臺東縣,2010/04,臺東,1.8,0.38,-,36.7,33,11,9.22,2.69,6.53,-,-,-,23.84,76.73
70,臺東縣,2010/04,關山,1.8,-,-,32.1,28,15,6.61,1.65,4.96,-,-,-,22.5,78.06
71,花蓮縣,2010/04,花蓮,2.2,0.47,-,32.1,33,20,13.52,2.51,11.0,-,-,-,22.6,77.71
72,澎湖縣,2010/04,馬公,1.8,0.3,-,54.3,45,21,5.75,0.92,4.84,-,-,-,22.19,79.67
73,金門縣,2010/04,金門,7.1,0.52,-,38.0,82,43,22.59,5.42,17.16,-,-,-,18.52,80.59
74,連江縣,2010/04,馬祖,2.6,0.39,-,49.0,52,26,7.89,1.65,6.24,-,-,-,15.14,85.78
,,,,,,,,,,,,,,,,,
