序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
1,臺北市,2012/03,松山,3.4,0.74,425.0,31.6,56,34,39.96,11.89,28.07,2.361,0.341,2.02,18.68,72.77
2,臺北市,2012/03,古亭,3.1,0.78,-,29.8,62,35,39.68,11.94,27.74,2.275,0.291,1.984,19.25,73.5
3,臺北市,2012/03,中山,3.4,0.93,-,23.8,63,40,50.34,17.81,32.53,2.337,0.322,2.014,19.2,72.43
4,臺北市,2012/03,大同,3.5,1.56,-,-,65,38,78.41,40.77,37.64,2.702,0.609,2.093,-,-
5,臺北市,2012/03,萬華,2.8,0.81,-,24.5,53,33,44.62,12.44,32.18,-,-,-,19.02,73.56
6,臺北市,2012/03,陽明,1.6,0.28,402.41,49.3,21,13,3.69,1.0,2.67,-,-,-,13.76,91.53
7,臺北市,2012/03,士林,2.4,0.6,-,33.8,57,28,26.9,7.61,19.29,-,-,-,18.01,73.0
8,新北市,2012/03,板橋,4.3,0.78,-,26.2,62,37,39.42,10.94,28.48,2.384,0.402,1.982,18.89,70.58
9,新北市,2012/03,三重,3.2,1.79,-,-,76,36,132.99,86.32,46.68,2.871,0.758,2.114,19.0,68.69
10,新北市,2012/03,菜寮,3.3,0.77,-,28.9,54,30,36.08,10.1,25.97,-,-,-,18.43,72.66
11,新北市,2012/03,永和,3.4,1.22,-,26.2,58,33,52.47,24.22,28.25,2.496,0.483,2.013,19.05,71.98
12,新北市,2012/03,新莊,4.5,0.7,-,31.3,51,34,34.62,9.76,24.86,-,-,-,18.95,73.2
13,新北市,2012/03,新店,2.4,0.63,-,32.8,48,30,26.73,6.62,20.11,-,-,-,18.85,74.33
14,新北市,2012/03,淡水,2.3,0.44,-,48.2,43,27,17.24,4.26,12.98,-,-,-,-,-
15,新北市,2012/03,汐止,4.6,0.61,-,29.1,50,27,36.82,11.86,24.95,-,-,-,18.98,79.03
16,新北市,2012/03,土城,3.8,0.7,-,31.4,55,34,33.29,9.47,23.82,2.291,0.32,1.97,18.78,76.17
17,新北市,2012/03,林口,2.9,0.46,-,38.0,48,23,21.6,4.93,16.67,-,-,-,16.92,82.9
18,新北市,2012/03,萬里,2.4,0.34,-,43.2,56,21,11.33,2.54,8.78,-,-,-,17.93,78.83
19,臺中市,2012/03,西屯,2.8,0.49,-,32.3,69,37,25.35,6.11,19.23,2.212,0.269,1.943,20.03,76.0
20,臺中市,2012/03,忠明,1.9,0.6,-,24.3,63,38,32.15,8.77,23.38,2.108,0.253,1.856,19.69,73.19
21,臺中市,2012/03,豐原,3.4,0.63,-,27.7,67,33,23.68,5.21,18.47,2.174,0.227,1.947,18.97,76.05
22,臺中市,2012/03,沙鹿,2.5,0.46,-,34.4,62,37,20.31,3.57,16.74,-,-,-,18.91,75.14
23,臺中市,2012/03,大里,3.4,0.66,433.14,24.1,68,44,32.42,7.0,25.42,2.267,0.33,1.937,20.24,67.58
24,臺南市,2012/03,新營,3.2,0.48,-,33.0,96,44,20.71,3.16,17.54,2.098,0.126,1.972,21.14,78.95
25,臺南市,2012/03,善化,3.7,0.43,420.39,34.3,90,45,20.37,2.63,17.74,-,-,-,21.06,79.52
26,臺南市,2012/03,安南,3.1,0.48,-,34.2,102,40,21.1,4.19,16.91,2.216,0.218,1.998,21.74,72.52
