序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","相對濕度 RH (percent)","紫外線指數 UVB (UVI)"
1,臺北市,2006/05,松山,5.5,0.73,409.93,30.2,48,32,41.85,11.86,30.08,-,-,-,25.21,-,-,73.17,-
2,臺北市,2006/05,古亭,4.5,0.8,-,28.7,49,27,40.14,12.21,27.93,2.249,0.287,1.962,25.44,-,-,76.02,-
3,臺北市,2006/05,中山,5.3,1.0,-,24.0,52,24,53.3,18.66,34.64,2.308,0.412,1.897,25.67,-,-,71.12,-
4,臺北市,2006/05,萬華,4.7,0.81,-,30.6,46,29,36.52,13.31,23.21,-,-,-,26.56,-,-,73.55,-
5,臺北市,2006/05,陽明,2.4,0.22,393.36,48.4,20,15,4.27,0.98,3.27,-,-,-,19.74,-,-,-,-
6,臺北市,2006/05,士林,3.7,0.64,-,34.5,53,24,27.31,7.25,20.06,-,-,-,25.98,-,-,73.04,-
7,新北市,2006/05,板橋,4.8,0.82,-,31.2,48,-,36.5,8.96,27.54,2.446,0.426,2.02,25.49,-,-,73.36,-
8,新北市,2006/05,三重,5.8,2.02,-,17.0,71,39,124.38,78.75,45.63,-,-,-,26.27,-,-,-,-
9,新北市,2006/05,菜寮,5.2,0.93,-,24.0,47,25,45.11,14.3,30.81,-,-,-,26.36,-,-,71.7,-
10,新北市,2006/05,永和,4.2,1.3,-,23.0,45,29,56.81,23.55,33.26,-,-,-,26.69,-,-,73.79,-
11,新北市,2006/05,新莊,8.4,0.76,-,31.1,49,31,36.03,9.88,26.14,-,-,-,25.24,-,-,73.74,-
12,新北市,2006/05,新店,3.3,0.52,-,32.8,35,20,22.79,4.94,17.85,-,-,-,25.09,-,-,74.44,-
13,新北市,2006/05,淡水,2.4,0.49,-,32.0,42,23,19.61,4.06,15.54,-,-,-,-,-,-,-,-
14,新北市,2006/05,汐止,5.7,0.57,-,25.1,45,24,32.79,8.64,24.15,-,-,-,24.9,-,-,81.19,-
15,新北市,2006/05,土城,5.0,0.66,-,30.3,47,31,35.44,10.31,25.12,-,-,-,26.13,-,-,74.56,-
16,新北市,2006/05,林口,4.7,0.44,-,33.1,53,25,24.33,4.68,19.64,-,-,-,23.74,-,-,81.96,-
17,新北市,2006/05,萬里,2.2,0.29,-,46.3,42,21,11.12,1.91,9.2,1.705,0.077,1.628,24.4,-,-,80.51,-
18,臺中市,2006/05,西屯,3.7,0.42,-,28.4,48,30,22.87,5.51,17.36,2.182,0.254,1.928,26.61,-,-,73.47,-
19,臺中市,2006/05,忠明,2.8,0.59,-,25.6,50,28,28.09,6.74,21.35,-,-,-,26.21,-,-,73.82,-
20,臺中市,2006/05,豐原,3.4,0.57,-,28.4,49,26,21.98,3.9,18.08,2.098,0.272,1.826,24.93,-,-,76.51,-
21,臺中市,2006/05,沙鹿,3.2,0.39,-,33.6,47,-,18.89,3.64,15.25,-,-,-,25.95,-,-,77.31,-
22,臺中市,2006/05,大里,3.6,0.61,390.65,28.1,61,32,24.2,5.68,18.52,-,-,-,26.89,-,-,71.21,-
23,臺南市,2006/05,新營,3.4,0.37,-,33.1,62,-,14.57,2.47,12.11,2.293,0.161,2.132,26.68,-,-,74.18,-
24,臺南市,2006/05,善化,5.4,0.29,411.51,31.2,55,31,17.04,3.68,13.36,-,-,-,27.16,-,-,78.21,-
25,臺南市,2006/05,安南,4.4,0.39,-,29.7,60,31,16.97,4.21,12.75,-,-,-,27.67,-,-,68.6,-
26,臺南市,2006/05,臺南,4.4,0.45,-,38.5,53,30,19.51,4.03,15.48,2.02,0.236,1.784,27.46,-,-,70.43,-
27,高雄市,2006/05,左營,6.4,0.48,-,26.2,54,29,18.2,3.56,14.63,-,-,-,27.15,-,-,73.62,-
28,高雄市,2006/05,楠梓,5.8,0.45,-,29.5,58,29,21.36,6.69,14.67,1.912,0.201,1.711,28.29,-,-,68.93,-
29,高雄市,2006/05,前金,6.7,0.43,-,35.9,51,31,18.56,4.46,14.1,-,-,-,29.44,-,-,67.23,-
30,高雄市,2006/05,前鎮,10.8,0.5,-,26.3,62,35,26.12,6.83,19.29,-,-,-,28.62,-,-,68.1,-
31,高雄市,2006/05,復興,8.8,0.76,-,24.0,57,31,34.42,9.54,24.88,-,-,-,28.43,-,-,67.79,-
32,高雄市,2006/05,小港,12.5,0.47,-,23.8,58,31,27.63,7.1,20.54,1.842,0.297,1.546,29.29,-,-,68.06,-
33,高雄市,2006/05,鳳山,7.6,0.66,-,27.9,60,29,24.25,5.22,19.03,-,-,-,29.01,-,-,70.81,-
34,高雄市,2006/05,林園,5.8,0.29,-,33.3,61,26,13.13,3.3,9.83,2.053,0.169,1.886,28.03,-,-,71.69,-
35,高雄市,2006/05,大寮,6.3,0.39,-,30.3,60,-,17.94,3.82,14.12,-,-,-,28.45,-,-,71.63,-
36,高雄市,2006/05,仁武,8.2,0.48,-,24.7,53,37,22.3,5.57,16.73,2.206,0.242,1.991,29.13,-,-,69.27,-
37,高雄市,2006/05,橋頭,4.9,0.39,-,29.8,53,-,20.89,5.41,15.48,-,-,-,28.64,-,-,75.51,-
38,高雄市,2006/05,美濃,2.4,0.27,-,32.0,49,25,8.86,1.59,7.27,-,-,-,28.23,-,-,72.62,-
39,基隆市,2006/05,基隆,5.9,0.55,-,34.4,38,-,25.88,5.34,20.53,2.125,0.162,1.963,24.85,-,-,77.78,-
40,新竹市,2006/05,新竹,3.9,0.56,-,29.1,45,27,28.96,8.7,20.26,2.23,0.256,1.974,25.64,-,-,73.68,-
41,嘉義市,2006/05,嘉義,2.7,0.39,-,31.3,62,-,15.94,2.75,13.19,2.127,0.142,1.986,26.61,-,-,71.77,-
42,宜蘭縣,2006/05,宜蘭,2.3,0.46,403.41,28.4,39,21,14.09,2.44,11.64,-,-,-,24.63,-,-,83.72,-
43,宜蘭縣,2006/05,冬山,2.2,0.48,-,26.8,42,19,18.72,5.23,13.49,2.036,0.118,1.917,25.07,-,-,82.1,-
44,桃園市,2006/05,桃園,10.6,0.66,-,33.5,53,29,35.12,9.54,25.59,2.353,0.354,1.998,25.21,-,-,74.94,-
45,桃園市,2006/05,中壢,7.2,1.15,-,19.8,61,34,54.74,22.35,32.39,-,-,-,24.76,-,-,74.97,-
46,桃園市,2006/05,大園,6.0,0.4,-,31.6,48,29,26.44,5.71,20.73,-,-,-,24.55,-,-,75.1,-
47,桃園市,2006/05,龍潭,3.2,0.48,-,27.1,50,23,25.38,5.39,19.98,-,-,-,24.15,-,-,75.78,-
48,桃園市,2006/05,平鎮,6.0,0.53,-,29.5,52,31,29.07,5.33,23.75,-,-,-,24.46,-,-,74.33,-
49,桃園市,2006/05,觀音,6.2,0.34,-,37.1,56,24,19.96,3.21,16.74,2.171,0.199,1.972,25.21,-,-,80.62,-
50,新竹縣,2006/05,竹東,1.5,0.5,-,27.1,45,-,16.98,2.88,14.1,-,-,-,25.25,-,-,75.38,-
51,新竹縣,2006/05,湖口,3.7,0.37,-,33.8,48,28,21.29,4.54,16.75,-,-,-,24.82,-,-,78.38,-
52,苗栗縣,2006/05,苗栗,4.7,0.46,-,29.3,36,23,19.3,4.66,14.64,-,-,-,25.87,-,-,75.47,-
53,苗栗縣,2006/05,頭份,4.1,0.39,-,31.7,47,25,20.3,4.41,15.88,-,-,-,25.11,-,-,77.38,-
54,苗栗縣,2006/05,三義,2.5,0.29,-,31.0,36,20,13.9,2.75,11.14,1.967,0.095,1.872,23.09,-,-,82.15,-
55,彰化縣,2006/05,彰化,5.0,0.48,-,27.6,52,32,25.91,7.2,18.75,2.086,0.2,1.885,26.58,-,-,70.89,-
56,彰化縣,2006/05,線西,4.0,0.36,-,31.3,53,30,17.33,3.11,14.21,-,-,-,26.09,-,-,79.49,-
57,彰化縣,2006/05,二林,3.5,0.31,-,33.4,46,30,12.3,2.33,9.96,-,-,-,26.33,-,-,77.46,-
58,南投縣,2006/05,南投,2.9,0.45,-,30.5,49,27,18.04,3.83,14.22,-,-,-,26.48,-,-,73.5,-
59,南投縣,2006/05,埔里,2.1,0.39,-,29.6,43,21,12.26,2.42,9.83,-,-,-,25.67,-,-,74.56,-
60,南投縣,2006/05,竹山,2.6,0.37,-,33.6,49,27,13.43,2.37,11.06,-,-,-,26.0,-,-,74.69,-
61,雲林縣,2006/05,斗六,3.1,0.41,-,33.4,47,30,14.97,3.09,11.87,-,-,-,27.23,-,-,72.27,-
62,雲林縣,2006/05,崙背,3.4,0.31,-,32.0,59,-,11.71,2.11,9.6,-,-,-,26.0,-,-,77.91,-
63,雲林縣,2006/05,臺西,2.7,0.26,-,38.1,43,29,10.98,3.27,7.7,-,-,-,27.18,-,-,67.43,-
64,嘉義縣,2006/05,朴子,3.0,0.35,-,34.5,64,-,12.37,3.15,9.23,-,-,-,26.99,-,-,72.35,-
65,嘉義縣,2006/05,新港,3.1,0.34,-,32.9,58,-,14.17,3.91,10.26,-,-,-,26.61,-,-,77.26,-
66,屏東縣,2006/05,屏東,4.2,0.46,-,29.6,55,27,14.67,3.0,11.67,2.116,0.225,1.891,28.62,-,-,73.0,-
67,屏東縣,2006/05,潮州,4.7,0.33,-,30.7,51,27,16.47,4.92,11.55,-,-,-,28.29,-,-,74.11,-
68,屏東縣,2006/05,恆春,1.8,0.09,401.7,35.4,24,14,4.82,1.69,3.12,-,-,-,27.69,-,-,78.75,-
69,臺東縣,2006/05,臺東,1.9,0.36,-,31.6,31,14,11.16,4.55,6.61,1.909,0.145,1.767,27.36,-,-,78.35,-
70,臺東縣,2006/05,關山,1.3,0.21,-,26.8,27,12,5.42,2.05,3.37,-,-,-,26.0,-,-,76.7,-
71,花蓮縣,2006/05,花蓮,1.8,0.47,-,24.9,36,23,16.16,3.74,12.41,2.025,0.186,1.838,26.07,-,-,75.78,-
72,澎湖縣,2006/05,馬公,1.6,0.25,-,43.9,41,19,7.94,3.78,4.16,-,-,-,26.12,-,-,79.61,-
73,金門縣,2006/05,金門,6.6,0.43,-,41.6,69,37,13.4,3.41,9.97,-,-,-,22.92,-,-,-,-
74,連江縣,2006/05,馬祖,3.0,0.35,-,57.1,53,30,7.04,1.04,6.0,-,-,-,22.05,-,-,79.05,-
,,,,,,,,,,,,,,,,,,,,
