序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN"
15,新北市,1994/05,林口,7.5,0.8,26.9,81.0,27,6,19.51,-,-,-,23.67,-,-
16,新北市,1994/05,萬里,3.0,0.46,37.1,54.0,13,2,10.14,1.66,0.21,1.45,24.65,-,-
17,臺中市,1994/05,西屯,7.9,0.8,25.3,69.0,40,12,26.74,2.11,0.29,1.82,26.36,-,-
18,臺中市,1994/05,忠明,6.9,1.25,26.2,75.0,47,12,34.84,-,-,-,26.61,-,-
19,臺中市,1994/05,豐原,12.2,0.98,29.8,69.0,33,5,28.25,-,-,-,25.52,-,-
20,臺中市,1994/05,沙鹿,9.8,0.77,23.8,66.0,27,5,21.96,-,-,-,26.35,-,-
21,臺中市,1994/05,大里,7.3,0.75,21.4,81.0,37,7,29.63,-,-,-,26.96,-,-
22,臺南市,1994/05,新營,4.5,0.59,27.6,58.0,18,3,14.2,-,-,-,26.98,-,-
23,臺南市,1994/05,善化,5.1,0.45,34.5,58.0,17,3,12.82,-,-,-,27.11,-,-
24,臺南市,1994/05,安南,5.5,0.66,26.8,78.0,22,7,12.5,-,-,-,27.53,-,-
25,臺南市,1994/05,臺南,7.3,0.78,24.8,86.0,24,6,18.33,2.13,0.31,1.8,27.85,-,-
26,高雄市,1994/05,左營,8.8,0.81,29.1,58.0,24,6,16.87,2.12,0.22,1.91,27.63,-,-
27,高雄市,1994/05,楠梓,8.8,0.63,21.0,61.0,34,9,23.86,2.84,0.42,2.43,29.19,-,-
28,高雄市,1994/05,前金,9.0,0.86,23.8,58.0,25,5,20.02,-,-,-,27.88,-,-
29,高雄市,1994/05,前鎮,16.5,-,-,60.0,34,9,24.68,1.75,0.4,1.37,27.73,-,-
30,高雄市,1994/05,小港,11.4,0.72,21.9,66.0,31,7,21.15,1.81,0.21,1.59,29.0,-,-
31,高雄市,1994/05,鳳山,11.8,0.97,22.0,68.0,33,7,26.38,-,-,-,27.68,-,-
32,高雄市,1994/05,林園,6.5,0.5,26.6,64.0,11,-,8.55,1.94,0.26,1.69,27.6,-,-
33,高雄市,1994/05,大寮,11.3,0.6,22.3,85.0,21,3,17.88,-,-,-,28.85,-,-
34,高雄市,1994/05,仁武,10.9,0.69,18.2,78.0,35,9,26.11,-,-,-,28.03,-,-
35,高雄市,1994/05,橋頭,5.2,0.63,23.3,62.0,26,6,18.34,2.14,0.18,1.94,27.81,-,-
36,高雄市,1994/05,美濃,3.1,0.51,30.7,60.0,13,1,11.3,-,-,-,27.08,-,-
37,基隆市,1994/05,基隆,9.2,1.11,25.5,78.0,41,12,29.41,2.45,0.45,2.0,25.01,-,-
38,新竹市,1994/05,新竹,6.7,0.89,23.5,59.0,32,9,23.14,2.85,0.36,2.5,26.18,-,-
39,嘉義市,1994/05,嘉義,4.7,0.85,26.4,69.0,29,5,24.03,2.23,0.33,1.9,27.21,-,-
40,宜蘭縣,1994/05,宜蘭,3.2,0.74,24.8,47.0,18,2,13.18,-,-,-,24.51,-,-
41,宜蘭縣,1994/05,冬山,2.3,-,-,62.0,24,7,15.19,2.17,0.15,2.01,24.24,-,-
42,桃園市,1994/05,桃園,19.5,1.09,23.0,67.0,45,11,34.69,2.67,0.47,2.2,25.17,-,-
43,桃園市,1994/05,大園,9.7,0.62,26.2,57.0,28,7,20.61,-,-,-,24.44,-,-
44,桃園市,1994/05,龍潭,8.1,0.75,25.9,70.0,29,7,22.04,-,-,-,24.14,-,-
45,桃園市,1994/05,平鎮,8.6,1.01,27.4,71.0,36,7,28.24,1.56,0.4,1.15,24.63,-,-
46,桃園市,1994/05,觀音,9.3,0.54,32.5,76.0,16,2,13.61,2.18,0.26,1.95,25.16,-,-
47,新竹縣,1994/05,竹東,3.1,0.62,24.0,69.0,25,5,19.89,-,-,-,24.93,-,-
48,新竹縣,1994/05,湖口,6.4,0.68,27.5,64.0,28,7,20.57,-,-,-,25.43,-,-
49,苗栗縣,1994/05,苗栗,7.5,0.69,33.2,56.0,32,7,23.33,-,-,-,25.94,-,-
50,苗栗縣,1994/05,頭份,27.8,-,-,74.0,48,19,27.49,1.95,0.3,1.68,25.72,-,-
51,苗栗縣,1994/05,三義,3.7,0.5,32.4,58.0,23,7,14.95,2.71,0.88,1.82,23.16,-,-
52,彰化縣,1994/05,彰化,10.4,0.95,14.6,91.0,35,9,26.74,2.47,0.37,2.1,26.79,-,-
53,彰化縣,1994/05,線西,6.4,-,-,68.0,24,5,18.51,2.0,0.17,1.83,26.78,-,-
54,彰化縣,1994/05,二林,4.5,0.59,24.7,98.0,21,-,17.18,-,-,-,26.35,-,-
55,南投縣,1994/05,南投,2.9,0.73,24.9,69.0,25,5,16.47,-,-,-,26.21,-,-
56,雲林縣,1994/05,斗六,4.5,0.81,23.1,66.0,23,5,17.63,-,-,-,26.66,-,-
57,雲林縣,1994/05,崙背,3.6,0.56,24.8,75.0,23,5,18.36,-,-,-,26.34,-,-
58,雲林縣,1994/05,臺西,2.7,0.5,32.9,76.0,12,-,9.68,-,-,-,26.5,-,-
59,嘉義縣,1994/05,朴子,3.4,0.41,28.9,63.0,18,5,12.63,-,-,-,27.09,-,-
60,嘉義縣,1994/05,新港,3.9,0.53,27.0,65.0,25,6,19.23,-,-,-,26.6,-,-
61,屏東縣,1994/05,屏東,6.7,0.85,25.6,77.0,33,4,26.0,2.11,0.28,1.83,27.9,-,-
62,屏東縣,1994/05,潮州,3.8,0.47,19.5,66.0,17,3,13.41,-,-,-,27.55,-,-
63,屏東縣,1994/05,恆春,0.5,0.32,35.4,27.0,1,0,0.68,-,-,-,26.73,-,-
64,臺東縣,1994/05,臺東,0.7,0.86,22.4,54.0,16,2,11.38,2.23,0.16,2.07,26.33,-,-
65,花蓮縣,1994/05,花蓮,0.5,0.87,18.0,61.0,25,7,17.93,2.04,0.25,1.8,25.5,-,-
,,,,,,,,,,,,,,,,
