序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN"
1,臺北市,1994/05,松山,8.3,1.45,18.6,89.0,64,23,40.4,-,-,-,25.4,-,-
2,臺北市,1994/05,古亭,6.1,1.64,18.5,69.0,64,26,35.53,2.83,0.53,2.32,25.76,-,-
3,臺北市,1994/05,中山,9.8,1.78,14.9,78.0,75,30,43.4,2.75,0.55,2.2,25.84,-,-
4,臺北市,1994/05,大同,17.3,5.67,-,150.0,227,167,61.82,5.13,2.69,2.45,26.54,-,-
5,臺北市,1994/05,萬華,7.7,1.39,21.8,63.0,45,11,32.11,-,-,-,25.81,-,-
6,臺北市,1994/05,陽明,3.6,0.33,47.3,31.0,5,0,3.89,-,-,-,19.94,-,-
7,臺北市,1994/05,士林,5.9,1.11,17.9,69.0,42,14,26.27,-,-,-,25.77,-,-
8,新北市,1994/05,板橋,14.6,1.45,19.3,87.0,54,16,37.0,2.88,0.8,2.08,26.7,-,-
9,新北市,1994/05,菜寮,9.3,1.6,16.3,86.0,59,21,36.08,-,-,-,26.19,-,-
10,新北市,1994/05,新莊,14.8,1.2,19.9,80.0,47,15,31.65,3.19,1.01,2.23,25.5,-,-
11,新北市,1994/05,新店,4.9,0.83,25.8,53.0,27,5,21.72,-,-,-,25.68,-,-
12,新北市,1994/05,淡水,5.0,1.05,27.4,54.0,32,9,20.99,-,-,-,25.8,-,-
13,新北市,1994/05,汐止,8.5,1.06,15.0,69.0,65,28,35.33,-,-,-,24.55,-,-
14,新北市,1994/05,土城,9.4,0.97,24.3,83.0,36,10,24.98,-,-,-,25.63,-,-
