序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
1,臺北市,1999/01,松山,3.5,0.69,18.2,50.0,-,51,17.93,32.76,-,-,-,17.72,-,-,-
2,臺北市,1999/01,古亭,2.9,0.97,17.2,49.0,32,54,21.35,32.5,2.33,0.39,1.93,16.84,-,-,-
3,臺北市,1999/01,中山,3.0,0.99,19.8,53.0,-,54,20.33,33.63,2.45,0.35,2.09,17.62,-,-,-
4,臺北市,1999/01,大同,6.0,3.37,-,81.0,-,195,142.34,52.49,4.27,1.78,2.49,18.29,-,-,-
5,臺北市,1999/01,萬華,3.1,1.0,17.3,48.0,-,43,10.81,31.71,-,-,-,18.36,-,-,-
6,臺北市,1999/01,陽明,0.9,0.27,44.4,16.0,-,2,0.29,1.7,-,-,-,11.14,-,-,-
7,臺北市,1999/01,士林,1.8,0.56,23.4,37.0,-,27,7.97,19.1,-,-,-,17.59,-,-,-
8,新北市,1999/01,板橋,4.7,0.93,16.3,65.0,-,48,15.34,33.13,2.52,0.45,2.07,17.64,-,-,-
9,新北市,1999/01,三重,4.2,2.66,-,94.0,35,161,107.35,53.16,3.32,1.37,1.95,17.34,-,-,-
10,新北市,1999/01,菜寮,3.5,1.03,17.7,62.0,-,46,15.42,29.89,-,-,-,17.64,-,-,-
11,新北市,1999/01,永和,3.9,1.45,-,70.0,-,76,44.03,31.8,2.74,0.65,2.09,20.32,-,-,-
12,新北市,1999/01,新莊,5.9,0.91,17.1,57.0,-,33,9.58,24.21,2.32,0.32,2.01,17.63,-,-,-
13,新北市,1999/01,新店,1.9,0.66,24.2,41.0,-,28,6.0,21.66,-,-,-,17.2,-,-,-
14,新北市,1999/01,淡水,1.5,0.62,31.3,46.0,-,19,5.35,14.01,-,-,-,16.73,-,-,-
15,新北市,1999/01,汐止,3.2,1.09,17.7,66.0,-,54,20.78,33.35,-,-,-,16.83,-,-,-
16,新北市,1999/01,土城,3.1,0.74,18.5,46.0,-,39,11.63,27.76,-,-,-,17.6,-,-,-
17,新北市,1999/01,林口,2.4,0.43,28.7,38.0,-,21,4.77,16.59,-,-,-,14.64,-,-,-
18,新北市,1999/01,萬里,1.1,0.3,41.3,60.0,-,7,1.07,6.24,2.05,0.03,2.02,16.68,-,-,-
19,臺中市,1999/01,西屯,3.3,0.64,15.4,62.0,-,26,8.58,17.37,2.28,0.28,2.0,17.56,-,-,-
20,臺中市,1999/01,忠明,3.6,0.92,15.2,75.0,-,51,18.87,32.5,-,-,-,17.89,-,-,-
21,臺中市,1999/01,豐原,2.9,0.91,15.2,60.0,-,41,12.88,27.7,-,-,-,16.37,-,-,-
22,臺中市,1999/01,沙鹿,6.4,0.62,19.3,65.0,-,29,6.03,22.73,-,-,-,17.18,-,-,-
23,臺中市,1999/01,大里,3.9,0.78,12.7,76.0,-,51,18.14,33.33,-,-,-,17.8,-,-,-
24,臺南市,1999/01,新營,5.1,0.58,17.0,82.0,-,32,8.69,23.72,2.7,0.28,2.42,18.08,-,-,-
25,臺南市,1999/01,善化,5.6,0.63,19.2,99.0,-,31,6.66,24.23,-,-,-,18.5,-,-,-
26,臺南市,1999/01,安南,6.0,0.63,21.9,90.0,-,32,6.36,25.38,-,-,-,17.93,-,-,-
27,臺南市,1999/01,臺南,6.8,1.05,14.9,126.0,-,48,13.96,34.23,2.75,0.47,2.28,17.76,-,-,-
28,高雄市,1999/01,左營,9.1,0.94,26.4,130.0,-,46,12.07,33.58,2.52,0.34,2.19,19.07,-,-,-
29,高雄市,1999/01,楠梓,5.6,0.71,23.4,131.0,-,45,12.4,32.72,2.57,0.29,2.28,19.04,-,-,-
30,高雄市,1999/01,前金,15.8,1.07,21.0,123.0,-,47,14.06,33.38,-,-,-,19.02,-,-,-
31,高雄市,1999/01,前鎮,14.9,-,-,147.0,-,80,29.52,50.47,3.25,0.64,2.61,19.8,-,-,-
32,高雄市,1999/01,復興,14.6,1.82,-,172.0,-,81,37.78,43.34,3.42,1.1,2.32,19.74,-,-,-
33,高雄市,1999/01,小港,30.3,1.23,18.0,141.0,-,98,44.94,53.53,3.18,0.73,2.45,20.47,-,-,-
34,高雄市,1999/01,鳳山,26.2,1.24,15.4,156.0,83,86,37.92,47.85,-,-,-,19.89,-,-,-
35,高雄市,1999/01,林園,25.8,0.94,23.9,145.0,85,59,20.49,38.71,3.18,0.81,2.37,20.89,-,-,-
36,高雄市,1999/01,大寮,13.4,0.85,24.9,138.0,-,50,11.91,38.55,2.77,0.57,2.21,20.59,-,-,-
37,高雄市,1999/01,仁武,16.5,0.91,22.6,132.0,-,60,20.89,38.71,-,-,-,19.99,-,-,-
38,高雄市,1999/01,橋頭,6.9,0.81,17.7,101.0,-,45,12.45,32.5,2.82,0.25,2.56,18.62,-,-,-
39,高雄市,1999/01,美濃,2.1,0.71,25.5,104.0,-,26,3.32,22.25,-,-,-,19.78,-,-,-
40,基隆市,1999/01,基隆,5.9,0.77,25.2,57.0,-,36,9.92,26.13,2.45,0.24,2.21,16.77,-,-,-
41,新竹市,1999/01,新竹,4.1,0.72,21.5,55.0,-,36,11.17,24.34,2.53,0.28,2.24,16.94,-,-,-
42,嘉義市,1999/01,嘉義,6.3,0.92,14.4,113.0,-,60,19.05,40.55,2.63,0.47,2.16,17.76,-,-,-
43,宜蘭縣,1999/01,宜蘭,1.6,0.63,24.6,37.0,-,19,3.49,15.22,-,-,-,16.92,-,-,-
44,宜蘭縣,1999/01,冬山,1.2,0.51,18.6,44.0,-,27,8.86,17.93,2.41,0.23,2.18,17.05,-,-,-
45,桃園市,1999/01,桃園,6.1,0.61,23.1,54.0,-,37,9.91,27.08,2.55,0.32,2.23,16.21,-,-,-
46,桃園市,1999/01,中壢,5.2,1.11,-,58.0,-,73,31.96,40.82,2.67,0.54,2.13,15.93,-,-,-
47,桃園市,1999/01,大園,2.0,0.42,33.3,45.0,-,17,4.81,11.84,-,-,-,16.24,-,-,-
48,桃園市,1999/01,龍潭,2.8,0.53,21.4,50.0,-,32,8.15,23.93,-,-,-,15.36,-,-,-
49,桃園市,1999/01,平鎮,4.2,0.79,23.3,43.0,-,35,8.48,26.85,2.36,0.26,2.11,16.22,-,-,-
50,桃園市,1999/01,觀音,4.1,0.37,34.0,62.0,-,14,3.0,10.63,2.5,0.18,2.31,16.32,-,-,-
51,新竹縣,1999/01,竹東,1.7,0.5,20.0,50.0,-,26,6.0,19.69,-,-,-,16.58,-,-,-
52,新竹縣,1999/01,湖口,2.2,0.49,27.1,53.0,-,22,6.06,15.96,-,-,-,16.36,-,-,-
53,苗栗縣,1999/01,苗栗,4.1,0.72,15.8,83.0,-,39,13.27,25.9,-,-,-,16.52,-,-,-
54,苗栗縣,1999/01,頭份,22.1,-,-,77.0,-,35,14.11,20.85,2.23,0.19,2.05,16.57,-,-,-
55,苗栗縣,1999/01,三義,1.9,0.43,19.7,57.0,-,28,6.43,21.72,2.39,0.11,2.28,14.63,-,-,-
56,彰化縣,1999/01,彰化,5.6,0.74,14.8,88.0,-,50,18.79,31.32,2.57,0.31,2.27,17.42,-,-,-
57,彰化縣,1999/01,線西,7.1,-,-,57.0,-,28,4.66,23.07,2.3,0.12,2.18,16.86,-,-,-
58,彰化縣,1999/01,二林,6.8,0.43,25.0,85.0,-,23,3.38,19.29,-,-,-,17.52,-,-,-
59,南投縣,1999/01,南投,2.8,0.89,15.0,94.0,-,46,13.51,32.4,2.73,0.48,2.25,16.75,-,-,-
60,南投縣,1999/01,埔里,2.4,0.97,24.9,133.0,-,19,3.01,15.89,2.33,0.2,2.13,16.93,-,-,-
61,南投縣,1999/01,竹山,2.4,0.74,15.4,111.0,-,40,10.73,29.25,-,-,-,17.1,-,-,-
62,雲林縣,1999/01,斗六,5.8,0.85,11.8,100.0,-,40,12.61,27.01,-,-,-,17.76,-,-,-
63,雲林縣,1999/01,崙背,5.9,0.43,21.7,101.0,-,25,3.52,21.82,1.9,0.1,1.8,17.07,-,-,-
64,雲林縣,1999/01,臺西,4.2,0.43,34.9,79.0,-,14,1.49,12.7,-,-,-,16.86,-,-,-
65,嘉義縣,1999/01,朴子,4.9,0.5,23.1,85.0,-,23,3.23,20.29,-,-,-,17.27,-,-,-
66,嘉義縣,1999/01,新港,4.4,0.15,23.2,100.0,-,25,4.32,20.98,-,-,-,16.99,-,-,-
67,屏東縣,1999/01,屏東,3.9,0.87,27.4,130.0,-,31,4.82,25.8,2.58,0.34,2.24,20.59,-,-,-
68,屏東縣,1999/01,潮州,5.1,0.79,31.5,163.0,-,34,5.5,28.43,-,-,-,20.24,-,-,-
69,屏東縣,1999/01,恆春,0.0,0.25,39.8,18.0,-,1,0.06,0.52,-,-,-,21.1,-,-,-
70,臺東縣,1999/01,臺東,0.3,0.46,25.6,32.0,-,14,3.57,10.47,2.36,0.15,2.21,20.02,-,-,-
71,花蓮縣,1999/01,花蓮,0.8,0.82,17.5,34.0,-,30,9.32,21.15,2.32,0.32,2.0,18.94,-,-,-
,,,,,,,,,,,,,,,,,,
