序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
45,桃園市,2010/08,桃園,10.4,0.44,-,22.0,43,22,24.0,6.27,17.73,2.133,0.251,1.883,29.42,76.02
46,桃園市,2010/08,中壢,5.2,1.07,-,18.9,48,22,45.2,22.22,22.98,2.488,0.516,1.972,-,-
47,桃園市,2010/08,大園,4.6,0.24,-,23.1,26,18,20.09,5.11,14.98,-,-,-,30.09,69.51
48,桃園市,2010/08,龍潭,2.8,0.31,-,27.9,39,19,16.95,3.51,13.44,-,-,-,29.02,74.86
49,桃園市,2010/08,平鎮,4.9,0.32,-,22.6,40,18,19.26,3.87,15.39,-,-,-,29.92,70.81
50,桃園市,2010/08,觀音,5.9,0.19,-,24.3,40,22,14.68,4.02,10.65,-,-,-,30.19,75.96
51,新竹縣,2010/08,竹東,2.1,0.25,-,29.1,33,24,8.67,2.16,6.52,-,-,-,29.17,73.61
52,新竹縣,2010/08,湖口,4.1,0.24,-,26.5,35,24,16.36,3.69,12.68,-,-,-,29.71,70.4
53,苗栗縣,2010/08,苗栗,3.1,0.3,-,30.6,31,21,14.74,3.38,11.35,-,-,-,29.69,70.35
54,苗栗縣,2010/08,頭份,5.8,0.25,-,26.8,33,19,14.78,2.79,11.99,2.045,0.098,1.947,29.91,74.18
55,苗栗縣,2010/08,三義,2.5,0.22,-,34.1,35,22,10.39,1.7,8.69,-,-,-,26.48,81.0
56,彰化縣,2010/08,彰化,4.9,0.31,-,28.4,40,30,18.31,3.49,14.82,1.83,0.162,1.668,29.88,73.74
57,彰化縣,2010/08,線西,4.0,0.25,-,29.2,38,25,12.21,2.81,9.4,2.082,0.154,1.928,28.86,78.8
58,彰化縣,2010/08,二林,2.1,0.13,-,28.3,47,33,10.47,1.76,8.73,-,-,-,29.12,76.21
59,南投縣,2010/08,南投,2.7,0.34,-,30.2,51,23,11.7,2.24,9.47,2.295,0.487,1.808,28.56,76.12
60,南投縣,2010/08,埔里,1.7,0.27,-,32.6,32,26,10.07,1.61,8.46,-,-,-,26.67,73.92
61,南投縣,2010/08,竹山,2.3,0.22,-,30.4,30,19,8.76,2.33,6.43,-,-,-,27.42,81.22
62,雲林縣,2010/08,斗六,2.8,0.27,-,32.2,37,27,11.56,1.96,9.6,-,-,-,29.66,73.35
63,雲林縣,2010/08,崙背,2.6,0.2,-,28.0,41,24,11.11,2.75,8.35,-,-,-,29.22,80.08
64,雲林縣,2010/08,臺西,3.4,0.2,-,31.3,30,22,10.45,2.57,7.88,-,-,-,29.22,83.09
65,嘉義縣,2010/08,朴子,3.0,0.26,-,28.7,44,23,11.56,2.06,9.5,-,-,-,29.69,77.48
66,嘉義縣,2010/08,新港,3.1,0.22,-,26.8,42,22,13.97,3.37,10.6,-,-,-,29.7,76.6
67,屏東縣,2010/08,屏東,2.9,0.4,-,26.9,42,23,14.74,2.54,12.2,2.1,0.181,1.919,29.04,75.26
68,屏東縣,2010/08,潮州,2.5,0.19,-,27.7,40,23,6.79,1.64,5.14,-,-,-,28.65,79.08
69,屏東縣,2010/08,恆春,2.7,0.06,382.4,24.2,17,11,4.83,1.64,3.19,-,-,-,28.69,80.44
70,臺東縣,2010/08,臺東,1.9,0.27,-,16.4,36,9,8.8,4.08,4.71,-,-,-,29.59,77.11
71,臺東縣,2010/08,關山,1.7,-,-,14.8,22,9,5.34,2.39,2.94,-,-,-,28.35,75.46
72,花蓮縣,2010/08,花蓮,2.0,0.28,-,16.9,22,17,9.17,3.21,5.95,-,-,-,29.66,75.19
73,澎湖縣,2010/08,馬公,2.6,0.17,-,32.8,22,13,6.14,1.3,4.83,-,-,-,29.99,82.26
74,金門縣,2010/08,金門,5.5,0.25,-,27.4,55,25,14.62,4.59,10.03,-,-,-,30.29,80.39
75,連江縣,2010/08,馬祖,2.6,0.13,-,28.9,35,14,5.87,1.74,4.13,-,-,-,28.92,83.97
,,,,,,,,,,,,,,,,,
