序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
1,臺北市,2010/08,松山,3.8,0.47,404.62,16.2,35,22,36.15,13.77,22.38,2.103,0.211,1.891,30.0,68.33
2,臺北市,2010/08,古亭,2.1,0.5,-,19.5,35,20,26.49,9.65,16.84,2.101,0.201,1.9,30.2,73.19
3,臺北市,2010/08,中山,3.9,0.68,-,15.5,33,28,35.88,14.72,21.16,2.217,0.261,1.956,30.34,69.88
4,臺北市,2010/08,大同,4.0,1.56,-,-,35,23,66.23,41.9,24.33,2.666,0.655,2.011,-,-
5,臺北市,2010/08,萬華,3.2,0.55,-,14.5,29,20,33.31,12.31,21.0,-,-,-,30.95,71.0
6,臺北市,2010/08,陽明,3.1,0.11,383.4,24.9,13,11,4.68,1.24,3.42,-,-,-,21.83,90.47
7,臺北市,2010/08,士林,3.2,0.35,-,20.6,38,16,19.72,5.76,13.96,-,-,-,30.04,61.29
8,新北市,2010/08,板橋,5.1,0.54,-,21.7,28,19,28.96,9.57,19.39,2.243,0.329,1.914,30.68,66.76
9,新北市,2010/08,三重,4.6,1.71,-,-,46,27,106.13,75.68,30.45,2.764,0.752,2.012,30.26,67.35
10,新北市,2010/08,菜寮,4.0,0.6,-,16.9,29,18,28.19,10.09,18.1,-,-,-,30.76,66.94
11,新北市,2010/08,永和,3.5,0.95,-,15.6,30,19,37.78,17.93,19.85,2.178,0.371,1.806,30.42,67.94
12,新北市,2010/08,新莊,7.5,0.45,-,21.0,32,19,26.6,7.8,18.8,-,-,-,30.86,71.51
13,新北市,2010/08,新店,2.3,0.29,-,22.0,25,15,14.42,3.61,10.81,-,-,-,29.9,74.19
14,新北市,2010/08,淡水,3.1,0.29,-,18.0,26,15,15.1,4.44,10.66,-,-,-,-,-
15,新北市,2010/08,汐止,4.1,0.34,-,17.9,26,15,26.35,10.85,15.5,-,-,-,30.03,77.61
16,新北市,2010/08,土城,4.5,0.42,-,23.1,30,19,25.31,9.3,16.01,2.173,0.28,1.893,30.39,71.83
17,新北市,2010/08,林口,4.6,0.29,-,20.9,27,15,20.39,4.94,15.45,-,-,-,28.84,74.71
18,新北市,2010/08,萬里,3.1,0.16,-,24.9,21,12,8.97,2.67,6.3,-,-,-,28.88,85.7
19,臺中市,2010/08,西屯,3.6,0.32,-,28.5,45,29,19.58,4.51,15.08,2.132,0.23,1.902,29.1,79.42
20,臺中市,2010/08,忠明,3.4,0.5,-,33.4,40,29,21.51,3.58,17.93,2.238,0.24,1.998,30.07,72.83
21,臺中市,2010/08,豐原,3.5,0.43,-,32.8,47,27,14.68,2.39,12.29,1.926,0.155,1.771,28.4,74.75
22,臺中市,2010/08,沙鹿,4.2,0.29,-,30.1,34,26,16.19,2.8,13.4,-,-,-,29.43,74.68
23,臺中市,2010/08,大里,3.3,0.42,421.41,30.1,-,-,17.44,3.07,14.37,2.073,0.254,1.819,-,72.89
24,臺南市,2010/08,新營,3.5,0.28,-,28.5,44,23,10.01,3.63,6.39,2.162,0.083,2.079,29.39,79.97
25,臺南市,2010/08,善化,6.1,0.19,411.5,24.5,38,19,10.27,3.86,6.41,-,-,-,28.67,83.71
26,臺南市,2010/08,安南,3.7,0.28,-,26.7,42,22,15.54,4.47,11.08,2.099,0.186,1.913,29.44,74.68
27,臺南市,2010/08,臺南,4.0,0.35,-,29.7,36,21,14.15,2.17,11.98,1.867,0.177,1.691,29.66,78.09
28,高雄市,2010/08,左營,5.7,0.41,-,25.6,40,25,22.0,6.68,15.32,2.137,0.234,1.902,30.0,75.36
29,高雄市,2010/08,楠梓,5.3,0.3,-,20.9,39,22,19.41,5.06,14.36,1.924,0.18,1.743,29.22,75.33
30,高雄市,2010/08,前金,5.9,0.38,-,26.9,37,26,19.35,4.86,14.49,2.054,0.21,1.843,29.95,76.92
31,高雄市,2010/08,前鎮,7.5,0.42,-,21.2,39,25,21.6,5.39,16.21,2.074,0.266,1.808,30.11,77.82
32,高雄市,2010/08,復興,6.4,0.63,-,23.2,38,21,25.2,6.68,18.52,2.286,0.356,1.93,29.37,80.52
33,高雄市,2010/08,小港,8.7,0.33,-,22.1,43,25,23.75,6.89,16.85,1.898,0.192,1.706,29.34,76.33
34,高雄市,2010/08,鳳山,5.8,0.49,-,24.9,48,24,20.6,4.16,16.45,2.072,0.255,1.817,29.32,77.87
35,高雄市,2010/08,林園,3.5,0.2,-,31.8,42,24,9.06,1.89,7.16,1.994,0.044,1.95,28.88,84.69
36,高雄市,2010/08,大寮,4.4,0.28,-,23.7,42,27,12.21,2.98,9.23,2.096,0.203,1.894,28.66,82.13
37,高雄市,2010/08,仁武,7.0,0.31,-,24.2,44,23,19.81,4.72,15.09,1.946,0.155,1.792,29.21,77.95
38,高雄市,2010/08,橋頭,4.0,0.26,-,24.3,37,20,15.9,4.12,11.78,-,-,-,29.3,79.35
39,高雄市,2010/08,美濃,1.5,0.19,-,28.0,31,16,7.32,2.15,5.18,-,-,-,27.93,83.49
40,基隆市,2010/08,基隆,3.0,0.29,-,19.6,19,12,16.01,4.79,11.22,1.936,0.127,1.809,29.76,75.73
41,新竹市,2010/08,新竹,3.3,0.35,-,25.4,31,21,18.48,4.0,14.48,2.07,0.171,1.899,30.22,71.18
42,嘉義市,2010/08,嘉義,2.7,0.3,-,28.5,36,24,11.59,1.89,9.7,1.969,0.131,1.837,29.15,73.35
43,宜蘭縣,2010/08,宜蘭,2.4,0.23,402.59,17.9,27,11,9.28,2.5,6.77,-,-,-,29.22,76.06
44,宜蘭縣,2010/08,冬山,2.9,0.33,-,15.0,27,11,14.37,5.84,8.53,-,-,-,29.47,76.84
