序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","相對濕度 RH (percent)","紫外線指數 UVB (UVI)"
53,苗栗縣,2004/03,苗栗,3.5,0.48,-,30.0,56,-,25.1,3.61,21.5,-,-,-,17.66,-,-,73.31,-
54,苗栗縣,2004/03,頭份,3.5,-,-,-,53,-,26.29,3.76,22.6,2.538,0.29,2.248,17.81,-,-,-,-
55,苗栗縣,2004/03,三義,1.1,0.43,-,31.2,43,-,17.48,1.54,15.99,2.126,0.207,1.919,15.74,-,-,-,-
56,彰化縣,2004/03,彰化,3.7,0.76,-,22.8,68,-,37.12,8.28,28.83,3.033,0.483,2.551,19.0,-,-,-,-
57,彰化縣,2004/03,線西,4.1,-,-,-,56,-,21.97,2.7,19.32,2.461,0.373,2.088,19.8,-,-,80.54,-
58,彰化縣,2004/03,二林,4.1,0.42,-,33.5,66,-,18.92,2.14,16.85,-,-,-,18.25,-,-,-,-
59,南投縣,2004/03,南投,1.9,0.58,-,24.0,74,-,32.56,5.58,27.04,2.744,0.45,2.295,20.18,-,-,77.23,-
60,南投縣,2004/03,埔里,1.2,0.71,-,29.4,69,-,19.5,1.61,17.92,2.244,0.298,1.946,21.1,-,-,76.23,-
61,南投縣,2004/03,竹山,2.2,0.71,-,25.8,77,-,35.68,5.38,30.33,-,-,-,20.16,-,-,75.69,-
62,雲林縣,2004/03,斗六,2.3,0.63,-,22.4,82,-,26.07,3.6,22.44,-,-,-,19.4,-,-,78.11,-
63,雲林縣,2004/03,崙背,2.5,0.39,-,32.2,86,-,17.92,1.4,16.6,2.854,0.435,2.419,19.6,-,-,76.51,-
64,雲林縣,2004/03,臺西,2.5,0.38,-,38.7,59,-,14.72,1.7,13.01,-,-,-,19.15,-,-,-,-
65,嘉義縣,2004/03,朴子,2.7,0.41,-,32.9,70,-,20.72,2.13,18.64,2.534,0.197,2.337,20.27,-,-,72.21,-
66,嘉義縣,2004/03,新港,2.5,0.44,-,21.8,80,-,19.57,2.66,16.91,-,-,-,18.99,-,-,76.59,-
67,屏東縣,2004/03,屏東,3.1,0.82,-,19.6,107,-,-,-,-,2.618,0.275,2.344,22.46,-,-,-,-
68,屏東縣,2004/03,潮州,5.2,0.55,-,30.7,93,-,26.02,4.79,21.39,-,-,-,23.88,-,-,73.82,-
69,屏東縣,2004/03,恆春,0.7,0.21,332.11,48.5,27,-,1.58,0.25,1.51,-,-,-,21.94,-,-,-,-
70,臺東縣,2004/03,臺東,0.5,0.57,-,31.2,33,-,10.29,1.23,9.09,2.475,0.227,2.248,21.78,-,-,-,-
71,花蓮縣,2004/03,花蓮,0.7,0.71,-,24.6,42,-,23.0,4.35,18.66,2.42,0.515,1.905,20.26,-,-,-,-
72,澎湖縣,2004/03,馬公,0.9,0.38,-,53.9,-,-,-,-,-,-,-,-,18.9,-,-,80.15,-
73,金門縣,2004/03,金門,7.5,0.58,-,35.8,80,-,16.58,4.1,12.48,-,-,-,15.08,-,-,-,-
74,連江縣,2004/03,馬祖,2.2,0.23,-,52.0,59,-,5.76,0.81,4.96,-,-,-,12.67,-,-,-,-
,,,,,,,,,,,,,,,,,,,,
